doc_id,senate_committee,senate_committee_refdate,house_committee,house_committee_refdate
14hb5832,NA,NA,Appropriations,2014-09-18
14hb5833,NA,NA,Criminal Justice,2014-09-18
14hb5834,NA,NA,Government Operations,2014-09-18
14hb5835,NA,NA,Financial Services,2014-09-18
14hb5836,NA,NA,Financial Services,2014-09-18
14hb5837,NA,NA,Financial Services,2014-09-18
14hb5838,NA,NA,Tax Policy,2014-09-23
14hb5839,HEALTH POLICY,2014-10-22,Health Policy,2014-09-23
14hb5840,HEALTH POLICY,2014-10-22,Health Policy,2014-09-23
14hb5841,HEALTH POLICY,2014-10-22,Health Policy,2014-09-23
14hb5842,HEALTH POLICY,2014-10-22,Health Policy,2014-09-23
14hb5843,NA,NA,Government Operations,2014-09-23
14hb5844,NA,NA,Natural Resources,2014-09-23
14hb5845,NA,NA,Appropriations,2014-09-23
14hb5846,NA,NA,Commerce,2014-09-23
14hb5847,NA,NA,Commerce,2014-09-23
14hb5848,NA,NA,Appropriations,2014-09-23
14hb5849,NA,NA,"Families, Children, and Seniors",2014-09-23
14hb5850,NA,NA,"Families, Children, and Seniors",2014-09-23
14hb5851,NA,NA,"Families, Children, and Seniors",2014-09-23
14hb5852,NA,NA,Education,2014-09-23
14hb5853,NA,NA,Government Operations,2014-09-23
14hb5854,NA,NA,Insurance,2014-09-23
14hb5855,NA,NA,Elections and Ethics,2014-09-23
14hb5856,NA,NA,Commerce,2014-09-23
14hb5857,NA,NA,Criminal Justice,2014-09-24
14hb5858,NA,NA,Insurance,2014-09-30
14hb5859,NA,NA,Natural Resources,2014-09-30
14hb5860,REGULATORY REFORM,2014-12-10,Regulatory Reform,2014-09-30
14hb5861,NA,NA,Appropriations,2014-09-30
14hb5862,INSURANCE,2014-12-11,Local Government,2014-09-30
14hb5863,NA,NA,Transportation and Infrastructure,2014-09-30
14hb5864,NA,NA,Transportation and Infrastructure,2014-09-30
14hb5865,NA,NA,Energy and Technology,2014-09-30
14hb5866,NA,NA,Appropriations,2014-09-30
14hb5867,NA,NA,Transportation and Infrastructure,2014-09-30
14hb5868,LOCAL GOVERNMENT AND ELECTIONS,2014-12-09,Local Government,2014-09-30
14hb5869,NA,NA,Judiciary,2014-10-01
14hb5870,NA,NA,Judiciary,2014-10-01
14hb5871,NA,NA,Judiciary,2014-10-01
14hb5872,NA,NA,Energy and Technology,2014-10-01
14hb5873,NA,NA,Commerce,2014-10-01
14hb5874,NA,NA,Tax Policy,2014-10-01
14hb5875,NA,NA,Elections and Ethics,2014-10-01
14hb5876,NA,NA,Insurance,2014-10-01
14hb5877,NA,NA,Insurance,2014-10-01
14hb5878,NA,NA,Commerce,2014-10-01
14hb5879,NA,NA,"Families, Children, and Seniors",2014-10-02
14hb5880,NA,NA,Military and Veterans Affairs,2014-10-02
14hb5881,NA,NA,Military and Veterans Affairs,2014-10-02
14hb5882,NA,NA,Health Policy,2014-10-02
14hb5883,NA,NA,Transportation and Infrastructure,2014-10-02
14hb5884,NA,NA,Transportation and Infrastructure,2014-10-02
14hb5885,NA,NA,Judiciary,2014-10-02
14hb5886,NA,NA,Energy and Technology,2014-10-02
14hb5887,NA,NA,Judiciary,2014-10-02
14hb5888,NA,NA,Judiciary,2014-10-02
14hb5889,NA,NA,Appropriations,2014-11-06
14hb5890,NA,NA,Appropriations,2014-11-06
14hb5891,NA,NA,Appropriations,2014-11-06
14hb5892,NA,NA,Appropriations,2014-11-06
14hb5893,NA,NA,Appropriations,2014-11-06
14hb5894,NA,NA,Appropriations,2014-11-06
14hb5895,NA,NA,Appropriations,2014-11-06
14hb5896,NA,NA,Energy and Technology,2014-11-06
14hb5897,NA,NA,Energy and Technology,2014-11-06
14hb5898,NA,NA,Natural Resources,2014-11-06
14hb5899,NA,NA,Financial Services,2014-11-06
14hb5900,NA,NA,Appropriations,2014-11-06
14hb5901,NA,NA,Appropriations,2014-11-06
14hb5902,NA,NA,Natural Resources,2014-11-06
14hb5903,NA,NA,Appropriations,2014-11-06
14hb5904,NA,NA,Education,2014-11-06
14hb5905,NA,NA,Education,2014-11-06
14hb5906,NA,NA,Education,2014-11-06
14hb5907,NA,NA,Local Government,2014-11-06
14hb5908,NA,NA,Energy and Technology,2014-11-06
14hb5909,NA,NA,Energy and Technology,2014-11-06
14hb5910,NA,NA,Energy and Technology,2014-11-06
14hb5911,NA,NA,Energy and Technology,2014-11-06
14hb5912,NA,NA,Energy and Technology,2014-11-06
14hb5913,NA,NA,Energy and Technology,2014-11-06
14hb5914,NA,NA,Energy and Technology,2014-11-06
14hb5915,NA,NA,Education,2014-11-06
14hb5916,NA,NA,Education,2014-11-06
14hb5917,NA,NA,Education,2014-11-06
14hb5918,NA,NA,Education,2014-11-06
14hb5919,NA,NA,Elections and Ethics,2014-11-06
14hb5920,NA,NA,Commerce,2014-11-06
14hb5921,NA,NA,Transportation and Infrastructure,2014-11-06
14hb5922,NA,NA,Financial Services,2014-11-06
14hb5923,NA,NA,Energy and Technology,2014-11-06
14hb5924,"FAMILIES, SENIORS AND HUMAN SERVICES",2014-12-09,Tax Policy,2014-11-06
14hb5925,NA,NA,Insurance,2014-11-06
14hb5926,NA,NA,Insurance,2014-11-06
14hb5927,NA,NA,Tax Policy,2014-11-06
14hb5928,JUDICIARY,2014-12-09,Appropriations,2014-11-06
14hb5929,JUDICIARY,2014-12-09,Appropriations,2014-11-06
14hb5930,JUDICIARY,2014-12-09,Appropriations,2014-11-06
14hb5931,JUDICIARY,2014-12-09,Appropriations,2014-11-06
14hb5932,INSURANCE,2014-12-10,Insurance,2014-11-06
14hb5933,NA,NA,Transportation and Infrastructure,2014-11-12
14hb5934,NA,NA,Transportation and Infrastructure,2014-11-12
14hb5935,NA,NA,Insurance,2014-11-12
14hb5936,NA,NA,Regulatory Reform,2014-11-12
14hb5937,NA,NA,Local Government,2014-11-12
14hb5938,NA,NA,Transportation and Infrastructure,2014-11-12
14hb5939,NA,NA,Agriculture,2014-11-12
14hb5940,NA,NA,Agriculture,2014-11-12
14hb5941,NA,NA,Government Operations,2014-11-12
14hb5942,NA,NA,Criminal Justice,2014-11-12
14hb5943,NA,NA,Health Policy,2014-11-12
14hb5944,NA,NA,Education,2014-11-12
14hb5945,NA,NA,Criminal Justice,2014-11-12
14hb5946,NA,NA,Criminal Justice,2014-11-12
14hb5947,NA,NA,Tax Policy,2014-11-12
14hb5948,NA,NA,Insurance,2014-11-12
14hb5949,NA,NA,Local Government,2014-11-12
14hb5950,NA,NA,Health Policy,2014-11-12
14hb5951,NA,NA,Energy and Technology,2014-11-12
14hb5952,APPROPRIATIONS,2014-12-10,Appropriations,2014-11-12
14hb5953,NA,NA,Government Operations,2014-11-12
14hb5954,NA,NA,Financial Services,2014-11-13
14hb5955,NA,NA,Elections and Ethics,2014-11-13
14hb5956,NA,NA,Elections and Ethics,2014-11-13
14hb5957,NA,NA,Agriculture,2014-11-13
14hb5958,NA,NA,Judiciary,2014-11-13
14hb5959,NA,NA,Commerce,2014-11-13
14hb5960,BANKING AND FINANCIAL INSTITUTIONS,2014-12-11,Detroit's Recovery and Michigan's Future,2014-11-13
14hb5961,"REFORMS, RESTRUCTURING AND REINVENTING",2014-12-11,Detroit's Recovery and Michigan's Future,2014-11-13
14hb5962,NA,NA,Transportation and Infrastructure,2014-11-13
14hb5963,NA,NA,Transportation and Infrastructure,2014-11-13
14hb5964,NA,NA,Transportation and Infrastructure,2014-11-13
14hb5965,NA,NA,Transportation and Infrastructure,2014-11-13
14hb5966,NA,NA,Transportation and Infrastructure,2014-11-13
14hb5967,NA,NA,Energy and Technology,2014-11-13
14hb5968,NA,NA,Energy and Technology,2014-11-13
14hb5969,NA,NA,Energy and Technology,2014-11-13
14hb5970,NA,NA,Criminal Justice,2014-11-13
14hb5971,NA,NA,Judiciary,2014-11-13
14hb5972,NA,NA,Judiciary,2014-11-13
14hb5973,NA,NA,Judiciary,2014-11-13
14hb5974,NA,NA,Elections and Ethics,2014-11-13
14hb5975,NA,NA,Judiciary,2014-12-02
14hb5976,NA,NA,Insurance,2014-12-02
14hb5977,NA,NA,Michigan Competitiveness,2014-12-02
14hb5978,NA,NA,Education,2014-12-02
14hb5979,NA,NA,Education,2014-12-02
14hb5980,NA,NA,Energy and Technology,2014-12-02
14hb5981,NA,NA,Insurance,2014-12-02
14hb5982,NA,NA,Tax Policy,2014-12-02
14hb5983,NA,NA,Natural Resources,2014-12-02
14hb5984,NA,NA,Natural Resources,2014-12-02
14hb5985,NA,NA,Natural Resources,2014-12-02
14hb5986,NA,NA,Natural Resources,2014-12-02
14hb5987,NA,NA,Local Government,2014-12-02
14hb5988,NA,NA,Local Government,2014-12-02
14hb5989,NA,NA,Local Government,2014-12-02
14hb5990,NA,NA,Local Government,2014-12-02
14hb5991,NA,NA,Local Government,2014-12-02
14hb5992,NA,NA,Local Government,2014-12-02
14hb5993,NA,NA,Local Government,2014-12-02
14hb5994,NA,NA,Local Government,2014-12-02
14hb5995,NA,NA,Local Government,2014-12-02
14hb5996,NA,NA,Local Government,2014-12-02
14hb5997,NA,NA,Local Government,2014-12-02
14hb5998,NA,NA,Local Government,2014-12-02
14hb5999,NA,NA,Local Government,2014-12-02
14hb6000,NA,NA,Local Government,2014-12-02
14hb6001,NA,NA,Local Government,2014-12-02
14hb6002,NA,NA,Local Government,2014-12-02
14hb6003,NA,NA,Local Government,2014-12-02
14hb6004,NA,NA,Local Government,2014-12-02
14hb6005,NA,NA,Local Government,2014-12-02
14hb6006,NA,NA,Local Government,2014-12-02
14hb6007,NA,NA,Local Government,2014-12-02
14hb6008,NA,NA,Local Government,2014-12-02
14hb6009,NA,NA,Local Government,2014-12-02
14hb6010,NA,NA,Local Government,2014-12-02
14hb6011,NA,NA,Local Government,2014-12-02
14hb6012,NA,NA,Local Government,2014-12-02
14hb6013,NA,NA,Local Government,2014-12-02
14hb6014,NA,NA,Local Government,2014-12-02
14hb6015,NA,NA,Local Government,2014-12-02
14hb6016,NA,NA,Local Government,2014-12-02
14hb6017,NA,NA,Local Government,2014-12-02
14hb6018,NA,NA,Local Government,2014-12-02
14hb6019,NA,NA,Local Government,2014-12-02
14hb6020,NA,NA,Local Government,2014-12-02
14hb6021,NA,NA,Local Government,2014-12-02
14hb6022,NA,NA,Local Government,2014-12-02
14hb6023,NA,NA,Local Government,2014-12-02
14hb6024,NA,NA,Local Government,2014-12-02
14hb6025,NA,NA,Local Government,2014-12-02
14hb6026,NA,NA,Local Government,2014-12-02
14hb6027,NA,NA,Local Government,2014-12-02
14hb6028,NA,NA,Local Government,2014-12-02
14hb6029,NA,NA,Local Government,2014-12-02
14hb6030,NA,NA,Local Government,2014-12-02
14hb6031,NA,NA,Local Government,2014-12-02
14hb6032,NA,NA,Local Government,2014-12-02
14hb6033,NA,NA,Local Government,2014-12-02
14hb6034,NA,NA,Local Government,2014-12-02
14hb6035,NA,NA,Local Government,2014-12-02
14hb6036,NA,NA,Local Government,2014-12-02
14hb6037,NA,NA,Local Government,2014-12-02
14hb6038,NA,NA,Local Government,2014-12-02
14hb6039,NA,NA,Local Government,2014-12-02
14hb6040,NA,NA,Local Government,2014-12-02
14hb6041,NA,NA,Local Government,2014-12-02
14hb6042,NA,NA,Local Government,2014-12-02
14hb6043,NA,NA,Local Government,2014-12-02
14hb6044,NA,NA,Local Government,2014-12-02
14hb6045,NA,NA,Local Government,2014-12-02
14hb6046,NA,NA,Local Government,2014-12-02
14hb6047,NA,NA,Local Government,2014-12-02
14hb6048,NA,NA,Local Government,2014-12-02
14hb6049,NA,NA,Local Government,2014-12-02
14hb6050,NA,NA,Local Government,2014-12-02
14hb6051,NA,NA,Local Government,2014-12-02
14hb6052,NA,NA,Local Government,2014-12-02
14hb6053,NA,NA,Local Government,2014-12-02
14hb6054,NA,NA,Local Government,2014-12-02
14hb6055,NA,NA,Local Government,2014-12-02
14hb6056,NA,NA,Local Government,2014-12-02
14hb6057,NA,NA,Local Government,2014-12-02
14hb6058,NA,NA,Local Government,2014-12-02
14hb6059,NA,NA,Local Government,2014-12-02
14hb6060,NA,NA,Local Government,2014-12-02
14hb6061,NA,NA,Local Government,2014-12-02
14hb6062,NA,NA,Local Government,2014-12-02
14hb6063,NA,NA,Local Government,2014-12-02
14hb6064,NA,NA,Local Government,2014-12-02
14hb6065,NA,NA,Local Government,2014-12-02
14hb6066,NA,NA,Local Government,2014-12-02
14hb6067,NA,NA,Local Government,2014-12-02
14hb6068,NA,NA,Local Government,2014-12-02
14hb6069,NA,NA,Local Government,2014-12-02
14hb6070,NA,NA,Local Government,2014-12-02
14hb6071,NA,NA,Local Government,2014-12-02
14hb6072,NA,NA,Local Government,2014-12-02
14hb6073,NA,NA,Local Government,2014-12-02
14hb6074,NA,NA,Michigan Competitiveness,2014-12-02
14hb6075,NA,NA,Commerce,2014-12-02
14hb6076,NA,NA,Tax Policy,2014-12-03
14hb6077,NA,NA,Tax Policy,2014-12-03
14hb6078,NA,NA,Judiciary,2014-12-03
14hb6079,ECONOMIC DEVELOPMENT,2014-12-15,Commerce,2014-12-04
14hb6080,NA,NA,Natural Resources,2014-12-04
14hb6081,NA,NA,Criminal Justice,2014-12-04
14hb6082,NA,NA,Tax Policy,2014-12-04
14hb6083,NA,NA,Judiciary,2014-12-09
14hb6084,NA,NA,Transportation and Infrastructure,2014-12-09
14hb6085,NA,NA,Natural Resources,2014-12-09
14hb6086,NA,NA,Natural Resources,2014-12-09
14hb6087,NA,NA,Regulatory Reform,2014-12-09
14hb6088,NA,NA,Energy and Technology,2014-12-10
14hb6089,NA,NA,Regulatory Reform,2014-12-16
14hb6090,NA,NA,Regulatory Reform,2014-12-16
14hb6091,NA,NA,Regulatory Reform,2014-12-16
14hb6092,NA,NA,Insurance,2014-12-18
14hb6093,NA,NA,Insurance,2014-12-18
14hb6094,NA,NA,Government Operations,2014-12-18
14hb6095,NA,NA,Insurance,2014-12-18
14hb6096,NA,NA,Education,2014-12-18
14hb6097,NA,NA,Education,2014-12-18
14hb6098,NA,NA,Health Policy,2014-12-18
14hb6099,NA,NA,Insurance,2014-12-18
14hb6100,NA,NA,Education,2014-12-18
14hb6101,NA,NA,Education,2014-12-18
14hb6102,NA,NA,Tax Policy,2014-12-18
14hb6103,NA,NA,Transportation and Infrastructure,2014-12-18
14hb6104,NA,NA,Insurance,2014-12-18
13scr0001,NA,NA,NA,NA
13hcr0001,NA,NA,NA,NA
13hcr0002,NA,NA,Transportation and Infrastructure,2013-03-05
13scr0002,NA,NA,NA,NA
13scr0003,NA,NA,NA,NA
13hcr0003,NA,NA,"Families, Children, and Seniors",2013-03-07
13hcr0004,NA,NA,Transportation and Infrastructure,2013-03-12
13scr0004,GOVERNMENT OPERATIONS,2013-01-16,NA,NA
13scr0005,ENERGY AND TECHNOLOGY,2013-01-23,Energy and Technology,2013-02-20
13hcr0005,NA,NA,NA,NA
13hcr0006,"NATURAL RESOURCES, ENVIRONMENT AND GREAT LAKES",2013-05-22,Natural Resources,2013-05-09
13scr0006,ENERGY AND TECHNOLOGY,2013-02-12,Energy and Technology,2013-02-19
13scr0007,GOVERNMENT OPERATIONS,2013-06-13,Commerce,2014-03-27
13hcr0007,NA,NA,Energy and Technology,2013-09-03
13hcr0008,NA,NA,Health Policy,2013-09-10
13scr0008,GOVERNMENT OPERATIONS,2013-06-13,Michigan Competitiveness,2014-03-27
13scr0009,NA,NA,Government Operations,2013-06-20
13hcr0009,APPROPRIATIONS,2013-09-24,Appropriations,2013-09-10
13hcr0010,NA,NA,Natural Resources,2013-09-10
13scr0010,NA,NA,NA,NA
13scr0011,NA,NA,NA,NA
13hcr0011,APPROPRIATIONS,2013-10-02,Education,2013-09-25
13hcr0012,NA,NA,Regulatory Reform,2013-10-08
13scr0012,GOVERNMENT OPERATIONS,2013-10-16,NA,NA
13scr0013,NA,NA,NA,NA
13hcr0013,NA,NA,Judiciary,2013-10-22
13hcr0014,NA,NA,NA,NA
13hcr0015,NA,NA,Commerce,2013-12-10
13hcr0016,ECONOMIC DEVELOPMENT,2014-01-08,Energy and Technology,2013-12-11
13hcr0017,NA,NA,Energy and Technology,2013-12-11
13hcr0018,NA,NA,Natural Resources,2013-12-12
13hcr0019,BANKING AND FINANCIAL INSTITUTIONS,2014-02-11,Financial Services,2013-12-12
14scr0014,"NATURAL RESOURCES, ENVIRONMENT AND GREAT LAKES",2014-03-13,Energy and Technology,2014-06-12
14scr0015,"NATURAL RESOURCES, ENVIRONMENT AND GREAT LAKES",2014-05-15,Natural Resources,2014-09-24
14scr0016,"NATURAL RESOURCES, ENVIRONMENT AND GREAT LAKES",2014-05-21,Energy and Technology,2014-06-12
14scr0017,"NATURAL RESOURCES, ENVIRONMENT AND GREAT LAKES",2014-05-21,Energy and Technology,2014-06-12
14scr0018,NA,NA,NA,NA
14scr0019,NA,NA,NA,NA
14scr0020,"NATURAL RESOURCES, ENVIRONMENT AND GREAT LAKES",2014-07-16,NA,NA
14hcr0020,NA,NA,NA,NA
14hcr0021,NA,NA,Agriculture,2014-02-06
14scr0021,NA,NA,Tourism,2014-09-16
14scr0022,NA,NA,Natural Resources,2014-09-16
14hcr0022,"NATURAL RESOURCES, ENVIRONMENT AND GREAT LAKES",2014-02-26,Natural Resources,2014-02-19
14hcr0023,NA,NA,Education,2014-03-19
14scr0023,HEALTH POLICY,2014-09-23,Health Policy,2014-11-13
14scr0024,NA,NA,NA,NA
14hcr0024,NA,NA,NA,NA
14hcr0025,NA,NA,Judiciary,2014-03-26
14scr0025,NA,NA,NA,NA
14hcr0026,NA,NA,Tax Policy,2014-03-27
14hcr0027,NA,NA,"Families, Children, and Seniors",2014-04-30
14hcr0028,NA,NA,NA,NA
14hcr0029,NA,NA,Energy and Technology,2014-05-22
14hcr0030,NA,NA,Energy and Technology,2014-05-22
14hcr0031,NA,NA,Natural Resources,2014-05-28
14hcr0032,JUDICIARY,2014-06-10,Criminal Justice,2014-05-28
14hcr0033,NA,NA,Natural Resources,2014-09-09
14hcr0034,NA,NA,Tax Policy,2014-09-09
14hcr0035,APPROPRIATIONS,2014-09-23,Appropriations,2014-09-09
14hcr0036,NA,NA,NA,NA
14hcr0037,ENERGY AND TECHNOLOGY,2014-11-12,NA,NA
14hcr0038,NA,NA,NA,NA
14hcr0039,NA,NA,NA,NA
14hcr0040,NA,NA,NA,NA
13hjr000A,NA,NA,Government Operations,2013-01-09
13sjr000A,APPROPRIATIONS,2013-01-16,NA,NA
13sjr000B,GOVERNMENT OPERATIONS,2013-01-16,NA,NA
13hjr000B,NA,NA,Tax Policy,2013-01-22
13sjr000C,GOVERNMENT OPERATIONS,2013-01-16,NA,NA
13hjr000C,NA,NA,Appropriations,2013-01-29
13hjr000D,NA,NA,Government Operations,2013-01-30
13sjr000D,"REFORMS, RESTRUCTURING AND REINVENTING",2013-01-16,NA,NA
13sjr000E,"REFORMS, RESTRUCTURING AND REINVENTING",2013-01-16,NA,NA
13hjr000E,NA,NA,Government Operations,2013-01-30
13hjr000F,NA,NA,Government Operations,2013-02-05
13sjr000F,JUDICIARY,2013-01-24,NA,NA
13sjr000G,GOVERNMENT OPERATIONS,2013-01-24,NA,NA
13hjr000G,NA,NA,Government Operations,2013-02-05
13hjr000H,NA,NA,Government Operations,2013-02-05
13sjr000H,APPROPRIATIONS,2013-01-24,NA,NA
13sjr000I,APPROPRIATIONS,2013-01-24,NA,NA
13hjr000I,NA,NA,Elections and Ethics,2013-02-06
13hjr000J,NA,NA,Government Operations,2013-02-06
13sjr000J,APPROPRIATIONS,2013-01-30,NA,NA
13sjr000K,"FAMILIES, SENIORS AND HUMAN SERVICES",2013-01-30,NA,NA
13hjr000K,NA,NA,Natural Resources,2013-02-12
13hjr000L,NA,NA,Military and Veterans Affairs,2013-02-28
13sjr000L,GOVERNMENT OPERATIONS,2013-01-31,NA,NA
13sjr000M,FINANCE,2013-02-27,NA,NA
13hjr000M,APPROPRIATIONS,2014-05-15,Military and Veterans Affairs,2013-02-28
13hjr000N,APPROPRIATIONS,2014-05-15,Military and Veterans Affairs,2013-03-07
13sjr000N,GOVERNMENT OPERATIONS,2013-02-27,NA,NA
13sjr000O,GOVERNMENT OPERATIONS,2013-03-05,NA,NA
13hjr000O,NA,NA,Elections and Ethics,2013-03-12
13hjr000P,NA,NA,Elections and Ethics,2013-03-12
13sjr000P,LOCAL GOVERNMENT AND ELECTIONS,2013-03-06,NA,NA
13sjr000Q,"NATURAL RESOURCES, ENVIRONMENT AND GREAT LAKES",2013-03-07,NA,NA
13hjr000Q,NA,NA,Government Operations,2013-04-09
13hjr000R,NA,NA,Government Operations,2013-04-09
13sjr000R,EDUCATION,2013-04-10,NA,NA
13sjr000S,NA,NA,Natural Resources,2013-04-25
13hjr000S,NA,NA,Government Operations,2013-04-30
13hjr000T,NA,NA,Elections and Ethics,2013-06-11
13sjr000T,INSURANCE,2013-04-23,NA,NA
13sjr000U,EDUCATION,2013-05-01,NA,NA
13hjr000U,NA,NA,Elections and Ethics,2013-06-12
13hjr000V,NA,NA,Judiciary,2013-07-18
13sjr000V,GOVERNMENT OPERATIONS,2013-05-23,Financial Liability Reform,2013-11-07
13sjr000W,GOVERNMENT OPERATIONS,2013-06-04,NA,NA
13hjr000W,NA,NA,Tax Policy,2013-07-18
13hjr000X,NA,NA,Elections and Ethics,2013-09-04
13sjr000X,GOVERNMENT OPERATIONS,2013-06-11,NA,NA
13sjr000Y,GOVERNMENT OPERATIONS,2013-07-31,NA,NA
13hjr000Y,NA,NA,Tax Policy,2013-09-17
13hjr000Z,NA,NA,Appropriations,2013-09-17
13sjr000Z,FINANCE,2013-07-31,NA,NA
13hjr00AA,NA,NA,Local Government,2013-12-04
13sjr00AA,APPROPRIATIONS,2013-09-03,NA,NA
13sjr00BB,GOVERNMENT OPERATIONS,2013-09-17,NA,NA
13hjr00BB,NA,NA,Government Operations,2014-01-08
13sjr00CC,GOVERNMENT OPERATIONS,2013-11-05,NA,NA
14hjr00BB,NA,NA,Government Operations,2014-01-08
14hjr00CC,NA,NA,Financial Liability Reform,2014-01-15
14hjr00DD,NA,NA,Education,2014-03-11
14sjr00DD,APPROPRIATIONS,2014-02-04,NA,NA
14sjr00EE,GOVERNMENT OPERATIONS,2014-03-25,NA,NA
14hjr00EE,NA,NA,Natural Resources,2014-03-27
14hjr00FF,NA,NA,Government Operations,2014-05-28
14sjr00FF,APPROPRIATIONS,2014-03-25,NA,NA
14sjr00GG,NA,NA,NA,NA
14hjr00GG,NA,NA,Elections and Ethics,2014-05-28
14hjr00HH,NA,NA,Government Operations,2014-05-29
14hjr00II,NA,NA,Government Operations,2014-06-12
14hjr00JJ,NA,NA,Government Operations,2014-06-12
14hjr00KK,NA,NA,Government Operations,2014-06-12
14hjr00LL,NA,NA,Government Operations,2014-09-09
14hjr00MM,NA,NA,Tax Policy,2014-09-24
14hjr00NN,NA,NA,Elections and Ethics,2014-09-30
14hjr00OO,NA,NA,Government Operations,2014-10-02
14hjr00PP,NA,NA,Commerce,2014-10-02
14hjr00QQ,NA,NA,Transportation and Infrastructure,2014-11-06
14hjr00RR,NA,NA,Natural Resources,2014-12-04
14hjr00SS,NA,NA,Education,2014-12-18
14hjr00TT,NA,NA,Education,2014-12-18
14hjr00UU,NA,NA,NA,NA
13hr0001,NA,NA,NA,NA
13sr0001,NA,NA,NA,NA
13sr0002,NA,NA,NA,NA
13hr0002,NA,NA,NA,NA
13hr0003,NA,NA,NA,NA
13sr0003,NA,NA,NA,NA
13sr0004,ENERGY AND TECHNOLOGY,2013-01-23,NA,NA
13hr0004,NA,NA,NA,NA
13hr0005,NA,NA,NA,NA
13sr0005,NA,NA,NA,NA
13sr0006,NA,NA,NA,NA
13hr0006,NA,NA,NA,NA
13hr0007,NA,NA,NA,NA
13sr0007,NA,NA,NA,NA
13sr0008,NA,NA,NA,NA
13hr0008,NA,NA,NA,NA
13hr0009,NA,NA,NA,NA
13sr0009,NA,NA,NA,NA
13sr0010,NA,NA,NA,NA
13hr0010,NA,NA,NA,NA
13hr0011,NA,NA,Health Policy,2013-01-23
13sr0011,NA,NA,NA,NA
13sr0012,NA,NA,NA,NA
13hr0012,NA,NA,NA,NA
13hr0013,NA,NA,NA,NA
13sr0013,NA,NA,NA,NA
13sr0014,NA,NA,NA,NA
13hr0014,NA,NA,NA,NA
13hr0015,NA,NA,NA,NA
13sr0015,NA,NA,NA,NA
13sr0016,NA,NA,NA,NA
13hr0016,NA,NA,NA,NA
13hr0017,NA,NA,Financial Liability Reform,2013-01-29
13sr0017,JUDICIARY,2013-02-19,NA,NA
13sr0018,NA,NA,NA,NA
13hr0018,NA,NA,Judiciary,2013-01-30
13hr0019,NA,NA,NA,NA
13sr0019,NA,NA,NA,NA
13sr0020,OUTDOOR RECREATION AND TOURISM,2013-02-27,NA,NA
13hr0020,NA,NA,Local Government,2013-02-05
13hr0021,NA,NA,NA,NA
13sr0021,OUTDOOR RECREATION AND TOURISM,2013-02-27,NA,NA
13sr0022,NA,NA,NA,NA
13hr0022,NA,NA,Local Government,2013-02-06
13hr0023,NA,NA,NA,NA
13sr0023,NA,NA,NA,NA
13sr0024,NA,NA,NA,NA
13hr0024,NA,NA,Government Operations,2013-02-07
13hr0025,NA,NA,"Families, Children, and Seniors",2013-02-12
13sr0025,NA,NA,NA,NA
13sr0026,NA,NA,NA,NA
13hr0026,NA,NA,NA,NA
13hr0027,NA,NA,NA,NA
13sr0027,NA,NA,NA,NA
13sr0028,NA,NA,NA,NA
13hr0028,NA,NA,NA,NA
13hr0029,NA,NA,NA,NA
13sr0029,ECONOMIC DEVELOPMENT,2013-04-10,NA,NA
13sr0030,ECONOMIC DEVELOPMENT,2013-04-10,NA,NA
13hr0030,NA,NA,Energy and Technology,2013-02-14
13hr0031,NA,NA,Government Operations,2013-02-19
13sr0031,NA,NA,NA,NA
13sr0032,NA,NA,NA,NA
13hr0032,NA,NA,NA,NA
13hr0033,NA,NA,NA,NA
13sr0033,NA,NA,NA,NA
13sr0034,APPROPRIATIONS,2013-04-11,NA,NA
13hr0034,NA,NA,NA,NA
13hr0035,NA,NA,NA,NA
13sr0035,NA,NA,NA,NA
13sr0036,"NATURAL RESOURCES, ENVIRONMENT AND GREAT LAKES",2013-04-17,NA,NA
13hr0036,NA,NA,NA,NA
13hr0037,NA,NA,Agriculture,2013-02-27
13sr0037,INSURANCE,2013-04-18,NA,NA
13sr0038,NA,NA,NA,NA
13hr0038,NA,NA,Government Operations,2013-02-28
13hr0039,NA,NA,NA,NA
13sr0039,NA,NA,NA,NA
13sr0040,NA,NA,NA,NA
13hr0040,NA,NA,NA,NA
13hr0041,NA,NA,Health Policy,2013-03-05
13sr0041,NA,NA,NA,NA
13sr0042,NA,NA,NA,NA
13hr0042,NA,NA,NA,NA
13hr0043,NA,NA,Health Policy,2013-03-05
13sr0043,NA,NA,NA,NA
13sr0044,NA,NA,NA,NA
13hr0044,NA,NA,NA,NA
13hr0045,NA,NA,NA,NA
13sr0045,NA,NA,NA,NA
13sr0046,HEALTH POLICY,2013-05-01,NA,NA
13hr0046,NA,NA,NA,NA
13hr0047,NA,NA,NA,NA
13sr0047,NA,NA,NA,NA
13sr0048,NA,NA,NA,NA
13hr0048,NA,NA,Transportation and Infrastructure,2013-03-05
13hr0049,NA,NA,NA,NA
13sr0049,NA,NA,NA,NA
13sr0050,NA,NA,NA,NA
13hr0050,NA,NA,NA,NA
13hr0051,NA,NA,NA,NA
13sr0051,NA,NA,NA,NA
13sr0052,NA,NA,NA,NA
13hr0052,NA,NA,NA,NA
13hr0053,NA,NA,NA,NA
13sr0053,NA,NA,NA,NA
13sr0054,NA,NA,NA,NA
13hr0054,NA,NA,Transportation and Infrastructure,2013-03-12
13hr0055,NA,NA,NA,NA
13sr0055,NA,NA,NA,NA
