Document,Type,Description
HB 4713 of 2017,House Bill,"Disabilities; deaf, deafblind, hard of hearing; division on behavioral health for deaf, deafblind, and hard of hearing; create. Creates new act.  TIE BAR WITH: HB 4714'17Last Action: bill electronically reproduced 06/07/2017"
HB 4714 of 2017,House Bill,"Disabilities; deaf, deafblind, hard of hearing; commission on behavioral health for deaf, deafblind, and hard of hearing; create. Creates new act.  TIE BAR WITH: HB 4713'17Last Action: bill electronically reproduced 06/07/2017"
HB 4715 of 2017,House Bill,Insurance; no-fault; fraud prevention authority; create. Amends title & secs. 3330 & 4501 of 1956 PA 218 (MCL 500.3330 & 500.4501) & adds ch. 63.  TIE BAR WITH: HB 4622'17Last Action: bill electronically reproduced 06/07/2017
HB 4716 of 2017 (PA 193 of 2017),House Bill,"Children; parental rights; termination of parental rights for subjecting child to undergo female genital mutilation; require. Amends sec. 19b, ch. XIIA of 1939 PA 288 (MCL 712A.19b).  TIE BAR WITH: HB 4636'17, HB 4637'17Last Action: assigned PA 193'17 with immediate effect"
HB 4717 of 2017,House Bill,Vehicles; fund-raising registration plates; fund-raising plate for Michigan Humane Society; create. Amends 1949 PA 300 (MCL 257.1 - 257.923) by adding sec. 811aa.Last Action: bill electronically reproduced 06/07/2017
HB 4718 of 2017,House Bill,"Highways; other; number of township landowners required as a threshold for a petition to abandon or discontinue a highway; modify. Amends sec. 18, ch. IV of 1909 PA 283 (MCL 224.18).Last Action: bill electronically reproduced 06/08/2017"
HB 4719 of 2017,House Bill,"Housing; landlord and tenants; allocation of responsibilities; provide for with respect to prevention and management of bedbug infestation. Amends title & sec. 1 of 1972 PA 348 (MCL 554.601) & adds secs. 1d, 1e, 1f & 1g.Last Action: bill electronically reproduced 06/08/2017"
HB 4720 of 2017,House Bill,Law enforcement; local police; use of local police resources to investigate or arrest persons for immigration enforcement purposes; prohibit. Creates new act.Last Action: bill electronically reproduced 06/08/2017
HB 4721 of 2017,House Bill,"Law enforcement; investigations; police officers, hospitals or medical personnel complying with federal request to collect information on individual's immigration status; prohibit. Creates new act.Last Action: bill electronically reproduced 06/08/2017"
HB 4722 of 2017,House Bill,Education; attendance; unequal treatment of students based on immigration status; prohibit. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1136a.Last Action: bill electronically reproduced 06/08/2017
HB 4723 of 2017,House Bill,Higher education; state universities; in-state tuition for certain noncitizen students; require. Amends 1979 PA 94 (MCL 388.1601 - 388.1896) by adding sec. 265b.Last Action: bill electronically reproduced 06/08/2017
HB 4724 of 2017,House Bill,Law enforcement; investigations; stop-and-frisk policies procedure; eliminate. Amends 1927 PA 175 (MCL 760.1 - 777.69) by adding sec. 5 to ch. XVI.Last Action: bill electronically reproduced 06/08/2017
HB 4725 of 2017,House Bill,State financing and management; other; creation or management of public database that includes certain information; prohibit. Amends 1984 PA 431 (MCL 18.1101 - 18.1594) by adding sec. 387.Last Action: bill electronically reproduced 06/08/2017
HB 4726 of 2017,House Bill,Education; curriculum; instruction on civil rights and the bill of rights; require. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1166a.Last Action: bill electronically reproduced 06/08/2017
HB 4727 of 2017,House Bill,Law enforcement; investigations; detaining individual on basis of immigration status; prohibit. Creates new act.Last Action: bill electronically reproduced 06/08/2017
HB 4728 of 2017,House Bill,Criminal procedure; defenses; legal aid for individuals in deportation proceedings; establish. Creates new act.Last Action: bill electronically reproduced 06/08/2017
HB 4729 of 2017,House Bill,State financing and management; other; organization or individual accepting funding from department of homeland security; require to report to state and require state to publicly post information. Amends 1984 PA 431 (MCL 18.1101 - 18.1594) by adding sec. 382.Last Action: bill electronically reproduced 06/08/2017
HB 4730 of 2017,House Bill,"Public employees and officers; state; use of E-verify to determine eligibility for employment; prohibit for public employers, state contractors, and subcontractors. Creates new act.Last Action: bill electronically reproduced 06/08/2017"
HB 4731 of 2017,House Bill,"State financing and management; purchasing; state contracts; require certain percentage to be awarded to majority-minority or minority-owned firms. Amends title & secs. 1, 2, 3, 4, 5 & 6 of 1980 PA 428 (MCL 450.771 et seq.).Last Action: bill electronically reproduced 06/08/2017"
HB 4732 of 2017,House Bill,Individual income tax; collections; refugee settlement fund; create and earmark certain revenue. Amends sec. 471 of 1967 PA 281 (MCL 206.471) & adds sec. 51f.Last Action: bill electronically reproduced 06/08/2017
HB 4733 of 2017,House Bill,State financing and management; purchasing; engaging in contracts with companies that have business activities in building a border wall; prohibit. Amends secs. 241 & 261 of 1984 PA 431 (MCL 18.1241 & 18.1261).Last Action: bill electronically reproduced 06/08/2017
HB 4734 of 2017 (PA 614 of 2018),House Bill,"Elections; election officials; provisions regarding boards of county election commissioners and boards of county canvassers; modify. Amends secs. 23, 24e, 28, 821, 822 & 830 of 1954 PA 116 (MCL 168.23 et seq.); adds secs. 668b & 824a & repeals secs. 24f & 24h of 1954 PA 116 (MCL 168.24f & 168.24h).Last Action: assigned PA 614'18 with immediate effect"
HB 4735 of 2017 (PA 11 of 2018),House Bill,Education; dual enrollment; definition of eligible institution for postsecondary dual enrollment; expand. Amends sec. 3 of 1996 PA 160 (MCL 388.513).Last Action: assigned PA 11'18 with immediate effect
HB 4736 of 2017,House Bill,"Tobacco; other; youth tobacco act; increase minimum age to sell, give, or furnish tobacco products or tobacco paraphernalia and repeal prohibition of the purchase, possession, or use of tobacco products by minors. Amends title & secs. 1, 2a & 4 of 1915 PA 31 (MCL 722.641 et seq.); adds sec. 3a & repeals sec. 2 of 1915 PA 31 (MCL 722.642).Last Action: bill electronically reproduced 06/08/2017"
HB 4737 of 2017,House Bill,Tobacco; other; storage and direct access to certain tobacco products; regulate. Amends sec. 2 of 1993 PA 327 (MCL 205.422) & adds sec. 11a.Last Action: bill electronically reproduced 06/08/2017
HB 4738 of 2017,House Bill,Crimes; business crimes; prohibiting certain deliveries and sales of tobacco products and tobacco paraphernalia by mail or vending machines; expand. Amends secs. 42b & 470 of 1931 PA 328 (MCL 750.42b & 750.470).  TIE BAR WITH: HB 4736'17Last Action: bill electronically reproduced 06/08/2017
HB 4739 of 2017,House Bill,"Taxation; tobacco; tobacco products tax act; prohibit tobacco vending machines. Amends title & secs. 2, 3, 6, 6a, 7, 8, 9 & 11 of 1993 PA 327 (MCL 205.422 et seq.).Last Action: bill electronically reproduced 06/08/2017"
HB 4740 of 2017,House Bill,Environmental protection; other; gas cans manufactured in Michigan; provide for labeling of and declare not part of interstate commerce. Creates new act.Last Action: printed joint resolution filed 06/08/2017
HB 4741 of 2017,House Bill,Corrections; jails; time confined in cells for incarcerated individuals under 21 years of age; develop policies to limit. Amends 1953 PA 232 (MCL 791.201 - 791.285) by adding sec. 64a.Last Action: referred to second reading
HB 4742 of 2017,House Bill,Crimes; gambling; fantasy sports betting; allow. Amends sec. 310 of 1931 PA 328 (MCL 750.310).Last Action: bill electronically reproduced 06/08/2017
HB 4743 of 2017,House Bill,Gaming; other; fantasy contests act; create. Creates new act.  TIE BAR WITH: HB 4742'17Last Action: printed joint resolution filed 06/08/2017
HB 4744 of 2017,House Bill,"Juveniles; other; detention of juveniles in certain circumstances; modify. Amends secs. 14, 15, 16, 18 & 18i, ch. XIIA of 1939 PA 288 (MCL 712A.14 et seq.).Last Action: referred to second reading"
HB 4745 of 2017,House Bill,"Elections; candidates; candidate filing fee in lieu of nominating petitions for the office of state senator or state representative; increase, and make nonrefundable. Amends sec. 163 of 1954 PA 116 (MCL 168.163).  TIE BAR WITH: HB 4746'17, HB 4747'17, HB 4748'17, HB 4749'17, HB 4750'17Last Action: REFERRED TO COMMITTEE ON ELECTIONS AND GOVERNMENT REFORM"
HB 4746 of 2017,House Bill,"Elections; candidates; candidate filing fee in lieu of nominating petitions for the office of county auditor; increase, and make nonrefundable. Amends sec. 224 of 1954 PA 116 (MCL 168.224).  TIE BAR WITH: HB 4745'17, HB 4747'17, HB 4748'17, HB 4749'17, HB 4750'17Last Action: bill electronically reproduced 06/13/2017"
HB 4747 of 2017 (PA 653 of 2018),House Bill,Elections; candidates; candidate filing fee in lieu of nomination petitions for township offices; allow. Amends sec. 351 of 1954 PA 116 (MCL 168.351).  TIE BAR WITH: HB 4748'17Last Action: assigned PA 653'18 with immediate effect
HB 4748 of 2017 (PA 654 of 2018),House Bill,Elections; candidates; candidate filing fee in lieu of nominating petitions for township offices; allow. Amends sec. 349 of 1954 PA 116 (MCL 168.349).  TIE BAR WITH: HB 4747'17Last Action: assigned PA 654'18 with immediate effect
HB 4749 of 2017,House Bill,"Elections; candidates; candidate filing fee in lieu of nominating petitions for the office of county road commissioner; increase, and make nonrefundable. Amends sec. 254 of 1954 PA 116 (MCL 168.254).  TIE BAR WITH: HB 4745'17, HB 4746'17, HB 4747'17, HB 4748'17, HB 4750'17Last Action: REFERRED TO COMMITTEE ON ELECTIONS AND GOVERNMENT REFORM"
HB 4750 of 2017,House Bill,"Elections; candidates; candidate filing fee in lieu of nominating petitions for county offices; increase, and make nonrefundable. Amends sec. 193 of 1954 PA 116 (MCL 168.193).  TIE BAR WITH: HB 4745'17, HB 4746'17, HB 4747'17, HB 4748'17, HB 4749'17Last Action: REFERRED TO COMMITTEE ON ELECTIONS AND GOVERNMENT REFORM"
HB 4751 of 2017,House Bill,Family law; marriage and divorce; enforceability of prenuptial agreements; clarify. Amends sec. 8 of 1981 PA 216 (MCL 557.28).Last Action: PLACED ON ORDER OF THIRD READING WITH SUBSTITUTE S-1
HB 4752 of 2017 (PA 33 of 2018),House Bill,"Probate; wills and estates; fee ratio and reporting requirement; revise, and remove sunset. Amends secs. 871 & 877 of 1961 PA 236 (MCL 600.871 & 600.877).Last Action: assigned PA 33'18 with immediate effect"
HB 4753 of 2017,House Bill,"Juveniles; criminal procedure; specified juvenile violation definition; modify in probate code of 1939. Amends secs. 2 & 2d, ch. XIIA of 1939 PA 288 (MCL 712A.2 & 712A.2d).Last Action: referred to second reading"
HB 4754 of 2017,House Bill,"Courts; jurisdiction; inter-circuit concurrent jurisdiction plan; authorize. Amends secs. 401, 405, 841 & 8304 of 1961 PA 236 (MCL 600.401 et seq.) & adds sec. 403.Last Action: bill electronically reproduced 06/13/2017"
HB 4755 of 2017,House Bill,Labor; fair employment practices; employers requiring certain noncompete agreements; prohibit. Amends sec. 4a of 1984 PA 274 (MCL 445.774a).Last Action: bill electronically reproduced 06/14/2017
HB 4756 of 2017 (PA 160 of 2017),House Bill,Crimes; intoxication or impairment; abstract of court record for certain violations of the minor in possession of alcohol statute; revise. Amends sec. 732 of 1949 PA 300 (MCL 257.732).Last Action: assigned PA 160'17 with immediate effect
HB 4757 of 2017,House Bill,Higher education; generally; option for students to authorize disclosure of mental health records to parents or others under certain circumstances; require institutions of higher education to provide. Creates new act.Last Action: bill electronically reproduced 06/14/2017
HB 4758 of 2017,House Bill,Construction; safety; requirement for installation of carbon monoxide detectors in public schools; provide for. Amends title & sec. 1a of 1937 PA 306 (MCL 388.851a) & adds sec. 1c.Last Action: bill electronically reproduced 06/14/2017
HB 4759 of 2017 (PA 106 of 2017),House Bill,Property; conveyances; transfer of certain state-owned property in Ingham County; provide for. Creates land transfer act.Last Action: assigned PA 106'17 with immediate effect
HB 4760 of 2017,House Bill,Health; abortion; informed consent provision; remove 24-hour waiting period before the performance of an abortion. Amends secs. 17015 & 17015a of 1978 PA 368 (MCL 333.17015 & 333.17015a) & repeals sec. 17014 of 1978 PA 368 (MCL 333.17014).Last Action: bill electronically reproduced 06/14/2017
HB 4761 of 2017,House Bill,Insurance; health benefits; Abortion Insurance Opt-Out Act; repeal. Repeals 2013 PA 182 (MCL 550.541 - 550.551).Last Action: bill electronically reproduced 06/14/2017
HB 4762 of 2017,House Bill,Health occupations; physicians; government interference with physician-patient treatment programs; prohibit. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 16221b.Last Action: bill electronically reproduced 06/14/2017
HB 4763 of 2017,House Bill,Health; abortion; prohibition on laws or administrative rules that place a burden on access to abortion; provide for. Creates new act.Last Action: bill electronically reproduced 06/14/2017
HB 4764 of 2017,House Bill,Labor; hours and wages; parental leave time provided for participation in school activities; establish. Creates new act.Last Action: bill electronically reproduced 06/14/2017
HB 4765 of 2017,House Bill,Health facilities; patient safety; health facilities' refusal to provide reproductive health services; prohibit under certain circumstances. Amends sec. 20181 of 1978 PA 368 (MCL 333.20181) & adds sec. 20184a.Last Action: REFERRED TO COMMITTEE OF THE WHOLE
HB 4766 of 2017,House Bill,Civil rights; open meetings; remedies for violations of the open meetings act; revise. Amends sec. 11 of 1976 PA 267 (MCL 15.271).Last Action: bill electronically reproduced 06/14/2017
HB 4767 of 2017,House Bill,Advertising; other; advertising of marihuana; regulate. Amends sec. 18a of 1972 PA 106 (MCL 252.318a).Last Action: bill electronically reproduced 06/15/2017
HB 4768 of 2017 (PA 142 of 2018),House Bill,"Juveniles; criminal procedure; setting aside juvenile adjudication for completion of the Michigan youth challeNGe academy; provide for. Amends sec. 18e, ch. XIIA of 1939 PA 288 (MCL 712A.18e).Last Action: assigned PA 142'18 with immediate effect"
HB 4769 of 2017,House Bill,State financing and management; purchasing; state contracts; modify unsuccessful bidder protest policy. Amends 1984 PA 431 (MCL 18.1101 - 18.1594) by adding sec. 266.Last Action: bill electronically reproduced 06/15/2017
HB 4770 of 2017,House Bill,State financing and management; purchasing; state contracts; establish requirement to announce procured bids. Amends 1984 PA 431 (MCL 18.1101 - 18.1594) by adding sec. 262a.Last Action: bill electronically reproduced 06/15/2017
HB 4771 of 2017,House Bill,State financing and management; purchasing; procurement disbarment; modify. Amends sec. 264 of 1984 PA 431 (MCL 18.264)Last Action: bill electronically reproduced 06/15/2017
HB 4772 of 2017,House Bill,Education; curriculum; instruction and professional development in warning signs for suicide and depression; make mandatory. Amend sec. 1171 of 1976 PA 451 (MCL 380.1171).Last Action: bill electronically reproduced 06/15/2017
HB 4773 of 2017,House Bill,Economic development; brownfield redevelopment authority; brownfield redevelopment financing act; modify population threshold. Amends secs. 2 & 3 of 1996 PA 381 (MCL 125.2652 & 125.2653).Last Action: bill electronically reproduced 06/15/2017
HB 4774 of 2017,House Bill,Individual income tax; deductions; deduction for contributions to any other qualified (ABLE) program established by another state; provide for. Amends sec. 30 of 1967 PA 281 (MCL 206.30).Last Action: bill electronically reproduced 06/20/2017
HB 4775 of 2017,House Bill,Individual income tax; deductions; deduction for contributions made to any state's 529 education savings plan; provide for. Amends sec. 30 of 1967 PA 281 (MCL 206.30) & repeals sec. 30f of 1967 PA 281 (MCL 206.30f).Last Action: bill electronically reproduced 06/20/2017
HB 4776 of 2017,House Bill,Natural resources; gas and oil; use of flowback water from hydraulic fracturing process on dirt roads as a dust suppression tool; prohibit. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding sec. 61528.Last Action: bill electronically reproduced 06/20/2017
HB 4777 of 2017,House Bill,Natural resources; gas and oil; hydraulic fracturing; require notice and an opportunity for a public hearing prior to authorizing. Amends secs. 1301 & 61525 of 1994 PA 451 (MCL 324.1301 & 324.61525).Last Action: bill electronically reproduced 06/20/2017
HB 4778 of 2017,House Bill,Natural resources; gas and oil; methane from wells; require control or capture of. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding sec. 61506e.Last Action: bill electronically reproduced 06/20/2017
HB 4779 of 2017 (PA 488 of 2018),House Bill,Legislature; other; uniform electronic legal material; provide for. Amends 1986 PA 268 (MCL 4.1101 - 4.1901) by adding ch. 1A.Last Action: assigned PA 488'18 with immediate effect
HB 4780 of 2017 (PA 655 of 2018),House Bill,Legislature; other; Michigan Compiled Laws database; designate as an official source of law. Amends secs. 1 & 7 of 1970 PA 193 (MCL 8.41 & 8.47).  TIE BAR WITH: HB 4779'17Last Action: assigned PA 655'18
HB 4781 of 2017 (PA 138 of 2017),House Bill,Vehicles; bicycles; operation of electric bicycles on certain trails; allow. Amends sec. 72105 of 1994 PA 451 (MCL 324.72105).Last Action: assigned PA 138'17 with immediate effect
HB 4782 of 2017 (PA 139 of 2017),House Bill,"Vehicles; bicycles; definition and regulation of electric bicycles; provide for. Amends secs. 32b, 33 & 657 of 1949 PA 300 (MCL 257.32b et seq.) & adds secs. 13e & 662a.Last Action: assigned PA 139'17 with immediate effect"
HB 4783 of 2017 (PA 140 of 2017),House Bill,Insurance; no-fault; electric-assist bicycles; exempt from no-fault insurance requirements. Amends sec. 3101 of 1956 PA 218 (MCL 500.3101).  TIE BAR WITH: HB 4782'17Last Action: assigned PA 140'17 with immediate effect
HB 4784 of 2017,House Bill,Recreation; state parks; recreation passport requirement; exempt veterans. Amends secs. 74116 & 78119 of 1994 PA 451 (MCL 324.74116 & 324.78119).Last Action: bill electronically reproduced 06/20/2017
HB 4785 of 2017,House Bill,"Animals; dogs; service dogs for veterans; provide grant program. Creates new act.Last Action: REFERRED TO COMMITTEE ON VETERANS, MILITARY AFFAIRS AND HOMELAND SECURITY"
HB 4786 of 2017,House Bill,"Animals; dogs; dog license application; allow for a voluntary $10.00 contribution and earmark revenue to the veterans service dog fund. Amends sec. 6 of 1919 PA 339 (MCL 287.266).  TIE BAR WITH: HB 4785'17Last Action: REFERRED TO COMMITTEE ON VETERANS, MILITARY AFFAIRS AND HOMELAND SECURITY"
HB 4787 of 2017 (PA 25 of 2018),House Bill,"Natural resources; fishing; ice shanty identification requirements and removal dates; modify. Amends secs. 46502, 46507 & 46508 of 1994 PA 451 (MCL 324.46502 et seq.) & repeals secs. 46503, 46504, 46505 & 46506 of 1994 PA 451 (MCL 324.46503 et seq.).Last Action: assigned PA 25'18 with immediate effect"
HB 4788 of 2017,House Bill,Health; medical marihuana; injunctive relief or damages against local governmental entities; prohibit to commercial entity that sells or provides marihuana operating in violation of local ordinances. Amends 2016 PA 281 (MCL 333.27101 - 333.27801) by adding sec. 205a.Last Action: bill electronically reproduced 06/20/2017
HB 4789 of 2017,House Bill,Human services; county services; county child care fund reimbursement rate; increase. Amends sec. 117a of 1939 PA 280 (MCL 400.117a)Last Action: bill electronically reproduced 06/20/2017
HB 4790 of 2017,House Bill,Criminal procedure; records; individual with no more than 2 nonviolent felony convictions; allow to apply to have both convictions set aside if certain conditions are met. Amends sec. 1 of 1965 PA 213 (MCL 780.621).Last Action: bill electronically reproduced 06/20/2017
HB 4791 of 2017,House Bill,"Energy; alternative sources; energy optimization standard; increase, and eliminate cap. Amends secs 73, 75, 77 & 78 of 2008 PA 295 (MCL 460.1073 et seq.) & repeal sec. 81 of 2008 PA 295 (MCL 460.1081).Last Action: bill electronically reproduced 06/20/2017"
HB 4792 of 2017,House Bill,"Energy; alternative sources; renewable portfolio standard; increase. Amends secs. 22, 28 & 45 of 2008 PA 295 (MCL 460.1022 et seq.) & adds sec. 32.Last Action: bill electronically reproduced 06/20/2017"
HB 4793 of 2017,House Bill,"Criminal procedure; sentencing; juveniles who may be sentenced in the same manner as an adult; revise criteria. Amends sec. 1, ch. IX of 1927 PA 175 (MCL 769.1).  TIE BAR WITH: HB 4675'17Last Action: referred to second reading"
HB 4794 of 2017,House Bill,Traffic control; driver license; issuance of driver license to undocumented persons; allow under certain circumstances. Amends secs. 51a & 307 of 1949 PA 300 (MCL 257.51a & 257.307) & adds sec. 307c.Last Action: bill electronically reproduced 06/20/2017
HB 4795 of 2017,House Bill,State; identification cards; issuance of state identification card to undocumented persons; allow under certain circumstances. Amends sec. 1 of 1972 PA 222 (MCL 28.291) & adds sec. 1b.Last Action: bill electronically reproduced 06/20/2017
HB 4796 of 2017,House Bill,"Children; child care; state policy on seclusion and restraint in child care centers, group child care homes, and family child care homes; require. Amends 1973 PA 116 (MCL 722.111 - 722.128) by adding secs. 2f, 2g, 2h, 2i, 2j, 2k, 2l & 2m.Last Action: bill electronically reproduced 06/20/2017"
HB 4797 of 2017,House Bill,Courts; juries; jury pool selection; provide for municipalitywide jury pool under certain circumstances. Amends sec. 1301b of 1961 PA 236 (MCL 600.1301b).Last Action: bill electronically reproduced 06/20/2017
HB 4798 of 2017,House Bill,Criminal procedure; expunction; expungement of multiple crimes arising out of the same criminal transaction; allow under certain circumstances. Amends sec. 1 of 1965 PA 213 (MCL 780.621).Last Action: bill electronically reproduced 06/20/2017
HB 4799 of 2017,House Bill,Insurance; health insurers; free coverage of birth control; require. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 3406u.Last Action: bill electronically reproduced 06/20/2017
HB 4800 of 2017,House Bill,Civil rights; sexual orientation discrimination; definition of ethnic intimidation; expand to include gender identification and sexual orientation. Amends sec. 147b of 1931 PA 328 (MCL 750.147b).Last Action: bill electronically reproduced 06/20/2017
HB 4801 of 2017,House Bill,Highways; other; municipal and county road commission access to minerals for roads; require department of natural resources to provide. Amends sec. 502 of 1994 PA 451 (MCL 324.502).Last Action: bill electronically reproduced 06/20/2017
HB 4802 of 2017 (PA 200 of 2017),House Bill,Records; marriage; private filing of certain marriage records; allow to make record public. Amends secs. 3 & 4 of 1897 PA 180 (MCL 551.203 & 551.204).Last Action: assigned PA 200'17 with immediate effect
HB 4803 of 2017,House Bill,Labor; fair employment practices; lower minimum wage for certain employees; eliminate. Repeals sec. 4b of 2014 PA 138 (MCL 408.414b).Last Action: bill electronically reproduced 06/20/2017
HB 4804 of 2017,House Bill,Environmental protection; landfills; disposal of certain radioactive waste in landfills; regulate. Amends sec. 11514 of 1994 PA 451 (MCL 324.11514) & adds sec. 11131.Last Action: bill electronically reproduced 06/20/2017
HB 4805 of 2017,House Bill,Education; alternative; requirement for homeschool students to file an educational development plan with the school district; prohibit. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1278d.Last Action: REFERRED TO COMMITTEE ON EDUCATION
HB 4806 of 2017,House Bill,Environmental protection; sewage; alert system for discharge of sewage; create. Amends sec. 3112b of 1994 PA 451 (MCL 324.3112b).Last Action: bill electronically reproduced 06/20/2017
HB 4807 of 2017 (PA 240 of 2017),House Bill,"Public utilities; public service commission; reference of Michigan public service commission in the carriers by water act; revise to Michigan state police and make certain modifications to rates charged by certain carriers by water. Amends secs. 1, 2, 3, 4, 5 & 6 of 1921 PA 246 (MCL 460.201 et seq.) & adds sec. 7.Last Action: assigned PA 240'17 with immediate effect"
HB 4808 of 2017,House Bill,Traffic control; violations; eligibility for basic driver improvement course; modify. Amends sec. 320d of 1949 PA 300 (MCL 257.320d).Last Action: bill electronically reproduced 07/12/2017
HB 4809 of 2017,House Bill,"Elections; candidates; candidate filing fee for the office of county commissioner; increase, and make nonrefundable. Amends sec. 11 of 1966 PA 261 (MCL 46.411).  TIE BAR WITH: HB 4745'17, HB 4746'17, HB 4747'17, HB 4748'17, HB 4749'17, HB 4750'17, HB 4810'17Last Action: REFERRED TO COMMITTEE ON ELECTIONS AND GOVERNMENT REFORM"
HB 4810 of 2017,House Bill,"Elections; candidates; candidate filing fee for the office of county commissioner; increase, and make nonrefundable. Amends sec. 11a of 1966 PA 261 (MCL 46.411a).  TIE BAR WITH: HB 4745'17, HB 4746'17, HB 4747'17, HB 4748'17, HB 4749'17, HB 4750'17, HB 4809'17Last Action: REFERRED TO COMMITTEE ON ELECTIONS AND GOVERNMENT REFORM"
HB 4811 of 2017 (PA 92 of 2018),House Bill,"Agriculture; other; certain food processing standards; modify compliance with federal regulations, and modify certain licensing requirements and fees. Amends secs. 1109, 1111, 3119, 4103 & 7112 of 2000 PA 92 (MCL 289.1109 et seq.).  TIE BAR WITH: HB 4812'17Last Action: assigned PA 92'18 with immediate effect"
HB 4812 of 2017 (PA 93 of 2018),House Bill,"Agriculture; other; certain feed standards; modify compliance with federal regulations. Amends secs. 3, 4, 5, 6, 13 & 14 of 1975 PA 120 (MCL 287.523 et seq.).  TIE BAR WITH: HB 4811'17Last Action: approved by the Governor 3/26/2018 @ 12:20 PM"
HB 4813 of 2017 (PA 34 of 2018),House Bill,"Animals; other; training requirements for animal control shelters, animal protection shelters, and class B dealers to obtain a limited permit to buy, possess, and administer certain animal tranquilizers and sodium pentobarbital; revise. Amends sec. 7333 of 1978 PA 368 (MCL 333.7333).Last Action: assigned PA 34'18 with immediate effect"
HB 4814 of 2017,House Bill,Property tax; millage; millage elections; limit to general November election. Amends sec. 24f of 1893 PA 206 (MCL 211.24f).Last Action: bill electronically reproduced 07/12/2017
HB 4815 of 2017,House Bill,"Elections; school; millage elections; limit to general November election. Amends secs. 312, 497a, 641 & 821 of 1954 PA 116 (MCL 168.312 et seq.).  TIE BAR WITH: HB 4814'17Last Action: bill electronically reproduced 07/12/2017"
HB 4816 of 2017,House Bill,Individual income tax; retirement or pension benefits; 3-tier age bracket limitations; modify. Amends sec. 30 of 1967 PA 281 (MCL 206.30).Last Action: bill electronically reproduced 07/12/2017
HB 4817 of 2017,House Bill,Health facilities; medical records; access to veterans' health records; require to waive fee under certain circumstances. Amends sec. 9 of 2004 PA 47 (MCL 333.26269).Last Action: bill electronically reproduced 07/12/2017
HB 4818 of 2017,House Bill,Veterans; other; Michigan veterans' bill of rights for veterans; establish. Creates new act.Last Action: bill electronically reproduced 07/12/2017
HB 4819 of 2017,House Bill,Individual income tax; credit; incentive for certain taxpayers to hire unemployed veterans; create. Amends 1967 PA 281 (MCL 206.1 - 206.713)  by adding secs. 277 & 677.Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE S-2
HB 4820 of 2017,House Bill,Criminal procedure; evidence; consideration of post-traumatic stress disorder (PTSD) from military service during sentencing; allow. Amends 1927 PA 175 (MCL 760.1 - 777.69) by adding sec. 2 to ch. IX.Last Action: bill electronically reproduced 07/12/2017
HB 4821 of 2017 (PA 13 of 2018),House Bill,"Probate; wills and estates; appointment of the state or county public administrator as personal representative of a decedent's estate in a formal proceeding; require, and modify powers and duties of public administrators acting as personal representatives. Amends secs. 3203, 3204 & 3414 of 1998 PA 386 (MCL 700.3203 et seq.).  TIE BAR WITH: HB 4822'17Last Action: assigned PA 13'18 with immediate effect"
HB 4822 of 2017 (PA 14 of 2018),House Bill,"Probate; wills and estates; appointment of the state or county public administrator as personal representative of a decedent's estate in a formal proceeding; require, and modify powers and duties of public administrators acting as personal representatives. Amends secs. 3705 & 3715 of 1998 PA 386 (MCL 700.3705 & 700.3715).  TIE BAR WITH: HB 4821'17Last Action: assigned PA 14'18 with immediate effect"
HB 4823 of 2017,House Bill,"Elections; candidates; candidate filing fee in lieu of nominating petitions for township library board members; increase. Amends sec. 11 of 1877 PA 164 (MCL 397.211).  TIE BAR WITH: HB 4745'17, HB 4746'17, HB 4747'17, HB 4748'17, HB 4749'17, HB 4750'17, HB 4809'17, HB 4810'17Last Action: bill electronically reproduced 07/12/2017"
HB 4824 of 2017,House Bill,Veterans; health care; mental health and suicide prevention programs available to veterans and members of military; require department to conduct a study and provide recommendations. Amends 1939 PA 280 (MCL 400.1 - 400.119b) by adding sec. 17a.Last Action: bill electronically reproduced 07/12/2017
HB 4825 of 2017,House Bill,"Traffic control; driver license; Veterans Count Michigan fund; create, and allow individuals to donate to the fund when applying for or renewing a driver license. Amends sec. 307 of 1949 PA 300 (MCL 257.307) & adds sec. 307c.Last Action: bill electronically reproduced 07/12/2017"
HB 4826 of 2017,House Bill,Veterans; other; entities providing services to veterans; establish grant program for. Creates new act.Last Action: bill electronically reproduced 07/12/2017
HB 4827 of 2017,House Bill,Law enforcement; reports; criteria to be included in crime reports; modify. Creates new act.Last Action: bill electronically reproduced 07/12/2017
HB 4828 of 2017 (PA 216 of 2018),House Bill,"Highways; name; portion of I-696; designate as the ""Trooper Vicki Moreau DeVries Memorial Highway"". Amends 2001 PA 142 (MCL 250.1001 - 250.2080) by adding sec. 11b.Last Action: assigned PA 216'18 with immediate effect"
