Document,Type,Description
SR 0162 of 2018,Senate Resolution,A resolution recognizing May 2018 as Asian Pacific American Heritage Month.Last Action: ADOPTED
SR 0163 of 2018,Senate Resolution,A resolution to commemorate May 2018 as Community Action Agency Month.Last Action: ADOPTED
SR 0164 of 2018,Senate Resolution,"A resolution to support the practice of applied behavior analysis treatment of individuals with autism spectrum disorders.Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY"
SR 0165 of 2018,Senate Resolution,"A resolution to declare May 7-11, 2018, as Teacher Appreciation Week.
Last Action: ADOPTED"
SR 0166 of 2018,Senate Resolution,"A resolution recognizing May 13-19, 2018, as InfantSEE® Week.Last Action: ADOPTED"
SR 0167 of 2018,Senate Resolution,"A resolution to honor the Hmong Special Guerilla Unit (SGU) Veteran’s Recognition Day in Michigan on May 14, 2018.Last Action: ADOPTED"
SR 0168 of 2018,Senate Resolution,"A resolution to urge the President of the United States to aggressively enforce the terms, conditions, and intent of the Buy American Act and to urge no waivers to the act be granted.Last Action: REFERRED TO COMMITTEE ON COMMERCE"
SR 0169 of 2018,Senate Resolution,"A resolution to declare May 15, 2018, as Chaldean American Day.Last Action: ADOPTED"
SR 0170 of 2018,Senate Resolution,"A resolution to encourage the Michigan Agency for Energy to undertake a collaborative discussion with all interested stakeholders into the potential to integrate energy storage into Michigan’s electric market.  
Last Action: ADOPTED"
SR 0171 of 2018,Senate Resolution,"A resolution to recognize May 20-26, 2018, as Invisible Illness Awareness Week.Last Action: ADOPTED"
SR 0172 of 2018,Senate Resolution,"A resolution to recognize June 9, 2018, as Off-Road Vehicle (ORV) Rider Recognition Day.Last Action: ADOPTED"
SR 0173 of 2018,Senate Resolution,"A resolution to recognize June 2018 as the 50th Anniversary of the establishment of the Michigan District Court system.
Last Action: ADOPTED"
SR 0174 of 2018,Senate Resolution,"A resolution to recognize July 2018 as Craft Beer Month.
Last Action: ADOPTED"
SR 0175 of 2018,Senate Resolution,"A resolution to memorialize the Congress of the United States to enact legislation that requires disposable wipes be clearly labeled as ""non-flushable.""Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SR 0176 of 2018,Senate Resolution,"A resolution recognizing the life and achievements of United States Senator John McCain.
Last Action: ADOPTED"
SR 0177 of 2018,Senate Resolution,"A resolution to recognize October 7-13, 2018, as case management week.Last Action: ADOPTED"
SR 0178 of 2018,Senate Resolution,"A resolution to recognize and congratulate the Flint Community Players on their 90th theatrical season.
Last Action: ADOPTED"
SR 0179 of 2018,Senate Resolution,"A resolution to support the right to hunt, fish, and harvest wildlife.
Last Action: ADOPTED"
SR 0180 of 2018,Senate Resolution,"A resolution to encourage the Michigan Department of Natural Resources to eliminate the wild turkey hunting license application and drawing system and allow for wild turkey licenses to be sold over-the-counter, on a first-come, first-served basis.Last Action: ADOPTED"
SR 0181 of 2018,Senate Resolution,"A resolution recognizing the week of September 23-29, 2018, as Michigan Independent Colleges and Universities Week.
Last Action: ADOPTED"
SR 0182 of 2018,Senate Resolution,"A resolution to recognize September 22-29, 2018, as Michigan Trails Week.Last Action: ADOPTED"
SR 0183 of 2018,Senate Resolution,"A resolution to memorialize the Michigan Public Service Commission and Michigan State Police to take steps to harden Michigan's electric grid.Last Action: REFERRED TO COMMITTEE ON ENERGY AND TECHNOLOGY"
SR 0184 of 2018,Senate Resolution,"A resolution recognizing October 14-20, 2018, as Michigan Homeschool Week.
Last Action: ADOPTED"
SR 0185 of 2018,Senate Resolution,"A resolution to recognize October 24, 2018, as National Bioenergy Day.Last Action: ADOPTED"
SR 0186 of 2018,Senate Resolution,"A resolution recognizing October 5-7, 2018, as Buy Nearby Weekend.
Last Action: ADOPTED"
SR 0187 of 2018,Senate Resolution,A resolution recognizing September 2018 as Family Meals Month.Last Action: ADOPTED
SR 0188 of 2018,Senate Resolution,"A resolution to declare September 25, 2018, as Youth Consent Day.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SR 0189 of 2018,Senate Resolution,"A resolution to call on Governor Snyder and the Michigan Department of Transportation to take action to end the work stoppage imposed by the Michigan Infrastructure and Transportation Association so road work can be completed.Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION"
SR 0190 of 2018,Senate Resolution,"A resolution to oppose efforts taking place in Washington, D.C., to preempt state and local property rights and authority by allowing the federal government to directly regulate the placement of 5G wireless infrastructure.Last Action: REFERRED TO COMMITTEE ON ENERGY AND TECHNOLOGY"
SR 0191 of 2018,Senate Resolution,"A resolution of tribute for the Honorable Tory Rocca.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0192 of 2018,Senate Resolution,"A resolution of tribute for the Honorable Patrick Colbeck.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0193 of 2018,Senate Resolution,"A resolution of tribute offered as a memorial for John F. Kelly, former member of the Senate.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0194 of 2018,Senate Resolution,"A resolution of tribute for the Honorable Coleman Young II.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0195 of 2018,Senate Resolution,"A resolution of tribute for the Honorable Jim Marleau.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0196 of 2018,Senate Resolution,"A resolution of tribute for the Honorable Mike Green.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0197 of 2018,Senate Resolution,"A resolution of tribute for the Honorable Judy K. Emmons.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0198 of 2018,Senate Resolution,"A resolution of tribute for the Honorable Rebekah Warren.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0199 of 2018,Senate Resolution,"A resolution of tribute for the Honorable Hoon-Yung Hopgood.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0200 of 2018,Senate Resolution,"A resolution of tribute for the Honorable Marty Knollenberg.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0201 of 2018,Senate Resolution,"A resolution of tribute for the Honorable Steven M. Bieda.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0202 of 2018,Senate Resolution,"A resolution of tribute for the Honorable Ian Conyers.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0203 of 2018,Senate Resolution,"A resolution of tribute for the Honorable Mike Nofs.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0204 of 2018,Senate Resolution,"A resolution of tribute for the Honorable Vincent Gregory.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0205 of 2018,Senate Resolution,"A resolution of tribute for the Honorable John Proos.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0206 of 2018,Senate Resolution,"A resolution of tribute for the Honorable David B. Robertson.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0207 of 2018,Senate Resolution,"A resolution of tribute for the Honorable Jack Brandenburg.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0208 of 2018,Senate Resolution,"A resolution of tribute for the Honorable Morris W. Hood III.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0209 of 2018,Senate Resolution,"A resolution of tribute for the Honorable Darwin L. Booher.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0210 of 2018,Senate Resolution,"A resolution of tribute for the Honorable David Knezek.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0211 of 2018,Senate Resolution,"A resolution of tribute for the Honorable Goeff Hansen.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0212 of 2018,Senate Resolution,"A resolution of tribute for the Honorable Phil Pavlov.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0213 of 2018,Senate Resolution,"A resolution of tribute for the Honorable Joe Hune.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0214 of 2018,Senate Resolution,"A resolution of tribute for the Honorable Rick Jones.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0215 of 2018,Senate Resolution,"A resolution of tribute for the Honorable Tom Casperson.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0216 of 2018,Senate Resolution,"A resolution of tribute for the Honorable Margaret O’BrienLast Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0217 of 2018,Senate Resolution,"A resolution to memorialize the Michigan Public Service Commission to not approve any part of a utility's rate case or integrated resource plan that would make time-of-use electricity pricing mandatory for residential customers or that would charge substantially higher rates by default to customers who do not participate in time-of-use pricing.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
HR 0217 of 2018,House Resolution,"A resolution of tribute offered in memorial for Martin D. Buth, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0218 of 2018,House Resolution,"A resolution to support other post-employment benefits for current and future local government employees and reaffirm our commitment to local government employees for their devoted service to Michigan communities.Last Action: referred to Committee on Financial Liability Reform"
SR 0218 of 2018,Senate Resolution,"A resolution of tribute for the Honorable Tonya Schuitmaker.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0219 of 2018,Senate Resolution,"A resolution of tribute for the Honorable Dave Hildenbrand.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
HR 0219 of 2018,House Resolution,"A resolution to urge the U.S. Congress to reject the current tax reform proposal.Last Action: referred to Committee on Tax Policy"
HR 0220 of 2018,House Resolution,"A resolution to declare January 2018 as School Board Recognition Month in the state of Michigan. 
Last Action: adopted"
SR 0220 of 2018,Senate Resolution,"A resolution of tribute for the Honorable Brian N. Calley.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0221 of 2018,Senate Resolution,"A resolution of tribute for the Honorable Mike Kowall.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
HR 0221 of 2018,House Resolution,A resolution to declare January 2018 as Mentoring Month in the state of Michigan.Last Action: adopted
HR 0222 of 2018,House Resolution,"A resolution to express support for the Thunder Bay National Marine Sanctuary and oppose any reduction in its boundaries.Last Action: adopted"
SR 0222 of 2018,Senate Resolution,"A resolution of tribute for the Honorable Arlan B. Meekhof.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
HR 0223 of 2018,House Resolution,"A resolution to declare January 16, 2018, as Religious Freedom Day in the state of Michigan
Last Action: adopted"
HR 0224 of 2018,House Resolution,"A resolution calling on the United States Attorney General to respect the people of Michigan's constitutionally-protected right to regulate marihuana at the state level, calling on the President of the United States to replace him if he is unwilling to fulfill this duty.Last Action: referred to Committee on Law and Justice"
HR 0225 of 2018,House Resolution,"A resolution to declare January 21-27, 2018, as School Choice Week in the state of Michigan. 
Last Action: adopted"
HR 0226 of 2018,House Resolution,"A resolution to declare January 2018 as Foster Grandparent Month in the state of Michigan.
 
Last Action: adopted"
HR 0227 of 2018,House Resolution,A resolution to declare January 2018 as Human Trafficking Awareness Month in the state of Michigan.Last Action: adopted
HR 0228 of 2018,House Resolution,"A resolution to propose a framework to guide agencies and ensure the most impactful and relevant decisions in the use of the funds contained in the supplemental budget for PFAS-related activities.
Last Action: adopted"
HR 0229 of 2018,House Resolution,"A resolution to recognize the 45th anniversary of the issuance of the U.S. Supreme Court   Roe v. Wade ruling. 
Last Action: referred to Committee on Government Operations"
HR 0230 of 2018,House Resolution,"A resolution to support the designation of the Flint River Water Trail and the Shiawassee River Water Trail as national water trails by the National Park Service.Last Action: adopted"
HR 0231 of 2018,House Resolution,"A resolution to urge Congress and the federal government to pay its full share of the cost of educating children with disabilities under the Individuals with Disabilities Education Act.Last Action: referred to Committee on Appropriations"
HR 0232 of 2018,House Resolution,"A resolution to condemn President Trump's offensive remarks degrading immigrants and their countries of origin.Last Action: referred to Committee on Government Operations"
HR 0233 of 2018,House Resolution,"A resolution to urge the United States Congress to adopt legislation to change the manner in which sexual assaults are reported and prosecuted within the military.Last Action: referred to Committee on Military and Veterans Affairs"
HR 0234 of 2018,House Resolution,"A resolution calling on Michigan State University President Lou Anna K. Simon to resign immediately or for the Michigan State University Board of Trustees to remove her from the Office of President of Michigan State University immediately.Last Action:  Roll Call # 17 Yeas 96 Nays 11"
HR 0235 of 2018,House Resolution,"A resolution to declare January 28-February 3, 2018, as Catholic Schools Week in the state of Michigan.
Last Action: adopted"
HR 0236 of 2018,House Resolution,"A resolution to declare January 27-February 3, 2018, as Curling Week in the state of Michigan. 
Last Action: adopted"
HR 0237 of 2018,House Resolution,"A resolution to declare June 2018 as Lesbian, Gay, Bisexual, and Transgender Pride Month in the state of Michigan.
Last Action: referred to Committee on Families, Children, and Seniors"
HR 0238 of 2018,House Resolution,"A resolution to declare January 31, 2018, as Aerospace Appreciation Day in the state of Michigan. 
Last Action: adopted"
HR 0239 of 2018,House Resolution,"A resolution to commemorate the 100th anniversary of the passage of women’s suffrage in the state of Michigan.
Last Action: adopted"
HR 0240 of 2018,House Resolution,"A resolution to declare January 31, 2018, as Omphalocele Awareness Day in the state of Michigan.
Last Action: adopted"
HR 0241 of 2018,House Resolution,"A resolution of tribute offered as a memorial for Robert D. Mahoney, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0242 of 2018,House Resolution,"A resolution to declare February 1, 2018, as Blue Star Mother's Day in the state of Michigan. 
Last Action: adopted"
HR 0243 of 2018,House Resolution,"A resolution to urge the Congress of the United States to enact legislation that continues the federal Deferred Action for Childhood Arrivals program and provides a pathway for permanent resident status for recipients.Last Action: referred to Committee on Government Operations"
HR 0244 of 2018,House Resolution,"A resolution to declare February 6, 2018, as Diabetes and Cardiovascular Disease Awareness Day in the state of Michigan. 
Last Action: adopted"
HR 0245 of 2018,House Resolution,A resolution to declare February 2018 as Black History Month in the state of Michigan.Last Action: adopted
HR 0246 of 2018,House Resolution,"A resolution to declare February 11, 2018, as White Shirt Day in the state of Michigan.
Last Action: adopted"
HR 0247 of 2018,House Resolution,"A resolution to urge the playing of ""Lift Every Voice and Sing"" prior to the start of all professional sporting events in Michigan during Black History Month.Last Action: referred to Committee on Commerce and Trade"
HR 0248 of 2018,House Resolution,"A resolution to declare March 2018 as Problem Gambling Awareness Month in the state of Michigan.
Last Action: adopted"
HR 0249 of 2018,House Resolution,"A resolution to declare February 2018 as School-Based Health Center Month in the state of Michigan.
Last Action: adopted"
HR 0250 of 2018,House Resolution,"A resolution to declare February 18-24, 2018, as Family Medicine Week in the state of Michigan. 
Last Action: adopted"
HR 0251 of 2018,House Resolution,"A resolution to commemorate the 100th anniversary of the founding of the County Road Association of Michigan.
Last Action: adopted"
HR 0252 of 2018,House Resolution,"A resolution to declare March 2018 as Brain Injury Awareness Month in the state of Michigan.
Last Action: adopted"
HR 0253 of 2018,House Resolution,"A resolution to declare February 27, 2018, as Career and Technical Education Day in the state of MichiganLast Action: adopted"
HR 0254 of 2018,House Resolution,"A resolution to declare February 26-March 4, 2018, as Eating Disorders Awareness Week in the state of Michigan. 
Last Action: adopted"
HR 0255 of 2018,House Resolution,"A resolution to declare February 28, 2018, as Senior Independence Day in the state of Michigan. 
 
Last Action: adopted"
HR 0256 of 2018,House Resolution,A resolution to honor the memory of William Webb Ferguson.Last Action: adopted
HR 0257 of 2018,House Resolution,A resolution to declare March 2018 as Reading Month in the state of Michigan.Last Action: adopted
HR 0258 of 2018,House Resolution,"A resolution to declare February 28, 2018, as The Power of The Black Dollar Appreciation Day in the state of Michigan. 
Last Action: adopted"
HR 0259 of 2018,House Resolution,"A resolution to memorialize the Detroit Zoological Society to locate the proposed Great Lakes Nature Center at Lake St. Clair Metropark.Last Action: referred to Committee on Agriculture"
HR 0260 of 2018,House Resolution,"A resolution to declare March 2018 as Endometriosis Awareness Month in the state of Michigan.
Last Action: adopted"
HR 0261 of 2018,House Resolution,"A resolution to urge a bilateral free trade agreement between the United States and the Republic of China and reaffirm our support for increasing their international visibility.Last Action: adopted"
HR 0262 of 2018,House Resolution,"A resolution to declare March 6, 2018, as Lymphedema Awareness Day in the state of Michigan.
Last Action: adopted"
HR 0263 of 2018,House Resolution,"A resolution to declare March 2018 as Organ Donor Appreciation Month in the state of Michigan. 
Last Action: adopted"
HR 0264 of 2018,House Resolution,"A resolution to commemorate April 12, 2018, as Female African American Landowner’s Day in the state of Michigan.Last Action: adopted"
HR 0265 of 2018,House Resolution,A resolution to declare March 2018 as Colorectal Cancer Awareness Month in the state of Michigan.Last Action: adopted
HR 0266 of 2018,House Resolution,"A resolution to declare March 2018 as Women's History Month in the state of Michigan.
Last Action: adopted"
HR 0267 of 2018,House Resolution,A resolution to commemorate the 50th anniversary of the Fair Housing Act.Last Action: referred to Committee on Regulatory Reform
HR 0268 of 2018,House Resolution,"A resolution to declare March 8, 2018, as Rare Disease Awareness Day in the state of Michigan.
Last Action: adopted"
HR 0269 of 2018,House Resolution,"A resolution to declare March 2018 as Amyloidosis Awareness Month in the state of Michigan.
Last Action: adopted"
HR 0270 of 2018,House Resolution,"A resolution to declare March 12-18, 2018, as Aviation Week in the state of Michigan.Last Action: adopted"
HR 0271 of 2018,House Resolution,"A resolution to declare March 13, 2018, as Agriculture Day in the state of Michigan.Last Action: adopted"
HR 0272 of 2018,House Resolution,"A resolution to declare March 14, 2018, as Hunger Solutions Day in the state of Michigan.
Last Action: adopted"
HR 0273 of 2018,House Resolution,A resolution to declare March 2018 as Social Work Month in the state of Michigan.Last Action: adopted
HR 0274 of 2018,House Resolution,A resolution to declare March 2018 as Athletic Trainer Month in the state of Michigan.Last Action: adopted
HR 0275 of 2018,House Resolution,"A resolution to declare March 11-17 2018, as Sunshine Week in the state of Michigan.Last Action: adopted"
HR 0276 of 2018,House Resolution,"A resolution to declare March 2018 as Ethnic and Cultural Heritage Month in the state of Michigan.
Last Action: adopted"
HR 0277 of 2018,House Resolution,"A resolution to declare March 19, 2018, as Celebrating Women in Public Office Day in the state of Michigan.Last Action: adopted"
HR 0278 of 2018,House Resolution,"A resolution to declare March 11-17, 2018, as Patient Safety Awareness Week in the state of Michigan.  
Last Action: adopted"
HR 0279 of 2018,House Resolution,"A resolution to declare March 15, 2018, as Medal of Honor Day in the state of
Michigan.Last Action: adopted"
HR 0280 of 2018,House Resolution,"A resolution to declare the Michigan Department of Transportation Director Kirk Steudle unfit to lead the department and express our lack of confidence in his leadership.Last Action: referred to Committee on Government Operations"
HR 0281 of 2018,House Resolution,"A resolution to declare March 29, 2018, as Recognize Vietnam Veterans Day in the state of Michigan.
Last Action: adopted"
HR 0282 of 2018,House Resolution,"A resolution to declare March 21, 2018, as World Down Syndrome Awareness Day in the state of Michigan.
Last Action: adopted"
HR 0283 of 2018,House Resolution,"A resolution to declare April 2, 2018, as Autism Awareness Day in the state of Michigan.  
Last Action: adopted"
HR 0284 of 2018,House Resolution,"A resolution to declare April 2018 as Autism Awareness Month in the state of Michigan. 
Last Action: adopted"
HR 0285 of 2018,House Resolution,"A resolution to declare March 22, 2018, as United Nations Water Day in the state of Michigan. 
Last Action: adopted"
HR 0286 of 2018,House Resolution,"A resolution to declare March 22, 2018, as Snowplow Driver Appreciation Day in the state of Michigan.
Last Action: adopted"
HR 0287 of 2018,House Resolution,"A resolution to declare March 27, 2018, as Education Day in the state of Michigan.Last Action: adopted"
HR 0288 of 2018,House Resolution,"A resolution to declare April 2018 as County Government Month in the state of Michigan.
Last Action: adopted"
HR 0289 of 2018,House Resolution,"A resolution to declare March 25, 2018, as Greek Independence Day in the state of Michigan. 
Last Action: adopted"
HR 0290 of 2018,House Resolution,"A resolution to declare April 2018 as Child Abuse Awareness Month in the state of Michigan.
Last Action: adopted"
HR 0291 of 2018,House Resolution,"A resolution to declare April 2018 as Financial Literacy Month in the state of Michigan. 
Last Action: adopted"
HR 0292 of 2018,House Resolution,"A resolution to declare April 2018 as Fair Housing Month in the state of Michigan.
Last Action: adopted"
HR 0293 of 2018,House Resolution,"A resolution to declare April 8-14, 2018, as Public Safety Telecommunicators Week in the state of Michigan.
Last Action: adopted"
HR 0294 of 2018,House Resolution,"A resolution to reject the deceptive and anti-hunting practices of the Humane Society of the United States and instead support local independent humane societies.Last Action: referred to Committee on Natural Resources"
HR 0295 of 2018,House Resolution,A resolution to declare April 2018 as Volunteer Month in the state of Michigan.Last Action: adopted
HR 0296 of 2018,House Resolution,"A resolution to declare April 10, 2018, as Pay Equity Day in the state of Michigan. 
Last Action: adopted"
HR 0297 of 2018,House Resolution,"A resolution to declare April 2018 as Campus Sexual Assault Awareness and Prevention Month in the state of Michigan. 
Last Action: adopted"
HR 0298 of 2018,House Resolution,"A resolution to declare April 2018 as Sexual Assault Awareness Month in the state of
Michigan.
Last Action: adopted"
HR 0299 of 2018,House Resolution,"A resolution to declare April 2018 as Michigan Student Athlete Cardiac Awareness Month in the state of Michigan.
Last Action: adopted"
HR 0300 of 2018,House Resolution,"A resolution to declare April 11, 2018, as Holocaust Remembrance Day in the state of Michigan.
Last Action: adopted"
HR 0301 of 2018,House Resolution,"A resolution to declare April 11-17, 2018, as Black Maternal Health Week in the state of Michigan.
Last Action: adopted"
HR 0302 of 2018,House Resolution,"A resolution of tribute offered as a memorial for Maxine L. Berman, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0303 of 2018,House Resolution,"A resolution to endorse continued investment in Michigan's Upper Peninsula by Cleveland-Cliffs Inc. and to encourage a partnership between the state of Michigan and Cleveland-Cliffs to support Cliffs' reinvestment in the Empire Mine in Richmond Township.
Last Action: adopted"
HR 0304 of 2018,House Resolution,"A resolution to urge the United States government to publicly and formally call for a solution to Yemen’s current crisis, condemn the fighting and war crimes, and recognize the suffering of the Yemeni people and their need for humanitarian aid.
Last Action: referred to Committee on Military and Veterans Affairs"
HR 0305 of 2018,House Resolution,"A resolution to declare May 2018 as Mental Health Awareness Month in the state of Michigan. 
Last Action: adopted"
HR 0306 of 2018,House Resolution,"A resolution to declare April 18, 2018, as Parkinson’s Disease Awareness Day in the state of Michigan. 
Last Action: adopted"
HR 0307 of 2018,House Resolution,"A resolution to oppose the Michigan State Waterways Commission resolution recommending legislation be introduced to require the registration with a fee of all rigid-hulled kayaks, canoes, and paddleboards eight feet or longer.Last Action: adopted"
HR 0308 of 2018,House Resolution,A resolution to commemorate the state of Israel’s 70th anniversary.Last Action: adopted
HR 0309 of 2018,House Resolution,"A resolution to declare April 21-28, 2018, as Money Smart Week in the state of Michigan. 
Last Action: adopted"
HR 0310 of 2018,House Resolution,"A resolution to declare April 19, 2018, as Dutch-American Friendship Day in the state of Michigan.
Last Action: adopted"
HR 0311 of 2018,House Resolution,"A resolution to declare April 22-28, 2018, as Distracted Driving Awareness Week in the state of Michigan.  
Last Action: adopted"
HR 0312 of 2018,House Resolution,"A resolution to declare April 24, 2018, as Distracted Driving Awareness Day in the state of Michigan.Last Action: adopted"
HR 0313 of 2018,House Resolution,"A resolution to declare April 22-28, 2018, as Junior Achievement Week in the state of Michigan.Last Action: adopted"
HR 0314 of 2018,House Resolution,"A resolution to declare April 25, 2018, as Suits and Sneakers Day in the state of Michigan.
Last Action: adopted"
HR 0315 of 2018,House Resolution,"A resolution to support habitat protection and conservation plans for the Karner blue butterfly.Last Action: referred to Committee on Natural Resources"
HR 0316 of 2018,House Resolution,"A resolution to declare April 24, 2018, as a Day of Remembrance in the state of Michigan for the Armenian Genocide of 1915-1923.
Last Action: adopted"
HR 0317 of 2018,House Resolution,"A resolution to declare April 22-28, 2018, as Venture Capital and Angel Investment Week in the state of Michigan. 
Last Action: adopted"
HR 0318 of 2018,House Resolution,"A resolution to declare May 1, 2018, as Law Day in the state of Michigan.
Last Action: adopted"
HR 0319 of 2018,House Resolution,"A resolution to declare April 28, 2018, as Workers' Memorial Day in the state of Michigan.
Last Action: adopted"
HR 0320 of 2018,House Resolution,"A resolution to declare April 26, 2018, as Stop the Bleed Day in the state of Michigan.Last Action: adopted"
HR 0321 of 2018,House Resolution,"A resolution to declare April 22-29, 2018, as Black April Memorial Week in the state of Michigan.
Last Action: adopted"
HR 0322 of 2018,House Resolution,"A resolution to declare May 2018 as Stroke Awareness Month in the state of Michigan.
Last Action: adopted"
HR 0323 of 2018,House Resolution,"A resolution to declare May 2018 as Foster Care Awareness Month in the state of Michigan.
Last Action: adopted"
HR 0324 of 2018,House Resolution,"A resolution to declare May 2018 as Lyme Disease Awareness Month in the state of Michigan.
Last Action: adopted"
HR 0325 of 2018,House Resolution,"A resolution to declare April 30-May 5, 2018, as Correctional Officers Week in the state of Michigan. 
Last Action: adopted"
HR 0326 of 2018,House Resolution,"A resolution to encourage Michigan homeowners and landowners to plant native plants that support bee populations and create habitats for all pollinators.Last Action: referred to Committee on Agriculture"
HR 0327 of 2018,House Resolution,"A resolution to declare May 2018 as Asian Pacific American Heritage Month in the state of Michigan.
Last Action: adopted"
HR 0328 of 2018,House Resolution,"A resolution to declare May 2018 as Community Action Agency Month in the state of Michigan. 
Last Action: adopted"
HR 0329 of 2018,House Resolution,"A resolution to declare May 13-19, 2018, as Police Week in the state of Michigan.Last Action: adopted"
HR 0330 of 2018,House Resolution,"A resolution to declare May 2018 as Asthma and Air Quality Awareness Month in the state of Michigan. 
Last Action: adopted"
HR 0331 of 2018,House Resolution,"A resolution to declare May 2018 as Cystic Fibrosis Awareness Month in the state of Michigan. 
Last Action: adopted"
HR 0332 of 2018,House Resolution,"A resolution to declare May 7-11, 2018, as Teacher Appreciation Week in the state of Michigan.
Last Action: adopted"
HR 0333 of 2018,House Resolution,"A resolution to declare May 6-12, 2018, as Women’s Lung Health Week in the state of Michigan.
Last Action: adopted"
HR 0334 of 2018,House Resolution,"A resolution to declare May 6-12, 2018, as Formula SAE Week in the state of Michigan.Last Action: adopted"
HR 0335 of 2018,House Resolution,"A resolution to extend best wishes to Muslims in Michigan, the United States, and worldwide, for a joyous and meaningful observance of Ramadan, a holy month of prayer, fasting, charity, and reflection.
Last Action: adopted"
HR 0336 of 2018,House Resolution,"A resolution to declare June 15, 2018, as Women Veterans Recogntion Day in the state of Michigan.Last Action: adopted"
HR 0337 of 2018,House Resolution,"A resolution to declare May 6-12, 2018, as Nurses Week in the state of Michigan. 
Last Action: adopted"
