Document,Type,Description
HB 5267 of 2019 (PA 226 of 2020),House Bill,"Highways: memorial; portion of US-127 in Isabella County; designate as the ""Lance Corporal Justin Ellsworth Memorial Highway"". Amends 2001 PA 142 (MCL 250.1001 - 250.2084) by adding sec. 1050.Last Action: assigned PA 226'20 with immediate effect"
HB 5268 of 2019,House Bill,Liquor: spirits; cap or additional amount on-premise licensee can purchase from a specially designated distributor;  eliminate. Amends sec. 205 of 1998 PA 58 (MCL 436.1205).Last Action: bill electronically reproduced 12/04/2019
HB 5269 of 2019,House Bill,"Criminal procedure: bail; release on personal recognizance for certain misdemeanors; require. Amends sec. 6, ch. V of 1927 PA 175 (MCL 765.6).Last Action: bill electronically reproduced 12/04/2019"
HB 5270 of 2019,House Bill,Education: board members; state board of education; require members to be selected from districts. Amends sec. 282a of 1954 PA 116 (MCL 168.282a) & adds sec. 282b.Last Action: bill electronically reproduced 12/04/2019
HB 5271 of 2019,House Bill,Human services: medical services; workforce engagement requirements for Healthy Michigan plan; repeal. Repeals secs. 107a & 107b of 1939 PA 280 (MCL 400.107a & 400.107b).Last Action: bill electronically reproduced 12/04/2019
HB 5272 of 2019,House Bill,"Weapons: concealed; no-carry zones; allow certain individuals with a personal protection order to carry concealed pistol. Amends secs. 5b & 5o of 1927 PA 372 (MCL 28.425b & 28.425o).Last Action: referred to Committee on Judiciary, with substitute (H-2)"
HB 5273 of 2019,House Bill,Animals: other; leasing of certain animals; prohibit. Amends sec. 3 of 1976 PA 331 (MCL 445.903) & adds sec. 3m.Last Action: bill electronically reproduced 12/05/2019
HB 5274 of 2019,House Bill,Vehicles: equipment; waiver of civil fine and costs for a violation of section 710d; revise requirements. Amends sec. 907 of 1949 PA 300 (MCL 257.907).  TIE BAR WITH: HB 4600'19Last Action: referred to Committee on Ways and Means
HB 5275 of 2019,House Bill,"Weapons: firearms; license or background check for purchase of firearms; require. Amends secs. 2, 2a, 2b, 12 & 14a of 1927 PA 372 (MCL 28.422 et seq.).Last Action: bill electronically reproduced 12/05/2019"
HB 5276 of 2019,House Bill,"Weapons: firearms; references to pistol in penal code; update. Amends secs. 223 & 232a of 1931 PA 328 (MCL 750.223 & 750.232a).  TIE BAR WITH: SB 0678'19, HB 5275'19Last Action: bill electronically reproduced 12/05/2019"
HB 5277 of 2019,House Bill,"Weapons: firearms; references in sentencing guidelines; update. Amends secs. 11b & 16m, ch. XVII of 1927 PA 175 (MCL 777.11b & 777.16m).  TIE BAR WITH: SB 0678'19, HB 5275'19Last Action: bill electronically reproduced 12/05/2019"
HB 5278 of 2019,House Bill,Vehicles: fund-raising registration plates; fund-raising plate for ChadTough foundation; provide for. Amends 1949 PA 300 (MCL 257.1 - 257.923) by adding sec. 811jj.Last Action: bill electronically reproduced 12/05/2019
HB 5279 of 2019,House Bill,State financing and management: purchasing; project managers for certain state construction projects; provide for. Amends sec. 241 of 1984 PA 431 (MCL 18.1241) & adds sec. 241d.Last Action: bill electronically reproduced 12/05/2019
HB 5280 of 2019,House Bill,"Education: school districts; certain requirements related to construction, reconstruction, installation, demolition, maintenance, or repair of school buildings; create. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1268.Last Action: per Rule 41 referred to Committee on Government Operations"
HB 5281 of 2019,House Bill,Cities: home rule; ranked-choice voting; authorize. Amends 1909 PA 279 (MCL 117.1 - 117.38) by adding sec. 4v.  TIE BAR WITH: HB 5282'19Last Action: bill electronically reproduced 12/05/2019
HB 5282 of 2019,House Bill,"Elections: voting procedures; ranked choice voting by cities; provide for. Amends secs. 321, 576a, 580, 736b, 736c, 736d, 736e, 736f, 764 & 795 of 1954 PA 116 (MCL 168.321 et seq.) & adds secs. 640 & 736h.  TIE BAR WITH: HB 5281'19Last Action: bill electronically reproduced 12/05/2019"
HB 5283 of 2019,House Bill,Vehicles: registration; revenue from vehicle registration fees; allocate to county where registrant resides and distribute per lane mile to local road agency. Amends sec. 810 of 1949 PA 300 (MCL 257.810).Last Action: bill electronically reproduced 12/05/2019
HB 5284 of 2019,House Bill,"Transportation: motor fuel tax; distribution of motor fuel tax for roads; allocate revenue to road agency in county in proportion to number of registered vehicles, and apply per lane mile. Amends sec. 10 of 1951 PA 51 (MCL 247.660) & adds sec. 10i.Last Action: bill electronically reproduced 12/05/2019"
HB 5285 of 2019,House Bill,"Property tax: millage; city, village, or township withdrawing from or rejoining an art institute authority; provide for. Amends title & secs. 3 & 17 of 2010 PA 296 (MCL 123.1203 & 123.1217).Last Action: bill electronically reproduced 12/05/2019"
HB 5286 of 2019,House Bill,Weapons: other; local government adopting or enforcing an ordinance more restrictive than state law related to knives; prohibit. Creates new act.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 5287 of 2019,House Bill,Civil rights: housing discrimination; housing discrimination based on source of income; prohibit. Amends title of 1972 PA 348 (MCL 554.601 - 554.616) & adds sec. 1c.Last Action: bill electronically reproduced 12/10/2019
HB 5288 of 2019,House Bill,Civil rights: housing discrimination; housing discrimination based on source of income; prohibit. Amends title & sec. 502 of 1976 PA 453 (MCL 37.2502).Last Action: bill electronically reproduced 12/10/2019
HB 5289 of 2019 (PA 209 of 2020),House Bill,Records: death; fee for certificate of stillbirth; prohibit under certain circumstances. Amends secs. 2882 & 2891 of 1978 PA 368 (MCL 333.2882 & 333.2891).Last Action: assigned PA 209'20 with immediate effect
HB 5290 of 2019,House Bill,Natural resources: other; public trust resources; protect. Amends secs. 1701 & 3103 of 1994 PA 451 (MCL 324.1701 & 324.3103) & adds pt. 4.Last Action: bill electronically reproduced 12/10/2019
HB 5291 of 2019,House Bill,"Natural resources: other; water withdrawal; modify definition of ""consumptive use"". Amends sec. 32701 of 1994 PA 451 (MCL 324.32701).Last Action: bill electronically reproduced 12/10/2019"
HB 5292 of 2019,House Bill,"Natural resources: other; water under department of natural resources control; provide for protection and conservation of. Amends secs. 502, 503 & 504 of 1994 PA 451 (MCL 324.502 et seq.).Last Action: bill electronically reproduced 12/10/2019"
HB 5293 of 2019,House Bill,"Criminal procedure: sentencing guidelines; sentencing guidelines for surveilling, photographing, or recording minors in states of undress; provide for. Amends sec. 16aa, ch. XVII of 1927 PA 175 (MCL 777.16aa).  TIE BAR WITH: HB 5294'19Last Action: bill electronically reproduced 12/10/2019"
HB 5294 of 2019,House Bill,"Crimes: crimes against minors; penalties for surveilling, photographing, or recording minors in states of undress; provide for. Amends sec. 539j of 1931 PA 328 (MCL 750.539j).Last Action: bill electronically reproduced 12/10/2019"
HB 5295 of 2019,House Bill,Property tax: millage; combining millages into a single ballot proposal; prohibit. Amends sec. 24f of 1893 PA 206 (MCL 211.24f).Last Action: bill electronically reproduced 12/11/2019
HB 5296 of 2019,House Bill,"Family law: marriage and divorce; public disclosure of divorce filings; modify. Amends 1846 RS 84 (MCL 552.1 - 552.45) by adding sec. 6a.Last Action: referred to Committee on Judiciary, with substitute (H-1)"
HB 5297 of 2019,House Bill,"Education: reports; comprehensive eye and vision testing notice; require for certain pupils. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1176.Last Action: referred to Committee on Ways and Means, with substitute (H-1)"
HB 5298 of 2019 (PA 285 of 2020),House Bill,Mental health: facilities; licensure of psychiatric residential treatment facilities for Medicaid recipients under age 21; provide for. Amends secs. 100b & 100c of 1974 PA 258 (MCL 330.1100b & 330.1100c) & adds sec. 137a.Last Action: assigned PA 285'20
HB 5299 of 2019,House Bill,"Criminal procedure: probation; probation for certain major controlled substances offenses; allow. Amends sec. 1, ch. XI of 1927 PA 175 (MCL 771.1).  TIE BAR WITH: HB 5137'19Last Action: REFERRED TO COMMITTEE OF THE WHOLE"
HB 5300 of 2019,House Bill,Fireworks: sale; storage of articles pyrotechnic for wholesale at a retail facility; modify regulations. Amends secs. 5 & 17 of 2011 PA 256 (MCL 28.455 & 28.467).Last Action: bill electronically reproduced 12/11/2019
HB 5301 of 2019,House Bill,Legislature: legislators; use of state-owned airplanes by certain legislators and legislative staff; limit. Creates new act.Last Action: bill electronically reproduced 12/11/2019
HB 5302 of 2019,House Bill,"Health occupations: physicians; licensure of naturopathic physicians; provide for. Amends secs. 16265, 17708 & 18001 of 1978 PA 368 (MCL 333.16265 et seq.) & adds sec. 16348a & pt. 186.  TIE BAR WITH: HB 5303'19Last Action: bill electronically reproduced 12/19/2019"
HB 5303 of 2019,House Bill,"Health occupations: physicians; licensure of naturopathic physicians; provide for. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding secs. 18615, 18617, 18621, 18623, 18631 & 18633 to pt. 186.  TIE BAR WITH: HB 5302'19Last Action: bill electronically reproduced 12/19/2019"
HB 5304 of 2019,House Bill,"Courts: judges; procedure for certain circuit court judges to sit as judges of the court of claims; establish. Amends secs. 6404, 6410 & 6413 of 1961 PA 236 (MCL 600.6404 et seq.).Last Action: bill electronically reproduced 12/19/2019"
HB 5305 of 2019,House Bill,Land use: zoning and growth management; mining; modify regulation and permitting. Amends sec. 205 of 2006 PA 110 (MCL 125.3205).Last Action: bill electronically reproduced 12/19/2019
HB 5306 of 2019,House Bill,"Trade: containers; beverages and beverage containers subject to bottle deposit and distribution of revenue; expand and revise. Amends secs. 1, 2, 2a, 3c, 3e & 3f of 1976 IL 1 (MCL 445.571 et seq.) & adds sec. 3g.Last Action: bill electronically reproduced 12/19/2019"
HB 5307 of 2019,House Bill,State financing and management: funds; funding for businesses with lost revenue due to road construction projects; provide for. Amends 1951 PA 51 (MCL 247.651 - 247.675) by adding sec. 10q.Last Action: bill electronically reproduced 12/19/2019
HB 5308 of 2019,House Bill,Appropriations: supplemental; funding for the Michigan strategic fund; provide for. Creates appropriation act.Last Action: bill electronically reproduced 12/19/2019
HB 5309 of 2019,House Bill,Environmental protection: permits; issuance of soil erosion permit; modify during a state of emergency declared by the governor. Amends secs. 9112 & 9115a of 1994 PA 451 (MCL 324.9112 & 324.9115a).Last Action: bill electronically reproduced 12/19/2019
HB 5310 of 2019,House Bill,Property tax: exemptions; exemption for certain erosion control property; modify. Amends sec. 7g of 1893 PA 206 (MCL 211.7g).Last Action: bill electronically reproduced 12/19/2019
SB 0696 of 2020 (PA 138 of 2020),Senate Bill,Occupations: mortuary science; waiver to manage more than 1 funeral establishment; allow under certain circumstances. Amends secs. 1801 & 1809 of 1980 PA 299 (MCL 339.1801 & 339.1809).Last Action: ASSIGNED PA 0138'20 WITH IMMEDIATE EFFECT
SB 0697 of 2020,Senate Bill,"Crimes: other; habitual offender guidelines; modify. Amends sec. 12, ch. IX of 1927 PA 175 (MCL 769.12). Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY"
SB 0698 of 2020,Senate Bill,"Crimes: other; habitual offender guidelines; modify. Amends sec. 11, ch. IX of 1927 PA 175 (MCL 769.11). Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY"
SB 0699 of 2020,Senate Bill,"Crimes: other; habitual offender guidelines; modify. Amends sec. 10, ch. IX of 1927 PA 175 (MCL 769.10). Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY"
SB 0700 of 2020 (PA 389 of 2020),Senate Bill,"Juveniles: juvenile justice services; juvenile justice and delinquency prevention act; require to limit the use of secure juvenile detention facilities for status offenders. Amends secs. 1, 15 & 18, ch. XIIA of 1939 PA 288 (MCL 712A.1 et seq.).  TIE BAR WITH: SB 0893'20, SB 0894'20Last Action: ASSIGNED PA 0389'20"
SB 0701 of 2020,Senate Bill,"Trade: containers; beverages and beverage containers subject to bottle deposit and distribution of revenue; expand and revise. Amends secs. 1, 2, 2a, 3c, 3e & 3f of 1976 IL 1 (MCL 445.571 et seq.) & adds sec. 3g. Last Action: REFERRED TO COMMITTEE ON REGULATORY REFORM"
SB 0702 of 2020,Senate Bill,Environmental protection: air pollution; methane from oil or gas wells; require control or capture of. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding sec. 61506e. Last Action: REFERRED TO COMMITTEE ON ENVIRONMENTAL QUALITY
SB 0703 of 2020,Senate Bill,Labor: fair employment practices; whistleblower protections; expand. Amends sec. 2 of 1980 PA 469 (MCL 15.362). Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0704 of 2020,Senate Bill,Campaign finance: contributions and expenditures; acceptance of certain contributions by judge or justice; prohibit. Amends 1976 PA 388 (MCL 169.201 - 169.282) by adding sec. 30a. Last Action: REFERRED TO COMMITTEE ON ELECTIONS
SB 0705 of 2020,Senate Bill,Criminal procedure: evidence; use of drug recognition experts by a defendant in certain judicial proceedings; allow. Amends secs. 625a & 625t of 1949 PA 300 (MCL 257.625a & 257.625t).Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY
SB 0706 of 2020,Senate Bill,"Criminal procedure: records; return of biometric data and removal of certain records in certain circumstances; require. Amends sec. 26a, ch. IV of 1927 PA 175 (MCL 764.26a). Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY"
SB 0707 of 2020,Senate Bill,Criminal procedure: pretrial procedure; return or destruction of biometric data in certain circumstances; require. Amends sec. 3 of 1925 PA 289 (MCL 28.243). Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY
SB 0708 of 2020,Senate Bill,Law enforcement: law enforcement information network (LEIN); promulgation of rules to effectuate the return of biometric data and removal of certain record information from databases by C.J.I.S. in certain circumstances; require. Amends sec. 4 of 1974 PA 163 (MCL 28.214).Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY
SB 0709 of 2020,Senate Bill,Health facilities: hospitals; requirement for hospitals to provide counseling information to victims of assaultive crimes; provide for. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 21528. Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY AND HUMAN SERVICES
SB 0710 of 2020,Senate Bill,Elections: registration; delivery of voter identification card electronically; provide for. Amends secs. 495 & 499 of 1954 PA 116 (MCl 168.495 & 168.499). Last Action: REFERRED TO COMMITTEE ON ELECTIONS
SB 0711 of 2020 (PA 80 of 2020),Senate Bill,Liquor: licenses; limited production brewer license; provide for. Amends sec. 109 of 1998 PA 58 (MCL 436.1109) & adds sec. 504.Last Action: ASSIGNED PA 0080'20 WITH IMMEDIATE EFFECT
SB 0712 of 2020 (PA 81 of 2020),Senate Bill,"Villages: employees and officers; filling of council vacancies; modify, and modify procedure for compelling attendance of absent council members. Amends sec. 10, ch. II & sec. 5, ch. V of 1895 PA 3 (MCL 62.10 et seq.).Last Action: ASSIGNED PA 0081'20 WITH IMMEDIATE EFFECT"
SB 0713 of 2020,Senate Bill,Elections: local; filling of village council vacancies; modify. Amends sec. 381 of 1954 PA 116 (MCL 168.381).  TIE BAR WITH: SB 0712'20Last Action: referred to Committee on Local Government and Municipal Finance
SB 0714 of 2020,Senate Bill,"Natural resources: shorelands; temporary erosion control structures; authorize without permit during high water levels. Amends secs. 32312, 32312a & 32510 of 1994 PA 451 (MCL 324.32312 et seq.) & adds secs. 32312c & 32517.Last Action: referred to Committee on Ways and Means, with substitute (H-3)"
SB 0715 of 2020,Senate Bill,"Education; calendar; school districts, intermediate school districts, and public school academies; require to be closed on Veterans' Day. Amends sec. 1175 of 1976 PA 451 (MCL 380.1175).Last Action: REFERRED TO COMMITTEE ON EDUCATION AND CAREER READINESS"
SB 0716 of 2020,Senate Bill,Transportation: funds; limitation and certain notice requirements on bonding for roads; provide for. Amends secs. 18a & 18b of 1951 PA 51 (MCL 247.668a & 247.668b).Last Action: referred to Committee on Transportation
SB 0717 of 2020,Senate Bill,"Law enforcement; investigations; domestic violence incident report; modify. Amends sec. 15c, ch. IV of 1927 PA 175 (MCL 764.15c).Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY"
SB 0718 of 2020 (PA 0087 of 2020),Senate Bill,Traffic control: traffic regulation; roadside drug testing for controlled substances; allow. Amends sec. 625t of 1949 PA 300 (MCL 257.625t).Last Action: ASSIGNED PA 0087'20 WITH IMMEDIATE EFFECT
SB 0719 of 2020,Senate Bill,Local government: other; elected officials to place constituent services information in certain local government offices; allow. Creates new act.Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE (S-2)
SB 0720 of 2020,Senate Bill,"Civil procedure; evictions; proceedings to recover possession of premises because of assault, battery, or unlawful drugs; modify to require a conviction. Amends sec. 5714 of 1961 PA 236 (MCL 600.5714).Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY"
SB 0721 of 2020,Senate Bill,Property: personal; determining the period of vesting for future interests; modify. Amends sec. 3 of 2008 PA 148 (MCL 554.93) & adds sec. 2a.Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE (S-1)
SB 0722 of 2020,Senate Bill,Traffic control; traffic regulation; requirement for vehicles to move over and slow down when passing; expand. Amends sec. 653b of 1949 PA 300 (MCL 257.653b).Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION AND INFRASTRUCTURE
SB 0723 of 2020,Senate Bill,Economic development; tax increment financing; approval by local unit of government for certain plan extensions; provide for. Amends sec. 219 of 2018 PA 57 (MCL 125.4219).Last Action: REFERRED TO COMMITTEE ON ECONOMIC AND SMALL BUSINESS DEVELOPMENT
SB 0724 of 2020,Senate Bill,Criminal procedure; indigent defense; appointment and compensation of defense attorneys for indigent defendants during certain stages of criminal cases; require. Amends sec. 11 of 2013 PA 93 (MCL 780.991).Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY
SB 0725 of 2020,Senate Bill,"Property tax: delinquent taxes; delinquent tax foreclosure proceedings; modify certain notices. Amends secs. 78b, 78c & 78f of 1893 PA 206 (MCL 211.78b et seq.).   TIE BAR WITH: SB 0726'20Last Action: referred to Committee on Local Government and Municipal Finance"
SB 0726 of 2020,Senate Bill,Property tax: delinquent taxes; delinquent tax foreclosure proceedings; modify certain procedures. Amends secs. 78h & 78k of 1893 PA 206 (MCL 211.78h & 211.78k).   TIE BAR WITH: SB 0725'20Last Action: referred to Committee on Local Government and Municipal Finance
SB 0727 of 2020,Senate Bill,Appropriations; supplemental; support for workforce development system shortfall; restore. Creates appropriation act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0728 of 2020,Senate Bill,Appropriations; zero budget; department of agriculture and rural development; provide for fiscal year 2020-2021. Creates appropriation act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0729 of 2020,Senate Bill,Appropriations; zero budget; community colleges appropriations; provide for fiscal year 2020-2021. Amends secs. 201 & 201a of 1979 PA 94 (MCL 388.1801 & 388.1801a).Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0730 of 2020,Senate Bill,Appropriations; zero budget; corrections; provide for fiscal year 2020-2021. Creates appropriation act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0731 of 2020,Senate Bill,Appropriations; zero budget; department of education; provide for fiscal year 2020-2021. Creates appropriation act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0732 of 2020,Senate Bill,"Appropriations; zero budget; department of environment, Great Lakes, and energy; provide for fiscal year 2020-2021. Creates appropriation act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS"
SB 0733 of 2020,Senate Bill,Appropriations; zero budget; general government; provide for fiscal year 2020-2021. Creates appropriation act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0734 of 2020,Senate Bill,Appropriations; zero budget; department of health and human services; provide for fiscal year 2020-2021. Creates appropriation act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0735 of 2020,Senate Bill,Appropriations; zero budget; higher education; provide for fiscal year 2020-2021. Amends secs. 236 & 236a of 1979 PA 94 (MCL 388.1836 & 388.1836a).Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0736 of 2020,Senate Bill,Appropriations; zero budget; department of insurance and financial services; provide for fiscal year 2020-2021. Creates appropriation act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0737 of 2020,Senate Bill,Appropriations; zero budget; judiciary; provide for fiscal year 2020-2021. Creates appropriation act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0738 of 2020,Senate Bill,Appropriations; zero budget; department of licensing and regulatory affairs; provide for fiscal year 2020-2021. Creates appropriation act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0739 of 2020,Senate Bill,Appropriations; zero budget; department of labor and economic opportunity; provide for fiscal year 2020-2021. Creates appropriation act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0740 of 2020,Senate Bill,Appropriations; zero budget; department of military and veterans affairs; provide for fiscal year 2020-2021. Creates appropriation act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0741 of 2020,Senate Bill,Appropriations; zero budget; department of natural resources; provide for fiscal year 2020-2021. Creates appropriation act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0742 of 2020,Senate Bill,Appropriations; zero budget; school aid appropriations; provide for fiscal year 2020-2021. Amends secs. 11 & 17b of 1979 PA 94 (MCL 388.1611 & 388.1617b).Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0743 of 2020,Senate Bill,Appropriations; zero budget; department of state police; provide for fiscal year 2020-2021. Creates appropriation act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0744 of 2020,Senate Bill,Appropriations; zero budget; state transportation; provide for fiscal year 2020-2021. Creates appropriation act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0745 of 2020 (PA 150 of 2020),Senate Bill,Appropriations: zero budget; supplemental appropriations; provide for fiscal year 2019-2020. Creates appropriation act.Last Action: ASSIGNED PA 0150'20 WITH IMMEDIATE EFFECT
SB 0746 of 2020,Senate Bill,Appropriations; zero budget; supplemental appropriations; provide for fiscal year 2019-2020. Creates appropriation act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0747 of 2020,Senate Bill,Appropriations; zero budget; supplemental appropriations; provide for fiscal year 2019-2020. Creates appropriation act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0748 of 2020 (PA 257 of 2020),Senate Bill,Appropriations: zero budget; supplemental appropriations; provide for 2019-2020 and 2020-2021 fiscal years. Creates appropriation act.Last Action: ASSIGNED PA 0257'20 WITH IMMEDIATE EFFECT
SB 0749 of 2020,Senate Bill,Appropriations: zero budget; supplemental appropriations; provide for fiscal year 2020-2021. Creates appropriation act.Last Action: placed on second reading
SB 0750 of 2020,Senate Bill,Appropriations; zero budget; supplemental appropriations; provide for fiscal year 2020-2021. Creates appropriation act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0751 of 2020,Senate Bill,Appropriations: school aid; multisection school aid supplemental for fiscal year 2020-2021; provide for. Amends secs. 11 and 17b of 1979 PA 94 (MCL 388.1611 & 388.1617b).Last Action: referred to Committee on Appropriations
SB 0752 of 2020,Senate Bill,"Appropriations: supplemental; funding for the ""Going Pro"" talent fund; provide for. Creates appropriation act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS"
SB 0753 of 2020,Senate Bill,Criminal procedure; sex offender registration; notification to school by individual required to be listed on sex offender registry if he or she has a child or is the guardian of a child who will attend that school; require. Amends 1994 PA 295 (MCL 28.721 - 28.736) by adding sec. 35a.Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY
SB 0754 of 2020 (PA 82 of 2020),Senate Bill,Courts: reorganization; reorganization of the seventy-ninth district court and number of judgeships; modify. Amends sec. 8144 of 1961 PA 236 (MCL 600.8144).Last Action: ASSIGNED PA 0082'20 WITH IMMEDIATE EFFECT
SB 0755 of 2020,Senate Bill,Occupations: junk and secondhand dealers; holding process for suspected stolen goods; establish. Amends title & secs. 5 & 6 of 1917 PA 350 (MCL 445.405 & 445.406) & adds sec. 6a.Last Action: REFERRED TO COMMITTEE ON REGULATORY REFORM
SB 0756 of 2020,Senate Bill,Elections: election officials; election inspectors working in shifts on an absent voter counting board after the polls close on election day; allow. Amends sec. 765a of 1954 PA 116 (MCL 168.765a).Last Action: re-referred to Committee on Ways and Means
SB 0757 of 2020 (PA 177 of 2020),Senate Bill,"Elections: election officials; certain city and township clerks opening absent voter ballot return envelopes on the day before election day; authorize, allow precinct election inspectors to work in shifts, require notice to electors for mismatched or missing signatures on an absent voter ballot application or return envelope, and provide requirements for absent voter ballot drop boxes. Amends secs. 759, 761, 764a, 765, 765a & 765b of 1954 PA 116 (MCL 168.759 et seq.) & adds secs. 14b, 24k & 761d.Last Action: ASSIGNED PA 0177'20 WITH IMMEDIATE EFFECT"
SB 0758 of 2020,Senate Bill,Health occupations: psychologists; psychology interjurisdictional compact; enact. Amends secs. 16101 & 18201 of 1978 PA 368 (MCL 333.16101 & 333.18201) & adds secs. 16187 & 18211a.Last Action: VETOED BY GOVERNOR 12/30/2020
SB 0759 of 2020,Senate Bill,Records: other; reporting of pre-incarceration address of incarcerated individuals by the department of corrections for voting district population counts; require. Creates new act.Last Action: REFERRED TO COMMITTEE ON ELECTIONS
SB 0760 of 2020,Senate Bill,"Juveniles: criminal procedure; expunction of crimes resulting from being a victim of human trafficking; expand. Amends sec. 18e, ch. XIIA of 1939 PA 288 (MCL 712A.18e).Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY"
SB 0761 of 2020,Senate Bill,Criminal procedure: forfeiture; public and regional airport authorities; exempt from certain requirements in certain controlled substance related cases. Amends secs. 7521a & 7523a of 1978 PA 368 (MCL 333.7521a & 333.7523a).Last Action: VETOED BY GOVERNOR 12/30/2020
SB 0762 of 2020 (PA 0064 of 2020),Senate Bill,Cities: public services; population threshold for qualified city in the police and fire protection act; modify. Amends sec. 10 of 1951 PA 33 (MCL 41.810).Last Action: ASSIGNED PA 0064'20 WITH IMMEDIATE EFFECT
SB 0763 of 2020,Senate Bill,"Energy: alternative sources; use of 100% renewable energy sources by 2050; mandate. Amends secs. 22, 28 & 45 of 2008 PA 295 (MCL 460.1022 et seq.) & adds sec. 32.Last Action: REFERRED TO COMMITTEE ON ENERGY AND TECHNOLOGY"
SB 0764 of 2020,Senate Bill,Public employees and officers: compensation and benefits; judge facing criminal charges; require to hold salary in escrow pending outcome of trial. Amends sec. 8202 of 1961 PA 236 (MCL 600.8202).Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY
SB 0765 of 2020,Senate Bill,Public employees and officers: compensation and benefits; judge facing criminal charges; require to hold salary in escrow pending outcome of trial. Amends sec. 821 of 1961 PA 236 (MCL 600.821).Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY
SB 0766 of 2020,Senate Bill,Public employees and officers: compensation and benefits; judge facing criminal charges; require to hold salary in escrow pending outcome of trial. Amends sec. 555 of 1961 PA 236 (MCL 600.555).Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY
SB 0767 of 2020,Senate Bill,Economic development: Michigan strategic fund; funds granted from the Michigan strategic fund; modify approval process. Amends sec. 5 of 1984 PA 270 (MCL 125.2005).Last Action: REFERRED TO COMMITTEE ON ECONOMIC AND SMALL BUSINESS DEVELOPMENT
SB 0768 of 2020,Senate Bill,Economic development: Michigan strategic fund; loan requirements and reporting requirements for recipients of Michigan strategic fund and Michigan business development program funds; modify. Amends secs. 9 & 88r of 1984 PA 270 (MCL 125.2009 & 125.2088r).Last Action: REFERRED TO COMMITTEE ON ECONOMIC AND SMALL BUSINESS DEVELOPMENT
