Document,Type,Description
HB 4607 of 2021,House Bill,"Traffic control: driver license; additional extension of renewal date for enhanced driver licenses and enhanced state identification cards; provide for. Amends secs. 4 & 6 of 2008 PA 23 (MCL 28.304 & 28.306).  TIE BAR WITH: HB 4605'21, HB 4606'21Last Action: bill electronically reproduced 04/13/2021"
HB 4608 of 2021,House Bill,Medical marihuana: other; use of billboards to advertise medical marihuana; prohibit. Amends secs. 102 & 206 of 2016 PA 281 (MCL 333.27102 & 333.27206) & adds sec. 506.Last Action: bill electronically reproduced 04/13/2021
HB 4609 of 2021,House Bill,"Marihuana: advertising; use of billboards to advertise marihuana; prohibit. Amends secs. 3, 8 & 11 of 2018 IL 1 (333.27953 et seq.).Last Action: bill electronically reproduced 04/13/2021"
HB 4610 of 2021,House Bill,Family law: marriage and divorce; marriage license fee; increase and earmark. Amends sec. 3 of 1887 PA 128 (MCL 551.103).Last Action: bill electronically reproduced 04/13/2021
HB 4611 of 2021,House Bill,"Animals: birds; issuance of carrier pigeon permits; require compliance with local ordinances and regulations, and prohibit the enactment of local ordinances that prohibit the keeping of carrier pigeons. Amends sec. 2 of 1974 PA 57 (MCL 433.352).Last Action: bill electronically reproduced 04/13/2021"
HB 4612 of 2021,House Bill,Public employees and officers: ethics; financial disclosure report; require state senators to file. Creates new act.Last Action: bill electronically reproduced 04/13/2021
HB 4613 of 2021,House Bill,Public employees and officers: ethics; financial disclosure report; require candidates for the office of state senator to file. Creates new act.Last Action: bill electronically reproduced 04/13/2021
HB 4614 of 2021,House Bill,Public employees and officers: ethics; financial disclosure report; require for the office of state representative to file. Creates new act.Last Action: bill electronically reproduced 04/13/2021
HB 4615 of 2021,House Bill,Public employees and officers: ethics; financial disclosure report; require individuals serving on and candidates for governing boards of universities to file. Creates new act.Last Action: bill electronically reproduced 04/13/2021
HB 4616 of 2021,House Bill,Veterans: benefits; bonus pay for veterans who served on inactive reserve service; allow under certain conditions. Amends sec. 2 of 1974 PA 370 (MCL 35.1022).Last Action: bill electronically reproduced 04/13/2021
HB 4617 of 2021,House Bill,Civil rights: public records; enhanced access to public records act; modify. Amends 1976 PA 442 (MCL 15.231 - 15.246) by adding secs. 3a & 23a.  TIE BAR WITH: HB 4383'21Last Action: referred to second reading
HB 4618 of 2021 (PA 145 of 2022),House Bill,"Law: uniform or model acts; uniform fraudulent transfer act; update to coincide with qualified dispositions in trust act. Amends secs. 1, 4, 5 & 10 of 1998 PA 434 (MCL 566.31 et seq.).Last Action: assigned PA 145'22 with immediate effect"
HB 4619 of 2021 (PA 154 of 2022),House Bill,"Property: personal; determining the period of vesting for future interests; modify. Amends secs. 2, 3 & 4 of 2008 PA 148 (MCL 554.92 et seq.).Last Action: assigned PA 154'22 with immediate effect"
HB 4620 of 2021,House Bill,Criminal procedure: indigent defense; indigent defense department; create. Creates new act.Last Action: bill electronically reproduced 04/13/2021
HB 4621 of 2021,House Bill,Corrections: state facilities; correctional industries; allow selling to public products of prisoner-made goods. Amends secs. 2 & 6 of 1968 PA 15 (MCL 800.322 & 800.326).  TIE BAR WITH: HB 4622'21Last Action: bill electronically reproduced 04/13/2021
HB 4622 of 2021,House Bill,Corrections: state facilities; corrections code of 1953; update to reflect training program for prisoner-made goods. Amends secs.65c & 65d of 1953 PA 232 (MCL 791.265c & 791.265d).  TIE BAR WITH: HB 4621'21Last Action: bill electronically reproduced 04/13/2021
HB 4623 of 2021,House Bill,"Occupations: pawnbrokers; allowable rate of interest charged by pawnbrokers; increase, and provide civil fines. Amends title & secs. 8, 9 & 18 of 1917 PA 273 (MCL 446.208 et seq.).Last Action: bill electronically reproduced 04/13/2021"
HB 4624 of 2021,House Bill,Property tax: exemptions; veterans property tax exemption; modify. Amends sec. 7b of 1893 PA 206 (MCL 211.7b).  TIE BAR WITH: HB 4626'21Last Action: referred to second reading
HB 4625 of 2021,House Bill,Property tax: exemptions; disabled veteran exemption; hold local taxing units harmless for. Amends sec. 7b of 1893 PA 206 (MCL 211.7b).Last Action: referred to second reading
HB 4626 of 2021,House Bill,Property tax: payment in lieu of taxes; use of to reimburse local units; provide for with respect to disabled veterans property tax exemption. Amends sec. 2154 of 1994 PA 451 (MCL 324.2154).Last Action: referred to second reading
HB 4627 of 2021,House Bill,"Criminal procedure: arrests; exception to the presumption for issuance of appearance tickets in lieu of an arrest in operating while intoxicated; provide for. Amends sec. 9c, ch. IV of 1927 PA 175 (MCL 764.9c).Last Action: referred to Committee on Rules and Competitiveness"
HB 4628 of 2021,House Bill,Occupations: pawnbrokers; allowable rate of interest charged by pawnbrokers; increase. Amends secs. 8 & 9 of 1917 PA 273 (MCL 446.208 & 446.209).Last Action: referred to Committee on Rules and Competitiveness
HB 4629 of 2021,House Bill,"Occupations: pawnbrokers; accepting pistols in pawn; authorize, and require pistol record. Amends 1917 PA 273 (MCL 446.201 - 446.219) by adding sec. 15.  TIE BAR WITH: HB 4630'21Last Action: bill electronically reproduced 04/13/2021"
HB 4630 of 2021,House Bill,"Occupations: pawnbrokers; accepting pistols in pawn; authorize, and eliminate criminal penalty. Amends sec. 229 of 1931 PA 328 (MCL 750.229).  TIE BAR WITH: HB 4629'21Last Action: bill electronically reproduced 04/13/2021"
HB 4631 of 2021 (PA 86 of 2022),House Bill,Criminal procedure: forfeiture; public and regional airport authorities; exempt from certain requirements in certain controlled substance related cases. Amends sec. 7521a of 1978 PA 368 (MCL 333.7521a).Last Action: assigned PA 86'22 with immediate effect
HB 4632 of 2021 (PA 87 of 2022),House Bill,Criminal procedure: forfeiture; public and regional airport authorities; exempt from certain requirements in certain controlled substance related cases. Amends sec. 7523a of 1978 PA 368 (MCL 333.7523a).Last Action: assigned PA 87'22 with immediate effect
HB 4633 of 2021,House Bill,Water supply: quality and standards; strategic water quality initiative loan program and fund; modify. Amends secs. 5202 & 5301 of 1994 PA 451 (MCL 324.5202 & 324.5301).  TIE BAR WITH: HB 4634'21Last Action: bill electronically reproduced 04/14/2021
HB 4634 of 2021,House Bill,Water supply: quality and standards; strategic water quality initiative fund; modify. Amends sec. 19708 of 1994 PA 451 (MCL 324.19708).  TIE BAR WITH: HB 4633'21Last Action: bill electronically reproduced 04/14/2021
HB 4635 of 2021,House Bill,Use tax: exemptions; definitions of food sold in an unheated state by weight or volume and food sold with eating utensils; modify. Amends sec. 4d of 1937 PA  94 (MCL 205.94d).Last Action: bill electronically reproduced 04/14/2021
HB 4636 of 2021,House Bill,Sales tax: exemptions; definitions of food sold in an unheated state by weight or volume and food sold with eating utensils; modify. Amends sec. 4g of 1933 PA 167 (MCL 205.54g).Last Action: bill electronically reproduced 04/14/2021
HB 4637 of 2021 (PA 97 of 2021),House Bill,Townships: other; approval of township name change by township electors; require. Amends 1846 RS 16 (MCL 41.1a - 41.110c) by adding sec. 2a.Last Action: assigned PA 97'21
HB 4638 of 2021,House Bill,Vehicles: equipment; collection of fees to fund the certification and inspection of ignition interlock devices; provide for. Amends sec. 625k of 1949 PA 300 (MCL 257.625k) & adds sec. 625u.Last Action: referred to second reading
HB 4639 of 2021,House Bill,Labor: arbitration; compulsory arbitration for local police and firefighters; include corrections officers. Amends sec. 2 of 1969 PA 312 (MCL 423.232).Last Action: bill electronically reproduced 04/14/2021
HB 4640 of 2021,House Bill,Children: child abuse or child neglect; definition of neglect in the child abuse and neglect prevention act; modify. Amends sec. 2 of 1982 PA 250 (MCL 722.602).Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY AND HUMAN SERVICES
HB 4641 of 2021 (PA 44 of 2021),House Bill,Economic development: neighborhood enterprise zones; filing of neighborhood enterprise zone certificate extension; modify. Amends sec. 11 of 1992 PA 147 (MCL 207.781).Last Action: assigned PA 44'21 with immediate effect
HB 4642 of 2021,House Bill,"Elections: candidates; nominating petition filing deadline for certain candidates for August 2022 primary election; modify. Amends secs. 53, 133, 163, 551 & 552 of 1954 PA 116 (MCL 168.53 et seq.).Last Action: bill electronically reproduced 04/15/2021"
HB 4643 of 2021,House Bill,Counties: boards and commissions; deadline for filing nomination petitions or filing fees for county commissioners; modify. Amends sec. 11 of 1966 PA 261 (MCL 46.411).  TIE BAR WITH: HB 4642'21Last Action: bill electronically reproduced 04/15/2021
HB 4644 of 2021,House Bill,Individual income tax: deductions; definition of dependent; include fetus. Amends sed. 8 of 1967 PA 281 (MCL 206.8).Last Action: PLACED ON ORDER OF THIRD READING
HB 4645 of 2021,House Bill,Human services: medical services; workforce engagement requirements for Healthy Michigan plan; repeal. Repeals secs. 107a & 107b of 1939 PA 280 (MCL 400.107a & 107b).Last Action: bill electronically reproduced 04/15/2021
HB 4646 of 2021,House Bill,Economic development: neighborhood enterprise zones; use of neighborhood enterprise zones; expand incentives. Amends secs. 2 & 3 of 1992 PA 147 (MCL 207.772 & 207.773).Last Action: referred to second reading
HB 4647 of 2021,House Bill,Property tax: exemptions; exemptions for certain residential rehabilitation projects; provide for. Creates new act.Last Action: bill electronically reproduced 04/15/2021
HB 4648 of 2021,House Bill,Construction: code; advisory committees for certain building codes; create. Amends sec. 4 of 1972 PA 230 (MCL 125.1504).Last Action: bill electronically reproduced 04/15/2021
HB 4649 of 2021,House Bill,Individual income tax: other; certification of credits by Michigan state housing development authority; authorize. Amends title & sec. 22 of 1966 PA 346 (MCL 125.1422) & adds sec. 22e.  TIE BAR WITH: HB 4650'21Last Action: bill electronically reproduced 04/15/2021
HB 4650 of 2021,House Bill,Individual income tax: credit; employer-assisted housing credit; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.713) by adding secs. 279 & 678.  TIE BAR WITH: HB 4649'21Last Action: bill electronically reproduced 04/15/2021
HB 4651 of 2021,House Bill,Mental health: children; conversion therapy; prohibit. Amends 1974 PA 258 (MCL 330.1001 - 330.2106) by adding sec. 901a.Last Action: bill electronically reproduced 04/15/2021
HB 4652 of 2021,House Bill,Public utilities: water utilities; water shutoff protection act; enact. Creates new act.Last Action: bill electronically reproduced 04/15/2021
HB 4653 of 2021,House Bill,Criminal procedure: records; child abuse offenders registry; create. Creates new act.Last Action: bill electronically reproduced 04/15/2021
HB 4654 of 2021,House Bill,Health: diseases; rare disease advisory council; create. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding secs. 5135 & 5135a.Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY AND HUMAN SERVICES
HB 4655 of 2021,House Bill,Retirement: state employees; allowing retirants to work for the Michigan unemployment insurance agency without forfeiting retirement benefits; extend sunset. Amends sec. 68c of 1943 PA 240 (MCL 38.68c).Last Action: bill electronically reproduced 04/15/2021
HB 4656 of 2021 (PA 74 of 2021),House Bill,Courts: circuit court; twenty-fifth circuit court; restore judgeship. Amends sec. 526 of 1961 PA 236 (MCL 600.526).Last Action: assigned PA 74'21
HB 4657 of 2021,House Bill,Insurance: health insurers; definition of treatment of autism spectrum disorders; include parent-implemented model of intervention. Amends sec. 3406s of 1956 PA 218 (MCL 500.3406s).Last Action: bill electronically reproduced 04/15/2021
HB 4658 of 2021,House Bill,State financing and management: purchasing; state contracts; modify unsuccessful bidder protest policy. Amends 1984 PA 431 (MCL 18.1101 - 18.1594) by adding sec. 262a.  TIE BAR WITH: HB 4462'21Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
HB 4659 of 2021 (PA 94 of 2021),House Bill,Health: pharmaceuticals; requirement to transmit prescriptions electronically to a pharmacy; modify under certain circumstances. Amends sec. 17754a of 1978 PA 368 (MCL 333.17754a).Last Action: assigned PA 94'21 with immediate effect
HB 4660 of 2021,House Bill,Cemeteries and funerals: burial or cremation; use of headlight flashers during funeral processions; require. Amends secs. 654 & 698a of 1949 PA 300 (MCL 257.654 & 257.698a).Last Action: REFERRED TO COMMITTEE ON REGULATORY REFORM
HB 4661 of 2021,House Bill,Public employees and officers: other; state agency or department disciplining an employee for communicating with a legislator; prohibit unless the communication is prohibited. Creates new act.Last Action: bill electronically reproduced 04/20/2021
HB 4662 of 2021,House Bill,Individual income tax: credit; child and dependent care credit; create. Amends 1967 PA 281 (MCL 206.1 - 206.713) by adding sec. 275.Last Action: bill electronically reproduced 04/20/2021
HB 4663 of 2021,House Bill,"Education: school districts; certified library media specialist and instruction on literacy, information research, and technology standards; require in all public schools. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1162.Last Action: bill electronically reproduced 04/20/2021"
HB 4664 of 2021,House Bill,Education: school districts; school library and participation in interlibrary loan system; require in all public schools. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1161.Last Action: bill electronically reproduced 04/20/2021
HB 4665 of 2021,House Bill,Education: school districts; designated individual to supervise pupils in a school library; provide for under certain conditions. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1162a.Last Action: bill electronically reproduced 04/20/2021
HB 4666 of 2021,House Bill,"Housing: manufactured, modular, or mobile homes; manufactured housing commission; modify. Amends title & sec. 3 of 1987 PA 96 (MCL 125.2303).Last Action: bill electronically reproduced 04/20/2021"
HB 4667 of 2021,House Bill,"Health: immunizations; COVID-19 vaccination passport; prohibit governmental entity from producing, issuing, or providing an incentive for under certain circumstances. Creates new act.Last Action: REFERRED TO COMMITTEE OF THE WHOLE"
HB 4668 of 2021,House Bill,Liens: construction; licensed contractor to provide certain documents when recording claim of lien; require. Amends sec. 114 of 1980 PA 497 (MCL 570.1114).Last Action: bill electronically reproduced 04/20/2021
HB 4669 of 2021,House Bill,Transportation: funds; irrevocable trust fund for bonds issued on road projects; provide for. Amends sec. 11 of 1951 PA 51 (MCL 247.661) & adds sec. 18n. Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
HB 4670 of 2021,House Bill,Corrections: prisoners; provision of prison code relating to productivity time credit system; create. Amends 1893 PA 118 (MCL 800.33 - 800.61) by adding sec. 33a.Last Action: referred to second reading
HB 4671 of 2021,House Bill,"Corrections: prisoners; corrections code of 1953; update to reflect creation of productivity credits. Amends secs. 33, 33c, 34 & 35 of 1953 PA 232 (MCL 791.233 et seq.).  TIE BAR WITH: HB 4670'21Last Action: referred to second reading"
HB 4672 of 2021,House Bill,"Corrections: prisoners; code of criminal procedure; update to reflect creation of productivity credits. Amends secs. 12, ch. IX of 1927 PA 175 (MCL 769.12).   TIE BAR WITH: HB 4670'21Last Action: referred to second reading"
HB 4673 of 2021,House Bill,Crime victims: notices; notice to crime victim when a prisoner is eligible to receive credits toward sentence; require. Amends secs. 13 & 41 of 1985 PA 87 (MCL 780.763 & 780.791).  TIE BAR WITH: HB 4670'21Last Action: referred to second reading
HB 4674 of 2021 (PA 77 of 2022),House Bill,"Crime victims: compensation; qualification for and limits of compensation for survivors of crimes that result in injury; modify. Amends secs. 1, 4, 9, 11 & 15 of 1976 PA 223 (MCL 18.351 et seq.) & adds sec. 16a.Last Action: assigned PA 77'22 with immediate effect"
HB 4675 of 2021 (PA 78 of 2022),House Bill,"Crime victims: compensation; compensation for survivors of crimes that result in injury; expand. Amends secs 5, 10 & 12 of 1976 PA 223 (MCL 18.355 et seq.) & adds sec. 16a.Last Action: assigned PA 78'22 with immediate effect"
HB 4676 of 2021,House Bill,Housing: landlord and tenants; lease termination by victims of certain crimes; expand. Amends 1972 PA 348 (MCL 554.601 - 554.616) by adding sec. 1c.Last Action: bill electronically reproduced 04/21/2021
HB 4677 of 2021,House Bill,Labor: benefits; paid medical leave; expand for victims or witnesses of certain acts or crimes. Amends title & secs. 2 & 4 of 2018 PA 338 (MCL 408.962 & 408.964).Last Action: bill electronically reproduced 04/21/2021
HB 4678 of 2021,House Bill,"Health: screening; screening minors for lead poisoning; require at intervals determined by the department of health and human services by rule, and require documentation of screening in certificate of immunization. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 5474d.  TIE BAR WITH: HB 4679'21Last Action: referred to second reading"
HB 4679 of 2021,House Bill,Health: immunizations; lead screening of minors as part of immunization records; provide for. Amends sec. 9206 of 1978 PA 368 (MCL 333.9206).  TIE BAR WITH: HB 4678'21Last Action: referred to second reading
HB 4680 of 2021,House Bill,"Legislature: other; committee to enforce ethics; create. Amends title & sec. 7 of 1968 PA 318 (MCL 15.307).  TIE BAR WITH: HB 4681'21, HB 4682'21, HB 4683'21, HB 4685'21Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
HB 4681 of 2021,House Bill,Civil rights: open meetings; legislative committee to enforce ethics; exempt from open meetings. Amends sec. 2 of 1976 PA 267 (MCL 15.262).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 4682 of 2021,House Bill,Legislature: legislators; conflict of interest prohibition; modify. Amends title & sec. 1 of 1968 PA 318 (MCL 15. 301).  TIE BAR WITH: HB 4680'21Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 4683 of 2021,House Bill,"Legislature: other; provision related to conflict of interest; modify. Amends sec. 9 of 1968 PA 318 (MCL 15.309).  TIE BAR WITH: HB 4001'21, HB 4680'21Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
HB 4684 of 2021,House Bill,Legislature: other; committee to enforce ethics; create. Amends 1968 PA 318 (MCL 15.301 - 15.310) by adding sec. 7a.  TIE BAR WITH: HB 4680'21Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 4685 of 2021,House Bill,Public employees and officers: ethics; financial disclosure report; require certain state officers to file. Creates new act.  TIE BAR WITH: HB 4686'21Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 4686 of 2021,House Bill,Public employees and officers: ethics; state board of ethics; require to accept and review state officer financial disclosure reports. Amends secs. 5 & 6 of 1973 PA 196 (MCL 15.345 & 15.346).  TIE BAR WITH: HB 4685'21Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 4687 of 2021,House Bill,Public employees and officers: ethics; former members of the legislature; prohibit from engaging in certain lobbying activities for a period of time. Amends sec. 6a of 1978 PA 472 (MCL 4.416a).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 4688 of 2021,House Bill,Public employees and officers: ethics; former heads of principal departments of state government; prohibit from engaging in certain lobbying activities for a period of time. Amends 1978 PA 472 (MCL 4.411 - 4.431) by adding sec. 6b.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 4689 of 2021,House Bill,Public employees and officers: ethics; state senators and representatives; prohibit from engaging in certain lobbying activities. Amends 1978 PA 472 (MCL 4.411 - 4.431) by adding sec. 6c.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 4690 of 2021,House Bill,Legislature: other; definition of lobbyable officials; expand. Amends sec. 5 of 1978 PA 472 (MCL 4.415).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 4691 of 2021,House Bill,Legislature: other; civil appointment of lobbyist agents; prohibit. Amends 1978 PA 472 (MCL 4.411 - 4.431) by adding sec. 7a.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 4692 of 2021,House Bill,Legislature: other; prohibition of gifts; modify. Amends sec. 11 of 1978 PA 472 (MCL 4.421).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 4693 of 2021 (PA 21 of 2022),House Bill,Occupations: real estate; compensation for referrals; modify. Amends sec. 2512b of 1980 PA 299 (MCL 339.2512b).Last Action: assigned PA 21'22 with immediate effect
HB 4694 of 2021 (PA 115 of 2021),House Bill,"Commercial code: secured transactions; references to certain forms and statements; update. Amends secs. 9520, 9521 & 9525 of 1962 PA 174 (MCL 440.9520 et seq.).Last Action: assigned PA 115'21 with immediate effect"
HB 4695 of 2021,House Bill,Individual income tax: exemptions; additional exemption for individuals who are 18 years of age or younger; provide for. Amends sec. 30 of 1967 PA 281 (MCL 206.30).Last Action: bill electronically reproduced 04/22/2021
HB 4696 of 2021,House Bill,State agencies (existing): other; option to submit bonds in place of inspections; require to provide. Creates new act.Last Action: bill electronically reproduced 04/22/2021
HB 4697 of 2021,House Bill,"Transportation: other; road permits; modify. Amends secs. 717, 719a & 725 of 1949 PA 300 (MCL 257.717 et seq.).Last Action: bill electronically reproduced 04/22/2021"
HB 4698 of 2021 (PA 155 of 2022),House Bill,Crimes: penalties; penalties for falsely pulling an active shooter alarm in a public place; provide for. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 499.Last Action: assigned PA 155'22 with immediate effect
HB 4699 of 2021,House Bill,Criminal procedure: defenses; defense to criminal sexual conduct charges based solely on mental incapacitation of the victim if the victim is the actor's spouse; repeal. Amends sec. 520l of 1931 PA 328 (MCL 750.520l). Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY
HB 4700 of 2021 (PA 98 of 2021),House Bill,"Highways: bridges; bridge over Cheboyganing Creek on M-13; designate as the ""Sergeant Kristopher J. Gould Memorial Bridge"". Amends 2001 PA 142 (MCL 250.1001 - 250.2092) by adding sec. 1090.Last Action: assigned PA 98'21 with immediate effect"
HB 4701 of 2021,House Bill,"Crimes: intoxication or impairment; methods of testing intoxication or impairment in the Michigan vehicle code; expand to include other bodily fluid. Amends secs. 319b, 625a, 625c & 625g of 1949 PA 300 (MCL 257.319b et seq.) & adds sec. 36d.Last Action: bill electronically reproduced 04/22/2021"
HB 4702 of 2021,House Bill,"Consumer protection: retail installment sales; financing subscription services; allow. Amends secs. 2, 12, 13 & 18 of 1950 (Ex Sess) PA 27 (MCL 492.102 et seq.) & adds sec. 12a.Last Action: bill electronically reproduced 04/22/2021"
HB 4703 of 2021,House Bill,Crimes: animals; restitution for care and treatment of certain forfeited animals; impose penalty on ownership of animal to person convicted of certain crimes against animal. Amends sec. 50b of 1931 PA 328 (MCL 750.50b).Last Action: REFERRED TO COMMITTEE OF THE WHOLE
HB 4704 of 2021,House Bill,Animals: care and treatment; restitution for care and treatment of certain forfeited animals; impose penalties upon owner. Amends sec. 50 of 1931 PA 328 (MCL 750.50).Last Action: REFERRED TO COMMITTEE OF THE WHOLE
HB 4705 of 2021 (PA 63 of 2022),House Bill,Civil rights: open meetings; sound recordings of public meetings of state public bodies; require. Amends 1976 PA 267 (MCL 15.261 - 15.275) by adding sec. 9a.Last Action: assigned PA 63'22
HB 4706 of 2021,House Bill,"Children: adoption; objection to participation in placements and adoptions by a child placing agency based on religious or moral convictions; prohibit. Repeals secs. 14e & 14f of 1973 PA 116 (MCL 722.124e & 722.124f).  TIE BAR WITH: HB 4707'21, HB 4708'21Last Action: bill electronically reproduced 04/22/2021"
HB 4707 of 2021,House Bill,"Children: adoption; actions against child placing agencies for refusal to participate based on religious or moral convictions; allow for. Repeals sec. 5a of 1939 PA 280 (MCL 400.5a).  TIE BAR WITH: HB 4706'21, HB 4708'21Last Action: bill electronically reproduced 04/22/2021"
HB 4708 of 2021,House Bill,"Children: adoption; objection to placements by child placing agency based on religious or moral convictions; prohibit. Repeals sec. 23g, ch. X of 1939 PA 288 (MCL 710.23g).  TIE BAR WITH: HB 4706'21, HB 4707'21Last Action: bill electronically reproduced 04/22/2021"
HB 4709 of 2021,House Bill,"Children: adoption; second parent adoption; provide for. Amends secs. 24, 41 & 51, ch. X of 1939 PA 288 (MCL 710.24 et seq.).Last Action: bill electronically reproduced 04/22/2021"
HB 4710 of 2021,House Bill,Liquor: licenses; prorated fees; provide for. Amends secs. 525 & 529 of 1998 PA 58 (MCL 436.1525 & 436.1529).Last Action: referred to second reading
HB 4711 of 2021 (PA 116 of 2021),House Bill,Liquor: licenses; license to serve alcohol at the baseball stadiums of Eastern Michigan University and Oakland University; allow under certain conditions. Amends sec. 513 of 1998 PA 58 (MCL 436.1513).Last Action: assigned PA 116'21 with immediate effect
HB 4712 of 2021 (PA 93 of 2021),House Bill,Michigan business tax: credits; certain brownfield tax credit deadlines; extend. Amends sec. 437 of 2007 PA 36 (MCL 208.1437).Last Action: assigned PA 93'21 with immediate effect
HB 4713 of 2021,House Bill,Property tax: exemptions; certain community land trusts; exempt. Amends 1893 PA 206 (MCL 211.1 - 211.155) by adding sec. 7rr.  TIE BAR WITH: HB 4714'21Last Action: bill electronically reproduced 04/27/2021
HB 4714 of 2021,House Bill,Education: other; certain community land trust property; exempt from school operating mills. Amends sec. 1211 of 1976 PA 451 (MCL 380.1211).  TIE BAR WITH: HB 4713'21Last Action: bill electronically reproduced 04/27/2021
HB 4715 of 2021,House Bill,Public utilities: consumer services; community solar facilities; require MPSC to promulgate rules concerning. Amends 2008 PA 295 (MCL 460.1001 - 460.1211) by adding secs. 235 & 237.  TIE BAR WITH: HB 4716'21Last Action: bill electronically reproduced 04/27/2021
HB 4716 of 2021,House Bill,Energy: alternative sources; community solar facilities; provide for establishment of. Amends sec. 5 of 2008 PA 295 (MCL 460.1005) & adds pt. 8.  TIE BAR WITH: HB 4715'21Last Action: bill electronically reproduced 04/27/2021
HB 4717 of 2021,House Bill,Law enforcement: peace officers; conservation officers to inquire about a CPL license when requesting forms of identification from individuals; require. Amends sec. 5f of 1927 PA 372 (MCL 28.425f).Last Action: bill electronically reproduced 04/27/2021
HB 4718 of 2021,House Bill,Weapons: licensing; license to carry a concealed pistol; modify requirement to file in county of residence. Amends secs. 5b & 5l of 1927 PA 372 (MCL 28.425b & 28.425l).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 4719 of 2021,House Bill,Corrections: state facilities; certain individuals to immediately be housed in department of corrections; require. Amends sec. 316 of 1931 PA 328 (MCL 750.316).Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE (S-1)
HB 4720 of 2021,House Bill,"Construction: other; height-adjustable, adult-sized changing tables in public restrooms; require. Amends 1972 PA 230 (MCL 125.1502 - 125.1531) by adding sec. 13h.Last Action: bill electronically reproduced 04/27/2021"
HB 4721 of 2021,House Bill,Legislature: other; Michigan state capitol commission; allow for a third party impact study on safety commendations. Amends sec. 6 of 2013 PA 240 (MCL 4.1946).Last Action: bill electronically reproduced 04/27/2021
HB 4722 of 2021,House Bill,Land use: zoning and growth management; Michigan zoning enabling act; amend to include short-term rentals. Amends 2006 PA 110 (MCL 125.3101 - 125.3702) by adding sec. 206b.Last Action: REFERRED TO COMMITTEE OF THE WHOLE
HB 4723 of 2021,House Bill,State: symbol; shelter pets; designate as the official state pet. Creates new act.Last Action: bill electronically reproduced 04/27/2021
HB 4724 of 2021,House Bill,Crimes: surveillance; exemption to the prohibition of recording a private conversation to allow a homeowner to conduct both audio and video recordings in his or her home under certain circumstances; provide for. Amends sec. 539c of 1931 PA 328 (MCL 750.539c).Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY
HB 4725 of 2021,House Bill,Labor: arbitration; compulsory arbitration for local police and firefighters; include corrections officers. Amends sec. 2 of 1969 PA 312 (MCL 423.232).Last Action: REFERRED TO COMMITTEE OF THE WHOLE
HB 4726 of 2021,House Bill,Health occupations: veterinarians; granting a license to engage in practice of veterinary medicine or practice as a veterinary technician; provide for during certain emergencies or to respond to large-scale animal cruelty cases. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 18811a.Last Action: bill electronically reproduced 04/28/2021
HB 4727 of 2021,House Bill,Crimes: intoxication or impairment; operating motor vehicle with 5 or more nanograms per milliliter of blood; prohibit. Amends sec. 625 of 1949 PA 300 (MCL 257.625).Last Action: bill electronically reproduced 04/28/2021
HB 4728 of 2021,House Bill,Health: diseases; exemption for high school commencement ceremonies from emergency orders issued to control an epidemic; provide for under certain circumstances. Amends secs. 2253 & 2453 of 1978 PA 368 (MCL 333.2253 & 333.2453).Last Action: re-referred to Committee on Education
HB 4729 of 2021,House Bill,"Property: recording; records of register of deeds; modify. Amends sec. 1 of 1875 PA 54 (MCL 565.551).  TIE BAR WITH: HB 4732'21, HB 4730'21, HB 4731'21Last Action: bill electronically reproduced 04/29/2021"
