Document,Type,Description
HB 4589 of 2013,House Bill,"Children; adoption; adoption of children in foster care by foster parents; clarify. Amends secs. 41, ch. X of 1939 PA 288 (MCL 710.41) & adds sec. 42 to ch. X.Last Action: printed bill filed 04/19/2013"
HB 4590 of 2013,House Bill,Vehicles; fund-raising registration plates; fund-raising plate for First in Michigan; provide for. Amends 1949 PA 300 (MCL 257.1 - 257.923) by adding sec. 811x.Last Action: printed bill filed 04/19/2013
HB 4591 of 2013 (PA 69 of 2013),House Bill,Occupations; alarm systems; installation of certain home monitoring systems without electrician's permit; authorize for registered or licensed security alarm providers. Amends secs. 6 & 7 of 1956 PA 217 (MCL 338.886 & 338.887).Last Action: assigned PA 69'13 with immediate effect
HB 4592 of 2013 (PA 71 of 2013),House Bill,Occupations; mechanical contractors; installation of certain home thermostats under Forbes mechanical contractors act; authorize for security alarm system providers. Amends secs. 7 & 9 of 1984 PA 192 (MCL 338.977 & 338.979).Last Action: assigned PA 71'13 with immediate effect
HB 4593 of 2013 (PA 99 of 2014),House Bill,"Occupations; junk and secondhand dealers; nonferrous metal regulatory act; expand to include other scrap metal and scrap metal dealers. Amends title & secs. 1, 3, 5, 7, 11, 13, 15 & 17 of 2008 PA 429 (MCL 445.421 et seq.) & adds secs. 6 & 10.  TIE BAR WITH: HB 4595'13Last Action: assigned PA 99'14 with immediate effect"
HB 4594 of 2013,House Bill,"Occupations; junk and secondhand dealers; nonferrous metal regulatory act; extend to other scrap metal and scrap metal dealers. Amends title & secs. 1, 3 & 5 of 2008 PA 429 (MCL 445.421 et seq.).  TIE BAR WITH: HB 4593'13, HB 4595'13Last Action: printed bill filed 04/19/2013"
HB 4595 of 2013 (PA 217 of 2013),House Bill,"Crimes; larceny; stealing nonferrous metals; expand to prohibit stealing of other scrap metal. Amends sec. 356 of 1931 PA 328 (MCL 750.356).  TIE BAR WITH: HB 4593'13, HB 4594'13Last Action: assigned PA 217'13   2013 ADDENDA"
HB 4596 of 2013,House Bill,Veterans; other; membership on county department of veterans affairs board; modify. Amends sec. 1 of 1953 PA 192 (MCL 35.621).Last Action: printed bill filed 04/19/2013
HB 4597 of 2013,House Bill,"Health; abortion; health professional or facility seeking reimbursement from qualified health plan for elective abortion; prohibit unless coverage is by optional rider. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding secs. 16240 & 20195.  TIE BAR WITH: HB 4065'13, HB 4066'13Last Action: printed bill filed 04/19/2013"
HB 4598 of 2013,House Bill,"Crimes; other; coercing female to have an abortion against her will; prohibit, and provide penalties. Amends sec. 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 213a.Last Action: printed bill filed 04/19/2013"
HB 4599 of 2013,House Bill,"Criminal procedure; sentencing guidelines; sentencing guidelines for crime of coercing a female to have an abortion against her will; enact. Amends sec. 16l, ch. XVII of 1927 PA 175 (MCL 777.16l).  TIE BAR WITH: HB 4598'13Last Action: printed bill filed 04/19/2013"
HB 4600 of 2013,House Bill,Property tax; exemptions; total exemption for principal residence of spouse of servicemember killed while serving in the military; provide for. Amends 1893 PA 206 (MCL 211.1 - 211.155) by adding sec. 7uu.Last Action: printed bill filed 04/24/2013
HB 4601 of 2013 (PA 434 of 2014),House Bill,"Highways; name; certain portion of US-10 in Lake county; designate as the ""Sheriff Robert Radden Memorial Highway"". Amends 2001 PA 142 (MCL 250.1001 - 250.2080) by adding sec. 71.Last Action: assigned PA 434'14 with immediate effect   2014 ADDENDA"
HB 4602 of 2013,House Bill,Individual income tax; rate; rate reduction and phase out; provide for. Amends sec. 51 of 1967 PA 281 (MCL 206.51).Last Action: printed bill filed 04/24/2013
HB 4603 of 2013,House Bill,Health; education; sickle cell disease public awareness campaign; require department to create. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 5427.Last Action: printed bill filed 04/24/2013
HB 4604 of 2013,House Bill,Individual income tax; credit; credit for certain donated medicaid services by certain health professionals; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.713) by adding sec. 275.Last Action: printed bill filed 04/24/2013
HB 4605 of 2013 (PA 165 of 2013),House Bill,"Occupations; emergency medical services personnel; use of certain military experience as the basis for licensure as an emergency medical technician; authorize, and waive certain fees. Amends sec. 20950 of 1978 PA 368 (MCL 333.20950).Last Action: assigned PA 165'13 with immediate effect"
HB 4606 of 2013,House Bill,Juveniles; truancy; family division of the circuit court to notify secretary of state of truancy disposition; provide for. Amends 1939 PA 288 (MCL 710.21 - 712A.32) by adding sec. 2f to ch. XIIA.  TIE BAR WITH: HB 4607'13Last Action: printed bill filed 04/24/2013
HB 4607 of 2013,House Bill,Traffic control; driver license; certain school attendance requirements to maintain driver license; establish. Amends secs. 303 & 319 of 1949 PA 300 (MCL 257.303 & 257.319).  TIE BAR WITH: HB 4606'13Last Action: printed bill filed 04/24/2013
HB 4608 of 2013,House Bill,"Vehicles; registration; fee increase for certain vehicles powered by electricity or fuels not subject to the motor fuel or diesel fuel tax; provide for, and make other general revisions to the Michigan vehicle code. Amends secs. 226 & 801 of 1949 PA 300 (MCL 257.226 & 257.801).Last Action: printed bill filed 04/24/2013"
HB 4609 of 2013,House Bill,Taxation; excise taxes; distribution of oil and gas severance taxes; earmark for transportation projects. Amends sec. 14 of 1929 PA 48 (MCL 205.314).Last Action: printed bill filed 04/24/2013
HB 4610 of 2013,House Bill,Economic development; other; drug testing requirement for certain business executives who receive certain economic development benefits; provide for. Amends 1984 PA 270  (MCL 125.2001 - 125.2094) by adding sec. 15.Last Action: printed bill filed 04/24/2013
HB 4611 of 2013,House Bill,Energy; alternative sources; energy optimization standards; increase. Amends sec. 77 of 2008 PA 295 (MCL 460.1077).Last Action: printed bill filed 04/24/2013
HB 4612 of 2013,House Bill,"Insurance; no-fault; coverage and benefits; make miscellaneous changes and create an insurance fraud prevention authority. Amends title & secs. 102, 3101, 3104, 3107, 3114, 3135, 3148, 3157, 3163, 3172, 3301, 3330, 4501 & 6107 of 1956 PA 218 (MCL 500.102 et seq.) & adds secs. 3104a, 3107c & 3181 & ch. 63.Last Action: referred to second reading"
HB 4613 of 2013 (PA 127 of 2013),House Bill,Housing; landlord and tenants; requirement for lawful reentry by landlord; modify in case of death of tenant. Amends sec. 2918 of 1961 PA 236 (MCL 600.2918).Last Action: assigned PA 127'13 with immediate effect
HB 4614 of 2013,House Bill,"Occupations; insurance; licensing and regulation for navigators; provide for. Amends secs. 102, 1201, 1238 & 1242 of 1956 PA 218 (MCL 500.102 et seq.) & adds secs. 1229, 1230, 1231, 1231a & 1231b.Last Action: printed bill filed 04/25/2013"
HB 4615 of 2013,House Bill,Education; intermediate school districts; timing and manner for submitting regional enhancement property tax question to the intermediate school electors in certain large intermediate school districts; modify. Amends sec. 705 of 1976 PA 451 (MCL 380.705).Last Action: printed bill filed 04/25/2013
HB 4616 of 2013,House Bill,Traffic control; driver license; waiver of driver license fees for homeless individuals; provide for under certain circumstances. Amends sec. 307 of 1949 PA 300 (MCL 257.307).Last Action: printed bill filed 04/25/2013
HB 4617 of 2013,House Bill,State agencies (proposed); other; office of immigrant integration; establish. Creates new act.Last Action: printed bill filed 04/25/2013
HB 4618 of 2013,House Bill,Higher education; state universities; in-state tuition for certain noncitizen students; require. Amends 1979 PA 94 (MCL 388.1601 - 388.1896) by adding sec. 265b.Last Action: printed bill filed 04/25/2013
HB 4619 of 2013,House Bill,Traffic control; driver license; issuance of dream act driver license; require. Amends sec. 307 of 1949 PA 300 (MCL 257.307).Last Action: printed bill filed 04/25/2013
HB 4620 of 2013,House Bill,State; identification cards; requirement for demonstration of legal presence in the United States for noncitizens for issuance of state identification card; eliminate for individuals who have deferred status in the United States. Amends sec. 1 of 1972 PA 222 (MCL 28.291).Last Action: printed bill filed 04/25/2013
HB 4621 of 2013,House Bill,"State agencies (existing); boards and commissions; study commission to assess the economic, social, and security impact of issuing driver licenses and state identification cards only to individuals lawfully in the United States; create. Creates new act.Last Action: printed bill filed 04/25/2013"
HB 4622 of 2013 (PA 261 of 2013),House Bill,Drains; districts; siting procedure for drainage district boundaries; modify. Amends sec. 197 of 1956 PA 40 (MCL 280.197).Last Action: assigned PA 261'13 with immediate effect   2013 ADDENDA
HB 4623 of 2013,House Bill,Controlled substances; marihuana; possession or use of 1 ounce or less of marihuana; decriminalize under certain circumstances. Amends secs. 7403 & 7404 of 1978 PA 368 (MCL 333.7403 & 333.7404).Last Action: printed bill filed 04/25/2013
HB 4624 of 2013 (PA 323 of 2014),House Bill,"Labor; public service employment; firefighter employment with another fire department; allow, and make prohibited subject of bargaining. Amends 1947 PA 336 (MCL 423.201 - 423.217) by adding sec. 15a.Last Action: assigned PA 323'14 with immediate effect"
HB 4625 of 2013,House Bill,Education; school districts; criteria for establishment of compensation levels or adjustments; modify. Amends sec. 1250 of 1976 PA 451 (MCL 380.1250).Last Action: referred to second reading
HB 4626 of 2013,House Bill,Economic development; other; authority for property purchase by certain land bank authorities and certain procedures; clarify and modify. Amends sec. 23 of 2003 PA 258 (MCL 124.733).Last Action: printed bill filed 04/26/2013
HB 4627 of 2013,House Bill,"Vehicles; title; use tax exemption for transfer of vehicles, ORVs, snowmobiles, or watercraft between family members; modify to include domestic partners. Amends sec. 3 of 1937 PA 94 (MCL 205.93).Last Action: printed bill filed 04/26/2013"
HB 4628 of 2013,House Bill,Family law; marriage and divorce; notary public to perform marriage ceremonies; allow. Amends sec. 7 of 1846 RS 83 (MCL 551.7).Last Action: printed bill filed 04/26/2013
HB 4629 of 2013 (PA 02 of 2014),House Bill,"Highways; signs; revisions to highway advertising act; provide for. Amends secs. 2, 4, 6, 7, 7a, 11, 11a, 15, 17 & 18 of 1972 PA 106 (MCL 252.302 et seq.) & adds secs. 7b, 17a, 17b, 18b, 18c & 22a.Last Action: assigned PA 02'14 with immediate effect"
HB 4630 of 2013 (PA 470 of 2014),House Bill,Vehicles; registration; registration fees; modify. Amends sec. 801 of 1949 PA 300  (MCL 257.801).  TIE BAR WITH: HJR UU'14Last Action: assigned PA 470'14 with immediate effect   2014 ADDENDA
HB 4631 of 2013,House Bill,Economic development; other; collection of interest on delinquent assessment; modify. Amends sec. 5 of 1980 PA 395 (MCL 141.875).Last Action: printed bill filed 04/26/2013
HB 4632 of 2013,House Bill,"Vehicles; registration; registration tax; increase, and create new registration tax for hybrid and alternative fuel vehicles. Amends sec. 801 of 1949 PA 300 (MCL 257.801).  TIE BAR WITH: HB 4234'13Last Action: printed bill filed 04/26/2013"
HB 4633 of 2013 (PA 179 of 2013),House Bill,"Vehicles; registration plates; renewal of registration plate more than 10 years after issuance; prohibit, and require secretary of state to analyze viability of digital printing of registration plates. Amends sec. 224 of 1949 PA 300 (MCL 257.224).Last Action: assigned PA 179'13 with immediate effect"
HB 4634 of 2013,House Bill,Vehicles; registration; trailer registration; change expiration date to January 1. Amends sec. 226 of 1949 PA 300 (MCL 257.226).Last Action: printed bill filed 04/26/2013
HB 4635 of 2013,House Bill,"Insurance; property and casualty; use of certain body shops for repairs; prohibit insurers from requiring, and provide other protections for insureds. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 2110c.Last Action: printed bill filed 05/01/2013"
HB 4636 of 2013 (PA 139 of 2013),House Bill,"Crime victims; rights; requirement for paying restitution to deceased crime victim; clarify. Amends secs. 16, 44 & 76 of 1985 PA 87 (MCL 780.766 et seq.).Last Action: assigned PA 139'13 with immediate effect"
HB 4637 of 2013,House Bill,"Transportation; authorities; ability of municipalities to opt in or withdraw from a regional transit authority; provide for. Amends secs. 2, 4, 5 & 6 of 2012 PA 387 (MCL 124.542 et seq.) & adds sec. 4a.Last Action: printed bill filed 05/01/2013"
HB 4638 of 2013 (PA 347 of 2014),House Bill,Records; public; copy of original mortgage verified by affidavit; authorize recording of and provide for protection of lien. Amends sec. 1 of 1937 PA 103 (MCL 565.201).  TIE BAR WITH: HB 4640'13Last Action: assigned PA 347'14 with immediate effect
HB 4639 of 2013 (PA 0349 of 2014),House Bill,"Records; public; recording affidavit and copy of original conveyance; allow for indexing under name of affiant only in certain cases. Amends sec. 28 of 1846 RS 65 (MCL 565.28).  TIE BAR WITH: HB 4638'13, HB 4640'13Last Action: assigned PA 0349'14 with immediate effect"
HB 4640 of 2013 (PA 348 of 2014),House Bill,Records; public; recording copy of original conveyance; specify requirements for accompanying affidavit. Amends sec. 1a of 1915 PA 123 (MCL 565.451a).  TIE BAR WITH: HB 4638'13Last Action: assigned PA 348'14 with immediate effect
HB 4641 of 2013,House Bill,Occupations; unlicensed practice; unreasonable occupational regulations; restrict enforcement. Creates new act.Last Action: printed bill filed 05/01/2013
HB 4642 of 2013,House Bill,Labor; notices; notice requirements in advertising for replacements for striking workers; repeal. Amends title of 1962 PA 150 (MCL 423.251 - 423.254) & repeals sec. 3a of 1962 PA 150 (MCL 423.253a).Last Action: REFERRED TO COMMITTEE OF THE WHOLE
HB 4643 of 2013,House Bill,Labor; fair employment practices; remedies for mass picketing; modify. Amends sec. 9f of 1939 PA 176 (MCL 423.9f).Last Action: placed on third reading
HB 4644 of 2013,House Bill,State financing and management; funds; qualified film production tax credit; sunset. Amends sec. 29h of 1984 PA 270 (MCL 125.2029h).Last Action: printed bill filed 05/01/2013
HB 4645 of 2013,House Bill,Vehicles; equipment; use of headlights while operating a vehicle in precipitation; require. Amends sec. 684 of 1949 PA 300 (MCL 257.684).Last Action: printed bill filed 05/01/2013
HB 4646 of 2013 (PA 117 of 2014),House Bill,"Children; adoption; temporary placement, consent, and release; provide for general revisions. Amends secs. 23d, 29 & 44, ch. X of 1939 PA 288 (MCL 710.23d et seq.).Last Action: assigned PA 117'14 with immediate effect"
HB 4647 of 2013 (PA 118 of 2014),House Bill,"Children; adoption; supervisory period for infants less than 1 year of age placed for adoption; modify. Amends sec. 56, ch. X of 1939 PA 288 (MCL 710.56).Last Action: assigned PA 118'14 with immediate effect"
HB 4648 of 2013 (PA 119 of 2014),House Bill,"Children; adoption; termination of rights of putative father; clarify. Amends sec. 39, ch. X of 1939 PA 288 (MCL 710.39).Last Action: assigned PA 119'14 with immediate effect"
HB 4649 of 2013 (PA 524 of 2014),House Bill,Human services; foster parents; resource families bill of rights; create. Amends sec. 3 of 1994 PA 203 (MCL 722.953) & adds sec. 8a.Last Action: assigned PA 524'14 with immediate effect   2014 ADDENDA
HB 4650 of 2013 (PA 455 of 2014),House Bill,"Children; other; children's ombudsman to investigate violations of resource families bill of rights law; require. Amends secs. 2, 5a & 6 of 1994 PA 204 (MCL 722.922 et seq.).  TIE BAR WITH: HB 4649'13Last Action: assigned PA 455'14 with immediate effect   2014 ADDENDA"
HB 4651 of 2013,House Bill,Health; smoking; exemption of business from smoking ban; prohibit transfer of exemption to a different business and modify conditions for transfer to a different location. Amends sec. 12606a of 1978 PA 368 (MCL 333.12606a).Last Action: printed bill filed 05/01/2013
HB 4652 of 2013,House Bill,School aid; payments; school districts to provide minimum amount of health education and physical education to receive full foundation allowance; require. Amends sec. 22b of 1979 PA 94 (MCL 388.1622b).  TIE BAR WITH: HB 4653'13Last Action: printed bill filed 05/02/2013
HB 4653 of 2013,House Bill,Education; curriculum; physical education requirements; revise. Amends sec. 1502 of 1976 PA 451 (MCL 380.1502).Last Action: printed bill filed 05/02/2013
HB 4654 of 2013 (PA 132 of 2013),House Bill,Businesses; business corporations; ownership requirements for professional corporations engaged in practice of public accounting; revise. Amends sec. 284 of 1972 PA 284 (MCL 450.1284).Last Action: assigned PA 132'13 with immediate effect
HB 4655 of 2013,House Bill,"Use tax; collections; collection of use tax on purchase; apply to vehicles, ORVs, manufactured housing, aircraft, snowmobiles, and watercraft. Amends secs. 9 & 11 of 2004 PA 175 (MCL 205.179 & 205.181).Last Action: printed bill filed 05/02/2013"
HB 4656 of 2013 (PA 144 of 2014),House Bill,Labor; youth employment; exemption from the youth employment standards act; expand to include 16-year-olds who obtain a high school equivalency certificate. Amends sec. 16 of 1978 PA 90 (MCL 409.116).Last Action: assigned PA 144'14 with immediate effect
HB 4657 of 2013,House Bill,Family law; marriage and divorce; persons authorized to solemnize marriages; allow certain individual in a county clerk's office to perform. Amends sec. 7 of 1846 RS 83 (MCL 551.7).Last Action: printed bill filed 05/03/2013
HB 4658 of 2013,House Bill,Libraries; district; summary of ballot language regarding district library millages; require on notice of close of registration. Amends secs. 18 & 21 of 1989 PA 24 (MCL 397.188 & 397.191).Last Action: printed bill filed 05/03/2013
HB 4659 of 2013,House Bill,"Family law; paternity; responsible father registry; create. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding secs. 2892, 2892a, 2892b, 2892c, 2892d & 2892e.Last Action: REFERRED TO COMMITTEE ON FAMILIES, SENIORS AND HUMAN SERVICES"
HB 4660 of 2013,House Bill,"Children; adoption; process by which putative fathers are identified or located in adoptions; revise. Amends secs. 22, 31 & 36, ch. X of 1939 PA 288 (MCL 710.22 et seq.).  TIE BAR WITH: HB 4659'13Last Action: REFERRED TO COMMITTEE ON FAMILIES, SENIORS AND HUMAN SERVICES"
HB 4661 of 2013,House Bill,"Children; adoption; registration with the responsible father registry in order to receive notice of certain proceedings; require. Amends sec. 33, ch. X of 1939 PA 288 (MCL 710.33).  TIE BAR WITH: HB 4659'13Last Action: REFERRED TO COMMITTEE ON FAMILIES, SENIORS AND HUMAN SERVICES"
HB 4662 of 2013,House Bill,"Children; parental rights; notice to putative father regarding certain hearings; revise. Amends sec. 37, ch. X of 1939 PA 288 (MCL 710.37).Last Action: REFERRED TO COMMITTEE ON FAMILIES, SENIORS AND HUMAN SERVICES"
HB 4663 of 2013 (PA 86 of 2013),House Bill,"Water; conservation; agricultural land uses; modify water withdrawal dispute resolution process and allowable expenditures from the agricultural preservation fund. Amends secs. 31701, 31702, 31703, 31704, 31705, 31706, 31708, 31711, 31712, 36201 & 36202 of 1994 PA 451 (MCL 324.31701 et seq.) & adds sec. 31702a.Last Action: assigned PA 86'13 with immediate effect"
HB 4664 of 2013 (PA 112 of 2013),House Bill,Retirement; state employees; retired corrections officers to work as needed; extend sunset. Amends sec. 68c of 1943 PA 240 (MCL 38.68c).Last Action: assigned PA 112'13 with immediate effect
HB 4665 of 2013 (PA 72 of 2013),House Bill,Environmental protection; solid waste; solid waste surcharge program; extend sunset. Amends sec. 11525a of 1994 PA 451 (MCL 324.11525a).Last Action: assigned PA 72'13 with immediate effect
HB 4666 of 2013 (PA 73 of 2013),House Bill,"Environmental protection; hazardous waste; sunset for certain user charges; extend, and consolidate funds. Amends secs. 11108, 11135, 11153, 12103, 12109 & 12112 of 1994 PA 451 (MCL 324.11108 et seq.).Last Action: assigned PA 73'13 with immediate effect"
HB 4667 of 2013,House Bill,State financing and management; funds; strategic fund; revise funding from 21st century job trust fund. Amends sec. 88b of 1984 PA 270 (MCL 125.2088b).Last Action: printed bill filed 05/03/2013
HB 4668 of 2013 (PA 108 of 2013),House Bill,"Natural resources; hunting; base license; create, and modify hunting and fishing licenses and fees. Amends secs. 43502, 43510, 43513, 43514, 43516, 43520, 43524, 43528, 43528a, 43528b, 43529, 43531, 43532, 43533, 43535, 43536, 43536a, 43537, 43541, 43544, 43547, 43553, 43554 & 43558 of 1994 PA 451 (MCL 324.43502 et seq.); adds secs. 43523a, 43523b, 43525b, 43527a, 43527b, 43531b, 43532a & 43545 & repeals secs. 43522a, 43523, 43525, 43525a, 43526, 43527 & 43530 of 1994 PA 451 (MCL 324.43522a et seq.).Last Action: assigned PA 108'13 with immediate effect"
HB 4669 of 2013 (PA 75 of 2013),House Bill,Vehicles; off-road; license fee for off-road vehicles; revise. Amends sec. 81116 of 1994 PA 451 (MCL 324.81116).Last Action: assigned PA 75'13 with immediate effect
HB 4670 of 2013 (PA 109 of 2013),House Bill,State financing and management; funds; disaster and emergency contingency fund; establish. Amends sec. 18 of 1976 PA 390 (MCL 30.418).Last Action: assigned PA 109'13 with immediate effect
HB 4671 of 2013 (PA 113 of 2013),House Bill,Communications; emergency 9-1-1; distribution of service charge fees for 9-1-1; revise. Amends sec. 408 of 1986 PA 32 (MCL 484.1408).Last Action: assigned PA 113'13 with immediate effect
HB 4672 of 2013,House Bill,"Education; school districts; defintion of ""first class school district""; modify. Amends sec. 402 of 1976 PA 451 (MCL 380.402).Last Action: printed bill filed 05/03/2013"
HB 4673 of 2013,House Bill,Public utilities; rates; jurisdiction over rates for certain municipally owned water and sewer systems; grant to public service commission. Amends sec. 6 of 1939 PA 3 (MCL 460.6) & adds sec. 6t.Last Action: printed bill filed 05/03/2013
HB 4674 of 2013,House Bill,Property; trespass; lawfully entering vacant property to abate nuisances; exempt from criminal trespass laws. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 552d.  TIE BAR WITH: HB 4675'13Last Action: printed bill filed 05/03/2013
HB 4675 of 2013,House Bill,Property; trespass; entering vacant property to abate nuisances; authorize under certain circumstances. Amends 1961 PA 236 (MCL 600.101 - 600.9947) by adding sec. 2940a.  TIE BAR WITH: HB 4674'13Last Action: printed bill filed 05/03/2013
HB 4676 of 2013,House Bill,Public utilities; water utilities; jurisdiction over rates for certain municipally owned water and sewer systems; grant to public service commission. Amends sec. 6 of 1939 PA 3 (MCL 460.6) & adds sec. 6t.Last Action: printed bill filed 05/03/2013
HB 4677 of 2013,House Bill,Sales tax; distribution; portion of sales tax revenue; earmark to transportation fund. Amends sec. 25 of 1933 PA 167 (MCL 205.75).Last Action: laid over one day under the rules
HB 4678 of 2013,House Bill,"Water; conservation; water withdrawal dispute resolution process; require for agricultural wells. Amends secs. 31701, 31702, 31703, 31704, 31705, 31706, 31708 & 31712 (MCL 324.31701 et seq.).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
HB 4679 of 2013,House Bill,Crime victims; rights; review by crime victim of certain documentation presented to parole board; allow. Amends secs. 19 & 21 of 1985 PA 87 (MCL 780.769 & 780.771).  TIE BAR WITH: HB 4680'13Last Action: printed bill filed 05/03/2013
HB 4680 of 2013,House Bill,Corrections; parole; review by crime victim of certain documentation presented to parole board; allow. Amends sec. 35 of 1953 PA 232 (MCL 791.235).Last Action: printed bill filed 05/03/2013
HB 4681 of 2013,House Bill,Occupations; auctioneers; licensure of auctioneers; repeal. Amends sec. 303a of 1980 PA 299 (MCL 339.303a) & repeals art. 29 of 1980 PA 299 (MCL 339.2901 - 339.2919).Last Action: REFERRED TO COMMITTEE ON REGULATORY REFORM
HB 4682 of 2013,House Bill,"Occupations; licensing fees; registration, application, and examination fees for auctioneers; repeal. Repeals sec. 28 of 1979 PA 152 (MCL 338.2228).  TIE BAR WITH: HB 4681'13Last Action: REFERRED TO COMMITTEE ON REGULATORY REFORM"
HB 4683 of 2013 (PA 194 of 2014),House Bill,"Occupations; auctioneers; reference to registered auctioneers conducting wine auctions; revise in liquor control code. Amends sec. 1031 of 1998 PA 58 (MCL 436.2031).  TIE BAR WITH: HB 4684'13, SB 0476'13, SB 0477'13Last Action: assigned PA 194'14 with immediate effect"
HB 4684 of 2013 (PA 195 of 2014),House Bill,"Occupations; auctioneers; reference to certain auctioneers in definition of snowmobile dealers in NREPA; revise. Amends sec. 82101 of 1994 PA 451 (MCL 324.82101).  TIE BAR WITH: HB 4683'13, SB 0476'13, SB 0477'13Last Action: assigned PA 195'14 with immediate effect"
HB 4685 of 2013,House Bill,Occupations; landscape architects; licensure of landscape architects; repeal. Amends secs. 303a & 411 of 1980 PA 299 (MCL 339.303a & 339.411) & repeals art. 22 of 1980 PA 299 (MCL 339.2201 - 339.2211).Last Action: printed bill filed 05/03/2013
HB 4686 of 2013,House Bill,Occupations; landscape architects; fees for licensed landscape architects; repeal. Repeals sec. 15 of 1979 PA 152 (MCL 338.2215).  TIE BAR WITH: HB 4685'13Last Action: printed bill filed 05/03/2013
HB 4687 of 2013,House Bill,Occupations; landscape architects; contracts with public entities; revise prohibition against certain indemnification provisions. Amends sec. 1 of 1966 PA 165 (MCL 691.991).  TIE BAR WITH: HB 4685'13Last Action: printed bill filed 05/03/2013
HB 4688 of 2013 (PA 267 of 2014),House Bill,Occupations; dietitians and nutritionists; licensure of dietitians and nutritionists; repeal. Repeals sec. 16346 & pt. 183A of 1978 PA 368 (MCL 333.16346 et seq.).Last Action: assigned PA 267'14 with immediate effect
HB 4689 of 2013,House Bill,Occupations; forensic polygraph examiners; licensure of forensic polygraph examiners; repeal. Repeals 1972 PA 295 (MCL 338.1701 - 338.1729).Last Action: printed bill filed 05/03/2013
HB 4690 of 2013,House Bill,Occupations; forensic polygraph examiners; examiners authorized to conduct polygraph examination of employees or applicants; revise. Amends sec. 3 of 1982 PA 44 (MCL 37.203).  TIE BAR WITH: HB 4689'13Last Action: printed bill filed 05/03/2013
HB 4691 of 2013 (PA 163 of 2014),House Bill,"Occupations; business licensing and regulation; carnival amusement safety board; abolish. Amends title & secs. 6, 7, 10, 11, 13, 14 & 15 of 1966 PA 225 (MCL 408.656 et seq.) & repeals secs. 3, 4 & 5 of 1966 PA 225 (MCL 408.653 et seq.).Last Action: assigned PA 163'14 with immediate effect"
HB 4692 of 2013,House Bill,"Occupations; business licensing and regulation; ski area safety board; abolish. Amends title & secs. 2, 6, 8, 9, 11, 13, 14, 15, 16, 17 & 20 of 1962 PA 199 (MCL 408.322) & repeals secs. 3, 4, 5 & 7 of 1962 PA 199 (MCL 408.323 et seq.).Last Action: printed bill filed 05/03/2013"
HB 4693 of 2013,House Bill,Elections; election officials; methods to convey election night results; modify. Amends secs. 809 & 821 of 1954 PA 116 (MCL 168.809 & 168.821) & adds sec. 806b.Last Action: printed bill filed 05/03/2013
HB 4694 of 2013 (PA 274 of 2013),House Bill,"Courts; circuit court; mental health court; create. Amends 1961 PA 236 (MCL 600.101 - 600.9947) by adding ch. heading & secs. 1090, 1091, 1092 & 1093.  TIE BAR WITH: HB 4695'13, HB 4696'13, HB 4697'13Last Action: assigned PA 274'13 with immediate effect   2013 ADDENDA"
HB 4695 of 2013 (PA 275 of 2013),House Bill,"Courts; circuit court; mental health court; create. Amends 1961 PA 236 (MCL 600.101 - 600.9947) by adding secs. 1097 & 1098.  TIE BAR WITH: HB 4694'13, HB 4696'13, HB 4697'13Last Action: assigned PA 275'13 with immediate effect   2013 ADDENDA"
HB 4696 of 2013 (PA 276 of 2013),House Bill,"Courts; circuit court; mental health court; create. Amends 1961 PA 236 (MCL 600.101 - 600.9947) by adding secs. 1094, 1095 & 1096.  TIE BAR WITH: HB 4694'13, HB 4695'13, HB 4697'13Last Action: assigned PA 276'13 with immediate effect   2013 ADDENDA"
HB 4697 of 2013 (PA 277 of 2013),House Bill,"Courts; circuit court; mental health court; create. Amends 1961 PA 236 (MCL 600.101 - 600.9947) by adding secs. 1099 & 1099a.  TIE BAR WITH: HB 4694'13, HB 4695'13, HB 4696'13Last Action: assigned PA 277'13 with immediate effect   2013 ADDENDA"
HB 4698 of 2013,House Bill,Property tax; exemptions; homestead tax exemption for veterans; expand. Amends sec. 7b of 1893 PA 206 (MCL 211.7b).Last Action: re-referred to Committee on Tax Policy
HB 4699 of 2013,House Bill,"Crimes; stolen property; public registry for individuals convicted of scrap metal theft violations; create, prescribe the payment of certain regulatory and registration fees, and prescribe penalties. Amends title & secs. 1, 3, 5, 7, 9, 11, 13, 15 & 17 of 2008 PA 429 (MCL 445.421 et seq.).Last Action: printed bill filed 05/08/2013"
HB 4700 of 2013,House Bill,Corrections; parole; parole revocation; require for violation of the ferrous metal and nonferrous metal regulation and scrap metal offenders registration act. Amends sec. 40a of 1953 PA 232 (MCL 791.240a).  TIE BAR WITH: HB 4699'13Last Action: printed bill filed 05/08/2013
