Document,Type,Description
HR 0205 of 2007,House Resolution,"A resolution to memorialize the United States Congress to enact the School-Based Health Clinic Establishment Act of 2007.

Last Action: referred to Committee on Health Policy"
HR 0206 of 2007,House Resolution,"A resolution wishing Muslims in Michigan and beyond a happy Eid al-Fitr, the celebration marking the end of the holy month of Ramadan.Last Action: adopted"
HR 0207 of 2007,House Resolution,"A resolution to memorialize the United States Congress to enact federal legislation designed to prevent elder abuse.

Last Action: adopted"
HR 0208 of 2007,House Resolution,"A resolution to memorialize the Congress of the United States to expand the food assistance program to allow all recipients of the Electronic Benefits Transfer (EBT) card to use it in approved restaurants.

Last Action: referred to Committee on Families and Children's Services"
HR 0209 of 2007,House Resolution,"A resolution recognizing October 15-19, 2007, as Credit Union Week and honoring all Michigan credit unions.Last Action: adopted"
HR 0210 of 2007,House Resolution,"A resolution declaring October 14-20, 2007, as Credit Union Week in the state of Michigan.Last Action: adopted"
HR 0211 of 2007,House Resolution,A resolution honoring the life of Jerry Lawler.Last Action: adopted
HR 0212 of 2007,House Resolution,"A resolution commemorating the 25th anniversary of the Michigan Snowmobile Association on October 26, 2007.Last Action: adopted"
HR 0213 of 2007,House Resolution,"A resolution to memorialize the Congress of the United States and the United States President to enact H.R. 3648, the Mortgage Forgiveness Debt Relief Act of 2007.

Last Action: referred to Committee on Banking and Financial Services"
HR 0214 of 2007,House Resolution,"A resolution to memorialize the United States Congress to extend the Title V abstinence education program through fiscal year 2013.

Last Action: referred to Committee on Health Policy"
HR 0215 of 2007,House Resolution,"A resolution to memorialize the Congress of the United States to provide full funding for the Lifespan Respite Care Act of 2006.

Last Action: referred to Committee on Health Policy"
HR 0216 of 2007,House Resolution,"A resolution of tribute offered as a memorial for James N. Callahan, former member of the House of Representatives.

Last Action: adopted by unanimous standing vote"
HR 0217 of 2007,House Resolution,"A resolution of tribute offered as a memorial for Chester Wozniak, former member of the House of Representatives.

Last Action: adopted by unanimous standing vote"
HR 0218 of 2007,House Resolution,"A resolution to encourage the President and Congress of the United States to include Michigan transportation corridors in future funding of the U.S. Department of Transportation's Corridors of the Future Program.

Last Action: adopted"
HR 0219 of 2007,House Resolution,A resolution celebrating the 25th anniversary of the Michigan Children's Trust Fund in honor of its dedication to Michigan's children.Last Action: adopted
HR 0220 of 2007,House Resolution,"A resolution to call upon the Governor and the appropriations committees of the House and Senate to ensure that the budget for the 2007-2008 fiscal year does not exceed 98 percent of the budget for the 2006-2007 fiscal year.

Last Action: referred to Committee on Oversight and Investigations"
HR 0221 of 2007,House Resolution,"A resolution to memorialize the Congress of the United States to enact H.R. 3498, the Neighborhood Reclamation and Revitalization Program Act of 2007.

Last Action: referred to Committee on Intergovernmental, Urban and Regional Affairs"
HR 0222 of 2007,House Resolution,"A resolution to support the plan of the Detroit International Bridge Company to establish an enhancement span to the Ambassador Bridge and to urge the Michigan Strategic Fund and U.S. and Canadian authorities to take certain actions regarding this project.

Last Action: referred to Committee on Transportation"
HR 0223 of 2007,House Resolution,"A resolution to memorialize the Congress of the United States to oppose a treaty with the United Nations known as the Law of the Sea Treaty.

Last Action: notice given to discharge committee"
HR 0224 of 2007,House Resolution,A resolution celebrating the 50th anniversary of the Mackinac Bridge.Last Action: adopted
HR 0225 of 2007,House Resolution,A resolution commemorating the grand opening of the newly renovated Detroit Institute of Arts.Last Action: adopted
HR 0226 of 2007,House Resolution,A resolution recognizing November 2007 as Diabetes Awareness Month in the state of Michigan.Last Action: adopted
HR 0227 of 2007,House Resolution,"A resolution recognizing November 12, 2007, as Military Moms' Day in the state of Michigan.Last Action: adopted"
HR 0228 of 2007,House Resolution,"A resolution to memorialize the Congress of the United States to override the presidential veto of the Water Resources Development Act.

Last Action: adopted"
HR 0229 of 2007,House Resolution,"A resolution designating November 10-16, 2007, as Promise Week in the state of Michigan.Last Action: adopted"
HR 0230 of 2007,House Resolution,"A resolution to encourage the federal government to remove the double-crested cormorant from the list of protected species under the Migratory Bird Treaty Act of 1918.

Last Action: adopted"
HR 0231 of 2007,House Resolution,"A resolution to condemn the statements by Governor Bill Richardson that water should be diverted from water-plentiful states.

Last Action: referred to Committee on Great Lakes and Environment"
HR 0232 of 2007,House Resolution,A resolution honoring the life of Allan J. Short.Last Action: adopted
HR 0233 of 2007,House Resolution,A resolution commemorating the 50th anniversary of the 1957 Detroit Lions National Championship.Last Action: adopted
HR 0234 of 2007,House Resolution,"A resolution offered as a memorial for Adam Sumeracki, former member of the House of Representatives.

Last Action: adopted by unanimous standing vote"
HR 0235 of 2007,House Resolution,"A resolution to memorialize the Congress of the United States to enact the Temporary Tax Relief Act of 2007 to deal with the Alternative Minimum Tax.

Last Action: adopted"
HR 0236 of 2007,House Resolution,"A resolution to memorialize the Congress of the United States to enact an Alternative Minimum Tax ""patch"" to protect taxpayers.

Last Action: referred to Committee on Tax Policy"
HR 0237 of 2007,House Resolution,"A resolution to memorialize the President and the Congress of the United States to promote and fund induced pluripotent stem cell research and maintain funding prohibitions on research that destroys human embyros.

Last Action: referred to Committee on Judiciary"
HR 0238 of 2007,House Resolution,"A resolution declaring Friday, December 7, 2007, as Pearl Harbor Remembrance Day in the state of Michigan.Last Action: adopted"
HR 0239 of 2007,House Resolution,"A resolution to memorialize the Congress of the United States to reauthorize the Beaches Environmental Assessment and Coastal Health Act and to increase and distribute more equitably funding for beach water quality monitoring to Michigan and other states.

Last Action: adopted"
HR 0240 of 2007,House Resolution,"A resolution to request that the Governor reimburse the community of Livonia for the jobs and economic losses resulting from the move of Quicken Loans to downtown Detroit.

Last Action: referred to Committee on Commerce"
HR 0241 of 2007,House Resolution,"A resolution to memorialize the United States Congress to exercise its oversight responsibilities with regard to the Security and Prosperity Partnership of North America and any other agreements, compacts, or associations between itself, Canada, and Mexico that may compromise the sovereignty of the United States.

Last Action: referred to Committee on Government Operations"
HR 0242 of 2007,House Resolution,"A resolution designating December 16, 2007 as POW/MIA Recognition Day in the state of Michigan.Last Action: adopted"
HR 0243 of 2007,House Resolution,"A resolution to memorialize Congress to enact legislation to change the computation of state Federal Medical Assistance Percentage (FMAPs) by disregarding employer contributions to prefund retiree health care in calculating Medicaid and the State Children's Health Insurance Program (SCHIP).

Last Action: adopted"
HR 0244 of 2007,House Resolution,"A resolution to express support for the findings of the National Labor Relations Board regarding the unionization of workers at the Soaring Eagle Casino and Resort and to encourage a quick resolution of this issue.

Last Action: adopted"
SR 0134 of 2008,Senate Resolution,"A resolution to memorialize the United States Congress and United States Food and Drug Administration (FDA) to establish stricter standards for the drug approval process.

Last Action: ADOPTED"
SR 0135 of 2008,Senate Resolution,"A resolution to request that the Michigan Public Service Commission create a Pole Attachment Remediation Fund and establish procedures to resolve pole attachment disputes.

Last Action: REFERRED TO COMMITTEE ON ENERGY POLICY AND PUBLIC UTILITIES"
SR 0136 of 2008,Senate Resolution,A resolution offered as a memorial for Michael J. Farley.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS
SR 0137 of 2008,Senate Resolution,"A resolution of tribute to honor Pamela Harden Nyquist, Assistant Secretary of the Senate.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0138 of 2008,Senate Resolution,"A resolution proclaiming February 12, 2008, through February 12, 2010, as Michigan's official observance of the bicentennial of Abraham Lincoln's birth.Last Action: ADOPTED"
SR 0139 of 2008,Senate Resolution,A resolution recognizing January 2008 as Mentoring Month in the state of Michigan.Last Action: ADOPTED
SR 0140 of 2008,Senate Resolution,"A resolution to encourage cable operators to maintain public access channels at their existing, lower tier location and provide these channels at no additional cost to subscribers.

Last Action: REFERRED TO COMMITTEE ON ENERGY POLICY AND PUBLIC UTILITIES"
SR 0141 of 2008,Senate Resolution,"A resolution proclaiming February 1, 2008, as Wear Red for Women Day.Last Action: ADOPTED"
SR 0142 of 2008,Senate Resolution,A resolution congratulating the Capital Area Transportation Authority on receiving the 2007 Outstanding Transportation System Achievement Award.Last Action: ADOPTED
SR 0143 of 2008,Senate Resolution,"A resolution to urge the Governor to focus attention in the State of the State address and throughout the remainder of her tenure upon the losses that have taken place in employment, manufacturing jobs, and personal income growth in Michigan.

Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0144 of 2008,Senate Resolution,"A resolution recognizing January 27, 2008 - February 2, 2008, as Catholic Schools Week in the state of Michigan, with the theme ""Catholic Schools Light the Way.""Last Action: ADOPTED"
SR 0145 of 2008,Senate Resolution,"A resolution to recognize February 6, 2008, as Ronald Reagan Day in the state of Michigan.Last Action: ADOPTED"
SR 0146 of 2008,Senate Resolution,"A resolution to memorialize the United States Congress to enact H.R. 4230, the School-Based Health Clinic Establishment Act of 2007.

Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY"
SR 0147 of 2008,Senate Resolution,A resolution designating February 2008 as Michigan Craniofacial Awareness Month.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS
SR 0148 of 2008,Senate Resolution,A resolution commemorating March 2008 as Ethnic and Cultural Heritage Month in the state of Michigan.Last Action: ADOPTED
SR 0149 of 2008,Senate Resolution,A resolution commemorating 2008 Legislative Build.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS
SR 0150 of 2008,Senate Resolution,A resolution of tribute honoring Richard C. Frank.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS
SR 0151 of 2008,Senate Resolution,"A resolution to declare February 20, 2008, as Digital Transition Day.Last Action: ADOPTED"
SR 0152 of 2008,Senate Resolution,A memorial resolution honoring former UAW President Douglas Fraser for his enduring contributions to protecting the rights of American workers and their families.Last Action: ADOPTED
SR 0153 of 2008,Senate Resolution,"A resolution honoring the Centennial Anniversary of Alpha Kappa Alpha Sorority, Inc.Last Action: ADOPTED"
SR 0154 of 2008,Senate Resolution,"A resolution to urge the Great Lakes states to resist changes to the Great Lakes-St. Lawrence River Basin Water Resources Compact and to adopt the compact as presented in December 2005.

Last Action: ADOPTED"
SR 0155 of 2008,Senate Resolution,"A resolution to memorialize the United States Congress to enact the Youth Prison Reduction through Opportunities, Mentoring, Intervention, Support, and Education Act (Youth PROMISE Act, H.R. 3846); to provide for evidence-based and promising practices related to juvenile delinquency and criminal street gang activity prevention and intervention; and to help build individual, family, and community strength to ensure that our youth lead productive, law-abiding, addiction- and gang-free lives.Last Action: ADOPTED"
SR 0156 of 2008,Senate Resolution,"A resolution to encourage the Office of Financial and Insurance Regulation to work cooperatively with all stakeholders to facilitate the offering of insurance discounts for alternative energy vehicles in Michigan.
Last Action: ADOPTED"
SR 0157 of 2008,Senate Resolution,"A resoluton offering support for establishing a National Women's History Museum in Washington, D.C.Last Action: ADOPTED"
SR 0158 of 2008,Senate Resolution,"A resolution designating April 2, 2008, as a Day of Hope.Last Action: ADOPTED"
SR 0159 of 2008,Senate Resolution,"A resolution to urge the Michigan Department of Community Health, in partnership with physicians, pharmacists, health facilities, and educational institutions, to increase awareness among children, young adults, and parents about the dangers of using prescriptions or over-the-counter drugs prescribed for another person and to encourage parents and adult family members to keep these medications out of a child’s reach.

Last Action: ADOPTED"
SR 0160 of 2008,Senate Resolution,"A resolution to express support for bipartisan efforts to ensure access to health care and financial security for all Americans.

Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY"
SR 0161 of 2008,Senate Resolution,A resolution to recognize and declare the third week of March 2008 as Carbon Monoxide Awareness Week.Last Action: ADOPTED
SR 0162 of 2008,Senate Resolution,A resolution honoring the 2008 Phi Theta Kappa All-Michigan Academic Team nominees.Last Action: ADOPTED
SR 0163 of 2008,Senate Resolution,"A resolution to memorialize the Congress of the United States to enact the Teacher Education for Autistic Children Act.

Last Action: REFERRED TO COMMITTEE ON EDUCATION"
SR 0164 of 2008,Senate Resolution,"A resolution commemorating March 26, 2008, as Support Our Troops Day.Last Action: ADOPTED"
SR 0165 of 2008,Senate Resolution,"A resolution to memorialize the United States Congress to reverse cuts to the Edward Byrne Memorial Justice Assistance Grant Program.

Last Action: ADOPTED"
SR 0166 of 2008,Senate Resolution,A resolution commemorating the 40th Anniversary of the Michigan Association of Homes and Services for the Aging (MAHSA).Last Action: ADOPTED
SR 0167 of 2008,Senate Resolution,A resolution declaring April 2008 as Michigan Wine Month.Last Action: ADOPTED
SR 0168 of 2008,Senate Resolution,"A resolution to encourage school districts to adopt and implement character education programs that address the causes of and remedies to bullying.

Last Action: REFERRED TO COMMITTEE ON EDUCATION"
SR 0169 of 2008,Senate Resolution,"A resolution recognizing April 9, 2008, as Homeschoolers Day in the state of Michigan.Last Action: ADOPTED"
SR 0170 of 2008,Senate Resolution,"A resolution designating April 15, 2008, as Community College Day in the state of Michigan.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0171 of 2008,Senate Resolution,"A resolution designating April 20-27, 2008, the second annual Michigan Conservation Week, as Land Preservation Week.Last Action: ADOPTED"
SR 0172 of 2008,Senate Resolution,"A resolution commemorating April 13-19, 2008, as Crime Victims' Rights Week in the state of Michigan.Last Action: ADOPTED"
SR 0173 of 2008,Senate Resolution,A resolution recognizing April 2008 as the Month of the Military Child in the state of Michigan.Last Action: ADOPTED
SR 0174 of 2008,Senate Resolution,"A resolution to express support for the designation of the Beaver Basin Wilderness Area at the Pictured Rocks National Lakeshore.

Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS"
SR 0175 of 2008,Senate Resolution,A resolution commemorating the 40th Anniversary of Focus: HOPE.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS
SR 0176 of 2008,Senate Resolution,"A resolution commemorating May 1, 2008, as Michigan's Day of Prayer.Last Action: ADOPTED"
SR 0177 of 2008,Senate Resolution,"A resolution to express support for the construction of a replacement rail tunnel between Detroit and Windsor.

Last Action: ADOPTED"
SR 0178 of 2008,Senate Resolution,"A resolution proclaiming April 26, 2008, as Global Youth Service Day.Last Action: ADOPTED"
SR 0179 of 2008,Senate Resolution,"A resolution to memorialize the Congress of the United States to enact the Clean Boating Act of 2008.

Last Action: ADOPTED AS AMENDED"
SR 0180 of 2008,Senate Resolution,A resolution to memorialize the United States Postal Service to issue a commemorative stamp in honor of Matt Urban.Last Action: REFERRED TO COMMITTEE ON SENIOR CITIZENS AND VETERANS AFFAIRS
SR 0181 of 2008,Senate Resolution,"A resolution to urge the Michigan Attorney Grievance Commission to expand its examination in its pending grievance investigation to all attorneys acting on behalf of the parties and litigants involved in the highly publicized police whistleblower lawsuit and all other related litigation with the city of Detroit for their actions and inactions arising from these matters.

Last Action: PLACED ON ORDER OF RESOLUTIONS"
SR 0182 of 2008,Senate Resolution,"A resolution to memorialize the Congress of the United States to enact the National Affordable Housing Trust Fund Act.

Last Action: REFERRED TO COMMITTEE ON LOCAL, URBAN AND STATE AFFAIRS"
SR 0183 of 2008,Senate Resolution,A resolution expressing support for the Human Rights Torch Relay.Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM
SR 0184 of 2008,Senate Resolution,A resolution commemorating May 2008 as Children's Mental Health Month in Michigan.Last Action: ADOPTED
SR 0185 of 2008,Senate Resolution,A resolution to proclaim May 2008 as Older Americans Month.Last Action: ADOPTED
SR 0186 of 2008,Senate Resolution,"A resolution to commemorate the Sesquicentennial Anniversary of the congregation of the Central United Methodist Church in Traverse City, Michigan.Last Action: ADOPTED"
SR 0187 of 2008,Senate Resolution,"A resolution to urge the Michigan Capitol Committee to recommend that a room be set aside in the Capitol to be used as a chapel available to those of all faiths and denominations.

Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS"
SR 0188 of 2008,Senate Resolution,"A resolution recognizing May 5-9, 2008, as National Charter Schools Week in Michigan.Last Action: ADOPTED"
SR 0189 of 2008,Senate Resolution,A resolution declaring May 2008 as Asian Pacific American Heritage Month in the state of Michigan.Last Action: ADOPTED
SR 0190 of 2008,Senate Resolution,A resolution to commemorate the members of the Michigan Optometric Association on the InfantSEE® program.Last Action: ADOPTED
SR 0191 of 2008,Senate Resolution,"A resolution recognizing the 60th Anniversary of the state of Israel.
Last Action: ADOPTED"
SR 0192 of 2008,Senate Resolution,"A resolution declaring Flushing, Michigan, as the Outside Family Movie Capital of Michigan.Last Action: ADOPTED AS AMENDED"
SR 0193 of 2008,Senate Resolution,"A resolution declaring May 17, 2008, as Leading While Bleeding Day in Michigan.Last Action: ADOPTED"
SR 0194 of 2008,Senate Resolution,"A resolution to memorialize Congress to reauthorize transportation funding with appropriate recognition of the importance of the Great Lakes' infrastructure to the nation's economy.

Last Action: ADOPTED"
SR 0195 of 2008,Senate Resolution,A resolution recognizing May 2008 as Hearing Loss Awareness Month in the state of Michigan.Last Action: ADOPTED
SR 0196 of 2008,Senate Resolution,"A resolution commemorating the Seventy-fifth Anniversary of the family ownership of the Grand Hotel of Mackinac Island, Michigan.Last Action: ADOPTED"
SR 0197 of 2008,Senate Resolution,"A resolution commemorating Saturday, June 7, 2008, as Childhood Cancer Survivors Day in the state of Michigan.Last Action: ADOPTED"
SR 0198 of 2008,Senate Resolution,"A resolution commemorating June 3, 2008, as Dairy Foods Awareness Day in the state of Michigan.Last Action: ADOPTED"
SR 0199 of 2008,Senate Resolution,A resolution commemorating the 50th Anniversary of the Mackinac Island State Park Commission's Historical Preservation and Museum Program.Last Action: ADOPTED
SR 0200 of 2008,Senate Resolution,"A resolution to memorialize Congress and the President to support additional funding to expand Amtrak's capacity and routes in Michigan.

Last Action: ADOPTED AS SUBSTITUTED S-1"
SR 0201 of 2008,Senate Resolution,A resolution to congratulate the Detroit Red Wings and the Pittsburgh Penguins for making the Stanley Cup Finals.Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM
SR 0202 of 2008,Senate Resolution,"A resolution recognizing John F. and Dorothy West and Lawndale Farm, 125 years owned by the West family.Last Action: ADOPTED"
SR 0203 of 2008,Senate Resolution,"A resolution to recognize June 11, 2008, as Older Michiganian's Day, honoring our state's population of older citizens.Last Action: ADOPTED"
SR 0204 of 2008,Senate Resolution,A resolution commemorating the Detroit Red Wings on their championship victory in the 2008 Stanley Cup Finals.Last Action: ADOPTED
SR 0205 of 2008,Senate Resolution,A resolution commemorating the 4th Annual State Holiday Juneteenth Celebration.Last Action: ADOPTED
SR 0206 of 2008,Senate Resolution,"A resolution commemorating the 40th Anniversary of the city of Sterling Heights, Michigan.Last Action: ADOPTED"
SR 0207 of 2008,Senate Resolution,"A resolution to memorialize the United States Congress to enact the Keeping Parents and Communities Engaged (Keeping PACE) Act.

Last Action: REFERRED TO COMMITTEE ON EDUCATION"
SR 0208 of 2008,Senate Resolution,A resolution to recognize July 2008 as National Park and Recreation Month.Last Action: ADOPTED
SR 0209 of 2008,Senate Resolution,"A resolution to request the Superintendent of Public Instruction to conduct a review of the financial conditions of the Detroit Public Schools pursuant to the provisions of 1990 PA 72 and to report the findings to the legislature by August 27, 2008.

Last Action: ADOPTED"
SR 0210 of 2008,Senate Resolution,"A resolution maximizing the state's ability to affect the terms and conditions of gaming operations under federal law by concurring in the tribal-state gaming compact negotiated between the Governor and the Match-E-Be-Nash-She-Wish Band of Pottawatomi Indians of Michigan (the Gun Lake Band) and the State of Michigan and executed on May 9, 2007.

Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS AND REFORM"
SR 0211 of 2008,Senate Resolution,"A resolution to amend the Standing Rules of the Senate.

Last Action: ADOPTED"
SR 0212 of 2008,Senate Resolution,"A resolution to memorialize the Congress and the President of the United States to enact the River Raisin National Battlefield Act.

Last Action: ADOPTED"
SR 0213 of 2008,Senate Resolution,A resolution declaring November 2008 as Michigan Long-Term Care Awareness Month in the state of Michigan.Last Action: ADOPTED
SR 0214 of 2008,Senate Resolution,"A resolution of tribute offered to honor Kerry K. Chartkoff, Director of the Capitol Tour and Information Service.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0215 of 2008,Senate Resolution,"A resolution honoring Dr. Albert L. Lorenzo upon his retirement as president of Macomb Community College, where he served with distinction from July 1979 to July 2008, nearly 30 years.Last Action: ADOPTED"
SR 0216 of 2008,Senate Resolution,A resolution to honor and thank Julie Gales.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS
SR 0217 of 2008,Senate Resolution,"A resolution to memorialize the Congress of the United States to enact the New Partnership for Development Act.

Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM"
SR 0218 of 2008,Senate Resolution,A resolution to recognize September 2008 as National Alcohol and Drug Addiction Recovery Month in the state of Michigan.Last Action: ADOPTED
SR 0219 of 2008,Senate Resolution,"A resolution to proclaim September 20-28, 2008, as Deaf Awareness Week.Last Action: ADOPTED"
SR 0220 of 2008,Senate Resolution,"A resolution supporting civic education and observing September 14-20, 2008, as America's Legislators Back to School Week.Last Action: ADOPTED"
SR 0221 of 2008,Senate Resolution,"A resolution to urge the Director of the Michigan Department of Natural Resources and the Natural Resources Commission to lift the ban on deer baiting in the Lower Peninsula and to take certain actions to protect the health of the state's deer herd.

Last Action: REFERRED TO COMMITTEE ON HUNTING, FISHING AND OUTDOOR RECREATION"
SR 0222 of 2008,Senate Resolution,"A resolution to memorialize the Congress of the United States to enact legislation to help revitalize the economy in states with exceptionally high rates of unemployment by the creation of a Recovery State Renaissance Zone Act.

Last Action:  ROLL CALL # 564 YEAS 38 NAYS 0 EXCUSED 0 NOT VOTING 0"
SR 0223 of 2008,Senate Resolution,A resolution recognizing the achievements of Dr. Stephen Thaler and his Michigan-based company Imagitron for piercing the veil of technology and determining Michigan will be home for his legacies.Last Action: ADOPTED
SR 0224 of 2008,Senate Resolution,"A resolution to urge the Great Lake states, including the Great Lakes Legislative Caucus, to coordinate a regional response to chronic wasting disease and to urge the U.S. Department of Agriculture to increase its assistance to the states on this issue.

Last Action: REFERRED TO COMMITTEE ON HUNTING, FISHING AND OUTDOOR RECREATION"
SR 0225 of 2008,Senate Resolution,"A resolution to urge the Michigan Department of Corrections to implement nondenominational prison congregation programs within our prisons.

Last Action: REFERRED TO COMMITTEE ON JUDICIARY"
SR 0226 of 2008,Senate Resolution,"A resolution to commemorate September 3, 2008, as the 225th Anniversary of the Treaty of Paris and the end of the American Revolutionary War.	Last Action: ADOPTED"
SR 0227 of 2008,Senate Resolution,A resolution to amend the Standing Rules of the Senate.Last Action: ADOPTED
SR 0228 of 2008,Senate Resolution,A resolution to recognize the Michigan Office of Services to the Aging on the occasion of its 35th Anniversary.Last Action: ADOPTED
SR 0229 of 2008,Senate Resolution,"A resolution to memorialize the United States House of Representatives to retain the Honorable John Dingell as the chair of the Energy and Commerce Committee.

Last Action: ADOPTED"
SR 0232 of 2008,Senate Resolution,"A resolution to memorialize the Congress of the United States to assist Michigan in rebuilding the state's economy, in light of Michigan's high rate of unemployment and pressures on the state's Unemployment Trust Fund.

Last Action: ADOPTED"
SR 0233 of 2008,Senate Resolution,"A resolution in memory of the Honorable Robert Blackwell, former mayor of the city of Highland Park and the first elected African-American Republican in the nation.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0234 of 2008,Senate Resolution,A resolution of tribute for the Honorable Mark Schauer.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS
HR 0245 of 2008,House Resolution,"A resolution to encourage cable operators to maintain public access channels at their existing, lower tier location and provide these channels at no additional cost to subscribers.

Last Action: referred to Committee on Energy and Technology"
HR 0246 of 2008,House Resolution,"A resolution recognizing January 13, 2008, as Korean American Day in the state of Michigan.Last Action: adopted"
HR 0247 of 2008,House Resolution,"A resolution to express opposition to the President's pocket veto of the National Defense Authorization Act for Fiscal Year 2008 and to memorialize Congress to work to enact this legislation and to include its provisions for improved veterans benefits.

Last Action: referred to Committee on Military and Veterans Affairs and Homeland Security"
HR 0248 of 2008,House Resolution,"A resolution recognizing January 27 through February 2, 2008, as Catholic Schools Week in the state of Michigan.Last Action: adopted"
HR 0249 of 2008,House Resolution,"A resolution proclaiming February 12, 2008, through February 12, 2010, as Michigan's official observance of the bicentennial of Abraham Lincoln's birth.Last Action: adopted"
HR 0250 of 2008,House Resolution,"A resolution to memorialize the United States Congress to fund veterans programs, including health care, fully and fairly.

Last Action: referred to Committee on Military and Veterans Affairs and Homeland Security"
HR 0251 of 2008,House Resolution,"A resolution to recognize the importance of pollinators to ecosystem health and agriculture in the State of Michigan and the value of partnership efforts to increase awareness about pollinators and support for protecting and sustaining pollinators by designating June 22-28, 2008, as Michigan Pollinator Week in the state of Michigan.Last Action: adopted"
HR 0252 of 2008,House Resolution,"A resolution to urge the Michigan Department of Transportation to upgrade all of M-138 in Bay and Tuscola Counties to an all-season state highway standard.

Last Action: referred to Committee on Transportation"
HR 0253 of 2008,House Resolution,"A resolution to urge the Michigan Department of Transportation to construct a new southbound ramp for the I-75 interchange at Corunna Road in the charter township of Flint.

Last Action: referred to Committee on Transportation"
HR 0254 of 2008,House Resolution,"A resolution to urge the United States President, Congress, and Environmental Protection Agency to study and fund compact fluorescent lamp recycling and disposal programs to prevent mercury pollution.

Last Action: referred to Committee on Great Lakes and Environment"
HR 0255 of 2008,House Resolution,"A resolution to encourage the other Great Lakes states and the province of Ontario to enact legislation similar to 2005 PA 33 regulating ballast water discharges into the Great Lakes by oceangoing vessels.

Last Action: laid over one day under the rules"
HR 0256 of 2008,House Resolution,"A resolution congratulating the Capital Area Transportation Authority on receiving the 2007 Outstanding Transportation System Achievement Award.
Last Action: adopted"
HR 0257 of 2008,House Resolution,"A resolution to amend the Standing Rules of the House of Representatives.

Last Action: adopted"
HR 0258 of 2008,House Resolution,A resolution honoring the life of Kimberly M. Cahill.Last Action: adopted
HR 0259 of 2008,House Resolution,"A resolution to urge the United States Congress to renew for an extended period the federal Production Tax Credit to promote wind and renewable energy.

Last Action: referred to Committee on Energy and Technology"
HR 0260 of 2008,House Resolution,"A resolution declaring January 30 through February 3, 2008, as American Power Boat Association Days in Michigan.Last Action: adopted"
HR 0261 of 2008,House Resolution,A resolution to commemorate February 2008 as Black History Month in the state of Michigan.Last Action: adopted
HR 0262 of 2008,House Resolution,A resolution commemorating the 10th anniversary of the Michigan International Auto Show.Last Action: adopted
HR 0263 of 2008,House Resolution,"A resolution proclaiming February 1, 2008 as Wear Red Day in the state of Michigan.Last Action: adopted"
HR 0264 of 2008,House Resolution,"A resolution to urge the United States Congress to take action to help stop children and employees from accessing internet pornography.

Last Action: referred to Committee on Judiciary"
HR 0265 of 2008,House Resolution,"A resolution declaring February 6, 2008, as Ronald Reagan Day in the state of Michigan.Last Action: adopted"
HR 0266 of 2008,House Resolution,"A resolution declaring February 10, 2008 as Michigan College Goal Sunday.Last Action: adopted"
HR 0267 of 2008,House Resolution,"A resolution to memorialize the Congress of the United States to extend unemployment benefits as a key part of the federal economic stimulus package.

Last Action: adopted"
HR 0268 of 2008,House Resolution,"A resolution to memorialize the United States Congress to enact legislation to reform the No Child Left Behind Act.

Last Action: adopted"
HR 0269 of 2008,House Resolution,"A resolution to ask the International Transmission Company to bury the Genoa-Durant electric transmission line underground in Hartland Township, Livingston County.

Last Action: referred to Committee on Energy and Technology"
HR 0270 of 2008,House Resolution,"A resolution to memorialize the United States Senate to enact the President's economic stimulus package.

Last Action: referred to Committee on Oversight and Investigations"
