Document,Type,Description
HB 5316 of 2009,House Bill,Taxation; administration; interest rate for certain refunds; increase. Amends sec. 30 of 1941 PA 122 (MCL 205.30).Last Action: printed bill filed 09/03/2009
HB 5317 of 2009,House Bill,Public employees and officers; ethics; financial disclosure report; require certain candidates for elective office and state officials to file. Creates new act.Last Action: printed bill filed 09/03/2009
HB 5318 of 2009 (PA 225 of 2010),House Bill,"Criminal procedure; other; penalties, fines, or costs; allow to be collected in same manner as civil money judgment. Amends sec. 4805 of 1961 PA 236 (MCL 600.4805).Last Action: assigned PA 225'10 with immediate effect"
HB 5319 of 2009,House Bill,Natural resources; other; public trust resources; protect. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding pt. 4.Last Action: printed bill filed 09/10/2009
HB 5320 of 2009,House Bill,Occupations; construction; licensure and endorsement of certain individuals installing and servicing fire sprinkler systems; provide for. Creates new act.Last Action: REFERRED TO COMMITTEE ON ECONOMIC DEVELOPMENT AND REGULATORY REFORM
HB 5321 of 2009,House Bill,"School aid; foundation allowance; reduction of foundation allowance payments; prescribe method for. Amends sec. 22b of 1979 PA 94 (MCL 388.1622b).
Last Action: printed bill filed 09/10/2009"
HB 5322 of 2009,House Bill,School aid; payments; calculation of proration; revise. Amends sec. 11 of 1979 PA 94 (MCL 388.1611).Last Action: printed bill filed 09/10/2009
HB 5323 of 2009,House Bill,"Retirement; investments; protection of assets for investments of pension plans; enhance. Amends secs. 13, 15, 17, 19, 19a, 20c, 20d & 20j of 1965 PA 314 (MCL 38.1133 et seq.).Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS"
HB 5324 of 2009,House Bill,State; historic sites; placement of plaques honoring various amendments to the United States constitution on the capitol grounds; provide for. Amends sec. 298c of 1984 PA 431 (MCL 18.1298c).Last Action: printed bill filed 09/10/2009
HB 5325 of 2009,House Bill,Labor; arbitration; arbitration requirements; modify. Amends secs. 8 & 9 of 1969 PA 312 (MCL 423.238 & 423.239).Last Action: printed bill filed 09/10/2009
HB 5326 of 2009,House Bill,"Criminal procedure; sentencing guidelines; guidelines for failure to file 3 or more financial disclosure reports; enact. Amends sec. 11a, ch. XVII of 1927 PA 175 (MCL 777.11a).Last Action: printed bill filed 09/10/2009"
HB 5327 of 2009 (PA 249 of 2010),House Bill,"Property tax; personal property; definition of new personal property; modify qualifications. Amends sec. 9f of 1893 PA 206 (MCL 211.9f).  TIE BAR WITH: SB 0796'09, SB 0889'09Last Action: assigned PA 249'10 with immediate effect"
HB 5328 of 2009,House Bill,State agencies (existing); environmental quality; fines; prohibit inclusion of department of environmental quality staff time in calculation of. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding pt. 14.Last Action: printed bill filed 09/10/2009
HB 5329 of 2009,House Bill,Property; conveyances; prior conveyance to American Legion; revise. Creates land transfer act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
HB 5330 of 2009,House Bill,Civil rights; employment discrimination; discrimination based on firearm ownership and firearm-related questions during job interview process; prohibit. Creates new act.Last Action: printed bill filed 09/11/2009
HB 5331 of 2009,House Bill,State financing and management; budget; use of furlough days as a cost-cutting measure; prohibit. Amends sec. 391 of 1984 PA 431 (MCL 18.1391).Last Action: printed bill filed 09/11/2009
HB 5332 of 2009,House Bill,Transportation; funds; allocation of federal stimulus funds for state and local road and bridge initiative; provide for. Amends sec. 11 of 1951 PA 51 (MCL 247.661) & adds sec. 12d.Last Action: printed bill filed 09/11/2009
HB 5333 of 2009,House Bill,Appropriations; supplemental; allocation of federal stimulus funds for state and local road and bridge initiative; provide for. Creates appropriation act.Last Action: printed bill filed 09/11/2009
HB 5334 of 2009,House Bill,"Environmental protection; landfills; yard waste ban waiver; provide for facilities with methane capture. Amends secs. 11504, 11507a & 11514 of 1994 PA 451 (MCL 324.11504 et seq.) & adds sec. 11512b.Last Action: printed bill filed 09/11/2009"
HB 5335 of 2009,House Bill,State agencies (existing); natural resources; powers and duties of the department of environmental quality concerning alternative fuel facility information; transfer to the department of natural resources. Amends secs. 2 & 3 of 2008 PA 330 (MCL 285.342 & 285.343).  TIE BAR WITH: SB 0807'09Last Action: printed bill filed 09/11/2009
HB 5336 of 2009,House Bill,State agencies (existing); natural resources; powers and duties of the department of environmental quality under low-level radioactive waste authority act; transfer to the department of natural resources. Amends sec. 2 of 1987 PA 204 (MCL 333.26202).  TIE BAR WITH: SB 0807'09Last Action: printed bill filed 09/11/2009
HB 5337 of 2009,House Bill,"State agencies (existing); natural resources; powers and duties of department of environmental quality under fire prevention code; transfer to the department of natural resources. Amends secs. 3c, 5c, 5d, 5e, 5i, 5j, 5n, 5o & 5p of 1941 PA 207 (MCL 29.3c et seq.).  TIE BAR WITH: SB 0807'09Last Action: printed bill filed 09/11/2009"
HB 5338 of 2009,House Bill,State agencies (existing); natural resources; powers and duties of the department of environmental quality under brownsfield redevelopment financing act; transfer to the department of natural resources. Amends sec. 2 of 1996 PA 381 (MCL 125.2652).  TIE BAR WITH: SB 0807'09Last Action: printed bill filed 09/11/2009
HB 5339 of 2009,House Bill,State agencies (existing); natural resources; powers and duties of the department of environmental quality under dormant oil and gas act; transfer to the department of natural resources. Amends sec. 1 of 1963 PA 42 (MCL 554.291).  TIE BAR WITH: SB 0807'09Last Action: printed bill filed 09/11/2009
HB 5340 of 2009,House Bill,State agencies (existing); natural resources; powers and duties of the department of environmental quality in hazardous materials transportation act; transfer to the department of natural resources. Amends sec. 2 of 1998 PA 138 (MCL 29.472).  TIE BAR WITH: SB 0807'09Last Action: printed bill filed 09/11/2009
HB 5341 of 2009,House Bill,State agencies (existing); natural resources; powers and duties of the department of environmental quality in general law village act; transfer to the department of natural resources. Amends sec. 22 of 1895 PA 3 (MCL 69.22).  TIE BAR WITH: SB 0807'09Last Action: printed bill filed 09/11/2009
HB 5342 of 2009,House Bill,"State agencies (existing); natural resources; powers and duties of the department of environmental quality under public health code; transfer to the department of natural resources. Amends secs. 5478, 12103, 12501, 12521, 12541, 12544, 13716 & 16631 of 1978 PA 368 (MCL 333.5478 et seq.).  TIE BAR WITH: SB 0807'09Last Action: printed bill filed 09/11/2009"
HB 5343 of 2009,House Bill,State agencies (existing); natural resources; powers and duties of the department of environmental quality in charter township act; transfer to the department of natural resources. Amends sec. 14a of 1947 PA 359 (MCL 42.14a).  TIE BAR WITH: SB 0807'09Last Action: printed bill filed 09/11/2009
HB 5344 of 2009,House Bill,State agencies (existing); natural resources; powers and duties of the department of environmental quality under shared credit rating act; transfer to the department of natural resources. Amends sec. 3 of 1985 PA 227 (MCL 141.1053).  TIE BAR WITH: SB 0807'09Last Action: printed bill filed 09/11/2009
HB 5345 of 2009,House Bill,Public employees and officers; compensation and benefits; uniform health coverage plan; create and implement. Creates new act & repeals (See bill).Last Action: printed bill filed 09/11/2009
HB 5346 of 2009 (PA 275 of 2010),House Bill,Economic development; other; next Michigan development act; create. Creates new act.Last Action: assigned PA 275'10 with immediate effect
HB 5347 of 2009 (PA 276 of 2010),House Bill,"Economic development; local development financing; next Michigan development areas; expand eligibility. Amends secs. 2, 3, 4, 5 & 12 of 1986 PA 281 (MCL 125.2152 et seq.) & adds secs. 12c & 12d.Last Action: assigned PA 276'10 with immediate effect"
HB 5348 of 2009,House Bill,Economic development; plant rehabilitation; business eligibility for abatements; expand to include next Michigan development corporation. Amends secs. 2 & 4 of 1974 PA 198 (MCL 207.552 & 207.554).Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM
HB 5349 of 2009 (PA 277 of 2010),House Bill,"Economic development; renaissance zones; next Michigan development zone; create. Amends secs. 3, 6, 8a & 10 of 1996 PA 376 (MCL 125.2683 et seq.) & adds sec. 8h.Last Action: assigned PA 277'10 with immediate effect"
HB 5350 of 2009,House Bill,Property tax; personal property; certain property in a next Michigan development corporation; provide exemption. Amends sec. 9f of 1893 PA 206 (MCL 211.9f).Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM
HB 5351 of 2009,House Bill,Economic development; Michigan economic growth authority; next Michigan development businesses; expand eligibility. Amends sec. 3 of 1995 PA 24 (MCL 207.803).Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM
HB 5352 of 2009,House Bill,"Income tax; rate; general amendments; provide for. Amends secs. 30, 51 & 272 of 1967 PA 281 (MCL 206.30 et seq.).Last Action: REFERRED TO COMMITTEE ON FINANCE"
HB 5353 of 2009,House Bill,"Use tax; rate; general amendments; provide for. Amends secs. 3a, 4, 4a, 4d, 4k & 9a of 1937 PA 94 (MCL 205.93a et seq.).Last Action: printed bill filed 09/11/2009"
HB 5354 of 2009,House Bill,"Sales tax; rate; general amendments; provide for. Amends secs. 2, 4a, 4g, 4i & 4x of 1933 PA 167 (MCL 205.52 et seq.).Last Action: printed bill filed 09/11/2009"
HB 5355 of 2009,House Bill,Taxation; tobacco; tax on certain tobacco products; modify. Amends secs. 2 & 7 of 1993 PA 327 (MCL 205.422 & 205.427).Last Action: referred to second reading
HB 5356 of 2009,House Bill,"Education; school districts; certain provisions in school code concerning first class school districts; apply to certain other school districts. Amends secs. 6, 11, 401, 401a, 403a, 404b, 411a, 412a, 413a, 414a, 415, 416, 417a, 418a, 422, 424, 431a, 432, 433, 434, 441, 442, 443, 444, 445, 461, 462, 471a, 472, 473, 475, 483a, 485, 1131, 1211, 1269 & 1602 of 1976 PA 451 (MCL 380.6 et seq.); amends heading of pt. 6 & repeals secs. 403, 404, 410, 412, 416a, 420 & 421 of 1976 PA 451 (MCL 380.403 et seq.).Last Action: printed bill filed 09/16/2009"
HB 5357 of 2009,House Bill,Education; school districts; certain provisions concerning creation of law enforcement agency that apply in counties with first class school districts; modify to apply in counties with certain other school districts. Amends sec. 4 of 2004 PA 378 (MCL 28.584).Last Action: printed bill filed 09/16/2009
HB 5358 of 2009,House Bill,Economic development; other; land bank fast track act reference to first class school districts; modify to apply to certain other school districts. Amends sec. 3 of 2003 PA 258 (MCL 124.753).Last Action: printed bill filed 09/16/2009
HB 5359 of 2009,House Bill,Education; school districts; exclusion of public school administrators of first class school districts for collective bargaining purposes; apply to certain other school districts. Amends sec. 1 of 1947 PA 336 (MCL 423.201).Last Action: printed bill filed 09/16/2009
HB 5360 of 2009,House Bill,Education; school districts; certain provisions applying to first class school districts in property tax limitation act; apply to certain other school districts. Amends secs. 2 & 11 of 1933 PA 62 (MCL 211.202 & 211.211).Last Action: printed bill filed 09/16/2009
HB 5361 of 2009,House Bill,Education; school districts; certain provisions applying to first class school districts in public school employees retirement act; apply to certain other school districts. Amends secs. 22 & 71 of 1980 PA 300 (MCL 38.1322 & 38.1371).Last Action: printed bill filed 09/16/2009
HB 5362 of 2009,House Bill,Economic development; other; small business loan guarantee program; create. Amends sec. 88d of 1984 PA 270 (MCL 125.2088d).Last Action: printed bill filed 09/16/2009
HB 5363 of 2009 (PA 93 of 2010),House Bill,Transportation; school vehicles; provision regarding waivers for school bus driver safety education certification; modify. Amends secs. 51 & 53 of 1990 PA 187 (MCL 257.1851 & 257.1853).Last Action: assigned PA 93'10 with immediate effect
HB 5364 of 2009,House Bill,Human services; other; immunity for certain human services employees; prohibit. Amends 1939 PA 288 (MCL 710.21 - 712A.32) by adding sec. 2f to ch. XIIA.Last Action: printed bill filed 09/16/2009
HB 5365 of 2009,House Bill,"Environmental protection; toxic substances or products; certain responsibilities of department of environmental quality for hazardous materials and storage tanks; transfer to state fire marshal. Amends secs. 21101, 21102, 21103, 21104, 21105, 21106, 21108, 21109 & 21111 of 1994 PA 451 (MCL 324.21101 et seq.).Last Action: referred to second reading"
HB 5366 of 2009,House Bill,"Environmental protection; toxic substances or products; certain responsibilities of department of environmental quality under fire prevention code for hazardous materials and storage tanks; transfer to bureau of fire services. Amends secs. 3b, 3c, 5c, 5d, 5e, 5i, 5j, 5n, 5o & 5p of 1941 PA 207 (MCL 29.3b et seq.).Last Action: referred to second reading"
HB 5367 of 2009,House Bill,Fire; other; reference to department of environmental quality or agency promulgating certain rules; delete in act regulating liquefied petroleum containers. Amends sec. 2 of 1959 PA 241 (MCL 429.112).  TIE BAR WITH: HB 5366'09Last Action: referred to second reading
HB 5368 of 2009 (PA 299 of 2010),House Bill,"Agriculture; fertilizer; phosphorus fertilizer; restrict use of on turf. Amends secs. 8501, 8517 & 8520 of 1994 PA 451 (MCL 324.8501 et seq.) & adds secs. 8512b, 8512f & 8512g.Last Action: assigned PA 299'10 with immediate effect"
HB 5369 of 2009,House Bill,Agriculture; fertilizer; use of phosphorus fertilizer; restrict. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding sec. 8512c.  TIE BAR WITH: HB 5368'09Last Action: printed bill filed 09/16/2009
HB 5370 of 2009,House Bill,Public employees and officers; compensation and benefits; health coverage for surviving spouse and dependents of a public safety officer who dies in the line of duty; clarify. Amends title & sec. 2 of 2004 PA 46 (MCL 28.632) & adds sec. 4a.Last Action: printed bill filed 09/16/2009
HB 5371 of 2009,House Bill,Courts; other; certain court fees; exempt prosecuting attorneys from paying. Amends secs. 321 & 2529 of 1961 PA 236 (MCL 600.321 & 600.2529).Last Action: REFERRED TO COMMITTEE ON JUDICIARY
HB 5372 of 2009,House Bill,Insurance; insurers; health care insurer file sharing; expand. Amends secs. 1 & 3 of 2006 PA 593 (MCL 550.281 & 550.283) & adds sec. 5a.Last Action: printed bill filed 09/16/2009
HB 5373 of 2009,House Bill,"Children; child care; personal restraint and seclusion; clarify. Amends secs. 2b, 2c, 2d & 2e of 1973 PA 116 (MCL 722.112b et seq.).Last Action: printed bill filed 09/16/2009"
HB 5374 of 2009,House Bill,Children; child care; public notice; include in child care licensing process. Amends 1973 PA 116 (MCL 722.111 - 722.128) by adding sec. 4a.Last Action: printed bill filed 09/16/2009
HB 5375 of 2009 (PA 242 of 2009),House Bill,"Energy; alternative sources; renewable energy and energy efficiency grant and loan program; create, and establish restricted fund. Creates new act.Last Action: assigned PA 242'09 with immediate effect   2009 ADDENDA"
HB 5376 of 2009,House Bill,Income tax; credit; tax credit for adjustments made to awards under the Michigan promise grant act; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.532) by adding sec. 278.Last Action: notice given to discharge committee
HB 5377 of 2009,House Bill,"Property tax; assessments; taxable value upon transfer of ownership of principal residence; revise adjustment. Amends secs. 2, 27 & 27a of 1893 PA 206 (MCL 211.2 et seq.).Last Action: printed bill filed 09/18/2009"
HB 5378 of 2009,House Bill,Campaign finance; campaign practices; telephonic communications; require disclosure stating who is paying for call. Amends 1976 PA 388 (MCL 169.201 - 169.282) by adding sec. 48.Last Action: printed bill filed 09/18/2009
HB 5379 of 2009,House Bill,Appropriations; other; interim fiscal year appropriations for 2009-2010; provide for. Creates appropriation act.Last Action: motion to discharge committee withdrawn
HB 5380 of 2009 (PA 199 of 2009),House Bill,Natural resources; hunting; deer and elk feeding order; require natural resources commission to issue. Amends sec. 40111a of 1994 PA 451 (MCL 324.40111a).Last Action: assigned PA 199'09 with immediate effect
HB 5381 of 2009,House Bill,State financing and management; budget; fiscal year calendar; revise. Amends sec. 491 of 1984 PA 431 (MCL 18.1491).Last Action: printed bill filed 09/18/2009
HB 5382 of 2009,House Bill,"Criminal procedure; other; fines, costs, restitution, assessments, and fees; allow to be collected in same manner as civil money judgment. Amends sec. 4805 of 1961 PA 236 (MCL 600.4805).Last Action: printed bill filed 09/18/2009"
HB 5383 of 2009,House Bill,Environmental protection; air pollution; low carbon fuel standards; provide for. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding pt. 67.Last Action: printed bill filed 09/18/2009
HB 5384 of 2009,House Bill,"Michigan business tax; rate; general amendments; provide for. Amends secs. 201, 203, 235, 263, 281, 403 & 405 of 2007 PA 36 (MCL 208.1201 et seq.).Last Action: REFERRED TO COMMITTEE ON FINANCE"
HB 5385 of 2009,House Bill,"Taxation; other; tax amnesty and voluntary disclosure; provide for and modify. Amends secs. 24, 30c & 31 of 1941 PA 122 (MCL 205.24 et seq.).Last Action: printed bill filed 09/18/2009"
HB 5386 of 2009,House Bill,Occupations; physicians; quality assurance assessment tax on physicians; impose. Amends title of 1978 PA 368 (MCL 333.1101 - 333.25211) & adds sec. 16302.Last Action: RECONSIDER VOTE DEFEATED
HB 5387 of 2009,House Bill,Taxation; other; excise tax on distribution of carbonated soft drink; create. Creates new act.Last Action: printed bill filed 09/18/2009
HB 5388 of 2009,House Bill,Taxation; other; excise tax on distribution of bottled water; provide for. Creates new act.Last Action: printed bill filed 09/18/2009
HB 5389 of 2009,House Bill,"Taxation; severance; severance tax on oil, gas, and water; modify and implement. Amends title & secs. 1, 11 & 12 of 1929 PA 48 (MCL 205.301 et seq.); adds heading for pt. 1 & adds pt. 2.Last Action: printed bill filed 09/18/2009"
HB 5390 of 2009,House Bill,Property tax; utility property; broadband investment credit; increase and sunset. Amends sec. 13b of 1905 PA 282 (MCL 207.13b) & repeals sec. 13b of 1905 PA 282 (MCL 207.13b).Last Action: printed bill filed 09/18/2009
HB 5391 of 2009,House Bill,Use tax; exemptions; taxes on rolling stock used by an interstate fleet motor carrier; eliminate exemption. Amends sec. 4k of 1937 PA 94 (MCL 205.94k).Last Action: printed bill filed 09/18/2009
HB 5392 of 2009,House Bill,Sales tax; credits and deductions; streamlined sales and use tax; revise collection for interstate fleet motor carriers. Amends 2004 PA 175 (MCL 205.171 - 205.191) by adding sec. 10.Last Action: printed bill filed 09/18/2009
HB 5393 of 2009,House Bill,Sales tax; exemptions; exemption for sale of rolling stock purchased by an interstate fleet motor carrier; eliminate. Amends sec. 4r of 1933 PA 167 (MCL 205.54r).Last Action: printed bill filed 09/18/2009
HB 5394 of 2009 (PA 47 of 2010),House Bill,Appropriations; supplemental; multidepartment supplemental for 2009-2010; provide for. Creates appropriation act.Last Action: disapproved line item(s) re-referred to Committee on Appropriations
HB 5395 of 2009,House Bill,Appropriations; supplemental; multidepartment supplemental for 2009-2010; provide for. Creates appropriation act.Last Action: printed bill filed 09/18/2009
HB 5396 of 2009,House Bill,Appropriations; supplemental; multidepartment supplemental for 2009-2010; provide for. Creates appropriation act.Last Action: printed bill filed 09/18/2009
HB 5397 of 2009,House Bill,Appropriations; school aid; multisection zero-budget bill for school aid; provide for fiscal year 2009-2010. Amends secs. 11 & 17b of 1979 PA 94 (MCL 388.1611 & 388.1617b).Last Action: printed bill filed 09/18/2009
HB 5398 of 2009,House Bill,Taxation; other; disclosure of identity of delinquent taxpayer; permit. Amends sec. 28 of 1941 PA 122 (MCL 205.28) & adds sec. 3b.Last Action: printed bill filed 09/18/2009
HB 5399 of 2009,House Bill,Appropriations; school aid; multisection zero-budget bill for school aid; provide for fiscal year 2009-2010. Amends secs. 11 & 17b of 1979 PA 94 (MCL 388.1611 & 388.1617b).Last Action: referred to Committee on Education
HB 5400 of 2009,House Bill,Appropriations; school aid; multisection zero-budget bill for school aid; provide for fiscal year 2009-2010. Amends secs. 11 & 17b of 1979 PA 94 (MCL 388.1611 & 388.1617b).Last Action: printed bill filed 09/18/2009
HB 5401 of 2009,House Bill,Appropriations; supplemental; multidepartment supplemental for an interim period in 2009-2010; provide for. Creates appropriation act.Last Action: printed bill filed 09/18/2009
HB 5402 of 2009,House Bill,Appropriations; supplemental; multidepartmental supplement for an interim period in 2009-2010; provide for. Creates appropriation act.Last Action: printed bill filed 09/18/2009
HB 5403 of 2009 (PA 2 of 2010),House Bill,Appropriations; supplemental; multidepartment supplemental for 2009-2010; provide for. Creates appropriation act.Last Action: assigned PA 2'10 with immediate effect
HB 5404 of 2009 (PA 1 of 2010),House Bill,Appropriations; supplemental; multidepartment supplemental for 2009-2010; provide for. Creates appropriation act.Last Action: assigned PA 1'10 with immediate effect
HB 5405 of 2009 (PA 40 of 2010),House Bill,Appropriations; supplemental; multidepartment supplemental for 2009-2010; provide for. Creates appropriation act.Last Action: assigned PA 40'10 with immediate effect
HB 5406 of 2009 (PA 89 of 2010),House Bill,Appropriations; supplemental; multidepartment supplemental for 2009-2010; provide for. Creates appropriation act.Last Action: assigned PA 89'10 with immediate effect
HB 5407 of 2009 (PA 66 of 2010),House Bill,Appropriations; supplemental; multidepartment supplemental for 2009-2010; provide for. Creates appropriation act.Last Action: assigned PA 66'10 with immediate effect
HB 5408 of 2009,House Bill,Appropriations; supplemental; multidepartment supplemental for 2009-2010; provide for. Creates appropriation act.Last Action: printed bill filed 09/18/2009
HB 5409 of 2009 (PA 193 of 2010),House Bill,Appropriations; supplemental; multidepartment supplemental for 2009-2010; provide for. Creates appropriation act.Last Action: assigned PA 193'10 with immediate effect
HB 5410 of 2009,House Bill,Health; pharmaceuticals; validity of certain schedule 2 prescriptions; extend to 90 days. Amends sec. 7333 of 1978 PA 368 (MCL 333.7333).Last Action: printed bill filed 09/18/2009
HB 5411 of 2009,House Bill,Health; abortion; informed consent for abortion provision; revise to include intimidation and coercion screening. Amends secs. 17015 & 17515 of 1978 PA 368 (MCL 333.17015 & 333.17515) & adds sec. 17015a.  TIE BAR WITH: HB 4525'09Last Action: printed bill filed 09/18/2009
HB 5412 of 2009,House Bill,"Financial institutions; credit unions; procedure for the disclosure of nonpublic financial information to unaffiliated third parties; revise. Amends 2003 PA 215 (MCL 490.101 - 490.601) by adding secs. 388, 389 & 390.Last Action: printed bill filed 09/18/2009"
HB 5413 of 2009,House Bill,"Financial institutions; banks; procedure for the disclosure of nonpublic financial information to unaffiliated third parties; revise. Amends 1999 PA 276 (MCL 487.11101 - 487.15105) by adding secs. 3914, 3915 & 3916.Last Action: printed bill filed 09/18/2009"
HB 5414 of 2009,House Bill,"Financial institutions; savings and loan associations; procedure for the disclosure of nonpublic financial information to unaffiliated third parties; revise. Amends 1980 PA 307 (MCL 491.102 - 491.1202) by adding secs. 1136, 1137 & 1138.Last Action: printed bill filed 09/18/2009"
HB 5415 of 2009,House Bill,"Financial institutions; savings banks; procedure for the disclosure of nonpublic financial information to unaffiliated third parties; revise. Amends 1996 PA 354 (MCL 487.3101 - 487.3804) by adding secs. 515, 516 & 517.Last Action: printed bill filed 09/18/2009"
HB 5416 of 2009,House Bill,Natural resources; hunting; use of certain firearms during firearm deer season; allow. Amends sec. 43526 of 1994 PA 451 (MCL 324.43526).Last Action: printed bill filed 09/18/2009
HB 5417 of 2009,House Bill,Use tax; credits and deductions; bad debt deduction from gross proceeds; reduce. Amends sec. 9a of 1937 PA 94 (MCL 205.99a).Last Action: printed bill filed 09/18/2009
HB 5418 of 2009,House Bill,Sales tax; credits and deductions; bad debt deduction from gross proceeds; reduce. Amends sec. 4i of 1933 PA 167 (MCL 205.54i).Last Action: printed bill filed 09/18/2009
HB 5419 of 2009,House Bill,Use tax; collections; definition of interstate telecommunications services; expand to include international services. Amends sec. 3a of 1937 PA 94 (MCL 205.93a).Last Action: printed bill filed 09/18/2009
HB 5420 of 2009,House Bill,Income tax; income; deduction for the production of certain income and the indexing of personal exemption; provide for and suspend. Amends sec. 30 of 1967 PA 281 (MCL 206.30).Last Action: printed bill filed 09/18/2009
HB 5421 of 2009,House Bill,Sales tax; credits and deductions; collection fee reduction; provide for. Amends sec. 4 of 1933 PA 167 (MCL 205.54).Last Action: printed bill filed 09/18/2009
HB 5422 of 2009,House Bill,Use tax; credits and deductions; reduction of collection fee; establish. Amends sec. 4f of 1937 PA 94 (MCL 205.94f).Last Action: printed bill filed 09/18/2009
HB 5423 of 2009,House Bill,"History and arts; other; department of history, arts, and libraries; abolish, and transfer responsibilities to department of state. Amends title & secs. 1, 2, 5, 9 & 11 of 2001 PA 63 (MCL 399.701 et seq.) & repeals secs. 3, 4, 6 & 7 of 2001 PA 63 (MCL 399.703 et seq.).Last Action: printed bill filed 09/23/2009"
HB 5424 of 2009,House Bill,"Records; public; department of history, arts, and libraries; abolish, and transfer responsibilities to department of state. Amends sec. 13 of 1976 PA 442 (MCL 15.243).  TIE BAR WITH: HB 5423'09Last Action: printed bill filed 09/23/2009"
HB 5425 of 2009,House Bill,"History and arts; other; department of history, arts, and libraries; abolish, and transfer responsibilities to department of state. Amends secs. 284, 287, 288, 289 & 292 of 1984 PA 431 (MCL 18.1284 et seq.).  TIE BAR WITH: HB 5423'09Last Action: printed bill filed 09/23/2009"
HB 5426 of 2009,House Bill,"Records; other; department of history, arts, and libraries; abolish, and transfer responsibilities to department of state. Amends sec. 1 of 1992 PA 116 (MCL 24.401).  TIE BAR WITH: HB 5423'09Last Action: printed bill filed 09/23/2009"
HB 5427 of 2009,House Bill,"Townships; other; department of history, arts, and libraries; abolish, and transfer responsibilities to department of state. Amends sec. 13a of 1947 PA 359 (MCL 42.13a).  TIE BAR WITH: HB 5423'09Last Action: printed bill filed 09/23/2009"
HB 5428 of 2009,House Bill,"Economic development; downtown development authorities; department of history, arts, and libraries; abolish, and transfer responsibilities to department of state. Amends sec. 29 of 1975 PA 197 (MCL 125.1679).  TIE BAR WITH: HB 5423'09Last Action: printed bill filed 09/23/2009"
HB 5429 of 2009,House Bill,"State financing and management; funds; department of history, arts, and libraries; eliminate references. Amends secs. 29a & 88j of 1984 PA 270 (MCL 125.2029a & 125.2088j).  TIE BAR WITH: HB 5423'09Last Action: printed bill filed 09/23/2009"
HB 5430 of 2009,House Bill,"History and arts; other; department of history, arts, and libraries; abolish, and transfer responsibilities to department of state. Amends sec. 26 of 2005 PA 280 (MCL 125.2896).  TIE BAR WITH: HB 5423'09Last Action: printed bill filed 09/23/2009"
HB 5431 of 2009,House Bill,"Sales tax; other; department of history, arts, and libraries; eliminate references. Amends sec. 4cc of 1933 PA 167 (MCL 205.54cc).  TIE BAR WITH: HB 5423'09Last Action: printed bill filed 09/23/2009"
HB 5432 of 2009,House Bill,"Income tax; other; department of history, arts, and libraries; abolish, and transfer responsibilities to department of state. Amends secs. 266 & 435 of 1967 PA 281 (MCL 206.266 & 206.435).  TIE BAR WITH: HB 5423'09Last Action: printed bill filed 09/23/2009"
HB 5433 of 2009,House Bill,"Michigan business tax; credit; department of history, arts, and libraries; abolish, and transfer responsibilities to department of state. Amends sec. 435 of 2007 PA 36 (MCL 208.1435).  TIE BAR WITH: HB 5423'09Last Action: printed bill filed 09/23/2009"
HB 5434 of 2009,House Bill,"Vehicles; registration plates; department of history, arts, and libraries; abolish, and transfer responsibilities to department of state. Amends sec. 811k of 1949 PA 300 (MCL 257.811k).  TIE BAR WITH: HB 5423'09Last Action: printed bill filed 09/23/2009"
HB 5435 of 2009,House Bill,"Natural resources; other; department of history, arts, and libraries; abolish, and transfer responsibilities to department of state. Amends secs. 63523, 63524, 63545, 72113, 76102, 76103, 76104, 76105, 76107, 76108, 76109, 76110, 76111, 76112, 76113, 76114 & 76118 of 1994 PA 451 (MCL 324.63523 et seq.).  TIE BAR WITH: HB 5423'09Last Action: printed bill filed 09/23/2009"
HB 5436 of 2009,House Bill,"School aid; other; department of history, arts, and libraries; abolish, and transfer responsibilities to department of state. Amends sec. 32n of 1979 PA 94 (MCL 388.1632n).  TIE BAR WITH: HB 5423'09Last Action: printed bill filed 09/23/2009"
HB 5437 of 2009,House Bill,"Libraries; state; department of history, arts, and libraries; abolish, and transfer responsibilities to department of state. Amends sec. 76503 of 1994 PA 451 (MCL 324.76503).  TIE BAR WITH: HB 5423'09Last Action: printed bill filed 09/23/2009"
HB 5438 of 2009,House Bill,"Libraries; district; department of history, arts, and libraries; abolish, and transfer responsibilities to department of state. Amends sec. 2 of 1989 PA 24 (MCL 397.172).  TIE BAR WITH: HB 5423'09Last Action: printed bill filed 09/23/2009"
HB 5439 of 2009,House Bill,"Libraries; other; department of history, arts, and libraries; abolish, and transfer responsibilities to department of state. Amends title & secs. 2 & 25 of 1977 PA 89 (MCL 397.552 & 397.575).  TIE BAR WITH: HB 5423'09Last Action: printed bill filed 09/23/2009"
