Document,Type,Description
HB 4759 of 2007,House Bill,Weapons; concealed; list of specified premises on which a person licensed to carry a concealed weapon may not carry that weapon; eliminate. Amends sec. 5c of 1927 PA 372 (MCL 28.425c) & repeals sec. 5o of 1927 PA 372 (MCL 28.425o).Last Action: printed bill filed 05/16/2007
HB 4760 of 2007,House Bill,"Criminal procedure; sentencing guidelines; crime of carrying a concealed weapon in a prohibited place; delete from guidelines. Amends sec. 11b, ch. XVII of 1927 PA 175 (MCL 777.11b).  TIE BAR WITH: HB 4759'07Last Action: printed bill filed 05/16/2007"
HB 4761 of 2007,House Bill,Education; employees; teacher notification to parent or guardian of pupil who is believed to be likely to engage in violent behavior; provide for. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1314.Last Action: printed bill filed 05/16/2007
HB 4762 of 2007,House Bill,Education; school districts; board of a first class school district to require schools to incorporate a period of silence for meditation into beginning of each school day; provide for. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 476.Last Action: printed bill filed 05/16/2007
HB 4763 of 2007 (PA 45 of 2008),House Bill,Health; poisons; painting of old houses by volunteer neighborhood groups; exempt from lead-based paint activity certification requirement of public health code. Amends sec. 5453 of 1978 PA 368 (MCL 333.5453).Last Action: assigned PA 45'08 with immediate effect
HB 4764 of 2007,House Bill,Property tax; other; county board of commissioners meeting in October; revise to meet in May of each year. Amends 1893 PA 206 (MCL 211.37).Last Action: REFERRED TO COMMITTEE ON FINANCE
HB 4765 of 2007,House Bill,Income tax; credit; bio-based research and development; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.532) by adding sec. 273a.Last Action: printed bill filed 05/17/2007
HB 4766 of 2007 (PA 22 of 2007),House Bill,Retirement; investments; employer contribution; revise. Amends sec. 20m of 1965 PA 314 (MCL 38.1140m).Last Action: assigned PA 22'07 with immediate effect
HB 4767 of 2007,House Bill,Crimes; other; crime of seduction; repeal prohibition. Repeals sec. 532 of 1931 PA 328 (MCL 750.532).Last Action: printed bill filed 05/17/2007
HB 4768 of 2007,House Bill,"Criminal procedure; sentencing guidelines; sentencing guidelines for crime of seduction; remove. Amends sec. 16y, ch. XVII of 1927 PA 175 (MCL 777.16y).  TIE BAR WITH: HB 4767'07Last Action: printed bill filed 05/17/2007"
HB 4769 of 2007,House Bill,Insurance; health; health insurance for surviving spouse and children of first responder killed in the line of duty; provide for. Amends title & sec. 2 of 2004 PA 46 (MCL 28.632) & adds sec. 4a.Last Action: printed bill filed 05/17/2007
HB 4770 of 2007,House Bill,Construction; code; issuance of certain permits to certain persons; clarify as to interior designers. Amends sec. 2a of 1972 PA 230 (MCL 125.1502a) & adds sec. 10a.  TIE BAR WITH: HB 4772'07Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM
HB 4771 of 2007,House Bill,Occupations; licensing fees; licensure of interior designers; provide for. Amends 1979 PA 152 (MCL 338.2201 - 338.2277) by adding sec. 19.  TIE BAR WITH: HB 4772'07Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM
HB 4772 of 2007,House Bill,"Occupations; interior design; licensure of interior designers; provide for, and clarify certain services provided. Amends secs. 303a & 601 of 1980 PA 299 (MCL 339.303a & 339.601); adds art. 28 & repeals sec. 601a of 1980 PA 299 (MCL 339.601a).  TIE BAR WITH: HB 4770'07, HB 4771'07Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM"
HB 4773 of 2007,House Bill,Torts; other; false claims act; enact. Creates new act.Last Action: REFERRED TO COMMITTEE ON JUDICIARY
HB 4774 of 2007,House Bill,"Elections; registration; elector registering to vote in person; expand to include at any county, city, or township clerk's office in this state. Amends secs. 509v & 509w of 1954 PA 116 (MCL 168.509v & 168.509w).Last Action: REFERRED TO COMMITTEE ON CAMPAIGN AND ELECTION OVERSIGHT"
HB 4775 of 2007,House Bill,Local government; other; option for certain government employees to opt out of receiving compensation; provide for. Creates new act.Last Action: printed bill filed 05/17/2007
HB 4776 of 2007,House Bill,Income tax; other; long-term health care savings account act; create. Creates new act.  TIE BAR WITH: HB 4777'07Last Action: printed bill filed 05/17/2007
HB 4777 of 2007,House Bill,Income tax; deductions; contributions to long-term health care savings account; provide for deduction. Amends sec. 30 of 1967 PA 281 (MCL 206.30).  TIE BAR WITH: HB 4776'07Last Action: printed bill filed 05/17/2007
HB 4778 of 2007,House Bill,Insurance; no-fault; insurer interests in certain motor vehicle repair facilities; prohibit. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding ch. 21A.Last Action: REFERRED TO COMMITTEE ON ECONOMIC DEVELOPMENT AND REGULATORY REFORM
HB 4779 of 2007,House Bill,Education; employees; school administrator certification; provide for. Amends secs. 1246 & 1536 of 1976 PA 451 (MCL 380.1246 & 380.1536).Last Action: printed bill filed 05/18/2007
HB 4780 of 2007,House Bill,"Townships; other; township services consolidation act; create. Creates new act.  TIE BAR WITH: HB 4781'07, HB 4782'07, HB 4783'07, HB 4784'07, HB 4785'07, HB 4786'07, HB 4787'07, HB 4788'07Last Action: printed bill filed 05/18/2007"
HB 4781 of 2007,House Bill,Townships; general law; reference to township services consolidation act; provide for in the revised statutes of 1846. Amends 1846 RS 16 (MCL 41.1a - 41.110c) by adding sec. 1c.  TIE BAR WITH: HB 4780'07Last Action: printed bill filed 05/18/2007
HB 4782 of 2007,House Bill,Townships; charter; reference to township services consolidation act; provide for in the charter township act. Amends 1947 PA 359 (MCL 42.1 - 42.34) by adding sec. 1b.  TIE BAR WITH: HB 4780'07Last Action: printed bill filed 05/18/2007
HB 4783 of 2007,House Bill,Elections; other; reference to township services consolidation act; provide for in the Michigan election law. Amends 1954 PA 116 (MCL 168.1 - 168.992) by adding sec. 1a.  TIE BAR WITH: HB 4780'07Last Action: printed bill filed 05/18/2007
HB 4784 of 2007,House Bill,Property tax; payment and collection; reference to township services consolidation act; provide for in the general property tax act. Amends 1893 PA 206 (MCL 211.1 - 211.155) by adding sec. 1b.  TIE BAR WITH: HB 4780'07Last Action: printed bill filed 05/18/2007
HB 4785 of 2007,House Bill,Counties; employees and officers; reference to township services consolidation act; provide for in optional unified form of county government. Amends 1973 PA 139 (MCL 45.551 - 45.573) by adding sec. 3b.  TIE BAR WITH: HB 4780'07Last Action: printed bill filed 05/18/2007
HB 4786 of 2007,House Bill,Counties; charter; reference to township services consolidation act; provide for in charter counties. Amends 1966 PA 293 (MCL 45.501 - 45.521) by adding sec. 2b.  TIE BAR WITH: HB 4780'07Last Action: printed bill filed 05/18/2007
HB 4787 of 2007,House Bill,"Counties; employees and officers; reference to township services consolidation act; provide for in the revised statutes of 1846 concerning county treasurers. Amends 1846 RS 14 (MCL 48.35 - 48.48) by adding sec. 49.  TIE BAR WITH: HB 4780'07Last Action: referred to Committee on Intergovernmental, Urban and Regional Affairs"
HB 4788 of 2007,House Bill,Counties; employees and officers; reference to township services consolidation act; provide for in the revised statutes of 1846 concerning county clerks. Amends 1846 RS 14 (MCL 50.61 - 50.67) by adding sec. 68.  TIE BAR WITH: HB 4780'07Last Action: printed bill filed 05/18/2007
HB 4789 of 2007,House Bill,"Vehicles; off-road; operation of an off-road vehicle by certain individuals under the influence of or visibly impaired by alcohol or a controlled substance; prohibit. Amends secs. 81101, 81134, 81136, 81137, 81141 & 81144 of 1994 PA 451 (MCL 324.81101 et seq.) & repeals sec. 81135 of 1994 PA 451 (MCL 324.81135).Last Action: REFERRED TO COMMITTEE ON JUDICIARY"
HB 4790 of 2007,House Bill,Education; curricula; minimum amounts of physical and health education; require. Amends sec. 1502 of 1976 PA 451 (MCL 380.1502).Last Action: printed bill filed 05/18/2007
HB 4791 of 2007,House Bill,Food; restaurants; calorie content on menu; require. Amends 2000 PA 92 (MCL 289.1101 - 289.8111) by adding sec. 6145.Last Action: printed bill filed 05/18/2007
HB 4792 of 2007,House Bill,Insurance; no-fault; fee schedules for medical costs paid by personal injury protection; provide for. Amends sec. 3157 of 1956 PA 218 (MCL 500.3157).Last Action: printed bill filed 05/18/2007
HB 4793 of 2007,House Bill,Income tax; deductions; initial angel investment minimum requirement; revise. Amends sec. 30 of 1967 PA 281 (MCL 206.30).Last Action: printed bill filed 05/18/2007
HB 4794 of 2007,House Bill,"Watercraft; other; operation of a watercraft by individuals with a high blood alcohol level or with certain controlled substances; prohibit. Amends secs. 80101, 80171, 80176, 80177, 80178, 80184, 80186 & 80187 of 1994 PA 451 (MCL 324.80101 et seq.).Last Action: REFERRED TO COMMITTEE ON JUDICIARY"
HB 4795 of 2007,House Bill,"Vehicles; snowmobiles; operation of a snowmobile by certain individuals under the influence of alcohol or a controlled substance; prohibit. Amends secs. 82101, 82127, 82128, 82129, 82136, 82139, 82140, 82142, 82143, 82144, 82146 & 82148 of 1994 PA 451 (MCL 324.82101 et seq.).Last Action: REFERRED TO COMMITTEE ON JUDICIARY"
HB 4796 of 2007,House Bill,Education; employees; salary cap for public school employees; provide for. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1245.Last Action: REFERRED TO COMMITTEE ON EDUCATION
HB 4797 of 2007,House Bill,Retirement; public school employees; provision regarding health care benefits of teachers; revise. Amends sec. 91 of 1980 PA 300 (MCL 38.1391).Last Action: notice given to discharge committee
HB 4798 of 2007,House Bill,Retirement; public school employees; conforming language to amend section; provide for. Amends sec. 91 of 1980 PA 300 (MCL 38.1391).  TIE BAR WITH: HB 4797'07Last Action: notice given to discharge committee
HB 4799 of 2007,House Bill,Retirement; public school employees; pension benefits for reemployment of retired public school employee; require to freeze during period of employment. Amends sec. 61 of 1980 PA 300 (MCL 38.1361).  TIE BAR WITH: HB 4500'07Last Action: REFERRED TO COMMITTEE ON EDUCATION
HB 4800 of 2007 (PA 95 of 2007),House Bill,"Retirement; state employees; pension benefits to retired state employee who is employed by this state; require to freeze during period of employment and require coordination of benefit provisions for healthcare benefits. Amends 1943 PA 240 (MCL 38.1 - 38.69) by adding sec. 68c.  TIE BAR WITH: HB 5194'07, HB 5198'07Last Action: assigned PA 95'07 with immediate effect"
HB 4801 of 2007,House Bill,Taxation; other; income tax on certain pension benefits; modify. Amends sec. 30 of 1967 PA 281 (MCL 206.30).Last Action: re-referred to Committee on Oversight and Investigations
HB 4802 of 2007,House Bill,Taxation; other; exemption of pensions from certain taxes; disallow. Amends sec. 40 of 1943 PA 240 (MCL 38.40).  TIE BAR WITH: HB 4801'07Last Action: re-referred to Committee on Oversight and Investigations
HB 4803 of 2007,House Bill,"Education; employees; limit on cost of medical, optical, or dental benefits for school employees; provide for. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1255.Last Action: notice given to discharge committee"
HB 4804 of 2007,House Bill,Public employees and officers; other; public employee access to health plan that is available to state employees; provide for. Creates new act.Last Action: postponed temporarily
HB 4805 of 2007,House Bill,Public employees and officers; state; health care benefits for state employees; limit. Amends sec. 15 of 1947 PA 336 (MCL 423.215).Last Action: notice given to discharge committee
HB 4806 of 2007,House Bill,Retirement; judges; health care benefits and vesting requirements; modify. Amends secs. 715 & 719 of 1992 PA 234 (MCL 38.2665 & 38.2669).Last Action: recommendation concurred in
HB 4807 of 2007,House Bill,Retirement; municipal employees; Michigan retirement system; modify. Amends sec. 36 of 1984 PA 427 (MCL 38.1536).Last Action: recommendation concurred in
HB 4808 of 2007,House Bill,Retirement; public school employees; public school employees retirement system; modify. Amends 1980 PA 300 (MCL 38.1301 - 38.1408) by adding sec. 21a.Last Action: notice given to discharge committee
HB 4809 of 2007,House Bill,Public employees and officers; other; health care benefits for certain public employees; limit. Creates new act.Last Action: re-referred to Committee on Oversight and Investigations
HB 4810 of 2007,House Bill,Occupations; health care professions; licensure of speech-language pathologists; provide for. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 16342 & pt. 176.Last Action: printed bill filed 05/18/2007
HB 4811 of 2007,House Bill,Local government; other; right-to-work zone; permit. Amends sec. 14 of 1939 PA 176 (MCL 423.14) & adds sec. 14a.Last Action: printed bill filed 05/23/2007
HB 4812 of 2007,House Bill,Construction; code; statewide uniform energy code; revise. Amends secs. 2a & 4 of 1972 PA 230 (MCL 125.1502a & 125.1504).Last Action: printed bill filed 05/23/2007
HB 4813 of 2007,House Bill,"Criminal procedure; sentencing guidelines; sentencing guidelines for operating vessel, ORV, or snowmobile under influence of alcoholic liquor; revise to include operating with any amount of schedule 1 controlled substances in operator's body. Amends sec. 13g, ch. XVII of 1927 PA 175 (MCL 777.13g).  TIE BAR WITH: HB 4789'07, HB 4794'07, HB 4795'07Last Action: REFERRED TO COMMITTEE ON JUDICIARY"
HB 4814 of 2007,House Bill,Education; curricula; physical education classes to focus on improving fitness; require. Amends sec. 1502 of 1976 PA 451 (MCL 380.1502).Last Action: printed bill filed 05/24/2007
HB 4815 of 2007,House Bill,Education; other; requirement for pictured identification and signed form when picking up a child from school; provide for. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1138.Last Action: printed bill filed 05/24/2007
HB 4816 of 2007,House Bill,"Food; service establishments; compliance with state or local laws, codes, ordinances, rules, or regulations in order to be licensed; require. Amends sec. 4107 of 2000 PA 92 (MCL 289.4107).  TIE BAR WITH: HB 4163'07Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS AND REFORM"
HB 4817 of 2007 (PA 171 of 2008),House Bill,Traffic control; parking; requirements for use of volunteers to enforce parking violations; modify. Amends secs. 675d & 742 of 1949 PA 300 (MCL 257.675d & 257.742).Last Action: assigned PA 171'08 with immediate effect
HB 4818 of 2007,House Bill,Family law; child custody; factors determining best interest of child; include equal time for both parents as a factor. Amends sec. 3 of 1970 PA 91 (MCL 722.23).Last Action: printed bill filed 05/24/2007
HB 4819 of 2007,House Bill,Law enforcement; reports; senior medical alert program; provide for. Creates new act.Last Action: REFERRED TO COMMITTEE OF THE WHOLE
HB 4820 of 2007,House Bill,Environmental protection; water pollution; application of oil field brine to county roads; exempt from permit requirements under certain circumstances. Amends secs. 3112 & 3122 of 1994 PA 451 (MCL 324.3112 & 324.3122).Last Action: placed on second reading
HB 4821 of 2007,House Bill,Insurance; health; benefits for surviving spouse and children from a firefighter who dies in the line of duty; clarify. Amends title & sec. 2 of 2004 PA 46 (MCL 28.632) & adds sec. 4b.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
HB 4822 of 2007,House Bill,"Law enforcement; local police; benefits for surviving spouse and children from an officer who dies in the line of duty; clarify. Amends title & sec. 2 of 2004 PA 46 (MCL 28.632) & adds sec. 4a.Last Action: re-referred to Committee on Intergovernmental, Urban and Regional Affairs"
HB 4823 of 2007,House Bill,"Law enforcement; local police; benefits for surviving spouse and children from an emergency first responder who dies in the line of duty; clarify. Amends title & sec. 2 of 2004 PA 46 (MCL 28.632) & adds sec. 4a.Last Action: re-referred to Committee on Intergovernmental, Urban and Regional Affairs"
HB 4824 of 2007,House Bill,State financing and management; purchasing; competitive bidding requirement; modify. Amends sec. 261 of 1984 PA 431 (MCL 18.1261).  TIE BAR WITH: HB 4825'07Last Action: printed bill filed 05/25/2007
HB 4825 of 2007,House Bill,Transportation; funds; requirement for 50% of transportation contracts to be given to local municipality in which contract is located; establish. Amends sec. 11c of 1951 PA 51 (MCL 247.661c).Last Action: printed bill filed 05/25/2007
HB 4826 of 2007,House Bill,Highways; other; toll roads; allow. Amends 1951 PA 51 (MCL 247.651 - 247.675) by adding sec. 1j.Last Action: printed bill filed 05/25/2007
HB 4827 of 2007,House Bill,State financing and management; purchasing; assignment of state cars to department directors or the state surgeon general; prohibit. Amends secs. 213 & 215 of 1984 PA 431 (MCL 18.1213 & 18.1215).Last Action: notice given to discharge committee
HB 4828 of 2007,House Bill,Controlled substances; schedules; designation of carisoprodol as a schedule 4 drug; provide for. Amends sec. 7218 of 1978 PA 368 (MCL 333.7218).Last Action: printed bill filed 05/25/2007
HB 4829 of 2007,House Bill,Appropriations; natural resources; natural resources trust fund; provide appropriations for. Creates appropriation act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
HB 4830 of 2007,House Bill,Watercraft; traffic control; cessation of operation requirement for operation of a personal watercraft; eliminate certain provisions. Amends sec. 80205 of 1994 PA 451 (MCL 324.80205).Last Action: notice given to discharge committee
HB 4831 of 2007,House Bill,"Torts; product liability; ""sophisticated user"" defense; exempt chemical manufacturer under certain circumstances. Amends sec. 2947 of 1961 PA 236 (MCL 600.2947).Last Action: printed bill filed 05/25/2007"
HB 4832 of 2007,House Bill,Property; conveyances; conveyance of certain state owned property in Gogebic county; provide for. Creates land transfer act.Last Action: printed bill filed 05/25/2007
HB 4833 of 2007,House Bill,Sales tax; exemptions; sales tax collection on gasoline; provide for graduated exemption of over 3 years. Amends sec. 4a of 1933 PA 167 (MCL 205.54a).Last Action: printed bill filed 05/25/2007
HB 4834 of 2007,House Bill,School aid; other; supplemental general fund appropriation for school aid if legislation is enacted that reduces sales tax revenue from motor fuel sales; express intent to provide for. Amends sec. 11 of 1979 PA 94 (MCL 388.1611).Last Action: printed bill filed 05/25/2007
HB 4835 of 2007,House Bill,"Civil procedure; other; exemptions from property subject to assignment for the benefit of creditors; revise, and index for inflation. Amends secs. 5201 & 5205 of 1961 PA 236 (MCL 600.5201 & 600.5205); adds sec. 5202 & repeals ch. 54a of 1961 PA 236 (MCL 600.5451).Last Action: printed bill filed 05/25/2007"
HB 4836 of 2007,House Bill,Insurance; no-fault; uninsured and underinsured motorist coverage; provide for. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 3160.Last Action: printed bill filed 05/25/2007
HB 4837 of 2007,House Bill,Environmental protection; solid waste; farm composting of yard clippings; classify as processing plant under certain circumstances. Amends sec. 11506 of 1994 PA 451 (MCL 324.11506).Last Action: printed bill filed 05/25/2007
HB 4838 of 2007,House Bill,Environmental protection; water pollution; storm water permits; provide waiver of fees for certain municipalities. Amends sec. 3118 of 1994 PA 451 (MCL 324.3118).Last Action: printed bill filed 05/25/2007
HB 4839 of 2007 (PA 539 of 2008),House Bill,"Vehicles; abandoned; procedures for disposition; clarify. Amends secs. 11, 208c, 216, 244, 252a, 252d, 252e, 252f, 252g, 252k, 252l, 625n, 716, 717 & 726 of 1949 PA 300 (MCL 257.11 et seq.) & adds sec. 79f.Last Action: assigned PA 539'08 with immediate effect   2008 ADDENDA"
HB 4840 of 2007 (PA 173 of 2008),House Bill,Health facilities; licensing; fees and assessments for certain health facilities; allow department to use for background check program under certain circumstances. Amends sec. 20161 of 1978 PA 368 (MCL 333.20161).Last Action: assigned PA 173'08 with immediate effect
HB 4841 of 2007,House Bill,Human services; adult foster care; licensing fee for adult foster care facilities; increase. Amends sec. 13a of 1979 PA 218 (MCL 400.713a).Last Action: printed bill filed 05/25/2007
HB 4842 of 2007 (PA 77 of 2007),House Bill,"Occupations; licensing fees; license fees for various professions; extend sunset. Amends secs. 3, 13, 15, 17, 21, 23, 25, 27, 28, 29, 31, 37, 38, 39, 43 & 62 of 1979 PA 152 (MCL 338.2203 et seq.).Last Action: assigned PA 77'07 with immediate effect"
HB 4843 of 2007 (PA 370 of 2008),House Bill,Occupations; plumbers; licensing fees for professional plumbers; increase for a certain time period. Amends secs. 31 & 35 of 2002 PA 733 (MCL 338.3541 & 338.3545).Last Action: assigned PA 370'08 with immediate effect
HB 4844 of 2007 (PA 371 of 2008),House Bill,Occupations; electricians; license fees for professional electricians; increase for a certain time period. Amends secs. 1 & 3 of 1956 PA 217 (MCL 338.881 & 338.883).Last Action: assigned PA 371'08 with immediate effect
HB 4845 of 2007,House Bill,Law enforcement; fingerprinting; fingerprinting and criminal record check fees; increase. Amends sec. 3 of 1935 PA 120 (MCL 28.273).Last Action: printed bill filed 05/25/2007
HB 4846 of 2007 (PA 372 of 2008),House Bill,Occupations; mechanical contractors; examination and licensing fees for mechanical contractors; increase for a certain time period. Amends sec. 10 of 1984 PA 192 (MCL 338.980).Last Action: assigned PA 372'08 with immediate effect
HB 4847 of 2007 (PA 346 of 2008),House Bill,Traffic control; driver license; increased fees for operator and chauffeur licenses added by 1987 PA 232; credit to the general fund for certain fiscal years. Amends sec. 819 of 1949 PA 300 (MCL 257.819).Last Action: assigned PA 346'08 with immediate effect
HB 4848 of 2007 (PA 373 of 2008),House Bill,Occupations; construction; registration fees for building officials and inspectors; increase for a certain time period. Amends sec. 13 of 1986 PA 54 (MCL 338.2313).Last Action: assigned PA 373'08 with immediate effect
HB 4849 of 2007 (PA 78 of 2007),House Bill,Agriculture; pesticides; pesticide applicator fees; extend sunset for fees and earmark to the agriculture licensing and inspection fees fund. Amends sec. 8317 of 1994 PA 451 (MCL 324.8317) & repeals sec. 8318 of 1994 PA 451 (MCL 324.8318).  TIE BAR WITH: HB 4862'07Last Action: assigned PA 78'07 with immediate effect
HB 4850 of 2007 (PA 18 of 2007),House Bill,State financing and management; funds; securitization of tobacco funds; increase amount. Amends sec. 8 of 2005 PA 226 (MCL 129.268).Last Action: assigned PA 18'07 with immediate effect
HB 4851 of 2007 (PA 34 of 2007),House Bill,Higher education; financial aid; transfers of money by Michigan higher education student loan authority to Michigan merit award trust fund; authorize. Amends sec. 4 of 1975 PA 222 (MCL 390.1154).Last Action: assigned PA 34'07 with immediate effect
HB 4852 of 2007,House Bill,Communications; telecommunications; public safety charge; provide for. Amends 1986 PA 32 (MCL 484.1101 - 484.1717) by adding sec. 408a.Last Action: printed bill filed 05/25/2007
HB 4853 of 2007,House Bill,Retirement; public school employees; plan investment choices; provide for retroactively. Amends sec. 43a of 1980 PA 300 (MCL 38.1343a).Last Action: printed bill filed 05/29/2007
HB 4854 of 2007 (PA 0233 of 2008),House Bill,Retirement; investments; state funds in any Sudanese business or interest; require treasurer to divest. Amends 1965 PA 314 (MCL 38.1132 - 38.1140m) by adding sec. 13c.  TIE BAR WITH: SB 0846'07Last Action: assigned PA 0233'08 with immediate effect
HB 4855 of 2007,House Bill,Higher education; admission; enrollment of high school students as full-time students in certain community colleges and universities; allow and provide grant program. Creates new act.  TIE BAR WITH: HB 4856'07Last Action: printed bill filed 05/30/2007
HB 4856 of 2007,House Bill,Higher education; admission; enrollment in certain community colleges and universities under Michigan accelerated college education act; waive high school compulsory attendance requirement for participants. Amends sec. 1561 of 1976 PA 451 (MCL 380.1561).  TIE BAR WITH: HB 4855'07Last Action: printed bill filed 05/30/2007
HB 4857 of 2007,House Bill,Education; financing; expenditure of educational operation budget; require a certain percentage to be used on classroom instruction. Amends secs. 1215 & 1227 of 1976 PA 451 (MCL 380.1215 & 380.1227) & adds sec. 1227a.Last Action: printed bill filed 05/30/2007
HB 4858 of 2007,House Bill,Education; financing; information on percentage of general operating budget expended for instruction; require school districts to publish. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1209.Last Action: printed bill filed 05/30/2007
HB 4859 of 2007,House Bill,"Courts; juries; jury pool selection process; revise. Amends secs. 1304, 1312 & 1321 of 1961 PA 236 (MCL 600.1304 et seq.) & adds secs. 1301c, 1310a & 1310b.  TIE BAR WITH: HB 4755'07Last Action: REFERRED TO COMMITTEE ON JUDICIARY"
HB 4860 of 2007 (PA 79 of 2007),House Bill,Animals; other; pet shop license act; extend sunset for fees and earmark certain fees and administrative fines to the agriculture licensing and inspection fees fund. Amends secs. 4 & 9b of 1969 PA 287 (MCL 287.334 & 287.339b).  TIE BAR WITH: HB 4862'07Last Action: assigned PA 79'07 with immediate effect
HB 4861 of 2007 (PA 64 of 2007),House Bill,Civil procedure; costs and fees; fees to court of appeals; extend time for rollback. Amends sec. 321 of 1961 PA 236 (MCL 600.321).Last Action: assigned PA 64'07 with immediate effect
HB 4862 of 2007 (PA 84 of 2007),House Bill,"Agriculture; diseases and pests; certain nursery stock fees; extend sunset of fees and earmark to the agriculture licensing and inspection fees fund. Amends title & secs. 6, 9 & 11 of 1931 PA 189 (MCL 286.206 et seq.).Last Action: assigned PA 84'07 with immediate effect"
HB 4863 of 2007 (PA 80 of 2007),House Bill,Agriculture; animals; horse riding stable license fees and administrative fines; extend sunset for fees and earmark to the agriculture licensing and inspection fees fund. Amends sec. 3 of 1974 PA 93 (MCL 287.113).  TIE BAR WITH: HB 4862'07Last Action: assigned PA 80'07 with immediate effect
HB 4864 of 2007 (PA 81 of 2007),House Bill,Agriculture; animals; livestock operations license fees and administrative fines; extend sunset for fees and earmark to the agriculture licensing and inspection fees fund. Amends sec. 3 of 1937 PA 284 (MCL 287.123).  TIE BAR WITH: HB 4862'07Last Action: assigned PA 81'07 with immediate effect
HB 4865 of 2007 (PA 82 of 2007),House Bill,Trade; securities; securities fees; revise. Amends sec. 202 of 1964 PA 265 (MCL 451.602).Last Action: assigned PA 82'07 with immediate effect
HB 4866 of 2007 (PA 83 of 2007),House Bill,Businesses; business corporations; filing fees; revise. Amends sec. 1060 of 1972 PA 284 (MCL 450.2060).Last Action: assigned PA 83'07 with immediate effect
HB 4867 of 2007,House Bill,School aid; other; administration to initiate proration under certain circumstances or automatic appropriation to make up deficiency under certain circumstances; require if there is deficiency in school aid fund. Amends sec. 11 of 1979 PA 94 (MCL 388.1611).Last Action: printed bill filed 05/30/2007
HB 4868 of 2007 (PA 51 of 2008),House Bill,"Cities; home rule; administrative hearings bureau authority to adjudicate blight violations; expand to include right-of-way signage violations and dangerous building violations, and to provide other technical amendments. Amends secs. 4q & 4r of 1909 PA 279 (MCL 117.4q & 117.4r).Last Action: assigned PA 51'08 with immediate effect"
HB 4869 of 2007 (PA 196 of 2007),House Bill,"Occupations; athletics; unarmed combat regulatory act; modify to include mixed martial arts. Amends secs. 1, 10, 11, 12, 20, 21, 22, 31, 32, 33, 34, 35, 47, 48, 51, 53, 54, 55, 56, 57 & 58 of 2004 PA 403 (MCL 338.3601 et seq.).  TIE BAR WITH: HB 4870'07Last Action: assigned PA 196'07"
HB 4870 of 2007 (PA 197 of 2007),House Bill,Occupations; athletics; certain mixed martial arts activities; exempt from penal code. Amends sec. 447 of 1931 PA 328 (MCL 750.447).  TIE BAR WITH: HB 4869'07Last Action: assigned PA 197'07
HB 4871 of 2007,House Bill,Agriculture; animals; force-feeding birds; prohibit under certain circumstances. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 66.Last Action: printed bill filed 05/30/2007
HB 4872 of 2007 (PA 519 of 2008),House Bill,Crimes; other; leaving children unattended in a vehicle; prohibit under certain circumstances and provide penalties. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 135a.Last Action: assigned PA 519'08 with immediate effect   2008 ADDENDA
HB 4873 of 2007 (PA 520 of 2008),House Bill,"Criminal procedure; sentencing guidelines; sentencing guidelines for crime of leaving child unattended in a vehicle; enact. Amends sec. 16g, ch. XVII of 1927 PA 175 (MCL 777.16g).  TIE BAR WITH: HB 4872'07Last Action: assigned PA 520'08 with immediate effect   2008 ADDENDA"
HB 4874 of 2007,House Bill,"Housing; condominium; assessment of condo maintenance fees; revise procedure. Amends secs. 8, 37 & 69 of 1978 PA 59 (MCL 559.108 et seq.).Last Action: printed bill filed 06/06/2007"
HB 4875 of 2007,House Bill,Education; curricula; granting of credit for courses completed under postsecondary enrollment options act; clarify. Amends sec. 7 of 1996 PA 160 (MCL 388.517).Last Action: printed bill filed 06/06/2007
HB 4876 of 2007,House Bill,Land use; planning; county planning commission; eliminate requirement to include school board member or employee. Amends sec. 2 of 1945 PA 282 (MCL 125.102).Last Action: printed bill filed 06/06/2007
HB 4877 of 2007,House Bill,Sales tax; exemptions; federal gasoline tax; exclude from gross proceeds. Amends sec. 1 of 1933 PA 167 (MCL 205.51).Last Action: printed bill filed 06/07/2007
HB 4878 of 2007,House Bill,Education; school districts; number of required teacher professional development days; reduce. Amends sec. 1527 of 1976 PA 451 (MCL 380.1527).Last Action: printed bill filed 06/07/2007
