Document,Type,Description
HR 0214 of 2020,House Resolution,A resolution to call on the Governor to formally request that Ontario cease or limit to the greatest extent possible the redirection of water into the Great Lakes.Last Action: referred to Committee on Natural Resources and Outdoor Recreation
HR 0215 of 2020,House Resolution,"A resolution to declare January 15, 2020, as Alpha Kappa Alpha Sorority, Incorporated, Founders' Day in the state of Michigan.Last Action: adopted"
HR 0216 of 2020,House Resolution,A resolution to urge Major League Baseball to continue its support for minor-league baseball teams.Last Action: adopted
HR 0217 of 2020,House Resolution,"A resolution to honor the centennial anniversary of Zeta Phi Beta Sorority, Incorporated, and declare January 16, 2020, as Zeta Phi Beta Sorority, Incorporated, Founders' Day in the state of Michigan.Last Action: adopted"
HR 0218 of 2020,House Resolution,"A resolution to declare January 16, 2020, as Delta Sigma Theta Sorority, Incorporated, Day in the state of Michigan.Last Action: adopted"
HR 0219 of 2020,House Resolution,"A resolution to declare Michigan a Second Amendment sanctuary state and fully affirm its support of the rights ensured and protected by the constitutions of the United States and Michigan, including the rights of law-abiding citizens to keep and bear arms.Last Action: referred to Committee on Government Operations"
HR 0220 of 2020,House Resolution,A resolution to recognize the 47th anniversary of the U.S. Supreme Court issuance of the Roe v. Wade ruling.Last Action: referred to Committee on Government Operations
HR 0221 of 2020,House Resolution,"A resolution to recognize January 26-February 1, 2020, as Catholic Schools Week in the state of Michigan.Last Action: adopted"
HR 0222 of 2020,House Resolution,"A resolution to declare January 26-February 1, 2020, as School Choice Week in the state of Michigan.Last Action: adopted"
HR 0223 of 2020,House Resolution,"A resolution to declare January 31, 2020, as Omphalocele Awareness Day in the state of Michigan.Last Action: adopted"
HR 0224 of 2020,House Resolution,"A resolution to declare January 28-31, 2020, as School Board Recognition Week in the state of Michigan.Last Action: adopted"
HR 0225 of 2020,House Resolution,A resolution to declare February 2020 as Children's Dental Health Month in the state of Michigan.Last Action: adopted
HR 0226 of 2020,House Resolution,A resolution to declare February 2020 as School-Based Health Care Awareness Month in the state of Michigan.Last Action: adopted
HR 0227 of 2020,House Resolution,A resolution to reaffirm the right of Michigan residents to keep and bear arms under the Constitution of the State of Michigan of 1963 and the Constitution of the United States.Last Action: roll call Roll Call # 103 Yeas 75 Nays 32 Excused 0 Not Voting 2
HR 0228 of 2020,House Resolution,"A resolution to declare February 11, 2020, as White Shirt Day in the state of Michigan.Last Action: adopted"
HR 0229 of 2020,House Resolution,A resolution to urge the Congress of the United States to submit the Regulation Freedom Amendment to the states for ratification.Last Action: referred to Committee on Government Operations
HR 0230 of 2020,House Resolution,"A resolution to support the United Nations' efforts to eliminate female genital mutilation worldwide, and urge the state of Michigan to do everything it can to end female genital mutilation in the state.Last Action: referred to Committee on Judiciary"
HR 0231 of 2020,House Resolution,"A resolution to declare February 19, 2020, as Go Red for Women Day in the state of Michigan.Last Action: adopted"
HR 0232 of 2020,House Resolution,"A resolution to declare February 19, 2020, as Blue Star Mother's Day in the state of Michigan.Last Action: adopted"
HR 0233 of 2020,House Resolution,"A resolution to declare February 26, 2020, as Black Farmers Awareness Day in the state of Michigan.Last Action: adopted"
HR 0234 of 2020,House Resolution,A resolution to memorialize the Congress of the United States to repeal the federal ban on Pell grants for prison-based education.Last Action: adopted
HR 0235 of 2020,House Resolution,"A resolution to declare February 27, 2020, as Public Schools Day in the state of Michigan.Last Action: adopted"
HR 0236 of 2020,House Resolution,A resolution to declare March 2020 as Women's History Month in the state of Michigan.Last Action: adopted
HR 0237 of 2020,House Resolution,A resolution to declare March 2020 as Independent Workers Month in the state of Michigan.Last Action: adopted
HR 0238 of 2020,House Resolution,A resolution to declare March 2020 as Social Work Month in the state of Michigan.Last Action: adopted
HR 0239 of 2020,House Resolution,"A resolution to declare March 8, 2020, as International Women's Day in the state of Michigan.Last Action: adopted"
HR 0240 of 2020,House Resolution,A resolution to encourage Congress to extend the ratification deadline of the Equal Rights Amendment and affirm the amendment's adoption.Last Action: referred to Committee on Government Operations
HR 0241 of 2020,House Resolution,"A resolution to declare March 11, 2020, as Agriculture Day in the state of Michigan.Last Action: adopted"
HR 0242 of 2020,House Resolution,A resolution to urge the Congress of the United States and the Centers for Disease Control and Prevention to provide financial assistance to the state of Michigan and affected residents to address the novel coronavirus outbreak.Last Action: referred to Committee on Health Policy
HR 0243 of 2020,House Resolution,"A resolution to memorialize the Congress of the United States to pass H.R. 3219 of 2019 and S. 1792 of 2019, the Call Center Worker and Consumer Protection Act of 2019.Last Action: referred to Committee on Commerce and Tourism"
HR 0244 of 2020,House Resolution,"A resolution to urge the President and the Congress of the United States to declare the waters of the Straits of Mackinac as ""designated"" for purposes of Great Lakes commercial ship pilotage.Last Action: adopted"
HR 0245 of 2020,House Resolution,A resolution prescribing Temporary Rules for Emergency Operation of the House of Representatives.Last Action: referred to Committee on Government Operations
HR 0246 of 2020,House Resolution,"A resolution to memorialize the United States Department of the Treasury to use its rulemaking authority to exempt Coronavirus Aid, Relief, and Economic Security (CARES) Act stimulus payments from private debt collection by banks.Last Action: referred to Committee on Financial Services"
HR 0247 of 2020,House Resolution,"A resolution to memorialize the United States Department of the Treasury to use its rulemaking authority to exempt Coronavirus Aid, Relief, and Economic Security (CARES) Act stimulus payments from garnishment by creditors and debt collectors.Last Action: referred to Committee on Financial Services"
HR 0248 of 2020,House Resolution,A resolution to urge the United States Senate to pass the Families First Coronavirus Response Act.Last Action: referred to Committee on Government Operations
HR 0249 of 2020,House Resolution,"A resolution to urge businesses that interact with the public to adopt a ""no gloves and/or no mask, no services"" policy during the COVID-19 pandemic.Last Action: referred to Committee on Government Operations"
HR 0250 of 2020,House Resolution,A resolution authorizing the Speaker of the House to commence legal action on behalf of the House of Representatives challenging the Governor’s authority and actions during the COVID-19 pandemic.Last Action: adopted
HR 0251 of 2020,House Resolution,A resolution to urge the United States Department of Agriculture to grant a federal waiver to temporarily suspend the rules that make college students ineligible for SNAP benefits.Last Action: referred to Committee on Appropriations
HR 0252 of 2020,House Resolution,"A resolution to declare March 22, 2020, as Michigan Water Day and World Water Day in the state of Michigan.Last Action: adopted"
HR 0253 of 2020,House Resolution,"A resolution to declare April 24, 2020, as a Day of Remembrance in the state of Michigan for the Armenian Genocide of 1915-1923.Last Action: adopted"
HR 0254 of 2020,House Resolution,"A resolution to declare May 6-12, 2020, as Nurses Week in the state of Michigan.Last Action: adopted"
HR 0255 of 2020,House Resolution,A resolution to encourage Congress to address the unique needs of domestic violence victims and survivors in the next phase of federal stimulus funding in response to COVID-19.Last Action: referred to Committee on Judiciary
HR 0256 of 2020,House Resolution,"A resolution to urge the Congress of the United States to allow grocery store managers to authorize a substitution for a WIC-approved food if the store runs out of the food during a public health emergency.Last Action: referred to Committee on Families, Children, and Seniors"
HR 0257 of 2020,House Resolution,A resolution to reaffirm the sovereignty of tribal nations and to encourage the Michigan Attorney General to not infringe on that sovereignty.Last Action: adopted
HR 0258 of 2020,House Resolution,"A resolution to declare May 10-16, 2020, as Police Week in the state of Michigan.Last Action: adopted"
HR 0259 of 2020,House Resolution,"A resolution to declare May 3-9, 2020, as Tardive Dyskinesia Awareness Week in the state of Michigan.Last Action: adopted"
HR 0260 of 2020,House Resolution,A resolution to declare May 2020 as Foster Care Awareness Month in the state of Michigan.Last Action: adopted
HR 0261 of 2020,House Resolution,A resolution to declare May 2020 as Cystic Fibrosis Awareness Month in the state of Michigan.Last Action: adopted
HR 0262 of 2020,House Resolution,"A resolution to urge the Michigan State Capitol Commission to prohibit firearms in public areas of the state Capitol building and within the immediate vicinity of the building, with exemptions for legislative sergeants at arms and law enforcement officers, and to install security screening checkpoints at entrances of the state Capitol building.Last Action: referred to Committee on Government Operations"
HR 0263 of 2020,House Resolution,A resolution to memorialize the President and Congress of the United States to take various actions to minimize the social and economic impact of and improve response to the COVID-19 pandemic.Last Action: referred to Committee on Government Operations
HR 0264 of 2020,House Resolution,A resolution to urge the federal government to reconsider and approve a federal waiver to exclude Federal Pandemic Unemployment Compensation from counting as income under the Supplemental Nutrition Assistance Program.Last Action: referred to Committee on Government Operations
HR 0265 of 2020,House Resolution,A resolution to declare May 2020 as Oak Wilt Awareness Month in the state of Michigan.Last Action: adopted
HR 0266 of 2020,House Resolution,A resolution to oppose actions by the United States Environmental Protection Agency to weaken the Mercury and Air Toxics Standards.Last Action: referred to Committee on Natural Resources and Outdoor Recreation
HR 0267 of 2020,House Resolution,A resolution to memorialize the Congress of the United States to not enact a federal bailout for states.Last Action: referred to Committee on Government Operations
HR 0268 of 2020,House Resolution,A resolution to amend the Standing Rules of the House of Representatives.Last Action: referred to Committee on Government Operations
HR 0269 of 2020,House Resolution,A resolution to oppose the Natural Resources Commission's proposed policy change requiring orange coloring on each side of a hunting ground blind.Last Action: adopted
HR 0270 of 2020,House Resolution,"A resolution to declare the June 5, 2020, as National Gun Violence Awareness Day in the state of Michigan.Last Action: referred to Committee on Government Operations"
HR 0271 of 2020,House Resolution,A resolution to declare June 2020 as Alzheimer's Awareness Month in the state of Michigan.Last Action: adopted
HR 0272 of 2020,House Resolution,"A resolution to commemorate June 11, 2020, as the celebration of the 75th anniversary of the Michigan Association for Justice and express appreciation for the organization's contributions to promoting and protecting a fair and effective justice system in Michigan and safeguarding the 7th Amendment of the United States Constitution.Last Action: adopted"
HR 0273 of 2020,House Resolution,A resolution to oppose actions by the United States Environmental Protection Agency relaxing the enforcement of environmental rules in response to the novel coronavirus outbreak.Last Action: referred to Committee on Natural Resources and Outdoor Recreation
HR 0274 of 2020,House Resolution,"A resolution to recognize June 12, 2020, as Women Veterans Recognition Day in the state of Michigan.Last Action: adopted"
HR 0275 of 2020,House Resolution,"A resolution to memorialize the Congress of the United States to ensure that all Americans have internet access necessary to participate in telemedicine, distance learning, and telework as part of any legislation that provides relief and recovery resources related to the COVID-19 Pandemic.Last Action: referred to Committee on Communications and Technology"
HR 0276 of 2020,House Resolution,A resolution to oppose the Governor’s policies regarding the placement of COVID-19 patients into nursing homes.Last Action: roll call Roll Call # 249 Yeas 71 Nays 33 Excused 0 Not Voting 5
HR 0277 of 2020,House Resolution,A resolution discouraging local units of government from defunding or abolishing their local police departments.Last Action: roll call Roll Call # 241 Yeas 79 Nays 29 Excused 0 Not Voting 1
HR 0278 of 2020,House Resolution,A resolution to memorialize the Congress of the United States to take action to support small businesses and create the COVID-19 Business and Employee Continuity and Recovery Fund.Last Action: referred to Committee on Commerce and Tourism
HR 0279 of 2020,House Resolution,"A resolution to declare June 19, 2020, as Juneteenth Independence Day in the state of Michigan in recognition of June 19, 1865, the date on which the end of slavery was finally announced in every slave-holding state in the United States.Last Action: adopted"
HR 0280 of 2020,House Resolution,"A resolution to declare June 19, 2020, as World Sickle Cell Awareness Day in the state of Michigan.Last Action: adopted"
HR 0281 of 2020,House Resolution,"A resolution to recognize June 2020 as Lesbian, Gay, Bisexual, Transgender, and Queer (LGBTQ) Pride Month in the state of Michigan.Last Action: referred to Committee on Government Operations"
HR 0282 of 2020,House Resolution,A resolution to support the timely issuing of permits for the construction of the Great Lakes Tunnel Project and to support the private investment and employment opportunities afforded by the project.Last Action: roll call Roll Call # 265 Yeas 80 Nays 28 Excused 0 Not Voting 1
HR 0283 of 2020,House Resolution,A resolution to urge the Congress of the United States to allocate funding for states that have established broadband expansion block grant programs.Last Action: adopted
HR 0284 of 2020,House Resolution,A resolution to declare July 2020 as Fragile X Awareness Month in the state of Michigan.Last Action: adopted
HR 0285 of 2020,House Resolution,"A resolution to declare July 22, 2020, as Fragile X Awareness Day in the state of Michigan.Last Action: adopted"
HR 0286 of 2020,House Resolution,A resolution to commemorate the 30th anniversary of the signing of the Americans with Disabilities Act.Last Action: adopted
HR 0287 of 2020,House Resolution,"A resolution to declare July 21-26, 2020, as Hotter Than July Week in the state of Michigan on the occasion of the 25th anniversary of the founding of the event to celebrate and bring awareness of the black LGBTQ community.Last Action: referred to Committee on Government Operations"
HR 0288 of 2020,House Resolution,A resolution to commemorate the 75th anniversary of the sinking of the USS Indianapolis.Last Action: adopted
HR 0289 of 2020,House Resolution,A resolution to declare July 2020 as Michigan Beer Month in the state of Michigan.Last Action: adopted
HR 0290 of 2020,House Resolution,A resolution to commemorate the 100th anniversary of the adoption of the Nineteenth Amendment by the Congress of the United States.Last Action: adopted
HR 0291 of 2020,House Resolution,"A resolution to declare July 22, 2020 as Glioblastoma Awareness Day in the state of Michigan.Last Action: adopted"
HR 0292 of 2020,House Resolution,"A resolution to reaffirm the right of the free press to investigate and report on police violence, the use of excessive force by the police, protests, or riots freely and without intimidation or violent obstruction by the government.Last Action: referred to Committee on Government Operations"
HR 0293 of 2020,House Resolution,"A resolution to express support for a bi-partisan discussion on renaming military installations currently named after Confederate generals.Last Action: referred to Committee on Military, Veterans and Homeland Security"
HR 0294 of 2020,House Resolution,A resolution to denounce the Michigan Civil Service Commission's adoption of revisions to rule 6-7.Last Action: referred to Committee on Government Operations
HR 0295 of 2020,House Resolution,A resolution to memorialize the President and Congress of the United States to enact legislation extending the Federal Pandemic Unemployment Compensation (FPUC) program.Last Action: referred to Committee on Government Operations
HR 0296 of 2020,House Resolution,"A resolution to declare July 22, 2020, as Essential Workers Appreciation Day in the state of Michigan.Last Action: adopted"
HR 0297 of 2020,House Resolution,A resolution to declare August 2020 as Water Quality Month in the state of Michigan.Last Action: adopted
HR 0298 of 2020,House Resolution,"A resolution to declare August 26, 2020, as Women's Equality Day in the state of Michigan.Last Action: adopted"
HR 0299 of 2020,House Resolution,A resolution to urge the Congress of the United States to enact legislation that ensures the safety of nursing home residents and staff during the COVID-19 Pandemic.Last Action: referred to Committee on Health Policy
HR 0300 of 2020,House Resolution,A resolution to memorialize the Congress of the United States to enact legislation that forgives student loan debt for healthcare workers.Last Action: referred to Committee on Education
HR 0301 of 2020,House Resolution,A resolution to join with the Michigan Civil Rights Commission in requesting that Michigan Attorney General Dana Nessel reconsider the opinion that certain migrant and seasonal farm workers are not entitled to minimum wage under Michigan law.Last Action: referred to Committee on Commerce and Tourism
HR 0302 of 2020,House Resolution,"A resolution to declare September 24, 2020, as a Day of Prayer, Fasting, and Humiliation in the state of Michigan.Last Action: adopted"
HR 0303 of 2020,House Resolution,A resolution to urge the Congress and President of the United States to immediately send humanitarian aid to Lebanon in response to the Beirut Port Explosion.Last Action: adopted
HR 0304 of 2020,House Resolution,"A resolution to oppose to the U.S. Census Bureau’s decision to end field data collection by September 30, 2020.Last Action: referred to Committee on Government Operations"
HR 0305 of 2020,House Resolution,"A resolution to urge the U.S. Congress, the President of the United States, and the U.S. Postal Service Board of Governors to take swift action to ensure that the United States Postal Service remains an independent, fully funded agency of the federal government that is accessible and equipped to deliver all mail and provide all other services in a timely manner.Last Action: referred to Committee on Government Operations"
HR 0306 of 2020,House Resolution,A resolution to declare September 2020 as Uterine Fibroids Awareness Month in the state of Michigan.Last Action: adopted
HR 0307 of 2020,House Resolution,A resolution to declare September 2020 as PACE Awareness Month in the state of Michigan.Last Action: adopted
HR 0308 of 2020,House Resolution,"A resolution to urge the United States government to publicly and formally call for a solution to Yemen’s current crisis, condemn the fighting and war crimes, and recognize the suffering of the Yemeni people and their need for humanitarian aid.Last Action: referred to Committee on Government Operations"
HR 0309 of 2020,House Resolution,"A resolution to declare September 9, 2020, as Potato Day in the state of Michigan.Last Action: adopted"
HR 0310 of 2020,House Resolution,"A resolution to declare September 10, 2020, as Suicide Prevention Day in the state of Michigan.Last Action: adopted"
HR 0311 of 2020,House Resolution,"A resolution to declare September 11-17, 2020, as Patriot Week in the state of Michigan.Last Action: adopted"
HR 0312 of 2020,House Resolution,"A resolution to declare September 17-23, 2020, as Constitution Week in the state of Michigan.Last Action: adopted"
HR 0313 of 2020,House Resolution,"A resolution to declare September 21, 2020, as Maltese American Heritage day in the state of Michigan.Last Action: adopted"
HR 0314 of 2020,House Resolution,A resolution to affirm the right of patients and families to direct health care decisions.Last Action: adopted
HR 0315 of 2020,House Resolution,"A resolution to declare September 22, 2020, as Hispanic Heritage Day in the state of Michigan.Last Action: adopted"
HR 0316 of 2020,House Resolution,"A resolution of tribute offered as a memorial for Isaac Robinson, member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0317 of 2020,House Resolution,"A resolution to declare October 15, 2020, as Pregnancy and Infant Loss Remembrance Day in the state of Michigan.Last Action: adopted"
HR 0318 of 2020,House Resolution,A resolution to support the peaceful transfer of power and reaffirm the role of Michigan's presidential electors.Last Action: referred to Committee on Government Operations
HR 0319 of 2020,House Resolution,"A resolution to condemn Azerbaijan's coordinated offensive in Nagorno-Karabakh and denounce Turkish interference in the conflict and to urge the United States Department of State to work with the co-chairs of the Minsk Group and the governments of Armenia, Azerbaijan, and the Republic of Artsakh to achieve a long-lasting and peaceful resolution to this conflict.Last Action: adopted"
HR 0320 of 2020,House Resolution,A resolution to declare October 2020 as Disability Employment Awareness Month in the state of Michigan.Last Action: adopted
HR 0321 of 2020,House Resolution,A resolution to declare October 2020 as Fire Prevention Month in the state of Michigan.Last Action: adopted
HR 0322 of 2020,House Resolution,A resolution to declare October 2020 as Domestic Violence Awareness Month in the state of Michigan.Last Action: adopted
HR 0323 of 2020,House Resolution,A resolution to discourage Congress from expanding the size of the Supreme Court of the United States.Last Action: roll call Roll Call # 493 Yeas 70 Nays 24 Excused 0 Not Voting 15
HR 0324 of 2020,House Resolution,"A resolution directing the impeachment of Gretchen E. Whitmer, Governor of the state of Michigan, for corrupt conduct in office and crimes and misdemeanors.Last Action: referred to Committee on Government Operations"
HR 0325 of 2020,House Resolution,"A resolution to declare November 12, 2020, as Sigma Gamma Rho Sorority, Incorporated Founders' Day in the state of Michigan.Last Action: adopted"
HR 0326 of 2020,House Resolution,A resolution to declare November 2020 as Adoption Awareness Month in the state of Michigan.Last Action: adopted
HR 0327 of 2020,House Resolution,"A resolution to declare November 12, 2020, as POW/MIA Recognition Day in the state of Michigan.Last Action: adopted"
HR 0328 of 2020,House Resolution,"A resolution to declare December 4, 2020, as Pallister-Killian Syndrome Awareness Day in the state of Michigan.Last Action: adopted"
HR 0329 of 2020,House Resolution,"A resolution to declare December 1, 2020 as HIV/AIDS Awareness Day in the state of Michigan.Last Action: adopted"
HR 0330 of 2020,House Resolution,"A resolution to recognize the historic, cultural, and religious significance of the Festival of Diwali.Last Action: adopted"
HR 0331 of 2020,House Resolution,A resolution of tribute for the Honorable Lynn Afendoulis.Last Action: adopted
HR 0332 of 2020,House Resolution,A resolution of tribute for the Honorable Wendell Byrd.Last Action: adopted
HR 0333 of 2020,House Resolution,A resolution of tribute for the Honorable Kathy Crawford.Last Action: adopted
HR 0334 of 2020,House Resolution,A resolution of tribute for the Honorable Brian K. Elder.Last Action: adopted
HR 0335 of 2020,House Resolution,"A resolution of tribute offered as a memorial for William R. Bryant, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0336 of 2020,House Resolution,"A resolution to declare November 28, 2020, as Holodomor Memorial Day in the state of Michigan.Last Action: adopted"
HR 0337 of 2020,House Resolution,A resolution of tribute for the Honorable Vanessa Guerra.Last Action: adopted
HR 0338 of 2020,House Resolution,A resolution of tribute for the Honorable Jon Hoadley.Last Action: adopted
HR 0339 of 2020,House Resolution,A resolution of tribute for the Honorable Sheryl Y. Kennedy.Last Action: adopted
HR 0340 of 2020,House Resolution,A resolution of tribute for the Honorable Frank Liberati.Last Action: adopted
HR 0341 of 2020,House Resolution,"A resolution to declare December 2, 2020, as Vein of Galen Malformation Awareness Day in the state of Michigan.Last Action: adopted"
HR 0342 of 2020,House Resolution,"A resolution to grant the House Standing Committee on Oversight the full scope of power as authorized by MCL 4.101 and MCL 4.541 to administer oaths, issue subpoenas, and examine books and records related to the 2020 primary and general elections.Last Action: roll call Roll Call # 517 Yeas 58 Nays 51 Excused 0 Not Voting 1"
HR 0343 of 2020,House Resolution,A resolution to remind state employees of whistleblower protections and encourage them to come forward if they have knowledge of any irregularities or illegal or suspect behavior.Last Action: adopted
HR 0344 of 2020,House Resolution,"A resolution to urge the Michigan Department of Health and Human Services to prioritize educators, school administrators, and school employees  for receiving the COVID-19 vaccine.Last Action: referred to Committee on Health Policy"
HR 0345 of 2020,House Resolution,A resolution of tribute for the Honorable Sherry Gay-Dagnogo.Last Action: adopted
HR 0346 of 2020,House Resolution,A resolution of tribute for the Honorable Larry Inman.Last Action: adopted
HR 0347 of 2020,House Resolution,A resolution of tribute for the Honorable James Lower.Last Action: adopted
HR 0348 of 2020,House Resolution,A resolution of tribute for the Honorable Aaron Miller.Last Action: adopted
HR 0349 of 2020,House Resolution,A resolution of tribute for the Honorable Kristy Pagan.Last Action: adopted
HR 0350 of 2020,House Resolution,A resolution of tribute for the Honorable Hank Vaupel.Last Action: adopted
HR 0351 of 2020,House Resolution,A resolution of tribute for the Honorable Rebekah Warren.Last Action: adopted
HR 0352 of 2020,House Resolution,A resolution to urge the Attorney General to fulfill her duties to uphold the laws of the state of Michigan and take legal action against those who have violated election laws.Last Action: referred to Committee on Government Operations
HR 0353 of 2020,House Resolution,A resolution to memorialize the Congress of the United States to work collaboratively with states on a national strategy to help small businesses and local units of government.Last Action: referred to Committee on Commerce and Tourism
HR 0354 of 2020,House Resolution,"A resolution of tribute offered as a memorial for J. Bob Traxler, former member of the Michigan House of Representatives and the United States House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0355 of 2020,House Resolution,"A resolution of tribute offered as a memorial for Lawrence B. Lindemer, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0356 of 2020,House Resolution,"A resolution of tribute offered as a memorial for Alma G. Stallworth, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0357 of 2020,House Resolution,A resolution of tribute for the Honorable John Chirkun.Last Action: adopted
HR 0358 of 2020,House Resolution,A resolution of tribute for the Honorable LaTanya Garrett.Last Action: adopted
HR 0359 of 2020,House Resolution,A resolution of tribute for the Honorable Eric Leutheuser.Last Action: adopted
HR 0360 of 2020,House Resolution,A resolution of tribute for the Honorable Leslie Love.Last Action: adopted
HR 0361 of 2020,House Resolution,A resolution of tribute for the Honorable Jason M. Sheppard.Last Action: adopted
HR 0362 of 2020,House Resolution,A resolution of tribute for the Honorable Michael Webber.Last Action: adopted
HR 0363 of 2020,House Resolution,A resolution of tribute for the Honorable Robert Wittenberg.Last Action: adopted
HR 0364 of 2020,House Resolution,A resolution of tribute for the Honorable Brandt Iden.Last Action: adopted
HR 0365 of 2020,House Resolution,A resolution of tribute for the Honorable Shane Hernandez.Last Action: adopted
HR 0366 of 2020,House Resolution,A resolution of tribute for the Honorable Triston Cole.Last Action: adopted
HR 0367 of 2020,House Resolution,"A resolution to recognize all of the clerks, their staff, and election workers in Michigan who stepped forward to offer their service to administer a safe and successful November 3, 2020 general election.Last Action: referred to Committee on Elections and Ethics"
HR 0368 of 2020,House Resolution,"A resolution to recognize the importance of hospitality and recreational industries in the state of Michigan, to acknowledge their contributions to our economy, and to express our support for their success.Last Action: adopted"
HR 0369 of 2020,House Resolution,"A resolution to condemn all threats made against public officials, denounce all forms of intimidation and harassment, and commit to reducing tensions by ending divisive rhetoric and taking concerted actions to find common ground on the challenges facing the people of Michigan.Last Action: referred to Committee on Government Operations"
HR 0370 of 2020,House Resolution,A resolution of tribute for the Honorable Christine Greig.Last Action: adopted
HR 0371 of 2020,House Resolution,"A resolution of tribute for the Honorable Lee Chatfield, Speaker of the House of Representatives.Last Action: adopted"
