Document,Type,Description
SR 0142 of 2010,Senate Resolution,"A resolution recognizing June 29, 2010, as International Scleroderma Awareness Day in the state of Michigan.Last Action: ADOPTED"
SR 0143 of 2010,Senate Resolution,"A resolution to memorialize Congress to provide a fair and effective approach on climate and energy supply issues that safeguards American jobs, ensures affordable energy for America, and maintains our nation's global competitiveness.

Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS"
SR 0144 of 2010,Senate Resolution,"A resolution designating April 19-26, 2010, as Michigan Conservation Week.Last Action: ADOPTED"
SR 0145 of 2010,Senate Resolution,"A resolution to memorialize the Congress of the United States and the President of the United States to oppose a value added tax as suggested by Paul Volcker, chairman of President Obama's Economic Recovery Advisory Board.
Last Action: REFERRED TO COMMITTEE ON FINANCE"
SR 0146 of 2010,Senate Resolution,"A resolution to commemorate April 18-24, 2010, as Crime Victim's Rights Week and reaffirm our commitment to the Candlelight Vigil on April 21, 2010.Last Action: ADOPTED"
SR 0147 of 2010,Senate Resolution,"A resolution to recognize Earth Day, April 22, 2010, and Michigan farmers' commitment to agriculture and their respect for the Earth.Last Action: ADOPTED"
SR 0148 of 2010,Senate Resolution,"A resolution recognizing May 2-8, 2010, as Home Education Week in the state of Michigan.Last Action: ADOPTED"
SR 0149 of 2010,Senate Resolution,"A resolution recognizing May 2-8, 2010, as Michigan Charter Schools Week.Last Action: ADOPTED"
SR 0150 of 2010,Senate Resolution,"A resolution observing the National Day of Prayer on May 6, 2010.Last Action: ADOPTED"
SR 0151 of 2010,Senate Resolution,A resolution affirming support for increasing Taiwan's international space and participation in and contribution to the global community.Last Action: ADOPTED
SR 0152 of 2010,Senate Resolution,A resolution commemorating the First Annual Chaldean American Legislative Day.Last Action: ADOPTED
SR 0153 of 2010,Senate Resolution,A resolution proclaiming May 2010 as Mental Health Month in Michigan.Last Action: ADOPTED
SR 0154 of 2010,Senate Resolution,"A resolution of tribute offered as a memorial for Glenn D. Steil, former member of the Senate.

Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0155 of 2010,Senate Resolution,A resolution recognizing May 2010 as Hearing Loss Awareness Month in the state of Michigan.Last Action: ADOPTED
SR 0156 of 2010,Senate Resolution,"A resolution to memorialize the Congress of the United States to enact the Hearing Aid Assistance Tax Credit Act.

Last Action: REFERRED TO COMMITTEE ON FINANCE"
SR 0157 of 2010,Senate Resolution,"A resolution proclaiming May 16-22, 2010, as National Public Works Week.Last Action: ADOPTED"
SR 0158 of 2010,Senate Resolution,"A resolution to urge the U.S. Environmental Protection Agency to rescind rules that would require dairy farms to have oil spill prevention plans for milk storage tanks.

Last Action:  ROLL CALL # 303 YEAS 24 NAYS 10 EXCUSED 4 NOT VOTING 0"
SR 0159 of 2010,Senate Resolution,"A resolution offered as a memorial for Ernie Harwell, former radio and television broadcaster for the Detroit Tigers.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0160 of 2010,Senate Resolution,"A resolution to memorialize the President, the Congress, and the Federal Communications Commission of the United States to refrain from regulating Internet broadband services as common carrier services under Title II of the Communications Act of 1934.

Last Action: ADOPTED"
SR 0161 of 2010,Senate Resolution,"A resolution commemorating June 5, 2010, as Childhood Cancer Survivors Day in the state of Michigan.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0162 of 2010,Senate Resolution,"A resolution to express dismay and deep regret at the lack of immediate federal actions to prevent the Asian carp from entering the Great Lakes and to urge the Michigan Attorney General to pursue further legal actions.

Last Action: ADOPTED"
SR 0163 of 2010,Senate Resolution,"A resolution declaring June 10, 2010, as Older Michiganians Day in the state of Michigan.Last Action: ADOPTED"
SR 0164 of 2010,Senate Resolution,A resolution designating July 2010 as Michigan Craft Beer Month and commending the Michigan craft brewers.Last Action: ADOPTED
SR 0165 of 2010,Senate Resolution,A resolution commemorating the 100th Anniversary of Gowanie Golf Club.Last Action: ADOPTED AS SUBSTITUTED S-1
SR 0166 of 2010,Senate Resolution,"A resolution to call the Obama Administration to task for its failed leadership on preventing Asian carp from invading the Great Lakes and call again for immediate actions to prevent further carp movement into the Great Lakes.
Last Action:  ROLL CALL # 334 YEAS 31 NAYS 3 EXCUSED 2 NOT VOTING 2"
SR 0167 of 2010,Senate Resolution,"A resolution commemorating June 29, 2010, as Dairy Foods Awareness Day in the state of Michigan.Last Action: ADOPTED"
SR 0168 of 2010,Senate Resolution,"A resolution to urge the Great Lakes states and Ontario and the federal governments of the United States and Canada to ban permanently all directional drilling for oil and gas beneath the Great Lakes.

Last Action: PLACED ON ORDER OF RESOLUTIONS"
SR 0169 of 2010,Senate Resolution,"A resolution to urge the inclusion of a ban on new oil and gas drilling beneath the Great Lakes in the Great Lakes Water Quality Agreement and to call for a study and assessment of the impact and risk from existing drilling operations on the Great Lakes.

Last Action: PLACED ON ORDER OF RESOLUTIONS"
SR 0170 of 2010,Senate Resolution,"A resolution to memorialize the Congress of the United States to extend the moratorium on the federal estate tax.

Last Action: REFERRED TO COMMITTEE ON FINANCE"
SR 0171 of 2010,Senate Resolution,"A resolution declaring July 14, 2010, as Metro Detroit Youth Day in Michigan.Last Action: ADOPTED"
SR 0172 of 2010,Senate Resolution,"A resolution to memorialize the Congress of the United States to extend unemployment benefits and Medicaid funding.

Last Action: DISCHARGE COMMITTEE POSTPONED"
SR 0173 of 2010,Senate Resolution,"A resolution to express support for the lawsuit filed July 19, 2010, in federal court by the Michigan Attorney General and four other Great Lakes states to halt the invasion of the Asian carp.
Last Action:  ROLL CALL # 367 YEAS 33 NAYS 0 EXCUSED 5 NOT VOTING 0"
SR 0174 of 2010,Senate Resolution,"A resolution to urge the Department of Natural Resources and Environment, the United States Fish and Wildlife Service, the United States Environmental Protection Agency, Enbridge Energy Partners, and local authorities to respond swiftly and thoroughly to the oil pipeline spill in Marshall Township.

Last Action: ADOPTED"
SR 0175 of 2010,Senate Resolution,"A resolution recognizing October 15, 2010, as American Diabetes Association Alert Day to raise awareness of the dangers of diabetic peripheral neuropathy.Last Action: ADOPTED"
SR 0176 of 2010,Senate Resolution,"A resolution offered as a memorial for Clarence E. Phillips, former mayor of the city of Pontiac.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0177 of 2010,Senate Resolution,"A resolution designating September 11-17, 2010, as Michigan Patriot Week.Last Action: ADOPTED"
SR 0178 of 2010,Senate Resolution,"A resolution to recognize September 15, 2010, through October 15, 2010, as Hispanic Heritage Month in the state of Michigan.Last Action: ADOPTED"
SR 0179 of 2010,Senate Resolution,"A resolution to memorialize the Congress of the United States to enact legislation that makes permanent the provisions of the Economic Growth and Tax Relief Reconciliation Act of 2001.

Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SR 0180 of 2010,Senate Resolution,"A resolution to recognize September 23, 2010, as National Falls Awareness Day in the state of Michigan.Last Action: ADOPTED"
SR 0181 of 2010,Senate Resolution,"A resolution commemorating October 18-22, 2010, as Turn Up the H.E.A.T. Week in Michigan.Last Action: ADOPTED"
SR 0182 of 2010,Senate Resolution,"A resolution recognizing October 17-23, 2010, as Credit Union Week and honoring all Michigan credit unions.Last Action: ADOPTED"
SR 0183 of 2010,Senate Resolution,A resolution of tribute for the Honorable Stevens T. Mason.Last Action: ADOPTED
SR 0184 of 2010,Senate Resolution,A resolution declaring November 2010 as Pancreatic Cancer Awareness Month in the state of Michigan.Last Action: ADOPTED
SR 0185 of 2010,Senate Resolution,A resolution proclaiming November 2010 as Lung Cancer Awareness Month in the state of Michigan.Last Action: ADOPTED
SR 0186 of 2010,Senate Resolution,"A resolution of tribute for the Honorable Deborah Cherry.

Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0187 of 2010,Senate Resolution,A resolution declaring November 2010 as Diabetes Awareness and Blood Glucose Control Month in Michigan.Last Action: ADOPTED
SR 0188 of 2010,Senate Resolution,"A resolution for the Honorable Michael Bishop.

Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0189 of 2010,Senate Resolution,"A resolution of tribute for the Honorable Bruce Patterson.

Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0190 of 2010,Senate Resolution,"A resolution of tribute for the Honorable Tom George.

Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0191 of 2010,Senate Resolution,"A resolution of tribute to Senator Cameron Brown.

Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0192 of 2010,Senate Resolution,"A resolution of tribute for the Honorable Nancy Cassis.

Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0193 of 2010,Senate Resolution,"A resolution for the Honorable Alan Sanborn.

Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
HR 0193 of 2010,House Resolution,"A resolution supporting Mark Ingram, running back for the University of Alabama, a resident of Grand Blanc and alumnus of Flint Southwestern High School, who has been awarded the Heisman Trophy.Last Action: adopted"
HR 0194 of 2010,House Resolution,"A resolution of tribute offered as a memorial for Representative Michael A. Simpson.

Last Action: adopted by unanimous standing vote"
SR 0194 of 2010,Senate Resolution,"A resolution of tribute for the Honorable Ron Jelinek.

Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0195 of 2010,Senate Resolution,"A resolution of tribute for the Honorable Valde Garcia.

Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
HR 0195 of 2010,House Resolution,A resolution declaring January 2010 as Radon Action Month in the state of Michigan.Last Action: adopted
HR 0196 of 2010,House Resolution,A resolution declaring January 2010 as School Board Appreciation Month in the state of Michigan.Last Action: adopted
SR 0196 of 2010,Senate Resolution,"A resolution of tribute for the Honorable Patricia Birkholz.
Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0197 of 2010,Senate Resolution,"A resolution of tribute for the Honorable Judson Gilbert II.

Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
HR 0197 of 2010,House Resolution,"A resolution calling for the state to adopt a three-year budget with a five-year outlook.

Last Action: referred to Committee on Appropriations"
HR 0198 of 2010,House Resolution,"A resolution declaring March 6, 2010, as Go Curling Day in the state of Michigan.Last Action: adopted"
SR 0198 of 2010,Senate Resolution,"A resolution of tribute for the Honorable Bill Hardiman.

Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0199 of 2010,Senate Resolution,"A resolution of tribute for the Honorable Wayne Kuipers.

Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
HR 0199 of 2010,House Resolution,"A resolution to urge the Governor to determine the costs associated with the trial of the suspect in the Christmas Day bombing attempt and to urge the United States Attorney General to assure that all ancillary costs be paid by the federal government and not the city of Detroit or the state of Michigan.

Last Action: referred to Committee on Judiciary"
HR 0200 of 2010,House Resolution,"A resolution to express support of public policies that promote outdoor activities for Michigan's children.

Last Action: adopted"
SR 0200 of 2010,Senate Resolution,"A resolution of tribute for the Honorable Jason Allen.

Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0201 of 2010,Senate Resolution,"A resolution of tribute for the honorable Tony Stamas.

Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
HR 0201 of 2010,House Resolution,"A resolution to urge the United States Coast Guard to operate a cutter ship out of Charlevoix.

Last Action: referred to Committee on Military and Veterans Affairs and Homeland Security"
HR 0202 of 2010,House Resolution,A resolution declaring January 2010 as Discover Snow Sports Month in the state of Michigan.Last Action: adopted
SR 0202 of 2010,Senate Resolution,"A resolution of tribute for the Honorable Michelle McManus.

Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0203 of 2010,Senate Resolution,"A resolution of tribute for the Honorable Gerald Van Woerkom.

Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
HR 0203 of 2010,House Resolution,"A resolution to urge the President of the United States to grant temporary protected status to Haitian earthquake victims.

Last Action: referred to Committee on Government Operations"
HR 0204 of 2010,House Resolution,"A resolution recognizing January 31-February 6, 2010, as Catholic Schools Week in the state of Michigan.Last Action: adopted"
SR 0204 of 2010,Senate Resolution,"A resolution of tribute for the Honorable Alan Cropsey.
Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0205 of 2010,Senate Resolution,"A resolution to urge the Michigan Department of Natural Resources and Environment, the Michigan Department of Agriculture, the United States Forest Service, and the United States Department of Agriculture to use caution when considering proposals that would limit the amount of sustainably-managed forests in the state of Michigan.
Last Action: ADOPTED"
HR 0205 of 2010,House Resolution,"A resolution of tribute offered as a memorial for Jack L. Gingrass, former member of the House of Representatives.

Last Action: adopted by unanimous standing vote"
HR 0206 of 2010,House Resolution,"A resolution to urge the U.S. Fish and Wildlife Service to remove the Michigan gray wolf from the federal endangered species list.

Last Action: adopted"
SR 0206 of 2010,Senate Resolution,"A resolution of tribute for the Honorable Hansen Clarke.

Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0207 of 2010,Senate Resolution,"A resolution of tribute to the Honorable Gilda Jacobs.

Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
HR 0207 of 2010,House Resolution,A resolution honoring the Michigan potato industry for its role in meeting the food needs of the citizens of the state of Michigan in an economical manner.Last Action: adopted
HR 0208 of 2010,House Resolution,A resolution honoring Boy Scouts of America on the one hundredth anniversary of the organization's founding.Last Action: adopted
SR 0208 of 2010,Senate Resolution,"A resolution of tribute to the Honorable Liz Brater.

Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0209 of 2010,Senate Resolution,"A resolution for the Honorable Michael Switalski.

Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
HR 0209 of 2010,House Resolution,A resolution commemorating March 2010 as Parenting Awareness Month in the state of Michigan.Last Action: adopted
HR 0210 of 2010,House Resolution,"A resolution to declare February 23, 2010, as Spay Day in the state of Michigan.Last Action: adopted"
SR 0210 of 2010,Senate Resolution,"A resolution of tribute for the Honorable Samuel Buzz Thomas.
Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0211 of 2010,Senate Resolution,"A resolution of tribute for the Honorable Martha Scott.

Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
HR 0211 of 2010,House Resolution,"A resolution to urge the Governor and the Director of the Department of Natural Resources and Environment to maintain the integrity of the Office of Geological Survey and keep it as distinct and independent entity with lead responsibilities for oil and gas resources in the state.

Last Action: referred to Committee on Great Lakes and Environment"
HR 0212 of 2010,House Resolution,"A resolution to declare February 25, 2010, as Conductive Education Day in the state of Michigan.Last Action: adopted"
SR 0212 of 2010,Senate Resolution,"A resolution of tribute to the Honorable Dennis Olshove.

Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0213 of 2010,Senate Resolution,"A resolution of tribute for the Honorable Irma Clark-Coleman.

Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
HR 0213 of 2010,House Resolution,"A resolution to memorialize the Congress of the United States to enact legislation creating a comprehensive jobs program.

Last Action: referred to Committee on Labor"
HR 0214 of 2010,House Resolution,"A resolution to encourage the U.S. Department of Transportation to approve the application of Delta Air Lines for a new route from Detroit Metropolitan Airport to Haneda Airport in Japan.

Last Action: adopted"
SR 0214 of 2010,Senate Resolution,"A resolution of tribute for the Honorable Raymond Basham.

Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0215 of 2010,Senate Resolution,"A resolution of tribute for the Honorable Jim Barcia.

Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
HR 0215 of 2010,House Resolution,"A resolution to declare March 1-7, 2010, as Weights and Measures Week in the state of Michigan.Last Action: adopted"
HR 0216 of 2010,House Resolution,"A resolution to memorialize Congress to enact an extension of the funding for the Federal Highway Trust Fund.

Last Action: referred to Committee on Transportation"
SR 0216 of 2010,Senate Resolution,"A resolution of tribute for the Honorable Michael Prusi.

Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0217 of 2010,Senate Resolution,"A resolution to urge the Congress of the United States to make every effort to expedite and fund the Great Lakes and Mississippi River Basin Interbasin Study and to ensure Asian carp do not invade the Great Lakes.

Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
HR 0217 of 2010,House Resolution,A resolution to declare May 2010 as Motorcycle Safety Awareness Month in the state of Michigan.Last Action: adopted
HR 0218 of 2010,House Resolution,"A resolution to declare March 8-14, 2010, as Multiple Sclerosis Awareness Week in the state of Michigan.Last Action: adopted"
SR 0218 of 2010,Senate Resolution,"A resolution to memorialize the Congress of the United States to provide an extension of unemployment benefits and to urge Governor-elect Snyder to support this request.

Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SR 0219 of 2010,Senate Resolution,A resolution honoring Gary S. Olson.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS
HR 0219 of 2010,House Resolution,"A resolution proclaiming March 26, 2010, as Support Our Troops Day in the state of Michigan.
Last Action: adopted"
HR 0220 of 2010,House Resolution,"A resolution to memorialize Congress to reauthorize the funding for the Temporary Assistance to Needy Families Emergency Fund program.

Last Action: adopted"
HR 0221 of 2010,House Resolution,"A resolution of tribute offered as a memorial for Roy L. Spencer, former member of the House of Representatives.

Last Action: adopted by unanimous standing vote"
HR 0222 of 2010,House Resolution,"A resolution to extend subpoena power to the House Appropriations Committee relative to the operation of the Michigan Home Based Child Care Council within the Department of Human Services budget.

Last Action: referred to Committee on Judiciary"
HR 0223 of 2010,House Resolution,A resolution to declare March 2010 as Emergency Services Month in the state of Michigan.Last Action: adopted
HR 0224 of 2010,House Resolution,"A resolution to declare March 12, 2010, as Girl Scout Day in the state of Michigan.Last Action: adopted"
HR 0225 of 2010,House Resolution,"A resolution of tribute offered as a memorial for Justine Barns, former member of the House of Representatives.

Last Action: adopted by unanimous standing vote"
HR 0226 of 2010,House Resolution,"A resolution to memorialize the United States Congress to fully fund the Individuals with Disabilities Education Act and provide the full amount authorized for special education funding to the state of Michigan.

Last Action: referred to Committee on Education"
HR 0227 of 2010,House Resolution,"A resolution declaring March 17, 2010, as AKA Day in the state of Michigan.Last Action: adopted"
HR 0228 of 2010,House Resolution,"A resolution to urge the Governor to rescind her Proclamation making March 20, 2010 Michigan Meatout Day.

Last Action: adopted"
HR 0229 of 2010,House Resolution,"A resolution to declare March 20, 2010, as Agriculture Day in the state of Michigan.Last Action: adopted"
HR 0230 of 2010,House Resolution,"A resolution to urge the Department of Natural Resources and Environment to approve the pending air quality permits for the Wolverine Power Plant and Holland Municipal Expansion projects.

Last Action: adopted"
HR 0231 of 2010,House Resolution,"A resolution to urge Google to select Mid-Michigan as a test market community for its proposed super high-speed broadband fiber network.

Last Action: referred to Committee on Energy and Technology"
HR 0232 of 2010,House Resolution,"A resolution to express disappointment over the Governor's proclamation supporting a ""meatout"" day and affirming support for all of Michigan's agricultural industries, including dairy and meat producers.

Last Action: adopted"
HR 0233 of 2010,House Resolution,"A resolution to memorialize the Congress of the United States to fix our broken immigration system.

Last Action: referred to Committee on Government Operations"
HR 0234 of 2010,House Resolution,A resolution to encourage the citizens of the state of Michigan to participate in Earth Hour 2010.Last Action: adopted
HR 0235 of 2010,House Resolution,A resolution to recognize March 2010 as Muscular Dystrophy Awareness Month in the state of Michigan.Last Action: adopted
HR 0236 of 2010,House Resolution,A resolution to declare April 2010 as Child Abuse and Neglect Prevention Month in the state of Michigan.Last Action: adopted
HR 0237 of 2010,House Resolution,A resolution to declare May 2010 as Relay For Life Month in the state of Michigan.Last Action: adopted
HR 0238 of 2010,House Resolution,A resolution to declare April 2010 as Multiple Birth Awareness Month in the state of Michigan.Last Action: adopted
HR 0239 of 2010,House Resolution,"A resolution to urge the President of the United States to ensure that recreational fishing and boating are national priorities in the Interagency Ocean Policy Task Force's final report and to recognize the primacy of state management in the Great Lakes region.

Last Action: adopted"
HR 0240 of 2010,House Resolution,"A resolution to urge the Great Lakes-St. Lawrence River Basin Water Resources Council to scrutinize carefully the proposed diversion at Waukesha, Wisconsin.

Last Action: adopted"
HR 0241 of 2010,House Resolution,A resolution to recognize April 2010 as Autism Awareness Month in the state of Michigan.Last Action: adopted
HR 0242 of 2010,House Resolution,"A resolution to urge the Michigan Department of Community Health to acknowledge Failure to Thrive as a specific illness.

Last Action: referred to Committee on Health Policy"
HR 0243 of 2010,House Resolution,"A resolution to declare April 15, 2010, as Community College Day in the state of Michigan.Last Action: adopted"
HR 0244 of 2010,House Resolution,A resolution to declare April 2010 as Sexual Assault Awareness and Prevention Month in the state of Michigan.Last Action: adopted
HR 0245 of 2010,House Resolution,"A resolution to express opposition to a federal takeover of the Great Lakes.

Last Action: referred to Committee on Great Lakes and Environment"
HR 0246 of 2010,House Resolution,A resolution to declare April 2010 as Youth Financial Literacy Month in the state of Michigan.Last Action: adopted
HR 0247 of 2010,House Resolution,"A resolution recognizing May 1, 2010, as Law Day in the state of Michigan.Last Action: adopted"
HR 0248 of 2010,House Resolution,"A resolution to respectfully urge the Michigan Supreme Court to grant leave to appeal in Loar v. Department of Human Services and issue an opinion to resolve the legal questions raised in the suit.

Last Action: referred to Committee on Judiciary"
HR 0249 of 2010,House Resolution,"A resolution to declare April 16, 2010, as World Voice Day in the state of Michigan.Last Action: adopted"
HR 0250 of 2010,House Resolution,"A resolution to memorialize the Congress to enact legislation that would postpone the Environmental Protection Agency's effort to regulate greenhouse gas emissions from stationary sources using existing Clean Air Act authority until Congress adopts a balanced approach to address climate and energy issues.

Last Action: referred to Committee on Great Lakes and Environment"
HR 0251 of 2010,House Resolution,"A resolution to declare April 20, 2010, as Equal Pay Day in the state of Michigan.Last Action: adopted"
HR 0252 of 2010,House Resolution,"A resolution to declare April 22, 2010 as Farmers Care Day in the state of Michigan.Last Action: adopted"
HR 0253 of 2010,House Resolution,"A resolution honoring the lives of the President of the Republic of Poland, Lech Kaczynski, his wife and 94 others who perished on April 10, 2010, in a plane crash in Russia.Last Action: adopted"
HR 0254 of 2010,House Resolution,"A resolution to commemorate April 18-24, 2010, as Crime Victim's Rights Week in the state of Michigan.Last Action: adopted"
HR 0255 of 2010,House Resolution,"A resolution of tribute offered as a memorial for Thomas H. Kelly, former member of the House of Representatives.

Last Action: adopted by unanimous standing vote"
HR 0256 of 2010,House Resolution,"A resolution to declare April 19-April 26, 2010, as Conservation Week in the state of Michigan.Last Action: adopted"
HR 0257 of 2010,House Resolution,"A resolution for the Honorable Andy Coulouris.

Last Action: adopted"
HR 0258 of 2010,House Resolution,A resolution to declare April 2010 as Junior Achievement Financial Literacy Month in the state of Michigan.Last Action: adopted
HR 0259 of 2010,House Resolution,A resolution to declare April 2010 as Car Pool Month in the state of Michigan.Last Action: adopted
HR 0260 of 2010,House Resolution,"A resolution to declare April 22, 2010, as Earth Day in the state of Michigan.Last Action: adopted"
HR 0261 of 2010,House Resolution,A resolution to declare May 2010 as Healthcare Freedom Month in the state of Michigan.Last Action: referred to Committee on Judiciary
HR 0262 of 2010,House Resolution,"A resolution to urge county road commissions and other local road authorities to examine traffic signal timing in order to improve traffic flow and reduce vehicle emissions.

Last Action: referred to Committee on Transportation"
HR 0263 of 2010,House Resolution,"A resolution to declare May 8, 2010, as Train Day in the state of Michigan.Last Action: adopted"
HR 0264 of 2010,House Resolution,A resolution to declare April 2010 as Student Athlete Cardiac Awareness Month in the state of Michigan.Last Action: adopted
HR 0265 of 2010,House Resolution,"A resolution declaring the week of April 26 through May 2, 2010, as Michigan School Counselors' Week.Last Action: adopted"
HR 0266 of 2010,House Resolution,"A resolution to declare the week of May 10 to May 16, 2010, as Senior Housing Awareness Week in the state of Michigan.Last Action: adopted"
HR 0267 of 2010,House Resolution,"A resolution to declare May 25, 2010, as Missing Children's Day in the state of Michigan.Last Action: adopted"
HR 0268 of 2010,House Resolution,A resolution to declare May 2010 as Osteoporosis Awareness Prevention Month in the state of Michigan.Last Action: adopted
HR 0269 of 2010,House Resolution,"A resolution to declare the week of May 2 through May 8, 2010, as Home Education Week in the state of Michigan.Last Action: adopted"
HR 0270 of 2010,House Resolution,"A resolution to urge the Michigan Attorney General to take the steps the Department of Attorney General considers necessary to increase the scrutiny of interlocal governmental agreements, and require that any interlocal agreement with the state of Michigan have biennual audits conducted by the Auditor General and reauthorization by the Governor.

Last Action: referred to Committee on Judiciary"
HR 0271 of 2010,House Resolution,"A resolution to declare the week of May 9 through May 15, 2010, as Food Allergy Awareness Week in the state of Michigan.Last Action: adopted"
HR 0272 of 2010,House Resolution,"A resolution to memorialize the President of the United States and the United States Congress to ensure that local businesses located in Michigan and their employees be the primary beneficiaries of the American Recovery and Reinvestment Act funds appropriated to Michigan to stimulate the economy and create jobs.

Last Action: referred to Committee on Commerce"
HR 0273 of 2010,House Resolution,A resolution to declare May 2010 as Bike Month in the state of Michigan.Last Action: adopted
HR 0274 of 2010,House Resolution,A resolution to declare May 2010 as Foster Care Month in the state of Michigan.Last Action: adopted
HR 0275 of 2010,House Resolution,"A resolution to declare the week of May 3 through May 7, 2010, as Teacher Appreciation Week in the state of Michigan.Last Action: adopted"
HR 0276 of 2010,House Resolution,A resolution to declare May 2010 as Postpartum Depression Awareness Month in the state of Michigan.Last Action: adopted
HR 0277 of 2010,House Resolution,"A resolution to urge the Governor to expedite Michigan’s withdrawal from the Midwestern Greenhouse Gas Reduction Accord.

Last Action: referred to Committee on Great Lakes and Environment"
HR 0278 of 2010,House Resolution,"A resolution of tribute offered as a memorial for Ernie Harwell, former radio and television broadcaster for the Detroit Tigers.Last Action: adopted"
HR 0279 of 2010,House Resolution,"A resolution calling on all fifty states and their congressional delegations to question the authority of the federal government, under the 10th Amendment of the U.S. Constitution, to collect a federal gas tax from each state and then hold the dollars hostage by requiring each state to provide matching funds to receive those dollars back and memorialize Congress to reconfigure the distribution of transportation money to the states.

Last Action: referred to Committee on Transportation"
HR 0280 of 2010,House Resolution,"A resolution to declare May 12, 2010, as Fibromyalgia Awareness Day in the state of Michigan.Last Action: adopted"
