Document,Type,Description
HR 0272 of 2013,House Resolution,"A resolution to declare October 31, 2013, to November 28, 2013, as Pumpkin and Pumpkin Spice Season in the state of Michigan.Last Action: adopted"
HR 0273 of 2013,House Resolution,"A resolution to urge the Congress of the United States to reject the proposed Trans-Pacific Partnership free trade agreement.

Last Action: referred to Committee on Commerce"
HR 0274 of 2013,House Resolution,"A resolution to declare December 7, 2013, as Pearl Harbor Remembrance Day in the state of Michigan.Last Action: adopted"
HR 0275 of 2013,House Resolution,"A resolution to memorialize the Congress of the United States to extend the Emergency Unemployment Compensation program.

Last Action: referred to Committee on Commerce"
HR 0276 of 2013,House Resolution,"A resolution to urge the Italian government to continue its support for the Consulate of Italy in Detroit, Michigan.

Last Action: adopted"
HR 0277 of 2013,House Resolution,A resolution to commemorate the 50th anniversary of SCORE Michigan.Last Action: adopted
HR 0278 of 2013,House Resolution,"A resolution to commemorate the life of Nelson Rolihlahla Mandela and the indelible impact he had on the state of Michigan, the United States of America, and the entire world community.Last Action: adopted"
HR 0279 of 2013,House Resolution,"A resolution to support and endorse the proposal submitted by the Michigan Advanced Aerial Systems Consortium requesting that Michigan be named one of six federally identified UAS test sites.

Last Action: per Rule 41 referred to Committee on Commerce"
HR 0280 of 2013,House Resolution,"A resolution to support and endorse the proposal submitted by the Michigan Advanced Aerial Systems Consortium requesting that Michigan be named one of six federally identified unmanned aircraft systems (UAS) test sites.

Last Action: adopted"
HR 0281 of 2013,House Resolution,"A resolution to stand in solidarity with our Ukrainian community in Michigan and to commend Secretary of State John Kerry's timely response in requesting that the government of Ukraine not abandon the course of a democratic society where its citizens have the right to assemble peacefully.
Last Action: adopted"
HR 0282 of 2013,House Resolution,"A resolution to urge the Congress of the United States to repeal section 1502 of the Dodd-Frank Wall Street Reform and Consumer Protection Act.

Last Action: referred to Committee on Financial Services"
HR 0283 of 2013,House Resolution,A resolution to amend the Standing Rules of the House of Representatives.Last Action: adopted
SR 0108 of 2014,Senate Resolution,"A resolution celebrating the 60th Anniversary of the words “under God” added to the Pledge of Allegiance and urging Congress to forever keep the words ""under God"" preserved in our Pledge of Allegiance as a testament to the founding ideals that led our country to prosperity.
Last Action: ADOPTED"
SR 0109 of 2014,Senate Resolution,A resolution to commemorate the 25th Anniversary of the North American International Auto Show and to designate January 2014 as North American International Auto Show Month in the state of Michigan.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS
SR 0110 of 2014,Senate Resolution,"A resolution to memorialize the President and the Congress of the United States to ensure that the new Farm Bill includes changes to the mandatory country-of-origin labeling rules so that they satisfy World Trade Organization obligations.Last Action: REFERRED TO COMMITTEE ON AGRICULTURE"
SR 0111 of 2014,Senate Resolution,"A resolution to declare January 26 - February 1, 2014, as Catholic Schools Week in the state of Michigan.
Last Action: ADOPTED"
SR 0112 of 2014,Senate Resolution,"A resolution to memorialize the Congress of the United States to raise the national minimum wage and set it to annually increase according to the Consumer Price Index.

Last Action: DISCHARGE COMMITTEE DEFEATED"
SR 0113 of 2014,Senate Resolution,"A resolution to memorialize the Congress of the United States to restore the Emergency Unemployment Compensation program.

Last Action: DISCHARGE COMMITTEE DEFEATED"
SR 0114 of 2014,Senate Resolution,"A resolution proclaiming February 2014 as American Heart Month and February 7, 2014, as Go Red for Women Day in the state of Michigan.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0115 of 2014,Senate Resolution,"A resolution recognizing February 4, 2014, as Cancer Prevention Day.Last Action: ADOPTED"
SR 0116 of 2014,Senate Resolution,"A resolution recognizing the Pine Mountain Ski Jump in Dickinson County, Michigan, on the 75th Anniversary of its first competition.Last Action: ADOPTED"
SR 0117 of 2014,Senate Resolution,"A resolution of special tribute honoring George W. Jackson, Jr.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0118 of 2014,Senate Resolution,"A resolution designating February 16-22, 2014, as Michigan Court Reporting and Captioning Week.Last Action: ADOPTED"
SR 0119 of 2014,Senate Resolution,"A resolution to declare February 20, 2014, as Conductive Education Day in the state of Michigan.
Last Action: ADOPTED"
SR 0120 of 2014,Senate Resolution,"A resolution recognizing May 24, 2014, as Public Service Chaplains Appreciation Day in the state of Michigan.Last Action: ADOPTED"
SR 0121 of 2014,Senate Resolution,"A resolution to declare March 5, 2014, as Spread the Word to End the Word Day in the state of Michigan.
Last Action: ADOPTED"
SR 0122 of 2014,Senate Resolution,"A resolution to urge the Congress of the United States and the U.S. Army Corps of Engineers to use the structured expert judgment method to assess the alternatives to prevent movement of aquatic invasive species proposed in the Great Lakes and Mississippi River Interbasin Study Report.Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES, ENVIRONMENT AND GREAT LAKES"
SR 0123 of 2014,Senate Resolution,"A resolution to memorialize the Congress of the United States to make any murder of a police officer or corrections officer while in the line of duty a federal offense.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0124 of 2014,Senate Resolution,"A resolution proclaiming March 23-29, 2014, as Michigan STEM Awareness Week.Last Action: ADOPTED"
SR 0125 of 2014,Senate Resolution,A resolution commemorating March 2014 as Ethnic and Cultural Heritage Month in the state of Michigan.Last Action: ADOPTED
SR 0126 of 2014,Senate Resolution,"A resolution to recognize the multifaceted importance of trails in Michigan and to celebrate the individuals and organizations who develop, maintain, advocate for, and promote this important resource within our state.Last Action: ADOPTED AS AMENDED"
SR 0127 of 2014,Senate Resolution,"A resolution to urge the United States Environmental Protection Agency to forgo its recent proposal to tighten emission limits on wood stoves.Last Action: ADOPTED"
SR 0128 of 2014,Senate Resolution,A resolution to declare April 2014 as Youth Financial Literacy Month in the state of Michigan.Last Action: ADOPTED
SR 0129 of 2014,Senate Resolution,"A resolution to recognize March 26, 2014, as Purple Day in an effort to raise awareness of epilepsy in the state of Michigan.Last Action: ADOPTED"
SR 0130 of 2014,Senate Resolution,A resolution honoring Lieutenant Colonel Matt Urban.Last Action: ADOPTED
SR 0131 of 2014,Senate Resolution,"A resolution to recognize March 31, 2014, as Cesar E. Chavez Day in the state of Michigan.Last Action: ADOPTED"
SR 0132 of 2014,Senate Resolution,A resolution designating April 2014 as Michigan Student Athlete Cardiac Awareness Month.Last Action: ADOPTED
SR 0133 of 2014,Senate Resolution,A resolution commemorating May 2014 as Motorcycle Safety Awareness Month in the state of Michigan.Last Action: ADOPTED
SR 0134 of 2014,Senate Resolution,"A resolution to urge the Congress of the United States to create the presumption of a service connection for diseases associated with Agent Orange exposure for Vietnam veterans who served in the waters defined by the combat zone and in the airspace over the combat zone.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SR 0135 of 2014,Senate Resolution,"A resolution recognizing the 100th Anniversary of the Department of Michigan's Daughters of Union Veterans of the Civil War, 1861-1865.Last Action: ADOPTED"
SR 0136 of 2014,Senate Resolution,"A resolution designating April 28, 2014, as Workers' Memorial Day in Michigan.Last Action: ADOPTED"
SR 0137 of 2014,Senate Resolution,"A resolution to declare May 2014 as Community Action Agency Month in the state of Michigan.
Last Action: ADOPTED"
SR 0138 of 2014,Senate Resolution,"A resolution to urge the President and the United States Department of Agriculture (USDA) to reverse their decision to exclude fresh white potatoes from Women, Infants, and Children (WIC) program eligibility.Last Action: ADOPTED"
SR 0139 of 2014,Senate Resolution,"A resolution proclaiming May 5-9, 2014, as InfantSEE® Week in Michigan.
Last Action: ADOPTED"
SR 0140 of 2014,Senate Resolution,"A resolution to recognize May 2, 2014, as Stand4Change Day in the state of Michigan.
Last Action: ADOPTED"
SR 0141 of 2014,Senate Resolution,"A resolution declaring May 2014 as Asian Pacific American Heritage Month in the state of Michigan.
Last Action: ADOPTED"
SR 0142 of 2014,Senate Resolution,A resolution in support and recognition of National Train Day.Last Action: ADOPTED
SR 0143 of 2014,Senate Resolution,"A resolution celebrating the 100th Anniversary of the signing of the Smith-Lever Act, the founding legislation of the nationwide Cooperative Extension System.Last Action: ADOPTED"
SR 0144 of 2014,Senate Resolution,"A resolution designating June 27, 2014, as Michigan Post Traumatic Stress Injury Day in the state of Michigan.Last Action: ADOPTED"
SR 0145 of 2014,Senate Resolution,"A resolution commemorating the Fifth Annual Michigan Chaldean American Legislative Day.
Last Action: ADOPTED"
SR 0146 of 2014,Senate Resolution,A resolution to declare May 2014 as Hepatitis C Awareness Month in the state of Michigan.Last Action: ADOPTED
SR 0147 of 2014,Senate Resolution,"A resolution to call on the U.S. Environmental Protection Agency and the U.S. Army Corps of Engineers to withdraw their proposed rule expanding the definition of ""waters of the United States"" under the Clean Water Act.Last Action: ADOPTED"
SR 0148 of 2014,Senate Resolution,"A resolution to proclaim October 5-11, 2014, as Lions Week in the state of Michigan.Last Action: ADOPTED"
SR 0149 of 2014,Senate Resolution,"A resolution to recognize and designate June 23-29, 2014, as Amateur Radio Week in the state of Michigan.Last Action: ADOPTED"
SR 0150 of 2014,Senate Resolution,"A resolution to urge the Great Lakes Commission to study and take a formal position on the proposed underground nuclear waste repository in Ontario, Canada, and to study the potential impacts of this facility and similar facilities on the Great Lakes and on the people who depend on the lakes.Last Action: ADOPTED"
SR 0151 of 2014,Senate Resolution,"A resolution urging the President of the United States, the Secretary of State, and the Congress of the United States to invoke the participation of the International Joint Commission under Article IX, Article X, or both, of the Boundary Waters Treaty to evaluate the proposed underground nuclear waste repository in Ontario, Canada, and similar facilities.Last Action: ADOPTED"
SR 0152 of 2014,Senate Resolution,A resolution to declare May 2014 as Lupus Awareness Month in the state of Michigan.Last Action: ADOPTED
SR 0153 of 2014,Senate Resolution,"A resolution to declare May 25-31, 2014, as Invisible Illness Awareness Week in the state of Michigan.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0154 of 2014,Senate Resolution,"A resolution to designate May 22, 2014, as Michigan Roadside Safety Awareness Day.Last Action: ADOPTED"
SR 0155 of 2014,Senate Resolution,"A resolution to declare May 28, 2014, as Be The Match Day in Michigan. Last Action: ADOPTED"
SR 0156 of 2014,Senate Resolution,"A resolution to denounce the House Republican Fiscal Year 2015 Budget Resolution and to memorialize the Congress and the President of the United States to oppose any proposal that would eliminate Medicare as it has traditionally existed, make substantial tax cuts to already-struggling social safety net programs, or increase the tax burden on the middle class.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS"
SR 0157 of 2014,Senate Resolution,"A resolution commemorating June 7-15, 2014, as Aquatic Invasive Species Awareness Week in Michigan.Last Action: ADOPTED"
SR 0158 of 2014,Senate Resolution,"A resolution to commemorate June 23, 2014, as Coast Guard Auxiliary Day in recognition of the United States Coast Guard Auxiliary's 75 years of dedicated service.Last Action: ADOPTED"
SR 0159 of 2014,Senate Resolution,"A resolution to commemorate the 200th Anniversary of “The Star-Spangled Banner.” 
Last Action: ADOPTED"
SR 0160 of 2014,Senate Resolution,A resolution to commemorate President Gerald R. Ford and the invaluable impact of his service to the United States of America in honor of the 40th Anniversary of his presidency.Last Action: ADOPTED
SR 0161 of 2014,Senate Resolution,"A resolution to declare July 11-18, 2014, as Arteriovenous Malformation (AVM) Awareness Week in the state of Michigan.Last Action: ADOPTED"
SR 0162 of 2014,Senate Resolution,"A resolution to express support for the state of Michigan officially recognizing September 19, 2014, as International Talk Like a Pirate Day (ITLPD).Last Action: ADOPTED"
SR 0163 of 2014,Senate Resolution,"A resolution proclaiming July 11, 2014, as Srebrenica Remembrance Day in the state of Michigan and the week of July 11, 2014, as Bosnia and Herzegovina Tribute Week.Last Action: ADOPTED"
SR 0164 of 2014,Senate Resolution,"A resolution to memorialize the Congress of the United States to enact legislation that prohibits the sale of cleaning products and personal care products containing plastic microbeads.Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES, ENVIRONMENT AND GREAT LAKES"
SR 0165 of 2014,Senate Resolution,A resolution to declare July 2014 as Craft Beer Month in the state of Michigan.Last Action: ADOPTED
SR 0166 of 2014,Senate Resolution,A resolution to declare August 2014 as Spinal Muscular Atrophy Awareness Month in the state of Michigan.Last Action: ADOPTED
SR 0167 of 2014,Senate Resolution,A resolution to urge the United States Department of Defense Missile Defense Agency (MDA) to select the Fort Custer Training Center in Battle Creek as the location for a new Ground Based Interceptor (GBI) ballistic missile defense mission.Last Action: ADOPTED
SR 0168 of 2014,Senate Resolution,"A resolution to oppose the U.S. Environmental Protection Agency's proposal to garnish wages without a court order.Last Action: ADOPTED AS SUBSTITUTED S-1"
SR 0169 of 2014,Senate Resolution,A resolution to commend CVS Caremark on its decision to stop selling tobacco products in its stores.Last Action: ADOPTED
SR 0170 of 2014,Senate Resolution,A resolution to commemorate August 2014 as Automotive Heritage Month in the state of Michigan.Last Action: ADOPTED
SR 0171 of 2014,Senate Resolution,"A resolution to urge the Office of the United States Trade Representative to ensure that no World Trade Organization rules are violated in regard to government funding of McInnis Cement and the Port-Daniel-Gascons cement plant in Québec, Canada.Last Action: ADOPTED"
SR 0172 of 2014,Senate Resolution,"A resolution to memorialize the Congress of the United States to enact legislation that would prohibit for-profit employers from using religious beliefs to deny employees coverage for contraception or any other vital health service required by federal law.Last Action: REFERRED TO COMMITTEE ON INSURANCE"
SR 0173 of 2014,Senate Resolution,A resolution recognizing the retirement of Chief Petty Officer Jason R. Betzing after twenty years of service to the United States Coast Guard.Last Action: ADOPTED
SR 0174 of 2014,Senate Resolution,A resolution recognizing the retirement of Eric J. Koch after more than twenty years of service to the United States Coast Guard.Last Action: ADOPTED
SR 0175 of 2014,Senate Resolution,"A resolution to commemorate the 225th Anniversary of the United States Marshals Service and recognizing September 24, 2014, as U.S. Marshals Day.Last Action: ADOPTED"
SR 0176 of 2014,Senate Resolution,A resolution to commemorate September 2014 as Childhood Cancer Awareness Month in the state of Michigan.Last Action: ADOPTED
SR 0177 of 2014,Senate Resolution,"A resolution designating September 11-17, 2014, as Michigan Patriot Week.Last Action: ADOPTED"
SR 0178 of 2014,Senate Resolution,"A resolution to encourage Michigan animal shelters and pounds to adopt a ""no-kill"" philosophy in dealing with homeless pets.Last Action: REFERRED TO COMMITTEE ON AGRICULTURE"
SR 0179 of 2014,Senate Resolution,"A resolution to oppose the current proposal to designate the northern long-eared bat as a threatened or endangered species.Last Action: ADOPTED"
SR 0180 of 2014,Senate Resolution,A resolution designating October 2014 as Breast Cancer Awareness Month in the state of Michigan.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS
SR 0181 of 2014,Senate Resolution,"A resolution to urge the Congress of the United States to reauthorize federally-provided terrorism reinsurance for insurers.Last Action: REFERRED TO COMMITTEE ON INSURANCE"
SR 0182 of 2014,Senate Resolution,"A resolution to declare September 29 - October 5, 2014, as French-Canadian Heritage Week in the state of Michigan.Last Action: ADOPTED"
SR 0183 of 2014,Senate Resolution,A resolution recognizing the friendship and partnership between Michigan and the Republic of Turkey.Last Action: ADOPTED
SR 0184 of 2014,Senate Resolution,"A resolution designating October 4, 2014, as Buy Nearby Get Caught Blue-Handed Day in the state of Michigan.Last Action: ADOPTED"
SR 0185 of 2014,Senate Resolution,"A resolution to proclaim October 16, 2014, as Dr. Abraham Nemeth Day in the state of Michigan.Last Action: ADOPTED"
SR 0186 of 2014,Senate Resolution,A resolution to commemorate October 2014 as Youth Justice Awareness Month in the state of Michigan.Last Action: ADOPTED
SR 0187 of 2014,Senate Resolution,"A resolution to urge the Federal Energy Regulatory Commission to reverse its recent acceptance of the Midcontinent Independent System Operator’s proposed system support resource cost allocation tariff that would allocate approximately 99.5 percent of costs to utility customers in Michigan’s Upper Peninsula and to divide the costs in a more equitable manner.Last Action: ADOPTED"
SR 0188 of 2014,Senate Resolution,"A resolution to recognize November 13, 2014, as Automobile Heritage Day in the state of Michigan.Last Action: ADOPTED"
SR 0189 of 2014,Senate Resolution,"A resolution requesting the Congress of the United States to prohibit the U.S. Postal Service from closing or consolidating the mail processing and distribution center in Lansing, Michigan.Last Action: ADOPTED"
SR 0190 of 2014,Senate Resolution,"A resolution recognizing November 9-15, 2014, as National Nurse Practitioner Week in the state of Michigan.Last Action: ADOPTED"
SR 0191 of 2014,Senate Resolution,A resolution to congratulate the Kirtland's Warbler Recovery Team for their service and commitment to the conservation of the jack pine and Kirtland's warbler.Last Action: ADOPTED
SR 0192 of 2014,Senate Resolution,"A resolution to memorialize the Congress of the United States to stop the U.S. Postal Service from closing and consolidating the mail processing center in Kingsford, Michigan.Last Action: ADOPTED"
SR 0193 of 2014,Senate Resolution,"A resolution of tribute for the Honorable Roger Kahn.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0194 of 2014,Senate Resolution,"A resolution of tribute for the Honorable John Pappageorge.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0195 of 2014,Senate Resolution,A resolution in honor and remembrance of the service of Deputy Grant William Whitaker.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS
SR 0196 of 2014,Senate Resolution,"A resolution of tribute for the Honorable Bruce Caswell.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0197 of 2014,Senate Resolution,"A resolution to urge the Detroit Tigers to retire the jersey numbers of Alan Stuart Trammel and Louis Rodman Whitaker, Jr.Last Action: ADOPTED"
SR 0198 of 2014,Senate Resolution,"A resolution of tribute for Carol Morey Viventi.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0199 of 2014,Senate Resolution,"A resolution of tribute for the Honorable John Moolenaar.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0200 of 2014,Senate Resolution,A resolution of tribute for the Honorable Carl M. Levin.Last Action: ADOPTED
SR 0201 of 2014,Senate Resolution,"A resolution of tribute for the Honorable John D. Dingell, Jr.Last Action: ADOPTED"
SR 0202 of 2014,Senate Resolution,"A resolution of tribute for the Honorable Glenn S. Anderson.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0203 of 2014,Senate Resolution,"A resolution of tribute for the Honorable Howard Walker.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0204 of 2014,Senate Resolution,A resolution of tribute for the Honorable Michael F. Cavanagh.Last Action: ADOPTED
SR 0205 of 2014,Senate Resolution,A resolution to endorse the nomination of Minoru Yasui for a 2015 Presidential Medal of Freedom.Last Action: ADOPTED
SR 0206 of 2014,Senate Resolution,"A resolution of tribute for the Honorable Mark C. Jansen.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0207 of 2014,Senate Resolution,"A resolution of tribute for the Honorable Tupac A. Hunter.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0208 of 2014,Senate Resolution,"A resolution of tribute for the Honorable Randy Richardville.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0209 of 2014,Senate Resolution,"A resolution to urge the Governor to increase the energy efficiency of current and future state buildings by using bio-based, low carbon-intensity building materials and by requiring that state buildings meet standards from a credible green building rating system that gives equal weight to forest certification programs.Last Action: ADOPTED"
SR 0210 of 2014,Senate Resolution,"A resolution of tribute for the Honorable Gretchen Whitmer.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0211 of 2014,Senate Resolution,A resolution of tribute for the Honorable David Lee Camp.Last Action: ADOPTED
SR 0212 of 2014,Senate Resolution,A resolution of tribute for the Honorable Michael J. Rogers.Last Action: ADOPTED
SR 0213 of 2014,Senate Resolution,A resolution honoring John Varvatos.Last Action: ADOPTED
HR 0284 of 2014,House Resolution,A resolution to commemorate the 25th anniversary of the North American International Auto Show and to declare January 2014 as North American International Auto Show Month in the state of Michigan.Last Action: adopted
HR 0285 of 2014,House Resolution,"A resolution to declare January 26-February 1, 2014, as Catholic Schools Week in the state of Michigan.Last Action: adopted"
HR 0286 of 2014,House Resolution,"A resolution of tribute offered as a memorial for William ""Bill"" Jowett, former member of the House of Representatives.

Last Action: adopted by unanimous standing vote"
HR 0287 of 2014,House Resolution,A resolution to declare January 2014 as School Board Recognition Month in the state of Michigan.Last Action: adopted
HR 0288 of 2014,House Resolution,"A resolution to commemorate the 60th anniversary of the addition of the words ""under God"" to the Pledge of Allegiance.Last Action: adopted"
HR 0289 of 2014,House Resolution,"A resolution to declare January 20-24, 2014, as No Name-Calling Week in the state of Michigan.Last Action: adopted"
HR 0290 of 2014,House Resolution,"A resolution of tribute offered as a memorial for Judy Nerat, former member of the House of Representatives.

Last Action: adopted by unanimous standing vote"
HR 0291 of 2014,House Resolution,"A resolution to urge the President and Congress of the United States to take a comprehensive, sustainable, and workable approach to improving our nation’s immigration system in an effort to better serve the unique needs of our local and state economies.

Last Action: referred to Committee on Agriculture"
HR 0292 of 2014,House Resolution,"A resolution of tribute offered as a memorial for Agnes M. Dobronski, former member of the House of Representatives.

Last Action: adopted by unanimous standing vote"
HR 0293 of 2014,House Resolution,"A resolution to declare January 27-31, 2014, as Promise Zones Awareness Week in the state of Michigan.Last Action: adopted"
HR 0294 of 2014,House Resolution,"A resolution to declare February 2, 2014, as Blue Star Mothers Day in the state  of Michigan.Last Action: adopted"
HR 0295 of 2014,House Resolution,"A resolution to declare February 2-8, 2014, as Chicano History Week in the state of Michigan.Last Action: adopted"
HR 0296 of 2014,House Resolution,"A resolution to declare February 2-8, 2014, as Boy Scouts Week in the state of Michigan.Last Action: adopted"
HR 0297 of 2014,House Resolution,"A resolution to declare February 2014 as Heart Month and February 7, 2014, as Go Red for Women Day in the state of Michigan.Last Action: adopted"
HR 0298 of 2014,House Resolution,A resolution commemorating January 2014 as Big Brothers Big Sisters Mentoring Month in the state of Michigan.Last Action: adopted
HR 0299 of 2014,House Resolution,"A resolution to urge the Governor to take additional steps in response to the propane shortage affecting Michigan residents.

Last Action: referred to Committee on Energy and Technology"
HR 0300 of 2014,House Resolution,"A resolution to memorialize the Congress of the United States and the U.S. Department of Veterans Affairs to take a stronger role in investigating and eliminating delays in veterans' health care.

Last Action: adopted"
HR 0301 of 2014,House Resolution,"A resolution to memorialize the Congress and the President of the United States to enact legislation that would fund state Pay-It-Forward college financing pilot programs.Last Action: recommendation concurred in"
HR 0302 of 2014,House Resolution,"A resolution to urge the Governor to reinvest in local communities and commit to restoring full statutory revenue sharing.

Last Action: referred to Committee on Appropriations"
HR 0303 of 2014,House Resolution,"A resolution to urge the United States Department of Energy to prohibit the export of domestic propane into the world market until inventories meeting national needs are secured.

Last Action: referred to Committee on Energy and Technology"
HR 0304 of 2014,House Resolution,A resolution to declare March 2014 as Parenting Awareness Month in the state of Michigan.Last Action: adopted
HR 0305 of 2014,House Resolution,"A resolution to urge complete hydrologic separation of the Great Lakes and Mississippi River basins, to call for the formation of a regional body to negotiate terms of hydrologic separation, and to urge Congress and other entities to take interim steps to prevent Asian carp movement into the Great Lakes.

Last Action: adopted"
HR 0306 of 2014,House Resolution,"A resolution of tribute offered as a memorial for Gino H. Polidori, former member of the House of Representatives.

Last Action: adopted by unanimous standing vote"
HR 0307 of 2014,House Resolution,"A resolution to declare February 20, 2014, as Conductive Education Day in the state of Michigan.
Last Action: adopted"
HR 0308 of 2014,House Resolution,"A resolution to declare March 8, 2014, as Narcolepsy Awareness Day in the state of Michigan.Last Action: adopted"
HR 0309 of 2014,House Resolution,A resolution to declare March 2014 as Eye Donor Month in the state of Michigan.Last Action: adopted
HR 0310 of 2014,House Resolution,"A resolution to declare March 5, 2014, as Spread The Word To End The Word Day in the state of Michigan.Last Action: adopted"
HR 0311 of 2014,House Resolution,"A resolution to declare March 11, 2014, as Fibromuscular Dysplasia Awareness Day in the state of Michigan.Last Action: adopted"
HR 0312 of 2014,House Resolution,A resolution to declare March 2014 as Agricultural Heritage Month in the state of Michigan.Last Action: adopted
HR 0313 of 2014,House Resolution,"A resolution to declare March 12, 2014, as Girl Scout Day in the state of Michigan.Last Action: adopted"
HR 0314 of 2014,House Resolution,"A resolution to memorialize the Congress of the United States to pass legislation that would expand Medicare claims data availability and improve medical care.

Last Action: referred to Committee on Health Policy"
HR 0315 of 2014,House Resolution,"A resolution to memorialize the President and Congress of the United States to support Michigan's application for a state-sponsored EB-5 regional center.

Last Action: adopted"
HR 0316 of 2014,House Resolution,"A resolution to memorialize the President and Congress of the United States to support Michigan's request for 50,000 EB-2 visas to assist in the economic recovery of the city of Detroit.

Last Action: adopted"
HR 0317 of 2014,House Resolution,"A resolution to declare March 19, 2014, as Agriculture At The Capitol Day in the state of Michigan.Last Action: adopted"
HR 0318 of 2014,House Resolution,A resolution to declare March 2014 as Music Month in the state of Michigan.Last Action: adopted
HR 0319 of 2014,House Resolution,"A resolution to memorialize the Congress of the United States to oppose the U.S. Department of Defense's budget proposal that would potentially close commissaries at U.S. military bases and to ensure that replacement aircraft are assigned to Selfridge Air National Guard Base to compensate for the proposed elimination of the A-10 fleet.

Last Action: adopted"
HR 0320 of 2014,House Resolution,"A resolution to encourage Michigan pharmacies to stop selling tobacco products.

Last Action: referred to Committee on Health Policy"
HR 0321 of 2014,House Resolution,"A resolution to declare March 17-21, 2014, as School Counselor Week in the state of Michigan.
Last Action: adopted"
HR 0322 of 2014,House Resolution,A resolution to declare March 2014 as Women's History Month in the state of Michigan.Last Action: adopted
HR 0323 of 2014,House Resolution,"A resolution to condemn the boycott of Israeli universities by the American Studies Association.

Last Action: referred to Committee on Education"
HR 0324 of 2014,House Resolution,A resolution to honor the Michigan State University Football Team for winning the 100th  Rose Bowl Game.Last Action: adopted
HR 0325 of 2014,House Resolution,A resolution to declare April 2014 as Student Athlete Cardiac Awareness Month in the state of Michigan.Last Action: adopted
HR 0326 of 2014,House Resolution,"A resolution to declare April 30, 2014, as Sons of the American Revolution Day in the state of Michigan.Last Action: adopted"
HR 0327 of 2014,House Resolution,A resolution to declare April 2014 as Youth Financial Literacy Month in the state of Michigan.Last Action: adopted
HR 0328 of 2014,House Resolution,"A resolution to call on Governor Snyder to recognize the more than 300 marriage licenses issued to same-sex couples on Saturday, March 22, 2014, and to exercise his executive authority and demand that Attorney General Schuette withdraw his request before the U.S. Appeals Court for a stay and appeal.

Last Action: referred to Committee on Judiciary"
HR 0329 of 2014,House Resolution,"A resolution to declare April 10, 2014, as Robotics Day in the state of Michigan.Last Action: adopted"
HR 0330 of 2014,House Resolution,"A resolution to declare March 31-April 6, 2014, as Angus Week in the state of Michigan.Last Action: adopted"
HR 0331 of 2014,House Resolution,A resolution to declare March 2014 as Social Work Month in the state of Michigan.Last Action: adopted
HR 0332 of 2014,House Resolution,A resolution to declare March 2014 as Myeloma Awareness Month in the state of Michigan.Last Action: adopted
HR 0333 of 2014,House Resolution,"A resolution to urge the federal and state administrations to use an expanded best value contracting model in the city of Detroit for certain projects, and generally, for road and bridge repair projects and blight removal within the city.Last Action: referred to Committee on Transportation and Infrastructure"
HR 0334 of 2014,House Resolution,"A resolution to encourage Congress to enact legislation advocating for increased Hepatitis C virus awareness and testing of baby boomers.

Last Action: referred to Committee on Health Policy"
