Document,Type,Description
SR 0160 of 2016,Senate Resolution,"A resolution to proclaim October 2-8, 2016, as Lions Week.Last Action: ADOPTED"
SR 0161 of 2016,Senate Resolution,"A resolution to commemorate the week of April 10-16, 2016, as Crime Victims' Rights Week.Last Action: ADOPTED"
SR 0162 of 2016,Senate Resolution,"A resolution recognizing April 17-23, 2016, as Michigan Venture Capital and Angel Investment Week.Last Action: ADOPTED"
SR 0163 of 2016,Senate Resolution,A resolution to commemorate May 2016 as Community Action Agency Month.Last Action: ADOPTED
SR 0164 of 2016,Senate Resolution,"A resolution to urge the President and Congress of the United States to explore and support policies that will lead to the establishment of facilities within the United States for the reprocessing and recycling of spent nuclear fuel.
Last Action: ADOPTED"
SR 0165 of 2016,Senate Resolution,A resolution commemorating April 2016 as Distracted Driving Awareness Month.Last Action: ADOPTED
SR 0166 of 2016,Senate Resolution,"A resolution to recognize May 3, 2016, as the 225th Anniversary of the ratification of the 1791 Polish Constitution.Last Action: ADOPTED"
SR 0167 of 2016,Senate Resolution,"A resolution proclaiming May 2-6, 2016, as InfantSEE® Week in Michigan.Last Action: ADOPTED"
SR 0168 of 2016,Senate Resolution,A resolution to commemorate April 2016 as Sexual Assault Awareness Month.Last Action: ADOPTED
SR 0169 of 2016,Senate Resolution,A resolution to commemorate April 2016 as Campus Sexual Assault Awareness and Prevention Month.Last Action: ADOPTED
SR 0170 of 2016,Senate Resolution,A resolution commemorating May 2016 as Asian Pacific American Heritage Month.Last Action: ADOPTED
SR 0171 of 2016,Senate Resolution,"A resolution to commemorate April 28, 2016, as Workers' Memorial Day.Last Action: ADOPTED"
SR 0172 of 2016,Senate Resolution,A resolution recognizing 2016 as the 90th Anniversary of the International Economic Development Council and as the Year of the Economic Developer.Last Action: ADOPTED
SR 0173 of 2016,Senate Resolution,"A resolution to oppose the requested diversion of water from Lake Michigan by the city of Waukesha, Wisconsin.Last Action: ADOPTED"
SR 0174 of 2016,Senate Resolution,A resolution to recognize Clay Township as the sturgeon angling capital of Michigan.Last Action: ADOPTED
SR 0175 of 2016,Senate Resolution,"A resolution commemorating July 13, 2016, as Metro Detroit Youth Day.Last Action: ADOPTED"
SR 0176 of 2016,Senate Resolution,"A resolution to commemorate May 12, 2016, as Chaldean American Day.Last Action: ADOPTED"
SR 0177 of 2016,Senate Resolution,"A resolution recognizing Alpha Kappa Alpha Day at the Capitol on May 25, 2016.Last Action: ADOPTED"
SR 0178 of 2016,Senate Resolution,"A resolution to proclaim May 15-21, 2016, as AMBER Alert Awareness Week.Last Action: ADOPTED"
SR 0179 of 2016,Senate Resolution,A resolution supporting the signing of a bilateral investment agreement (BIA) between Taiwan and the United States.Last Action: ADOPTED
SR 0180 of 2016,Senate Resolution,A resolution of tribute honoring the 100th Anniversary of the Michigan Milk Producers Association.Last Action: ADOPTED
SR 0181 of 2016,Senate Resolution,"A resolution to commemorate May 22-28, 2016, as Invisible Illness Awareness Week.Last Action: ADOPTED"
SR 0182 of 2016,Senate Resolution,"A resolution to urge the Governor to ban nonessential state business travel to North Carolina and other states that have enacted laws that are unwelcoming to lesbian, gay, bisexual, transgender, and queer (LGBTQ) persons.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SR 0183 of 2016,Senate Resolution,A resolution to designate May 2016 as Honor and Remember Month.Last Action: ADOPTED
SR 0184 of 2016,Senate Resolution,"A resolution commemorating July 3-9, 2016, as Aquatic Invasive Species Awareness Week.Last Action: ADOPTED"
SR 0185 of 2016,Senate Resolution,"A resolution to commorate May 2016 as Lupus Awareness Month. Last Action: ADOPTED"
SR 0186 of 2016,Senate Resolution,"A resolution to memorialize the United States Congress to continue support for the 340B Drug Pricing Program.Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY"
SR 0187 of 2016,Senate Resolution,"A resolution to commemorate July 3-9, 2016, as Arteriovenous Malformation (AVM) Awareness Week.Last Action: ADOPTED"
SR 0188 of 2016,Senate Resolution,"A resolution to commemorate July 15, 2016, as Leiomyosarcoma Awareness Day.Last Action: ADOPTED"
SR 0189 of 2016,Senate Resolution,"A resolution recognizing June 20-26, 2016, as Pollinator Week.Last Action: ADOPTED"
SR 0190 of 2016,Senate Resolution,"A resolution designating June 27, 2016, as Post-Traumatic Stress Injury Awareness Day.Last Action: ADOPTED"
SR 0191 of 2016,Senate Resolution,"A resolution to commemorate the weekend of July 29, 2016, as Muscular Dystrophy Association (MDA)-Michigan Professional Fire Fighters Union Fill the Boot Weekend in Michigan.Last Action: ADOPTED"
SR 0192 of 2016,Senate Resolution,"A resolution to recognize June 13-19, 2016, as Men's Health Week and June 13, 2016, as Blue Monday.Last Action: ADOPTED"
SR 0193 of 2016,Senate Resolution,A resolution to commemorate June 2016 as Internet Safety Month.Last Action: ADOPTED
SR 0194 of 2016,Senate Resolution,"A resolution of tribute offered as a memorial for Alvin J. DeGrow, former member of the Senate.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0195 of 2016,Senate Resolution,A resolution to recognize the 125th anniversary of the American Numismatic Association.Last Action: ADOPTED
HR 0195 of 2016,House Resolution,"A resolution to urge the United States Senate to oppose the Trans-Pacific Partnership and any similar trade deals that fail to restructure the misguided and failed policies of the past.Last Action: referred to Committee on Commerce and Trade"
HR 0196 of 2016,House Resolution,"A resolution to urge the Congress of the United States to oppose the Trans-Pacific Partnership because of its adverse impact on Medicare and Medicaid.Last Action: referred to Committee on Commerce and Trade"
SR 0196 of 2016,Senate Resolution,"A resolution commemorating September 11-17, 2016, as Michigan Patriot Week.Last Action: ADOPTED"
SR 0197 of 2016,Senate Resolution,A resolution to recognize Dickinson County Healthcare System for its dedicated efforts to improve the quality of health care and patient safety.Last Action: RULES SUSPENDED
HR 0197 of 2016,House Resolution,"A resolution to urge the President of the United States to declare that the Islamic State of Iraq and al-Sham is committing genocide against Christians and other ethnic and religious minorities in the Middle East, thus enabling direct intervention and availability of resources to stop this atrocity.Last Action: referred to Committee on Government Operations"
HR 0198 of 2016,House Resolution,"A resolution to declare opposition to the relocation of Syrian and other unvettable refugees from failed states via the United States Refugee Resettlement Program into Michigan and the rejection of state funds to assist in the program.Last Action: referred to Committee on Government Operations"
SR 0198 of 2016,Senate Resolution,A resolution to declare support for protecting Michigan's heroes and denounce those individuals who target attacks against law enforcement officers.Last Action: INTRODUCED BY SENATOR JOHN PROOS
SR 0199 of 2016,Senate Resolution,A resolution to commemorate September 2016 as Life Insurance Awareness Month.Last Action: ADOPTED
HR 0199 of 2016,House Resolution,A resolution to declare January 2016 as Mentoring Month in the state of Michigan.Last Action: adopted
HR 0200 of 2016,House Resolution,"A resolution to declare January 31-February 6, 2016, as Catholic Schools Week in the state of Michigan.Last Action: referred to Committee on Education"
SR 0200 of 2016,Senate Resolution,"A resolution to urge the Congress of the United States to pass legislation that funds efforts to combat the Zika virus.Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY"
SR 0201 of 2016,Senate Resolution,A resolution recognizing Michigan State Police’s hazardous materials training center on the occasion of the 25th Anniversary of its dedication.Last Action: ADOPTED
HR 0201 of 2016,House Resolution,A resolution to declare January 2016 as Blood Donor Month in the state of Michigan.Last Action: adopted
HR 0202 of 2016,House Resolution,A resolution to declare January 2016 as Cervical Cancer Awareness Month in the state of Michigan.Last Action: adopted
SR 0202 of 2016,Senate Resolution,"A Resolution recognizing October 17-21, 2016 as Careers in Energy WeekLast Action: ADOPTED"
SR 0203 of 2016,Senate Resolution,"A resolution commemorating October 1 - 2, 2016, as I Buy Nearby Weekend.Last Action: ADOPTED"
HR 0203 of 2016,House Resolution,A resolution to declare January 2016 as School Board Recognition Month in the state of Michigan.Last Action: adopted
HR 0204 of 2016,House Resolution,"A resolution to declare February 1, 2016, as Blue Star Mothers Day in the state of Michigan.Last Action: adopted"
SR 0204 of 2016,Senate Resolution,A resolution to urge the U.S. Congress to pass the Americans with Disabilities Act (ADA) Education and Reform Act of 2015.Last Action: ADOPTED
SR 0205 of 2016,Senate Resolution,"A resolution to declare September 15 - October 15, 2016, as Hispanic Heritage Month.Last Action: ADOPTED"
HR 0205 of 2016,House Resolution,A resolution to recognize the 43rd anniversary of the Roe v. Wade U.S. Supreme Court ruling.Last Action: referred to Committee on Criminal Justice
HR 0206 of 2016,House Resolution,"A resolution to commemorate the 179th anniversary of Michigan's statehood and declare January 26, 2016, as Michigan Day in the state of Michigan.Last Action: adopted"
SR 0206 of 2016,Senate Resolution,A resolution to declare October 2016 as Down Syndrome Awareness Month.Last Action: ADOPTED
SR 0207 of 2016,Senate Resolution,"A resolution to declare September 2016 as Pulmonary Fibrosis Awareness Month in the state of Michigan.
Last Action: ADOPTED"
HR 0207 of 2016,House Resolution,"A resolution to urge the United States Congress to resist unilateral and improper attempts by the President to take executive actions concerning gun control.Last Action: referred to Committee on Judiciary"
HR 0208 of 2016,House Resolution,"A resolution to declare January 30, 2016, as Fred Korematsu Day in the state of Michigan.Last Action: adopted"
SR 0208 of 2016,Senate Resolution,A resolution recognizing GreenStone Farm Credit Services on the occasion of the 100th Anniversary of the establishment of the Farm Credit System.Last Action: ADOPTED
SR 0209 of 2016,Senate Resolution,"A resolution to commemorate September 26, 2016, as Diffuse Intrinsic Pontine Glioma Awareness Day.Last Action: ADOPTED"
HR 0209 of 2016,House Resolution,"A resolution to declare January 31, 2016, as Omphalocele Awareness Day in the state of Michigan.Last Action: adopted"
HR 0210 of 2016,House Resolution,A resolution to celebrate Catholic schools in the state of Michigan.Last Action: adopted
SR 0210 of 2016,Senate Resolution,"A Resolution recognizing Sisters Network® Inc.'s 15th National African American Breast Cancer Conference in Detroit on October 21st, 2016.Last Action: ADOPTED"
SR 0211 of 2016,Senate Resolution,A resolution to declare September 2016 as Childhood Cancer Awareness Month.Last Action: ADOPTED
HR 0211 of 2016,House Resolution,"A resolution of tribute for the Honorable Derek Miller.Last Action: adopted"
HR 0212 of 2016,House Resolution,"A resolution to declare January 31-February 6, 2016, as Chicano History Week in the state of Michigan.Last Action: adopted"
SR 0212 of 2016,Senate Resolution,A resolution to designate the final Sunday in September of each year as Gold Star Mother’s Day.Last Action: ADOPTED
SR 0213 of 2016,Senate Resolution,A resolution to observe October 2016 as National Physical Therapy Month.Last Action: ADOPTED
HR 0213 of 2016,House Resolution,A resolution to commemorate the 90th anniversary of the establishment of Black History Month.	Last Action: adopted
HR 0214 of 2016,House Resolution,"A resolution to declare February 7-13, 2016, as Boy Scout Week in the state of Michigan.Last Action: adopted"
SR 0214 of 2016,Senate Resolution,"A resolution to urge the President and Congress of the United States to curb and clarify the role and authority of the U.S. Department of Education as it relates to the ""supplement not supplant"" provisions in the Every Student Succeeds Act.Last Action: ADOPTED"
SR 0215 of 2016,Senate Resolution,"A resolution declaring November 17 as ""World Pancreatic Cancer Day.""Last Action: ADOPTED"
HR 0215 of 2016,House Resolution,"A resolution to declare February 2016 as Heart Month and February 5, 2016, as Go Red for Women Day in the state of Michigan.Last Action: adopted"
HR 0216 of 2016,House Resolution,"A resolution to memorialize the Congress of the United States to amend the Internal Revenue Code to allow feminine hygiene products to be an eligible purchase under health savings accounts.Last Action: referred to Committee on Tax Policy"
SR 0216 of 2016,Senate Resolution,A resolution to commemorate the month of October as Dysautonomia Awareness Month.Last Action: ADOPTED
SR 0217 of 2016,Senate Resolution,"A resolution to recognize November 30, 2016, as the Third Annual Michigan Auto Heritage Day.Last Action: ADOPTED"
HR 0217 of 2016,House Resolution,"A resolution to memorialize the Congress of the United States to amend the Internal Revenue Code to allow feminine-hygiene products to qualify as an eligible expense under flexible spending accounts.Last Action: referred to Committee on Tax Policy"
HR 0218 of 2016,House Resolution,"A resolution to express the sense of this legislative body that the state of Michigan should continue its efforts to expose and stop human trafficking activities in the state.Last Action: referred to Committee on Criminal Justice"
SR 0218 of 2016,Senate Resolution,"A resolution to commemorate the month of November as Bladder Health Month.
Last Action: ADOPTED"
SR 0219 of 2016,Senate Resolution,A resolution to recognize November 2016 as Epilepsy Awareness Month.Last Action: ADOPTED
HR 0219 of 2016,House Resolution,A resolution to declare February 2016 as Self-Care Month in the state of Michigan.Last Action: adopted
HR 0220 of 2016,House Resolution,"A resolution to urge the President and Congress of the United States to abandon President Carter’s April 1977 nuclear power policy and explore and support policies that will lead to the establishment of facilities within the United States for the reprocessing and recycling of spent nuclear fuel.Last Action: adopted"
SR 0220 of 2016,Senate Resolution,"A resolution to recognize the diversity in clinical trial forum as sponsored by the Sickle Cell Disease Awareness Association of America, Michigan Chapter.Last Action: ADOPTED"
SR 0221 of 2016,Senate Resolution,A resolution to declare December 2016 as Identity Theft Awareness Month.Last Action: ADOPTED
HR 0221 of 2016,House Resolution,"A resolution of tribute offered as a memorial for Daisy Elliott, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0222 of 2016,House Resolution,"A resolution to declare February 7-13, 2016, as FCCLA Week in the state of Michigan.Last Action: adopted"
SR 0222 of 2016,Senate Resolution,A resolution recognizing the 75th Anniversary of the attack on Pearl Harbor.Last Action: ADOPTED
SR 0223 of 2016,Senate Resolution,"A resolution to encourage the U.S. Congress to support an investigation into Russia's computer hacking and influence in the United States presidential election.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
HR 0223 of 2016,House Resolution,"A resolution to memorialize the Congress of the United States to enact the Retail Investor Protection Act and also to enact legislation that prohibits the United States Department of Labor from amending fiduciary duty regulations to define retirement savings brokers and agents as fiduciaries, including those previously not deemed fiduciaries.Last Action: adopted"
HR 0224 of 2016,House Resolution,"A resolution to declare February 21-27, 2016, as National Eating Disorders Awareness Week in the state of Michigan.Last Action: adopted"
SR 0224 of 2016,Senate Resolution,"A resolution to urge the United States Congress to enact legislation that would establish a commission to study reparation proposals for African-Americans.
Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
HR 0225 of 2016,House Resolution,A resolution to declare February 2016 as Cancer Prevention Month in the state of Michigan.Last Action: adopted
HR 0226 of 2016,House Resolution,"A resolution to urge Governor Snyder to uphold Michigan's commitment to the principles of the Great Lakes-St. Lawrence River Basin Water Resources Compact and to veto the city of Waukesha's request to divert water from the Great Lakes.Last Action: referred to Committee on Natural Resources"
HR 0227 of 2016,House Resolution,A resolution to recognize the Michigan Air National Guard's 217th Air Operations Group.Last Action: adopted
HR 0228 of 2016,House Resolution,"A resolution to urge the United States Congress to enact legislation that will enhance hunting, fishing, recreational shooting, and other outdoor recreational opportunities for sportsmen and women nationwide.Last Action: adopted"
HR 0229 of 2016,House Resolution,"A resolution to declare February 21-27, 2016, as Family Medicine Week in the state of Michigan.Last Action: adopted"
HR 0230 of 2016,House Resolution,"A resolution to declare March 5-12, 2016, as Agriculture Week in the state of Michigan.Last Action: adopted"
HR 0231 of 2016,House Resolution,"A resolution to declare February 29, 2016, as Rare Disease Day in the state of Michigan.Last Action: adopted"
HR 0232 of 2016,House Resolution,A resolution to declare March 2016 as Reading Month in the state of Michigan.Last Action: adopted
HR 0233 of 2016,House Resolution,"A resolution to urge Michigan communities to pursue innovative policies that promote economic development by attracting young STEAM professionals to work in financially distressed communities.Last Action: referred to Committee on Workforce and Talent Development"
HR 0234 of 2016,House Resolution,"A resolution to extend subpoena power to the House Oversight and Ethics Committee and the House Military and Veterans Affairs Committee for the purpose of investigating the quality of care and staffing at the Grand Rapids Home for Veterans.Last Action: referred to Committee on Government Operations"
HR 0235 of 2016,House Resolution,"A resolution to support the United States Securities and Exchange Commission’s recent adoption of rules pursuant to Title III of the JOBS Act which are designed to facilitate small and start-up companies’ access to capital raised through crowdfunding.Last Action: adopted"
HR 0236 of 2016,House Resolution,"A resolution to declare March 8, 2016, as International Women's Day in the state of Michigan. 	Last Action: adopted"
HR 0237 of 2016,House Resolution,"A resolution to declare March 12, 2016, as Girl Scout Day in the state of Michigan.Last Action: adopted"
HR 0238 of 2016,House Resolution,A resolution to commemorate the 162nd anniversary of the opening of the Michigan School for the Deaf.Last Action: adopted
HR 0239 of 2016,House Resolution,A resolution to declare March 2016 as Multiple Sclerosis Awareness Month in the state of MichiganLast Action: adopted
HR 0240 of 2016,House Resolution,A resolution to declare March 2016 as Athletic Trainer Month in the state of Michigan.Last Action: adopted
HR 0241 of 2016,House Resolution,A resolution to declare March 2016 as American Red Cross Appreciation Month in the state of Michigan.Last Action: adopted
HR 0242 of 2016,House Resolution,A resolution to declare March 2016 as Chronic Kidney Disease Awareness Month in the state of Michigan.Last Action: adopted
HR 0243 of 2016,House Resolution,"A resolution to declare March 12, 2016, as Suddenly Sleepy Saturday and Narcolepsy Awareness Day in the state of Michigan.Last Action: adopted"
HR 0244 of 2016,House Resolution,"A resolution to urge the United States Congress to authorize more aggressive funding for research into the Zika virus.Last Action: referred to Committee on Health Policy"
HR 0245 of 2016,House Resolution,A resolution to declare March 2016 as Social Work Month in the state of Michigan.Last Action: adopted
HR 0246 of 2016,House Resolution,"A resolution to memorialize the Congress of the United States to renew full federal support of residential and business flood insurance through the National Flood Insurance Program.Last Action: referred to Committee on Insurance"
HR 0247 of 2016,House Resolution,"A resolution to declare March 13-19, 2016, as Aviation Week in the state of Michigan.Last Action: adopted"
HR 0248 of 2016,House Resolution,A resolution to dissolve the special committee on Roads and Economic Development.Last Action: adopted
HR 0249 of 2016,House Resolution,A resolution to amend the Standing Rules of the House of Representatives.Last Action: adopted
HR 0250 of 2016,House Resolution,"A resolution to declare March 20, 2016, as Snowplow Driver Appreciation Day in the state of Michigan.Last Action: adopted"
HR 0251 of 2016,House Resolution,"A resolution to declare March 21-25, 2016, as STEM Awareness Week in the state of Michigan.Last Action: adopted"
HR 0252 of 2016,House Resolution,"A resolution to declare April 1-7, 2016, as Testicular Cancer Awareness Week in the state of Michigan.Last Action: adopted"
HR 0253 of 2016,House Resolution,"A resolution to declare March 22, 2016, as United Nations Water Day in the state of Michigan.Last Action: adopted"
HR 0254 of 2016,House Resolution,"A resolution to urge the U.S. State Department to deny the Plains LPG presidential permit application for the pipelines under the St. Clair River.Last Action: referred to Committee on Energy Policy"
HR 0255 of 2016,House Resolution,"A resolution to declare March 20-26, 2016, as Brain Injury Awareness Week in the state of Michigan.Last Action: adopted"
HR 0256 of 2016,House Resolution,A resolution to declare March 2016 as Brain Injury Awareness Month in the state of Michigan.Last Action: adopted
HR 0257 of 2016,House Resolution,"A resolution to declare April 12, 2016, as Pay Equity Day in the state of Michigan.Last Action: adopted"
HR 0258 of 2016,House Resolution,A resolution to declare April 2016 as Sexual Assault Awareness Month in the state of Michigan.Last Action: adopted
HR 0259 of 2016,House Resolution,A resolution to declare April 2016 as Autism Awareness Month in the state of Michigan.Last Action: adopted
HR 0260 of 2016,House Resolution,"A resolution to declare March 25, 2016, as Greek Independence Day in the state of Michigan.Last Action: adopted"
HR 0261 of 2016,House Resolution,"A resolution to declare April 2, 2016, as Autism Awareness Day in the state of Michigan.Last Action: adopted"
HR 0262 of 2016,House Resolution,"A resolution to declare April 10-16, 2016, as Pay Equity Week in the state of Michigan.Last Action: adopted"
HR 0263 of 2016,House Resolution,A resolution to commemorate the 100th anniversary of the creation of the National Park Service.Last Action: adopted
HR 0264 of 2016,House Resolution,"A resolution to urge the State Board of Education to reject the recently proposed Statement and Guidance on Safe and Supportive Learning Environments for Lesbian, Gay, Bisexual, Transgender, and Questioning (LGBTQ) Students.Last Action: referred to Committee on Education"
HR 0265 of 2016,House Resolution,A resolution to declare April 2016 as Child Abuse Prevention Month in the state of Michigan.Last Action: adopted
HR 0266 of 2016,House Resolution,A resolution to declare April 2016 as Paralyzed Veterans of America Month in the state of Michigan.Last Action: adopted
HR 0267 of 2016,House Resolution,"A resolution to declare April 19, 2016, as Suits and Sneakers Day in the state of Michigan.Last Action: adopted"
HR 0268 of 2016,House Resolution,"A resolution to call on the National Collegiate Athletic Association Board of Directors to overturn the decision by the Division 1 Management Council to prohibit satellite training camps.Last Action: adopted"
HR 0269 of 2016,House Resolution,"A resolution to declare April 23-30, 2016, as Money Smart Week in the state of Michigan.Last Action: adopted"
HR 0270 of 2016,House Resolution,"A resolution to declare April 17-23, 2016, as Venture Capital and Angel Investment Week in the state of Michigan.Last Action: adopted"
HR 0271 of 2016,House Resolution,A resolution to declare April 2016 as Michigan Student Athlete Cardiac Awareness Month in the state of Michigan.Last Action: adopted
HR 0272 of 2016,House Resolution,"A resolution to declare April 24, 2016, as a Day of Remembrance in the state of Michigan for the Armenian Genocide of 1915-1923.Last Action: adopted"
HR 0273 of 2016,House Resolution,A resolution to declare April 2016 as Distracted Driving Awareness Month in the state of Michigan.Last Action: adopted
HR 0274 of 2016,House Resolution,A resolution to declare April 2016 as Campus Sexual Assault Awareness and Prevention Month in the state of Michigan.Last Action: adopted
HR 0275 of 2016,House Resolution,"A resolution to declare May 2-6, 2016, as InfantSee Week in the state of Michigan.Last Action: adopted"
HR 0276 of 2016,House Resolution,"A resolution to declare April 28, 2016, as Take Our Daughters and Sons To Work Day in the state of Michigan.Last Action: adopted"
HR 0277 of 2016,House Resolution,A resolution to commemorate May 2016 as Community Action Agency Month in the state of Michigan.Last Action: adopted
HR 0278 of 2016,House Resolution,A resolution to declare May 2016 as Amyotrophic Lateral Sclerosis (ALS) Awareness Month in the state of Michigan.Last Action: adopted
HR 0279 of 2016,House Resolution,"A resolution to declare April 24-30, 2016, as Black April Memorial Week in the state of Michigan.Last Action: adopted"
HR 0280 of 2016,House Resolution,"A resolution to declare May 1-7, 2016, as National Charter Schools Week in the state of Michigan.Last Action: adopted"
HR 0281 of 2016,House Resolution,"A resolution to support the Federal Railroad Administration's proposed ruling requiring American trains to be operated by a minimum crew of two.Last Action: referred to Committee on Regulatory Reform"
HR 0282 of 2016,House Resolution,A resolution to declare May 2016 as Lyme Disease Awareness Month in the state of Michigan.Last Action: adopted
HR 0283 of 2016,House Resolution,"A resolution to declare May 4, 2016, as Holocaust Remembrance Day in the state of Michigan.Last Action: adopted"
HR 0284 of 2016,House Resolution,"A resolution to declare April 28, 2016, as Workers' Memorial Day in the state of Michigan.Last Action: adopted"
HR 0285 of 2016,House Resolution,"A resolution to declare June 8, 2016, as Remember The USS Liberty Day in the state of Michigan.Last Action: referred to Committee on Government Operations"
HR 0286 of 2016,House Resolution,"A resolution to declare May 11, 2016, as Dutch-American Amity Day in the state of Michigan.Last Action: adopted"
HR 0287 of 2016,House Resolution,A resolution to declare May 2016 as Asian Pacific American Heritage Month in the state of Michigan.Last Action: adopted
HR 0288 of 2016,House Resolution,A resolution to commemorate the 90th anniversary of the International Economic Development Council and to declare 2016 as The Year of the Economic Developer.Last Action: adopted
HR 0289 of 2016,House Resolution,"A resolution to declare May 6-12, 2016, as Nurses Week in the state of Michigan.Last Action: adopted"
HR 0290 of 2016,House Resolution,"A resolution of tribute offered as a memorial for Rosetta A. Ferguson, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0291 of 2016,House Resolution,"A resolution to declare May 11, 2016, as Older Michiganians Day in the state of Michigan.Last Action: adopted"
HR 0292 of 2016,House Resolution,A resolution to declare May 2016 as Stroke Awareness Month in the state of Michigan.Last Action: adopted
HR 0293 of 2016,House Resolution,"A resolution to declare May 12, 2016, as Legislative Procedure Day in the state of Michigan.Last Action: referred to Committee on Government Operations"
HR 0294 of 2016,House Resolution,A resolution to declare May 2016 as Cystic Fibrosis Awareness Month in the state of Michigan.Last Action: adopted
HR 0295 of 2016,House Resolution,"A resolution to declare May 12, 2016, as Chaldean American Day in the state of Michigan.Last Action: adopted"
HR 0296 of 2016,House Resolution,A resolution to declare May 2016 as Bike Month in the state of Michigan.Last Action: adopted
HR 0297 of 2016,House Resolution,"A resolution of tribute offered as a memorial for Curtis Hertel, former Speaker of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0298 of 2016,House Resolution,"A resolution to declare May 22-28, 2016, as Invisible Illness Awareness Week in the state of Michigan.Last Action: adopted"
HR 0299 of 2016,House Resolution,A resolution to commemorate the 100th anniversary of the founding of the Michigan Milk Producers Association.Last Action: adopted
HR 0300 of 2016,House Resolution,"A resolution to declare May 22-28, 2016, as Michigan Week in the state of Michigan.Last Action: adopted"
HR 0301 of 2016,House Resolution,"A resolution to declare May 25, 2016, as Alpha Kappa Alpha Day in the state of Michigan.Last Action: adopted"
HR 0302 of 2016,House Resolution,A resolution to declare May 2016 as Asthma Awareness Month in the state of Michigan.Last Action: adopted
HR 0303 of 2016,House Resolution,"A resolution to declare May 28,  2016, as Menstrual Hygiene Day in the state of Michigan.Last Action: adopted"
HR 0304 of 2016,House Resolution,"A resolution to offer best wishes to Muslims in Michigan and worldwide, a joyous and meaningful observance of Ramadan, a holy month of reflection and prayer.Last Action: adopted"
HR 0305 of 2016,House Resolution,A resolution to declare June 2016 as Internet Safety Month in the state of Michigan.Last Action: adopted
HR 0306 of 2016,House Resolution,"A resolution to declare July 3-9, 2016. as Arteriovenous Malformation Awareness Week in the state of Michigan.Last Action: adopted"
HR 0307 of 2016,House Resolution,"A resolution to declare June 2016 as Lesbian, Gay, Bisexual, and Transgender Pride Month in the state of Michigan.Last Action: referred to Committee on Families, Children, and Seniors"
HR 0308 of 2016,House Resolution,A resolution to declare August 2016 as Spinal Muscular Atrophy Awareness Month in the state of Michigan.Last Action: adopted
HR 0309 of 2016,House Resolution,"A resolution to declare June 20-26, 2016, as Pollinator Week in the state of Michigan.Last Action: adopted"
HR 0310 of 2016,House Resolution,"A resolution to declare June 4, 2016, as Childhood Cancer Survivors Day in the state of Michigan.Last Action: adopted"
HR 0311 of 2016,House Resolution,"A resolution to declare July 11, 2016, as Srebrenica Remembrance Day and July 11-17, 2016, as Bosnia and Herzegovina Tribute Week in the state of Michigan.Last Action: adopted"
HR 0312 of 2016,House Resolution,"A resolution to declare July 3-9, 2016, as Aquatic Invasive Species Awareness Week in the state of Michigan.Last Action: adopted"
HR 0313 of 2016,House Resolution,"A resolution to declare July 15, 2016, as Leiomyosarcoma Awareness Day in the state of Michigan.Last Action: adopted"
HR 0314 of 2016,House Resolution,"A resolution to declare June 27, 2016, as Post Traumatic Stress Injury Awareness Day in the state of Michigan.Last Action: adopted"
HR 0315 of 2016,House Resolution,A resolution to declare September 2016 as Leukodystrophy Awareness Month in the state of Michigan.Last Action: adopted
HR 0316 of 2016,House Resolution,"A resolution to declare June 20-26, 2016, as Amateur Radio Week in the state of Michigan.Last Action: adopted"
HR 0317 of 2016,House Resolution,"A resolution to declare September 16, 2016, as POW/MIA Recognition Day in the state of Michigan.Last Action: adopted"
HR 0318 of 2016,House Resolution,A resolution to declare June 2016 as Women in Science and Technology Month in the state of Michigan.Last Action: adopted
HR 0319 of 2016,House Resolution,"A resolution to declare June 13-19, 2016, as Men's Health Week in the state of Michigan.Last Action: adopted"
HR 0320 of 2016,House Resolution,A resolution to declare August 2016 as Breastfeeding Awareness Month in the state of Michigan.Last Action: adopted
HR 0321 of 2016,House Resolution,"A resolution to declare August 1-7, 2016, as Breastfeeding Week in the state of Michigan.Last Action: adopted"
HR 0322 of 2016,House Resolution,A resolution to declare July 2016 as Craft Beer Month in the state of Michigan.Last Action: adopted
HR 0323 of 2016,House Resolution,A resolution to declare September 2016 as Safe Sleep Awareness Month in the state of Michigan.Last Action: adopted
HR 0324 of 2016,House Resolution,"A resolution to declare September 11-17, 2016, as Patriot Week in the state of Michigan.Last Action: adopted"
HR 0325 of 2016,House Resolution,"A resolution to declare August 26, 2016, as Women’s Equality Day in the state of Michigan.Last Action: adopted"
HR 0326 of 2016,House Resolution,A resolution to declare September 2016 as Recovery Month in the state of Michigan.Last Action: adopted
HR 0327 of 2016,House Resolution,"A resolution to encourage awareness and sensitivity to the concept of parental alienation.Last Action: reported with recommendation without amendment"
