Document,Type,Description
SR 0170 of 2022,Senate Resolution,"A resolution to urge the Governor of Michigan, the Michigan Department of Health and Human Services, the Department of Insurance and Financial Services, the Department of Licensing and Regulatory Affairs, the Michigan Economic Development Corporation, and other executive departments to take action to make insulin more accessible and affordable.Last Action: ADOPTED"
SR 0171 of 2022,Senate Resolution,A resolution to condemn the federal government’s expansion of the Internal Revenue Service through the proposed Inflation Reduction Act of 2022.Last Action: ADOPTED
SR 0172 of 2022,Senate Resolution,A resolution to oppose the use of taxpayer resources by Michigan’s public universities and/or community colleges to engage in partisan political activities or to influence the outcome of elections.Last Action: ADOPTED
SR 0173 of 2022,Senate Resolution,A resolution of tribute for the Honorable Doug Wozniak.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS
SR 0174 of 2022,Senate Resolution,A resolution of tribute for the Honorable Curtis S. VanderWall.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS
SR 0175 of 2022,Senate Resolution,A resolution of tribute for the Honorable Betty Jean Alexander.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS
SR 0176 of 2022,Senate Resolution,"A resolution of tribute for the Honorable John Bizon, M.D.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0177 of 2022,Senate Resolution,A resolution of tribute for the Honorable Michael MacDonald.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS
SR 0178 of 2022,Senate Resolution,A resolution of tribute for the Honorable Dale Zorn.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS
SR 0179 of 2022,Senate Resolution,A resolution of tribute for the Honorable Adam Hollier.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS
SR 0180 of 2022,Senate Resolution,A resolution of tribute for the Honorable Tom Barrett.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS
SR 0181 of 2022,Senate Resolution,A resolution of tribute for the Honorable Kim LaSata.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS
SR 0182 of 2022,Senate Resolution,A resolution of tribute for the Honorable Marshall Bullock II.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS
SR 0183 of 2022,Senate Resolution,A resolution of tribute for the Honorable Ken Horn.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS
SR 0184 of 2022,Senate Resolution,A resolution of tribute for the Honorable Wayne Schmidt.Last Action: ADOPTED
SR 0185 of 2022,Senate Resolution,"A resolution of tribute for the Honorable Curtis Hertel, Jr.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0186 of 2022,Senate Resolution,A resolution of tribute for the Honorable Jim Stamas.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS
SR 0187 of 2022,Senate Resolution,A resolution of tribute for the Honorable Jim Ananich.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS
SR 0188 of 2022,Senate Resolution,A resolution of tribute for the Honorable Mike Shirkey.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS
HR 0205 of 2022,House Resolution,"A resolution to urge the U.S. Congress, federal agencies, and state departments to address the ongoing fertilizer price increases and shortages that are impacting Michigan farmers.Last Action: adopted"
HR 0206 of 2022,House Resolution,"A resolution of tribute offered as a memorial for Stephen Ehardt, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0207 of 2022,House Resolution,"A resolution to declare January 15, 2022, as Alpha Kappa Alpha Sorority, Incorporated Founders’ Day in the state of Michigan.Last Action: adopted"
HR 0208 of 2022,House Resolution,A resolution to declare January 2022 as Fire Fighter Cancer Awareness Month in the state of Michigan.Last Action: adopted
HR 0209 of 2022,House Resolution,A resolution to declare January 2022 as Local School Board Recognition Month in the state of Michigan.Last Action: adopted
HR 0210 of 2022,House Resolution,"A resolution to affirm our commitment to the fundamental rights of parents to direct the education of their children, and call on Governor Whitmer to publicly acknowledge these rights.Last Action: adopted"
HR 0211 of 2022,House Resolution,"A resolution to declare January 11, 2022, as Human Trafficking Awareness Day in the state of Michigan.Last Action: adopted"
HR 0212 of 2022,House Resolution,"A resolution to declare January 25-29, 2022, as Human Trafficking Awareness Week in the state of Michigan.Last Action: adopted"
HR 0213 of 2022,House Resolution,A resolution to declare January 2022 as Human Trafficking Awareness Month in the state of Michigan.Last Action: adopted
HR 0214 of 2022,House Resolution,"A resolution to declare January 13, 2022, as Delta Sigma Theta Sorority, Incorporated, Day in the state of Michigan.Last Action: adopted"
HR 0215 of 2022,House Resolution,"A resolution to declare January 23-29, 2022, as School Choice Week in the state of Michigan.Last Action: adopted"
HR 0216 of 2022,House Resolution,A resolution to urge school districts in Michigan to provide information to parents about safe gun storage.Last Action: referred to Committee on Education
HR 0217 of 2022,House Resolution,A resolution to recognize the 49th anniversary of the issuance of the U.S. Supreme Court’s Roe v. Wade ruling.Last Action: referred to Committee on Health Policy
HR 0218 of 2022,House Resolution,"A resolution to declare February 1, 2022, as Blue Star Mothers Day in the state of Michigan.Last Action: adopted"
HR 0219 of 2022,House Resolution,"A resolution to urge the Wolf Management Advisory Council and the Natural Resources Commission to authorize, and the Department of Natural Resources to organize, wolf hunting and trapping as part of the state's wolf management efforts beginning in 2022.Last Action: adopted"
HR 0220 of 2022,House Resolution,"A resolution to declare January 30-February 5, 2022, as Catholic Schools Week in the state of Michigan.Last Action: adopted"
HR 0221 of 2022,House Resolution,A resolution to declare youth violence in Michigan a public health epidemic.Last Action: referred to Committee on Health Policy
HR 0222 of 2022,House Resolution,A resolution to declare February 2022 as Career and Technical Education Month in the state of Michigan.Last Action: adopted
HR 0223 of 2022,House Resolution,A resolution to declare February 2022 as Fitness Month in the state of Michigan.Last Action: adopted
HR 0224 of 2022,House Resolution,A resolution to create the House Select Committee on Ethics.Last Action: motion to discharge committee postponed for day
HR 0225 of 2022,House Resolution,"A resolution to declare February 4, 2022, as School Safety Awareness Day in the state of Michigan.Last Action: adopted"
HR 0226 of 2022,House Resolution,A resolution to declare February 2022 as School-Based Health Care Awareness Month in the state of Michigan.Last Action: adopted
HR 0227 of 2022,House Resolution,A resolution to commemorate the 25th anniversary of the Michigan Coalition for Responsible Gun Owners.Last Action: adopted
HR 0228 of 2022,House Resolution,"A resolution offered as a memorial for Jack D. Minore, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0229 of 2022,House Resolution,"A resolution to declare February 11, 2022, as White Shirt Day in the state of Michigan.Last Action: adopted"
HR 0230 of 2022,House Resolution,A resolution to declare February 2022 as Self-Care Awareness Month in the state of Michigan.Last Action: adopted
HR 0231 of 2022,House Resolution,A resolution to oppose the use of federal funds to purchase drug paraphernalia.Last Action: referred to Committee on Government Operations
HR 0232 of 2022,House Resolution,"A resolution of tribute offered as a memorial for Mary Carney Brown, former member of the Michigan House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0233 of 2022,House Resolution,"A resolution to declare February 18, 2022, as Conductive Education Day in the state of Michigan.Last Action: adopted"
HR 0234 of 2022,House Resolution,"A resolution to declare February 19-26, 2022, as FFA Week in the state of Michigan.Last Action: adopted"
HR 0235 of 2022,House Resolution,"A resolution to declare February 18, 2022, as Caregivers Day in the state of Michigan.Last Action: adopted"
HR 0236 of 2022,House Resolution,"A resolution to declare February 23, 2022, as Scoliosis Screening Awareness Day in the state of Michigan.Last Action: adopted"
HR 0237 of 2022,House Resolution,"A resolution to urge the President, Congress, and the National Labor Relations Board to enact policies banning employers from permanently replacing striking employees.Last Action: referred to Committee on Government Operations"
HR 0238 of 2022,House Resolution,"A resolution of tribute offered as a memorial for Barbara-Rose Collins, former member of the Michigan House of Representatives and the United States House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0239 of 2022,House Resolution,"A resolution to declare February 24, 2022, as Public Schools Day in the state of Michigan.Last Action: adopted"
HR 0240 of 2022,House Resolution,A resolution to urge President Biden to appoint a Black woman to the Supreme Court of the United States.Last Action: referred to Committee on Government Operations
HR 0241 of 2022,House Resolution,"A resolution to condemn the Republican National Committee for whitewashing and lying about the violent, deadly, and seditious January 6, 2021, insurrection by referring to it as ""legitimate political discourse"".Last Action: referred to Committee on Government Operations"
HR 0242 of 2022,House Resolution,A resolution to urge the state of Michigan to accelerate efforts to reduce mass incarceration.Last Action: referred to Committee on Judiciary
HR 0243 of 2022,House Resolution,A resolution to condemn the Russian invasion of Ukraine in the strongest possible terms.Last Action: adopted
HR 0244 of 2022,House Resolution,A resolution to declare March 2022 as Women's History Month in the state of Michigan.Last Action: adopted
HR 0245 of 2022,House Resolution,A resolution to honor the Great Lakes Christian College Crusaders Women’s Soccer Team for their 2021 NCCAA Division II National Championship.Last Action: adopted
HR 0246 of 2022,House Resolution,A resolution to urge the United States Department of the Interior to approve the petition of the Grand River Bands of Ottawa Indians for federal acknowledgment.Last Action: referred to Committee on Government Operations
HR 0247 of 2022,House Resolution,A resolution to affirm that Griswold v. Connecticut was rightly decided.Last Action: referred to Committee on Judiciary
HR 0248 of 2022,House Resolution,"A resolution to urge the federal government to quickly enact legislation addressing the backlog in employment-based green cards, including, but not limited to, H.R. 3648 of 2021.Last Action: referred to Committee on Workforce, Trades, and Talent"
HR 0249 of 2022,House Resolution,"A resolution to declare March 8, 2022, as International Women’s Day in the state of Michigan.Last Action: adopted"
HR 0250 of 2022,House Resolution,"A resolution to urge the adoption of policies that will help lead to energy independence and lower energy costs in the United States, including ending the state's efforts to shut down Line 5.Last Action: roll call Roll Call # 101 Yeas 62 Nays 40 Excused 0 Not Voting 4"
HR 0251 of 2022,House Resolution,A resolution to urge the federal government to eliminate all taxes on gasoline for a period of 60 days.Last Action: referred to Committee on Tax Policy
HR 0252 of 2022,House Resolution,"A resolution to condemn the actions of illegitimate presidential electors and to encourage the attorneys general of Michigan, Arizona, Georgia, Pennsylvania, Nevada, New Mexico, and Wisconsin, along with the federal Department of Justice, to prosecute these fake electors for their misdeeds to the fullest extent of the law.Last Action: referred to Committee on Judiciary"
HR 0253 of 2022,House Resolution,A resolution to commemorate the 31st anniversary of the Michigan Notable Book Program.Last Action: adopted
HR 0254 of 2022,House Resolution,"A resolution to declare March 17, 2022, as Irish-American Day in the state of Michigan.Last Action: adopted"
HR 0255 of 2022,House Resolution,A resolution to declare March 2022 as Athletic Trainer Month in the state of Michigan.Last Action: adopted
HR 0256 of 2022,House Resolution,"A resolution to declare March 22, 2022, as Michigan Water Day and World Water Day in the state of Michigan.Last Action: adopted"
HR 0257 of 2022,House Resolution,A resolution to encourage educational institutions and local governments to help register eligible students to vote.Last Action: referred to Committee on Education
HR 0258 of 2022,House Resolution,"A resolution to declare March 21-27, 2022, as Agriculture Week in the state of Michigan.Last Action: adopted"
HR 0259 of 2022,House Resolution,"A resolution of tribute offered as a memorial for Woodrow Stanley, former member of the Michigan House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0260 of 2022,House Resolution,"A resolution to create a House select committee to examine the actions of Lee Chatfield, former Representative of the One-hundred Seventh House District.Last Action: referred to Committee on Government Operations"
HR 0261 of 2022,House Resolution,A resolution to declare April 2022 as Financial Literacy Month in the state of Michigan.Last Action: adopted
HR 0262 of 2022,House Resolution,A resolution to urge the United States Congress to expand the federal Family First Prevention Services Act by allowing flexibility in the use of Title IV-E funds to help children remain safely in their homes.Last Action: adopted
HR 0263 of 2022,House Resolution,A resolution to declare April 2022 as Sexual Assault Awareness Month in the state of Michigan.Last Action: adopted
HR 0264 of 2022,House Resolution,A resolution to declare April 2022 as County Government Month in the state of Michigan.Last Action: adopted
HR 0265 of 2022,House Resolution,"A resolution to declare April 11-17, 2022, as Black Maternal Health Week in the state of Michigan.Last Action: adopted"
HR 0266 of 2022,House Resolution,A resolution to declare April 2022 as Autism Awareness Month in the state of Michigan.Last Action: adopted
HR 0267 of 2022,House Resolution,"A resolution to declare April 24, 2022 as a Day of Remembrance in the state of Michigan for the Armenian Genocide of 1915-1923.Last Action: adopted"
HR 0268 of 2022,House Resolution,"A resolution to declare April 16, 2022, as Healthcare Decisions Day in the state of Michigan.Last Action: adopted"
HR 0269 of 2022,House Resolution,"A resolution to declare April 10, 2022, as Michigan Youth HIV and AIDS Awareness Day in the state of Michigan.Last Action: referred to Committee on Health Policy"
HR 0270 of 2022,House Resolution,A resolution to declare April 2022 as Arab-American Heritage Month in the state of Michigan.Last Action: adopted
HR 0271 of 2022,House Resolution,"A resolution to extend best wishes to Muslims in Michigan, the United States, and worldwide, for a joyous and meaningful observance of Ramadan, a holy month of prayer, fasting, charity, and reflection.Last Action: adopted"
HR 0272 of 2022,House Resolution,A resolution to create a House select committee to study highway flooding and roadway climate resiliency.Last Action: referred to Committee on Government Operations
HR 0273 of 2022,House Resolution,"A resolution to declare April 30, 2022, as Invention Convention Day in the state of Michigan.Last Action: adopted"
HR 0274 of 2022,House Resolution,"A resolution to grant the House Standing Committee on Elections and Ethics the full scope of power as authorized by MCL 4.101 and MCL 4.541 to administer oaths, issue subpoenas, and examine books and records related to the 2020 primary and general elections.Last Action: referred to Committee on Government Operations"
HR 0275 of 2022,House Resolution,"A resolution to declare April 24-30, 2022, as Crime Victims’ Rights Week in the state of Michigan.Last Action: adopted"
HR 0276 of 2022,House Resolution,"A resolution to declare May 1-7, 2022, as Tardive Dyskinesia Awareness Week in the state of Michigan.Last Action: adopted"
HR 0277 of 2022,House Resolution,"A resolution to declare April 28, 2022, as Holocaust Remembrance Day in the state of Michigan.Last Action: adopted"
HR 0278 of 2022,House Resolution,A resolution to declare May 2022 as Foster Care Awareness Month in the state of Michigan.Last Action: adopted
HR 0279 of 2022,House Resolution,"A resolution to declare April 28, 2022, as Negro Leaguers Baseball Day in the state of Michigan.Last Action: adopted"
HR 0280 of 2022,House Resolution,"A resolution to declare April 29, 2022, as Arbor Day in the state of Michigan.Last Action: adopted"
HR 0281 of 2022,House Resolution,A resolution to declare May 2022 as Asian Pacific American Heritage Month in the state of Michigan.Last Action: adopted
HR 0282 of 2022,House Resolution,"A resolution to declare April 28, 2022, as Suits and Sneakers Day in the state of Michigan.Last Action: adopted"
HR 0283 of 2022,House Resolution,"A resolution to declare May 2-6, 2022, as Teacher Appreciation Week in the state of Michigan.Last Action: adopted"
HR 0284 of 2022,House Resolution,A resolution to requesting information from the Michigan Attorney General regarding evidence or testimony submitted to the Michigan Public Service Commission in electric utility rates cases pertaining to residential customers in the distributed generation program.Last Action: referred to Committee on Energy
HR 0285 of 2022,House Resolution,"A resolution to requesting the Michigan Public Service Commission to provide a report to the House Energy Committee summarizing the proposals of regulated utilities pertaining to the distributed generation program in rate cases filed after June 1, 2018.Last Action: referred to Committee on Energy"
HR 0286 of 2022,House Resolution,A resolution to declare May 2022 as Mental Health Awareness Month in the state of Michigan.Last Action: adopted
HR 0287 of 2022,House Resolution,A resolution to declare May 2022 as Huntington's Disease Awareness Month in the state of Michigan.Last Action: adopted
HR 0288 of 2022,House Resolution,"A resolution to declare May 4 2022, as Provider Appreciation Day in the state of Michigan.Last Action: adopted"
HR 0289 of 2022,House Resolution,A resolution to urge Congress to pass legislation that would allow farmers to petition the U.S. International Trade Commission to temporarily waive tariffs on imports of fertilizer and fertilizer ingredients imported from Morocco.Last Action: adopted
HR 0290 of 2022,House Resolution,A resolution to urge President Joe Biden to reject radical open border policies and to enforce our nation's immigration laws.Last Action: roll call Roll Call # 319 Yeas 65 Nays 39 Excused 0 Not Voting 6
HR 0291 of 2022,House Resolution,"A resolution to urge the Michigan Legislature to provide all state employees $2,000 in Public Employee Recognition Pay.Last Action: referred to Committee on Appropriations"
HR 0292 of 2022,House Resolution,"A resolution to urge the Governor to convene an Infrastructure Task Force to coordinate efforts to ensure federal funding is used to advance climate, resilience, and equity goals, and to direct the work of the task force.Last Action: referred to Committee on Government Operations"
HR 0293 of 2022,House Resolution,"A resolution to declare May 11, 2022, as Rail Day in the state of Michigan.Last Action: adopted"
HR 0294 of 2022,House Resolution,A resolution to declare May 2022 as Bike Month in the state of Michigan.Last Action: adopted
HR 0295 of 2022,House Resolution,"A resolution to declare May 14, 2022, as Hmong American Day in the state of Michigan.Last Action: adopted"
HR 0296 of 2022,House Resolution,A resolution to declare May 2022 as Cystic Fibrosis Awareness Month in the state of Michigan.Last Action: adopted
HR 0297 of 2022,House Resolution,"A resolution to declare May 15-21, 2022, as Police Week in the state of Michigan.Last Action: adopted"
HR 0298 of 2022,House Resolution,A resolution to urge Congress to pass legislation to recognize the critical role of direct support professionals.Last Action: referred to Committee on Health Policy
HR 0299 of 2022,House Resolution,"A resolution to declare May 15-21, 2022, as Emergency Medical Services Week in the state of Michigan.Last Action: adopted"
HR 0300 of 2022,House Resolution,"A resolution to urge the federal government to dismantle the Department of Homeland Security's Disinformation Governance Board and to respect free speech.Last Action: referred to Committee on Military, Veterans and Homeland Security"
HR 0301 of 2022,House Resolution,"A resolution to declare May 20, 2022, as Rotary Day in the state of Michigan.Last Action: adopted"
HR 0302 of 2022,House Resolution,"A resolution to declare May 19, 2022, as Stop the Bleed Day in the state of Michigan.Last Action: adopted"
HR 0303 of 2022,House Resolution,A resolution to commemorate the 50th anniversary of the McDonald's Restaurants Black Owners Association.Last Action: adopted
HR 0304 of 2022,House Resolution,"A resolution to declare May 21-27, 2022, as Boating Safety Week in the state of Michigan.Last Action: adopted"
HR 0305 of 2022,House Resolution,"A resolution to declare May 30, 2022, as Multiple Sclerosis Day in the state of Michigan.Last Action: adopted"
HR 0306 of 2022,House Resolution,"A resolution to urge the United States Congress to fund scientific research on gun violence and its effects on public health, and to require the Surgeon General of the United States to issue annual reports to the public on the current state of gun violence in the country.Last Action: referred to Committee on Government Operations"
HR 0307 of 2022,House Resolution,A resolution to support access to contraception for all individuals.Last Action: referred to Committee on Health Policy
HR 0308 of 2022,House Resolution,A resolution to affirm our support of Governor Whitmer’s MI Healthy Climate Plan.Last Action: referred to Committee on Commerce and Tourism
HR 0309 of 2022,House Resolution,A resolution to urge the federal government to withdraw membership in the World Health Organization and suspend all payments to the organization.Last Action: referred to Committee on Health Policy
HR 0310 of 2022,House Resolution,A resolution to urge municipalities to use recently appropriated state and federal funding to pursue green infrastructure policies.Last Action: referred to Committee on Local Government and Municipal Finance
HR 0311 of 2022,House Resolution,A resolution to declare June 2022 as Alzheimer's and Brain Awareness Month in the state of Michigan.Last Action: adopted
HR 0312 of 2022,House Resolution,"A resolution to declare June 12, 2022, as Women Veterans Recognition Day in the state of Michigan.Last Action: adopted"
HR 0313 of 2022,House Resolution,"A resolution to declare June 4-11, 2022, as Boating and Fishing Week in the state of Michigan.Last Action: adopted"
HR 0314 of 2022,House Resolution,"A resolution to recognize June 2022 as Lesbian, Gay, Bisexual, Transgender, and Queer (LGBTQ) Pride Month in the state of Michigan.Last Action: referred to Committee on Rules and Competitiveness"
HR 0315 of 2022,House Resolution,"A resolution to call upon the Russian Federation to respect the human and legal rights of and to immediately release two-time Olympic gold medalist and American professional basketball player Brittney Griner from detention in the Russian Federation and urge President Joe Biden to make her safe return to the United States a priority for his Administration.Last Action: referred to Committee on Military, Veterans and Homeland Security"
HR 0316 of 2022,House Resolution,"A resolution to declare June 10, 2022, as Alcoholics Anonymous Day in the state of Michigan.Last Action: adopted"
HR 0317 of 2022,House Resolution,A resolution to condemn recent attacks on crisis pregnancy centers.Last Action: referred to Committee on Health Policy
HR 0318 of 2022,House Resolution,"A resolution to oppose the United States Department of Labor's proposed rule change regarding Wagner-Peyser Act Employment Service services without an exception for states like Michigan that previously transferred this work out of state employment.Last Action: referred to Committee on Workforce, Trades, and Talent"
HR 0319 of 2022,House Resolution,"A resolution to declare June 23-29, 2022, as Grassroots Week in the state of Michigan.Last Action: adopted"
HR 0320 of 2022,House Resolution,A resolution to urge the Congress of the United States to permanently extend the Tax Cuts and Jobs Act of 2017 with commensurate spending cuts to avoid increasing the federal tax burden.Last Action: referred to Committee on Tax Policy
HR 0321 of 2022,House Resolution,"A resolution to declare January 6, 2022, as Remembrance Day in the state of Michigan.Last Action: referred to Committee on Rules and Competitiveness"
HR 0322 of 2022,House Resolution,"A resolution to recognize June 28-July 3, 2022, as Lesbian, Gay, Bisexual, Transgender, and Queer (LGBTQ) Pride Week in the state of Michigan.Last Action: adopted"
HR 0323 of 2022,House Resolution,A resolution to urge Congress to repeal the William D. Ford Federal Direct Loan Program.Last Action: referred to Committee on Education
HR 0324 of 2022,House Resolution,"A resolution to condemn antisemitism and urge Michigan leaders to prevent, report, and address incidents of antisemitism.Last Action: referred to Committee on Judiciary"
HR 0325 of 2022,House Resolution,"A resolution to declare July 24, 2022, as Law Enforcement Spouses Day in the state of Michigan.Last Action: adopted"
HR 0326 of 2022,House Resolution,A resolution to strongly urge the United States Air Force to replace the fleet of A-10 Thunderbolt Attack Fighters at Selfridge Air National Guard Base with an advanced generation fighter mission.Last Action: adopted
HR 0327 of 2022,House Resolution,A resolution to declare July 2022 as Cleft and Craniofacial Awareness Month in the state of Michigan.Last Action: adopted
HR 0328 of 2022,House Resolution,A resolution of tribute to for the Honorable Jim Lilly.Last Action: adopted
HR 0329 of 2022,House Resolution,A resolution to affirm that Obergefell v. Hodges was rightly decided.Last Action: referred to Committee on Judiciary
HR 0330 of 2022,House Resolution,A resolution to urge the United States Food and Drug Administration to facilitate FDA approved research on hyperbaric oxygen therapy for the treatment of Traumatic Brain Injury and Post Traumatic Stress Disorder.Last Action: referred to Committee on Health Policy
HR 0331 of 2022,House Resolution,"A resolution of tribute to offered as a memorial for Sharon Gire, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0332 of 2022,House Resolution,"A resolution to urge the United States Congress to require firearm owners to purchase liability insurance.Last Action: referred to Committee on Military, Veterans and Homeland Security"
HR 0333 of 2022,House Resolution,"A resolution to urge the United States Department of Justice, including the United States Attorney for the Western District of Michigan, to investigate various members of the Michigan House of Representatives for the crime of seditious conspiracy.Last Action: referred to Committee on Government Operations"
HR 0334 of 2022,House Resolution,"A resolution to censure Representative Daire Rendon of the One Hundred Third House District, State of Michigan.Last Action: referred to Committee on Government Operations"
HR 0335 of 2022,House Resolution,A resolution to declare September 2022 as Deaf Awareness Month in the state of Michigan.Last Action: adopted
HR 0336 of 2022,House Resolution,A resolution to condemn the Supreme Court of the United States’ decision to overturn Roe v. Wade and Planned Parenthood v. Casey and to commit to advancing reproductive justice.Last Action: referred to Committee on Judiciary
HR 0337 of 2022,House Resolution,"A resolution to declare September 21, 2022, as Maltese American Heritage Day in the state of Michigan.Last Action: adopted"
HR 0338 of 2022,House Resolution,"A resolution to declare September 15-October 15, 2022, as Hispanic Heritage Month in the state of Michigan.Last Action: adopted"
HR 0339 of 2022,House Resolution,"A resolution to declare September 21, 2022, as Michigan Peace Day and International Day of Peace in the state of Michigan.Last Action: adopted"
HR 0340 of 2022,House Resolution,A resolution to declare September 2022 as Big Brothers Big Sisters Youth Mentoring Month in the state of Michigan.Last Action: adopted
HR 0341 of 2022,House Resolution,"A resolution directing the impeachment of Jacob Cunningham, Judge of the Sixth Judicial Circuit Court of Michigan, for corrupt conduct in office.Last Action: referred to Committee on Judiciary"
HR 0342 of 2022,House Resolution,"A resolution to urge the United States House of Representatives to condemn Speaker Pelosi for abusing her authority and undermining the President's role in negotiating with foreign countries during her visit to Taiwan in August 2022, and to request a personal response to this resolution from Speaker Pelosi.Last Action: referred to Committee on Government Operations"
HR 0343 of 2022,House Resolution,A resolution to declare September 2022 as Childhood Cancer Awareness Month in the state of Michigan.Last Action: adopted
HR 0344 of 2022,House Resolution,"A resolution of tribute to offered as a memorial for Victor Krause, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0345 of 2022,House Resolution,A resolution to urge the United States Department of the Interior to approve the petition of the Grand River Bands of Ottawa Indians for federal acknowledgment.Last Action: adopted
HR 0346 of 2022,House Resolution,A resolution to declare Rudyard Township as the Snowy Owl Capital of Michigan.Last Action: adopted
HR 0347 of 2022,House Resolution,"A resolution to urge Congress to investigate the Federal Bureau of Investigation for political corruption and significantly decrease the Bureau's budget, and to urge the Bureau and the United States Department of Justice to release the full and unredacted search warrant and supporting affidavit for the August 8, 2022, search of President Donald Trump's home.Last Action: referred to Committee on Judiciary"
HR 0348 of 2022,House Resolution,"A resolution to condemn the ongoing military attacks by the Republic of Azerbaijan on the Republic of Armenia, commend United States diplomats for their efforts to pursue a peaceful, diplomatic solution to the conflict, and call upon the United States government to pause all aid to the Republic of Azerbaijan.Last Action: referred to Committee on Government Operations"
HR 0349 of 2022,House Resolution,A resolution to condemn the Michigan Department of Education’s teacher training videos on student gender orientation and reaffirm the fundamental right of parents to direct the education of their children.Last Action: roll call Roll Call # 462 Yeas 58 Nays 39 Excused 0 Not Voting 12
HR 0350 of 2022,House Resolution,A resolution to declare October 2022 as Filipino American History Month in the state of Michigan.Last Action: adopted
HR 0351 of 2022,House Resolution,"A resolution to declare September 26, 2022, as Mesothelioma Awareness Day in the state of Michigan.Last Action: adopted"
HR 0352 of 2022,House Resolution,A resolution to declare October 2022 as Uterine Fibroids Awareness Month in the state of Michigan.Last Action: adopted
HR 0353 of 2022,House Resolution,"A resolution to declare October 15, 2022, as Pregnancy and Infant Loss Remembrance Day in the state of Michigan.Last Action: adopted"
HR 0354 of 2022,House Resolution,A resolution to declare October 2022 as Domestic Violence Awareness Month in the state of Michigan.Last Action: adopted
HR 0355 of 2022,House Resolution,"A resolution to declare October 4, 2022, as EV Charging Day in the state of Michigan.Last Action: referred to Committee on Transportation"
HR 0356 of 2022,House Resolution,A resolution to declare October 2022 as Library Appreciation Month in the state of Michigan.Last Action: adopted
HR 0357 of 2022,House Resolution,A resolution to declare October 2022 as Disability Employment Awareness Month in the state of Michigan.Last Action: adopted
HR 0358 of 2022,House Resolution,"A resolution reaffirming the State of Michigan’s commitment to refrain from intervening in the free market to forcibly transition the state’s automotive fleet from internal combustion engine powered vehicles to electric-powered vehicles and, instead, to allow traditional free market forces to determine the fleet’s makeup.Last Action: roll call Roll Call # 461 Yeas 68 Nays 30 Excused 0 Not Voting 11"
HR 0359 of 2022,House Resolution,"A resolution of tribute offered as a memorial for Nelson Saunders, former member of the Michigan House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0360 of 2022,House Resolution,A resolution to urge Congress to pass legislation to counter the threat of online disinformation.Last Action: referred to Committee on Government Operations
HR 0361 of 2022,House Resolution,A resolution to declare November 2022 as Childhood Grief Awareness Month in the state of Michigan.Last Action: adopted
HR 0362 of 2022,House Resolution,"A resolution to declare November 10, 2022, as Amyotrophic Lateral Sclerosis (ALS) Awareness Day in the state of Michigan.Last Action: adopted"
HR 0363 of 2022,House Resolution,"A resolution to declare November 26, 2022, as Holodomor Memorial Day in the state of Michigan.Last Action: adopted"
HR 0364 of 2022,House Resolution,"A resolution of tribute offered as a memorial for Stanley Stopczynski, former member of the Michigan House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0365 of 2022,House Resolution,A resolution of tribute for the Honorable Thomas Albert.Last Action: adopted
HR 0366 of 2022,House Resolution,A resolution of tribute for the Honorable Julie Alexander.Last Action: adopted
HR 0367 of 2022,House Resolution,A resolution of tribute to for the Honorable Sue Allor.Last Action: adopted
